Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ADORA2B	ABCF1	0.052600	0.052600	0.000000	0.946768	3	unknown	nan/nan/nan
ABCF1	ASTN2	0.066400	0.066400	0.000000	0.996988	3	unknown	nan/nan/nan
ABCF1	BBS1	0.171400	0.171400	0.000000	0.653442	3	unknown	nan/nan/nan
ABCF1	CDK4	0.068900	0.068900	0.000000	0.628447	3	unknown	nan/nan/nan
ABCF1	CHODL	0.145100	0.145100	0.000000	0.991041	3	unknown	nan/nan/nan
ABCF1	CNIH4	0.053300	0.053300	0.000000	0.964353	3	unknown	nan/nan/nan
COTL1	ABCF1	0.117300	0.117300	0.000000	0.927536	3	unknown	nan/nan/nan
ABCF1	CSNK1A1	0.085800	0.085800	0.000000	0.566434	3	unknown	nan/nan/nan
ABCF1	CSNK1D	0.161200	0.161200	0.000000	0.947270	3	unknown	nan/nan/nan
ABCF1	E2F4	0.083600	0.083600	0.000000	0.984450	3	unknown	nan/nan/nan
ABCF1	ELF1	0.123900	0.123900	0.000000	0.977401	3	unknown	nan/nan/nan
ABCF1	FLJ22184	0.052000	0.052000	0.000000	0.965385	3	unknown	nan/nan/nan
ABCF1	GRIN1	0.068000	0.068000	0.000000	0.997059	3	unknown	nan/nan/nan
ABCF1	GRK6	0.064800	0.064800	0.000000	0.708333	3	unknown	nan/nan/nan
ABCF1	GSTK1	0.081400	0.081400	0.000000	0.942260	3	unknown	nan/nan/nan
ABCF1	HLA-G	0.053100	0.053100	0.000000	0.928437	3	unknown	nan/nan/nan
ITGA3	ABCF1	0.119700	0.119700	0.000000	0.910610	3	unknown	nan/nan/nan
ITPR3	ABCF1	0.085800	0.085800	0.000000	0.658508	3	unknown	nan/nan/nan
LIMK2	ABCF1	0.409500	0.409500	0.000000	0.986081	3	unknown	nan/nan/nan
ABCF1	MAL	0.115000	0.115000	0.000000	0.940000	3	unknown	nan/nan/nan
ABCF1	MAPK14	0.134400	0.134400	0.000000	0.771577	3	unknown	nan/nan/nan
MREG	ABCF1	0.058400	0.058400	0.000000	0.864726	3	unknown	nan/nan/nan
ABCF1	MYO10	0.071100	0.071100	0.000000	0.987342	3	unknown	nan/nan/nan
ABCF1	NCOR1	0.056700	0.056700	0.000000	0.924162	3	unknown	nan/nan/nan
ABCF1	NFKBIE	0.911600	0.911600	0.000000	0.652369	3	unknown	nan/nan/nan
NXT1	ABCF1	0.102500	0.102500	0.000000	0.869268	3	unknown	nan/nan/nan
ODC1	ABCF1	0.147900	0.147900	0.000000	0.888438	3	unknown	nan/nan/nan
ABCF1	PLCH2	0.073900	0.073900	0.000000	0.995940	3	unknown	nan/nan/nan
PLK1	ABCF1	0.229900	0.229900	0.000000	0.966072	3	unknown	nan/nan/nan
ABCF1	POP1	0.077700	0.077700	0.000000	0.997426	3	unknown	nan/nan/nan
ABCF1	PPP1R11	0.879200	0.879200	0.000000	0.944609	3	unknown	nan/nan/nan
ABCF1	PRKCE	0.095700	0.095700	0.000000	0.965517	3	unknown	nan/nan/nan
RXRB	ABCF1	0.225900	0.225900	0.000000	0.511731	3	unknown	nan/nan/nan
ABCF1	SLC16A6	0.241100	0.241100	0.000000	0.985898	3	unknown	nan/nan/nan
ABCF1	SULT2B1	0.051400	0.051400	0.000000	0.984436	3	unknown	nan/nan/nan
TMEM158	ABCF1	0.243900	0.243900	0.000000	0.580566	3	unknown	nan/nan/nan
UBE2C	ABCF1	0.072100	0.072100	0.000000	0.840499	3	unknown	nan/nan/nan
UPP1	ABCF1	0.094300	0.094300	0.000000	0.975610	3	unknown	nan/nan/nan
ABCF1	VAC14	0.157400	0.157400	0.000000	0.975858	3	unknown	nan/nan/nan
ABCF1	VPS37B	0.084200	0.084200	0.000000	0.927553	3	unknown	nan/nan/nan
ABCF1	WNT3	0.082600	0.082600	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	WNT5A	0.079800	0.079800	0.000000	0.989975	3	unknown	nan/nan/nan
ABLIM1	AREG	0.102200	0.102200	0.000000	0.983366	3	unknown	nan/nan/nan
ABLIM1	BAALC	0.174400	0.174400	0.000000	0.959862	3	unknown	nan/nan/nan
CAV1	ABLIM1	0.393500	0.393500	0.000000	0.992122	3	unknown	nan/nan/nan
ABLIM1	CAV3	0.058900	0.058900	0.000000	0.898132	3	unknown	nan/nan/nan
CHST7	ABLIM1	0.069600	0.069600	0.000000	0.906609	3	unknown	nan/nan/nan
ABLIM1	CREB3	0.061500	0.061500	0.000000	0.943089	3	unknown	nan/nan/nan
ABLIM1	CSTA	0.068200	0.068200	0.000000	0.810850	3	unknown	nan/nan/nan
DDR1	ABLIM1	0.056000	0.056000	0.000000	0.964286	3	unknown	nan/nan/nan
EFEMP2	ABLIM1	0.178700	0.178700	0.000000	0.950196	3	unknown	nan/nan/nan
EGR1	ABLIM1	0.275300	0.275300	0.000000	0.995641	3	unknown	nan/nan/nan
ABLIM1	GNE	0.252500	0.252500	0.000000	0.975446	3	unknown	nan/nan/nan
GPNMB	ABLIM1	0.083700	0.083700	0.000000	0.983274	3	unknown	nan/nan/nan
GSTZ1	ABLIM1	0.056800	0.056800	0.000000	0.667254	3	unknown	nan/nan/nan
ABLIM1	ITGA2	0.221600	0.221600	0.000000	0.681408	3	unknown	nan/nan/nan
ABLIM1	KCNJ2	0.091400	0.091400	0.000000	0.974836	3	unknown	nan/nan/nan
ABLIM1	KRTAP1-3	0.077100	0.077100	0.000000	0.998703	3	unknown	nan/nan/nan
LIF	ABLIM1	0.054600	0.054600	0.000000	0.701465	3	unknown	nan/nan/nan
MTSS1	ABLIM1	0.119400	0.119400	0.000000	0.644054	3	unknown	nan/nan/nan
PFDN1	ABLIM1	0.093200	0.093200	0.000000	0.959227	3	unknown	nan/nan/nan
PLEK2	ABLIM1	0.085600	0.085600	0.000000	0.584112	3	unknown	nan/nan/nan
ABLIM1	PRKCQ	0.117700	0.117700	0.000000	0.995752	3	unknown	nan/nan/nan
ABLIM1	PRPF4B	0.106400	0.106400	0.000000	0.962406	3	unknown	nan/nan/nan
RGS20	ABLIM1	0.155400	0.155400	0.000000	0.915701	3	unknown	nan/nan/nan
ABLIM1	RHOQ	0.215500	0.215500	0.000000	0.901160	3	unknown	nan/nan/nan
ABLIM1	RPS12	0.113400	0.113400	0.000000	0.955026	3	unknown	nan/nan/nan
ABLIM1	RRAS	0.184400	0.184400	0.000000	0.995662	3	unknown	nan/nan/nan
ABLIM1	SET	0.051600	0.051600	0.000000	0.901163	3	unknown	nan/nan/nan
ABLIM1	SH3TC1	0.095100	0.095100	0.000000	0.936909	3	unknown	nan/nan/nan
ABLIM1	SMAD7	0.072900	0.072900	0.000000	0.725652	3	unknown	nan/nan/nan
ABLIM1	SOX18	0.128800	0.128800	0.000000	0.998447	3	unknown	nan/nan/nan
ABLIM1	SPRY4	0.073100	0.073100	0.000000	0.954856	3	unknown	nan/nan/nan
TAF9	ABLIM1	0.086400	0.086400	0.000000	0.943287	3	unknown	nan/nan/nan
THY1	ABLIM1	0.196300	0.196300	0.000000	0.995415	3	unknown	nan/nan/nan
TRIB1	ABLIM1	0.052200	0.052200	0.000000	0.538314	3	unknown	nan/nan/nan
ABLIM1	TWIST1	0.070100	0.070100	0.000000	0.679030	3	unknown	nan/nan/nan
UBE2N	ABLIM1	0.277700	0.277700	0.000000	0.891610	3	unknown	nan/nan/nan
UPP1	ABLIM1	0.073100	0.073100	0.000000	0.991792	3	unknown	nan/nan/nan
ABLIM1	YWHAE	0.062400	0.062400	0.000000	0.717949	3	unknown	nan/nan/nan
ABLIM1	ZNF224	0.211900	0.211900	0.000000	0.998584	3	unknown	nan/nan/nan
ACAT2	ADAM12	0.076100	0.076100	0.000000	0.977661	3	unknown	nan/nan/nan
ADORA2B	ACAT2	0.057300	0.057300	0.000000	0.884817	3	unknown	nan/nan/nan
ACAT2	ANTXR1	0.271500	0.271500	0.000000	0.984899	3	unknown	nan/nan/nan
ACAT2	ARSJ	0.079400	0.079400	0.000000	0.994962	3	unknown	nan/nan/nan
ACAT2	CCDC88A	0.091600	0.091600	0.000000	0.863537	3	unknown	nan/nan/nan
CCNB1	ACAT2	0.099100	0.099100	0.000000	0.966700	3	unknown	nan/nan/nan
CCNB2	ACAT2	0.159600	0.159600	0.000000	0.929825	3	unknown	nan/nan/nan
ACAT2	CISH	0.098500	0.098500	0.000000	0.842640	3	unknown	nan/nan/nan
ACAT2	CLCF1	0.074800	0.074800	0.000000	0.937166	3	unknown	nan/nan/nan
ACAT2	CYP1A1	0.058300	0.058300	0.000000	0.986278	3	unknown	nan/nan/nan
DDX21	ACAT2	0.169400	0.169400	0.000000	0.765053	3	unknown	nan/nan/nan
ACAT2	DHCR7	0.198900	0.198900	0.000000	0.981398	3	unknown	nan/nan/nan
ACAT2	EEF1E1	0.515300	0.515300	0.000000	0.956724	3	unknown	nan/nan/nan
ACAT2	ELF3	0.076100	0.076100	0.000000	0.745072	3	unknown	nan/nan/nan
ACAT2	EPHB3	0.055300	0.055300	0.000000	0.954792	3	unknown	nan/nan/nan
F2RL1	ACAT2	0.050500	0.050500	0.000000	0.867327	3	unknown	nan/nan/nan
ACAT2	FAM136A	0.050900	0.050900	0.000000	0.858546	3	unknown	nan/nan/nan
ACAT2	FERMT1	0.072200	0.072200	0.000000	0.846260	3	unknown	nan/nan/nan
ACAT2	FGF5	0.101900	0.101900	0.000000	0.996075	3	unknown	nan/nan/nan
ACAT2	FGFR3	0.155300	0.155300	0.000000	0.985834	3	unknown	nan/nan/nan
FOS	ACAT2	0.057300	0.057300	0.000000	0.980803	3	unknown	nan/nan/nan
ACAT2	FZD6	0.054200	0.054200	0.000000	0.979705	3	unknown	nan/nan/nan
ACAT2	GRB10	0.070100	0.070100	0.000000	0.980029	3	unknown	nan/nan/nan
HBEGF	ACAT2	0.135600	0.135600	0.000000	0.934366	3	unknown	nan/nan/nan
ACAT2	HDAC2	0.364000	0.364000	0.000000	0.889286	3	unknown	nan/nan/nan
HMGA2	ACAT2	0.212100	0.212100	0.000000	0.686469	3	unknown	nan/nan/nan
ACAT2	HMGCR	0.403000	0.403000	0.000000	0.940447	3	unknown	nan/nan/nan
ACAT2	HRAS	0.149300	0.149300	0.000000	0.851306	3	unknown	nan/nan/nan
ACAT2	IDI1	0.128500	0.128500	0.000000	0.987549	3	unknown	nan/nan/nan
ACAT2	JAK1	0.076100	0.076100	0.000000	0.982917	3	unknown	nan/nan/nan
ACAT2	MLX	0.216800	0.216800	0.000000	0.844096	3	unknown	nan/nan/nan
NFATC4	ACAT2	0.089300	0.089300	0.000000	0.950728	3	unknown	nan/nan/nan
ACAT2	NMU	0.293700	0.293700	0.000000	0.727954	3	unknown	nan/nan/nan
ACAT2	NRG1	0.179200	0.179200	0.000000	0.953125	3	unknown	nan/nan/nan
ACAT2	NUPR1	0.054900	0.054900	0.000000	0.664845	3	unknown	nan/nan/nan
PFDN1	ACAT2	0.051900	0.051900	0.000000	0.500963	3	unknown	nan/nan/nan
PHLDA2	ACAT2	0.220900	0.220900	0.000000	0.507017	3	unknown	nan/nan/nan
ACAT2	PLA2G4C	0.225300	0.225300	0.000000	0.996893	3	unknown	nan/nan/nan
PLK1	ACAT2	0.098700	0.098700	0.000000	0.640324	3	unknown	nan/nan/nan
ACAT2	PNO1	0.091000	0.091000	0.000000	0.947253	3	unknown	nan/nan/nan
ACAT2	POP1	0.076200	0.076200	0.000000	0.980315	3	unknown	nan/nan/nan
ACAT2	PPP1R12B	0.153900	0.153900	0.000000	0.758285	3	unknown	nan/nan/nan
ACAT2	PRDX6	0.075400	0.075400	0.000000	0.993369	3	unknown	nan/nan/nan
ACAT2	PTPLA	0.121300	0.121300	0.000000	0.638912	3	unknown	nan/nan/nan
ACAT2	PTPN12	0.076900	0.076900	0.000000	1.000000	3	unknown	nan/nan/nan
ACAT2	RHOQ	0.055900	0.055900	0.000000	0.994633	3	unknown	nan/nan/nan
ACAT2	ROR1	0.059600	0.059600	0.000000	0.964765	3	unknown	nan/nan/nan
RRAS2	ACAT2	0.054300	0.054300	0.000000	0.860037	3	unknown	nan/nan/nan
ACAT2	S100P	0.073700	0.073700	0.000000	1.000000	3	unknown	nan/nan/nan
ACAT2	SEMA3A	0.106600	0.106600	0.000000	0.936210	3	unknown	nan/nan/nan
ACAT2	SMAD5	0.081500	0.081500	0.000000	0.990184	3	unknown	nan/nan/nan
ACAT2	SMAD7	0.268200	0.268200	0.000000	0.998881	3	unknown	nan/nan/nan
SMURF2	ACAT2	0.056100	0.056100	0.000000	0.875223	3	unknown	nan/nan/nan
ACAT2	STAT5A	0.060000	0.060000	0.000000	0.950000	3	unknown	nan/nan/nan
SULF1	ACAT2	0.074400	0.074400	0.000000	0.708333	3	unknown	nan/nan/nan
TEX10	ACAT2	0.103300	0.103300	0.000000	0.721200	3	unknown	nan/nan/nan
ACAT2	TGFA	0.124900	0.124900	0.000000	0.627702	3	unknown	nan/nan/nan
ACAT2	TNF	0.072600	0.072600	0.000000	0.995868	3	unknown	nan/nan/nan
TUBB2C	ACAT2	0.118100	0.118100	0.000000	0.911939	3	unknown	nan/nan/nan
ACTA2	AKAP12	0.089200	0.089200	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	ATXN1	0.108800	0.108800	0.000000	0.994485	3	unknown	nan/nan/nan
ACTA2	AXL	0.188000	0.188000	0.000000	0.853191	3	unknown	nan/nan/nan
ACTA2	BCAR3	0.195800	0.195800	0.000000	0.966803	3	unknown	nan/nan/nan
ACTA2	CAV1	0.622900	0.622900	0.000000	0.862899	3	unknown	nan/nan/nan
CCNB1	ACTA2	0.248900	0.248900	0.000000	0.717959	3	unknown	nan/nan/nan
ACTA2	CDH11	0.107000	0.107000	0.000000	0.999065	3	unknown	nan/nan/nan
ACTA2	CDKN1A	0.427400	0.427400	0.000000	0.989705	3	unknown	nan/nan/nan
ACTA2	CHI3L1	0.238300	0.238300	0.000000	0.862358	3	unknown	nan/nan/nan
ACTA2	CLDN5	0.063700	0.063700	0.000000	0.996860	3	unknown	nan/nan/nan
ACTA2	CLPP	0.073000	0.073000	0.000000	0.984932	3	unknown	nan/nan/nan
ACTA2	COL13A1	0.189500	0.189500	0.000000	0.991557	3	unknown	nan/nan/nan
ACTA2	CRYAB	0.315600	0.315600	0.000000	0.997148	3	unknown	nan/nan/nan
ACTA2	CSTA	0.055800	0.055800	0.000000	0.944444	3	unknown	nan/nan/nan
ACTA2	CYR61	0.436700	0.436700	0.000000	0.991069	3	unknown	nan/nan/nan
ACTA2	DDR1	0.104900	0.104900	0.000000	0.936130	3	unknown	nan/nan/nan
ACTA2	DDX21	0.137600	0.137600	0.000000	0.761628	3	unknown	nan/nan/nan
EFEMP2	ACTA2	0.508400	0.508400	0.000000	0.527144	3	unknown	nan/nan/nan
ACTA2	EFHD2	0.072800	0.072800	0.000000	0.986264	3	unknown	nan/nan/nan
ACTA2	EGR1	0.097000	0.097000	0.000000	0.693814	3	unknown	nan/nan/nan
ACTA2	EHD1	0.128900	0.128900	0.000000	0.989915	3	unknown	nan/nan/nan
EIF6	ACTA2	0.055400	0.055400	0.000000	0.615523	3	unknown	nan/nan/nan
ACTA2	ELK3	0.060100	0.060100	0.000000	0.990017	3	unknown	nan/nan/nan
EPHA2	ACTA2	0.252700	0.252700	0.000000	0.512465	3	unknown	nan/nan/nan
ACTA2	FAS	0.147900	0.147900	0.000000	0.997295	3	unknown	nan/nan/nan
ACTA2	FGF1	0.394700	0.394700	0.000000	0.994426	3	unknown	nan/nan/nan
ACTA2	FGFR2	0.092900	0.092900	0.000000	0.997847	3	unknown	nan/nan/nan
ACTA2	FOS	0.087500	0.087500	0.000000	0.739429	3	unknown	nan/nan/nan
ACTA2	FOSL1	0.482100	0.482100	0.000000	0.644680	3	unknown	nan/nan/nan
ACTA2	GBP2	0.125400	0.125400	0.000000	0.999203	3	unknown	nan/nan/nan
ACTA2	GNE	0.058000	0.058000	0.000000	0.984483	3	unknown	nan/nan/nan
ACTA2	GNG11	0.130500	0.130500	0.000000	0.999234	3	unknown	nan/nan/nan
ACTA2	GPNMB	0.274800	0.274800	0.000000	0.625546	3	unknown	nan/nan/nan
ACTA2	GULP1	0.129900	0.129900	0.000000	1.000000	3	unknown	nan/nan/nan
HMGA2	ACTA2	0.067600	0.067600	0.000000	0.680473	3	unknown	nan/nan/nan
ACTA2	HOPX	0.068700	0.068700	0.000000	0.985444	3	unknown	nan/nan/nan
ACTA2	HPCAL1	0.128700	0.128700	0.000000	0.963481	3	unknown	nan/nan/nan
ACTA2	HSPA14	0.067200	0.067200	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	IGFBP3	0.088500	0.088500	0.000000	0.997740	3	unknown	nan/nan/nan
ACTA2	IGFBP4	0.077700	0.077700	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	IGFBP6	0.252000	0.252000	0.000000	0.986111	3	unknown	nan/nan/nan
ACTA2	ILK	0.276000	0.276000	0.000000	0.996739	3	unknown	nan/nan/nan
ISLR	ACTA2	0.410300	0.410300	0.000000	0.562515	3	unknown	nan/nan/nan
ACTA2	ITCH	0.050200	0.050200	0.000000	0.994024	3	unknown	nan/nan/nan
ACTA2	ITGA3	0.051100	0.051100	0.000000	0.868885	3	unknown	nan/nan/nan
ACTA2	KLK3	0.057000	0.057000	0.000000	0.998246	3	unknown	nan/nan/nan
ACTA2	KRT14	0.094800	0.094800	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	LIMK2	0.291000	0.291000	0.000000	0.913402	3	unknown	nan/nan/nan
ACTA2	MAP1B	0.071900	0.071900	0.000000	0.998609	3	unknown	nan/nan/nan
ACTA2	MMP2	0.068100	0.068100	0.000000	0.886931	3	unknown	nan/nan/nan
ACTA2	MXRA8	0.069800	0.069800	0.000000	0.975645	3	unknown	nan/nan/nan
ACTA2	MYL9	0.968600	0.968600	0.000000	0.996696	3	unknown	nan/nan/nan
ACTA2	MYLK	0.775500	0.775500	0.000000	0.999226	3	unknown	nan/nan/nan
ACTA2	NFATC4	0.161000	0.161000	0.000000	0.949689	3	unknown	nan/nan/nan
ACTA2	NRG1	0.226700	0.226700	0.000000	0.968681	3	unknown	nan/nan/nan
ACTA2	NRN1	0.233400	0.233400	0.000000	0.997858	3	unknown	nan/nan/nan
ACTA2	NUPR1	0.069300	0.069300	0.000000	0.851371	3	unknown	nan/nan/nan
ACTA2	PIK3C2B	0.111200	0.111200	0.000000	0.996403	3	unknown	nan/nan/nan
ACTA2	PPAP2A	0.092800	0.092800	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	PPP1R12B	0.329700	0.329700	0.000000	0.623294	3	unknown	nan/nan/nan
ACTA2	PPP3CA	0.059500	0.059500	0.000000	1.000000	3	unknown	nan/nan/nan
ACTA2	PRKCDBP	0.109400	0.109400	0.000000	0.915905	3	unknown	nan/nan/nan
