Parent	Child	relationType	edgeScore	Freq
BCL2A1	CCR1	Type 0	0.213191	0.213191
ID4	FAT1	Type 0	0.251309	0.251309
WASF3	FAT1	Type 0	0.998532	0.998532
FGF1	FAT1	Type 0	0.298686	0.298686
UBXN4	THOC2	Type 0	0.976702	0.976702
GATA3	PPAPDC2	Type 0	0.299786	0.299786
HOXA10	PPAPDC2	Type 0	0.491875	0.491875
ERMP1	PPAPDC2	Type 0	0.842038	0.842038
C9orf46	PPAPDC2	Type 0	0.300352	0.300352
PPAPDC2	PCSK6	Type 0	0.246862	0.246862
PPAPDC2	CISH	Type 0	0.277442	0.277442
LLGL2	TBC1D3H///TBC1D3///TBC1D3G///LOC653380///TBC1D3C///TBC1D3B///TBC1D3F	Type 0	0.998650	0.998650
WDR1	ADPGK	Type 0	0.237260	0.237260
FLOT1	ADPGK	Type 0	0.300038	0.300038
VDAC1	ADPGK	Type 0	0.291237	0.291237
CELF1	ADPGK	Type 0	0.961899	0.961899
DR1	ADPGK	Type 0	0.223199	0.223199
ADPGK	TDRD3	Type 0	0.300706	0.300706
CAMK1	PMM1	Type 0	0.236525	0.236525
ZNF217	PMM1	Type 0	0.208918	0.208918
HYI	PMM1	Type 0	0.972330	0.972330
PMM1	WARS2	Type 0	0.298684	0.298684
PMM1	ANXA6	Type 0	0.300552	0.300552
RNF213	SLC20A1	Type 0	0.224068	0.224068
SLAMF8	IL4I1	Type 0	0.848904	0.848904
IFI30	IL4I1	Type 0	0.235395	0.235395
IL4I1	MMP9	Type 0	0.210281	0.210281
IL4I1	RAI2	Type 0	0.376233	0.376233
TMEM30A	IL13RA1	Type 0	0.979723	0.979723
HAVCR2	SLC15A3	Type 0	0.824555	0.824555
SLC15A3	ADCY7	Type 0	0.236407	0.236407
SLC15A3	LGALS9	Type 0	0.895502	0.895502
FGFR1	VAT1	Type 0	0.256140	0.256140
CCDC46	VAT1	Type 0	0.998608	0.998608
VAT1	ARHGDIB	Type 0	0.297384	0.297384
VAT1	ABCB6	Type 0	0.252151	0.252151
LOC441461	LOC647589	Type 0	0.467979	0.467979
SPATA24	LOC647589	Type 0	0.250431	0.250431
LOC149773	LOC647589	Type 0	0.754492	0.754492
LOC647589	ZNF395	Type 0	0.368079	0.368079
LOC647589	LOC441461	Type 0	0.532021	0.532021
LOC647589	ZADH2	Type 0	0.695293	0.695293
LOC647589	ACAD8	Type 0	0.226169	0.226169
LOC647589	ACTBP9	Type 0	0.273885	0.273885
ARMCX3	CUL9	Type 0	0.264264	0.264264
RMND5A	CUL9	Type 0	0.696963	0.696963
ANO10	CUL9	Type 0	0.313226	0.313226
STAT3	CUL9	Type 0	0.503844	0.503844
OTUD1	CUL9	Type 0	0.298034	0.298034
CUL9	DBI	Type 0	0.277134	0.277134
CUL9	STAT3	Type 0	0.496156	0.496156
CUL9	ILVBL	Type 0	0.253281	0.253281
ADIPOQ	ADH1B	Type 0	0.452327	0.452327
FBN1	GSTT1	Type 0	0.209642	0.209642
FBN1	CILP	Type 0	0.359305	0.359305
FBN1	SAR1A	Type 0	0.272367	0.272367
DOCK11	WDR34	Type 0	0.329871	0.329871
LSR	WDR34	Type 0	0.442550	0.442550
ARHGEF6	WDR34	Type 0	0.884669	0.884669
WDR34	GPR109B	Type 0	0.998916	0.998916
ASPM	FBXO45	Type 0	0.972999	0.972999
BIRC5	FBXO45	Type 0	0.286144	0.286144
HSPA8	PPA2	Type 0	0.726873	0.726873
PPA2	SUB1	Type 0	0.246546	0.246546
PPA2	HSPA8	Type 0	0.215136	0.215136
PPA2	SCOC	Type 0	0.871495	0.871495
