Parent	Child	relationType	edgeScore	Freq
EMP3	YBX2	Type 0	0.990194	0.990194
YBX2	SLC16A14	Type 0	0.261426	0.261426
FOXA1	ZBTB42	Type 0	0.957714	0.957714
ZBTB42	ETV5	Type 0	1.000000	1.000000
PSG1	PSG9	Type 0	0.220203	0.220203
PSG1	PSG5	Type 0	0.225399	0.225399
PSG1	PSG3	Type 0	0.352828	0.352828
SLC43A3	KLF6	Type 0	0.292208	0.292208
C6orf145	KLF6	Type 0	0.999028	0.999028
ANTXR2	KLF6	Type 0	0.200844	0.200844
AASS	MGA	Type 0	0.696954	0.696954
RP2	MGA	Type 0	0.501556	0.501556
MGA	STS	Type 0	0.300432	0.300432
MGA	RP2	Type 0	0.498444	0.498444
PRUNE2	LRP5	Type 0	0.279487	0.279487
EFHC1	LRP5	Type 0	0.565899	0.565899
PLEKHA7	LRP5	Type 0	0.302062	0.302062
C17orf97	LRP5	Type 0	0.394947	0.394947
LRP5	EFHC1	Type 0	0.246390	0.246390
LRP5	C17orf97	Type 0	0.293351	0.293351
TRIM33	UFM1	Type 0	0.992583	0.992583
STC2	SPRY1	Type 0	0.225782	0.225782
DUSP6	SPRY1	Type 0	0.998209	0.998209
ATP2C2	CYP2J2	Type 0	0.987657	0.987657
LARP6	CYP2J2	Type 0	0.256186	0.256186
LAMC1	CYP2J2	Type 0	0.271915	0.271915
SGCB	TMEM86A	Type 0	0.249937	0.249937
HMGCS2	TMEM86A	Type 0	0.500837	0.500837
TMEM63C	TMEM86A	Type 0	0.506393	0.506393
TMEM86A	FAM5C	Type 0	0.699226	0.699226
TMEM86A	HGD	Type 0	0.298108	0.298108
TMEM86A	HMGCS2	Type 0	0.499163	0.499163
TMEM86A	SLC25A18	Type 0	0.297318	0.297318
GAMT	ENY2	Type 0	0.301787	0.301787
SYNJ2	ENY2	Type 0	0.287867	0.287867
SMAD7	ENY2	Type 0	0.246642	0.246642
SMAD4	ENY2	Type 0	0.311614	0.311614
LAMP1	CREBZF	Type 0	0.290329	0.290329
U2AF1	CREBZF	Type 0	0.297297	0.297297
BMP7	RAE1	Type 0	0.504494	0.504494
OSBPL3	RAE1	Type 0	0.232195	0.232195
PFDN4	RAE1	Type 0	0.224635	0.224635
SPATA2	RAE1	Type 0	0.306439	0.306439
RAE1	BMP7	Type 0	0.292287	0.292287
RAE1	STAT6	Type 0	0.297688	0.297688
TRPS1	THBS3	Type 0	0.405283	0.405283
TLE2	THBS3	Type 0	0.230721	0.230721
PDZRN3	THBS3	Type 0	0.213450	0.213450
HOXC9	THBS3	Type 0	0.999347	0.999347
SLC26A6///CELSR3	THBS3	Type 0	0.209776	0.209776
THBS3	FAM155A	Type 0	0.205103	0.205103
THBS3	SNED1	Type 0	0.300511	0.300511
THBS3	SLC26A6///CELSR3	Type 0	0.297352	0.297352
PDGFC	FAM69A	Type 0	0.562674	0.562674
MIR21	RTKN2	Type 0	0.277467	0.277467
RTKN2	DNAJC15	Type 0	0.212363	0.212363
NDFIP2	CLN5	Type 0	0.996744	0.996744
DIS3	CLN5	Type 0	0.299855	0.299855
MALAT1	RBM39	Type 0	0.202720	0.202720
MORF4L2	RBM39	Type 0	0.244928	0.244928
FAM36A///HOXA7	RBM39	Type 0	0.397195	0.397195
TRA2A	RBM39	Type 0	0.840559	0.840559
RBM39	FAM36A///HOXA7	Type 0	0.260519	0.260519
RBM39	NFAT5	Type 0	0.703614	0.703614
DSCAM	AP4E1	Type 0	0.479585	0.479585
AP4E1	ALDH2	Type 0	0.988552	0.988552
AP4E1	NLRP2	Type 0	0.392043	0.392043
AP4E1	MYO5A	Type 0	0.990940	0.990940
AP4E1	IL28RA	Type 0	0.243557	0.243557
HMMR	CENPH	Type 0	0.496248	0.496248
RFC3	CENPH	Type 0	0.569854	0.569854
PCCB	CENPH	Type 0	0.286006	0.286006
CENPH	HMMR	Type 0	0.503752	0.503752
CENPH	GLB1L2	Type 0	0.296018	0.296018
CENPH	STBD1	Type 0	0.250197	0.250197
SH3GLB1	KIAA1841	Type 0	0.972481	0.972481
C19orf33	NRIP3	Type 0	0.297501	0.297501
ARMCX1	GPRASP2	Type 0	0.351724	0.351724
HHEX	GPRASP2	Type 0	0.473662	0.473662
ERGIC1	GPRASP2	Type 0	0.686295	0.686295
GPRASP2	BEX2	Type 0	0.299637	0.299637
GPRASP2	HHEX	Type 0	0.526338	0.526338
GPRASP2	RHOF	Type 0	0.835902	0.835902
GPRASP2	C7orf46	Type 0	0.288727	0.288727
GPRASP2	BOK	Type 0	0.449558	0.449558
GPRASP2	SCRN1	Type 0	0.237508	0.237508
TGFBI	STAT1	Type 0	0.260851	0.260851
ISG15	STAT1	Type 0	0.970678	0.970678
ATP7B	STAT1	Type 0	0.215899	0.215899
HEATR7A	STAT1	Type 0	0.315651	0.315651
STAT1	FAS	Type 0	0.317294	0.317294
STAT1	IL27RA	Type 0	0.366617	0.366617
STAT1	MCC	Type 0	0.805359	0.805359
STAT1	IRF9	Type 0	0.406685	0.406685
STAT1	ACER3	Type 0	0.271350	0.271350
STAT1	VEZT	Type 0	0.574327	0.574327
CELSR2	VSIG10	Type 0	0.316646	0.316646
SULT2B1	VSIG10	Type 0	0.226824	0.226824
TOM1L1	VSIG10	Type 0	0.204687	0.204687
HDHD3	VSIG10	Type 0	1.000000	1.000000
TMCO1	C5orf17	Type 0	0.487746	0.487746
KIF1A	C5orf17	Type 0	0.343729	0.343729
KLK12	C5orf17	Type 0	0.276590	0.276590
SYNRG	C5orf17	Type 0	0.390792	0.390792
C5orf17	PDLIM3	Type 0	0.905708	0.905708
C5orf17	TMCO1	Type 0	0.512254	0.512254
C5orf17	KIF1A	Type 0	0.615593	0.615593
C5orf17	HSPA6	Type 0	0.973261	0.973261
C5orf17	HOXB13	Type 0	0.299278	0.299278
SERPINE2	ITGA4	Type 0	0.457716	0.457716
FAM101B	ITGA4	Type 0	0.207328	0.207328
PDE1C	ITGA4	Type 0	0.621572	0.621572
ITGA4	CTHRC1	Type 0	0.976105	0.976105
ITGA4	QPCT	Type 0	0.215326	0.215326
ITGA4	PDE1C	Type 0	0.337157	0.337157
POSTN	FOXC2	Type 0	0.672992	0.672992
MMP2	FOXC2	Type 0	0.291667	0.291667
FOXC2	POSTN	Type 0	0.308034	0.308034
APCDD1L	TMEM171	Type 0	0.402456	0.402456
GMPR	TMEM171	Type 0	0.911813	0.911813
TMEM171	CBX5	Type 0	0.429364	0.429364
DAPP1	SMOC1	Type 0	0.286269	0.286269
SMOC1	GRIN2D	Type 0	0.291521	0.291521
SMOC1	DDIT4L	Type 0	0.296875	0.296875
C8orf84	SYT11	Type 0	0.288900	0.288900
THBS2	SYT11	Type 0	0.346735	0.346735
SYT11	RB1	Type 0	0.968750	0.968750
SYT11	C8orf84	Type 0	0.711100	0.711100
SYT11	NLGN4X	Type 0	0.276949	0.276949
SYT11	HAS3	Type 0	0.884350	0.884350
SYT11	DENND1A	Type 0	0.978533	0.978533
SYT11	PRSS12	Type 0	0.284880	0.284880
CD2BP2	IFT46	Type 0	1.000000	1.000000
IFT46	COL27A1	Type 0	0.242627	0.242627
IFT46	ABHD12	Type 0	0.296708	0.296708
IFT46	SNORA43///SNHG7	Type 0	0.300871	0.300871
IFT46	LOC728769	Type 0	0.346893	0.346893
DLC1	LOC375295	Type 0	0.274546	0.274546
CKMT1A///CKMT1B	ITPKB	Type 0	0.373103	0.373103
SQSTM1	ITPKB	Type 0	0.299342	0.299342
SIK1	ITPKB	Type 0	0.279689	0.279689
TBX2	TMEM206	Type 0	0.981867	0.981867
TMEM206	FKBP11	Type 0	0.236203	0.236203
TMEM206	FAM46A	Type 0	0.986999	0.986999
ADAMTS19	FIBCD1	Type 0	0.227259	0.227259
NUDT7	FIBCD1	Type 0	0.329056	0.329056
FAM119A	FIBCD1	Type 0	0.286202	0.286202
SIGIRR	FIBCD1	Type 0	0.294609	0.294609
ADRA2C	FIBCD1	Type 0	0.255124	0.255124
CSF2RA	C6orf26///MSH5	Type 0	0.989520	0.989520
SH3TC2	C6orf26///MSH5	Type 0	0.294393	0.294393
SGCG	ZNF141	Type 0	0.985747	0.985747
HIST1H2AM	ZNF141	Type 0	0.318354	0.318354
ZNF141	PRDM6	Type 0	0.969725	0.969725
LCN2	RHBDL2	Type 0	0.464845	0.464845
RARRES3	RHBDL2	Type 0	0.246176	0.246176
GPR110	RHBDL2	Type 0	0.213004	0.213004
TRIM38	RHBDL2	Type 0	0.275430	0.275430
TINAGL1	RHBDL2	Type 0	0.415045	0.415045
RHBDL2	LCN2	Type 0	0.535155	0.535155
RHBDL2	CLDN8	Type 0	0.297020	0.297020
SLC19A1	SGK223	Type 0	0.333455	0.333455
LGR5	C10orf58///C10orf57	Type 0	0.295633	0.295633
OSR2	CHD7	Type 0	0.219111	0.219111
SNX10	CHD7	Type 0	0.999069	0.999069
FAM83H	CHD7	Type 0	0.292806	0.292806
NR1D2	CHD7	Type 0	0.298024	0.298024
CDT1	LOC100129637	Type 0	0.999242	0.999242
NDE1	LOC100129637	Type 0	0.232426	0.232426
LOC642533	LOC100129637	Type 0	0.241509	0.241509
AFG3L1	LOC100129637	Type 0	0.220289	0.220289
LRIG1	REPIN1	Type 0	0.239804	0.239804
FOXC1	REPIN1	Type 0	0.997454	0.997454
DCBLD1	REPIN1	Type 0	0.298207	0.298207
FAM24B	REPIN1	Type 0	0.207273	0.207273
NDUFS1	REPIN1	Type 0	0.297365	0.297365
REPIN1	STX3	Type 0	0.825751	0.825751
CLGN	CD302	Type 0	0.300359	0.300359
PRR15L	GLS	Type 0	0.270911	0.270911
C17orf28	GLS	Type 0	0.986739	0.986739
KRT6A	SPRR1B	Type 0	0.399254	0.399254
IL20RB	SPRR1B	Type 0	0.740113	0.740113
SPRR1B	KRT6A	Type 0	0.223134	0.223134
CCDC99	NDC80	Type 0	0.240060	0.240060
NDC80	CCDC99	Type 0	0.353186	0.353186
VAMP8	ARHGAP27	Type 0	0.937332	0.937332
SCG2	ARHGAP27	Type 0	0.272466	0.272466
BNC2	ARHGAP27	Type 0	0.231264	0.231264
ARHGAP27	TGFA	Type 0	0.393776	0.393776
ARHGAP27	MMP16	Type 0	0.283226	0.283226
EREG	LRRK1	Type 0	0.297775	0.297775
COL7A1	LRRK1	Type 0	0.997418	0.997418
GALNT5	LRRK1	Type 0	0.207341	0.207341
CENPN	CENPO	Type 0	0.235977	0.235977
