Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ANKRD30A	TFAP2B	0.084700	0.084700	0.000000	0.899646	3	unknown
ANKRD30A	ZIC1	0.068800	0.068800	0.000000	0.985465	3	unknown
FOXA1	ANKRD30A	0.431900	0.431900	0.000000	0.989581	3	unknown
ANKRD30A	SLC26A3	0.331500	0.331500	0.000000	0.989140	3	unknown
ESR1	ANKRD30A	0.328200	0.328200	0.000000	0.965570	3	unknown
PGR	ANKRD30A	0.629200	0.629200	0.000000	0.602988	3	unknown
ANKRD30A	DLX2	0.056600	0.056600	0.000000	0.984099	3	unknown
ANKRD30A	PAX6	0.085000	0.085000	0.000000	0.989412	3	unknown
FOXC1	ANKRD30A	0.075900	0.075900	0.000000	0.994730	3	unknown
ANKRD30A	ONECUT2	0.096500	0.096500	0.000000	0.990674	3	unknown
ANKRD30A	FOXD1	0.124800	0.124800	0.000000	0.877404	3	unknown
GATA3	ANKRD30A	0.358500	0.358500	0.000000	0.955091	3	unknown
ANKRD30A	CITED1	0.272900	0.272900	0.000000	0.997801	3	unknown
ANKRD30A	GATA5	0.064500	0.064500	0.000000	0.972093	3	unknown
ANKRD30A	NR2F1	0.115600	0.115600	0.000000	0.799308	3	unknown
ANKRD30A	DMRT1	0.178800	0.178800	0.000000	0.884787	3	unknown
ANKRD30A	POU3F2	0.079600	0.079600	0.000000	0.973618	3	unknown
ANKRD30A	HOXC10	0.226300	0.226300	0.000000	0.779496	3	unknown
ANKRD30A	POU4F2	0.093300	0.093300	0.000000	0.979636	3	unknown
ANKRD30A	TBX3	0.077300	0.077300	0.000000	0.996119	3	unknown
ANKRD30A	NFATC4	0.077700	0.077700	0.000000	0.942085	3	unknown
AR	ANKRD30A	0.184500	0.184500	0.000000	0.932249	3	unknown
ANKRD30A	PKNOX2	0.083400	0.083400	0.000000	0.998801	3	unknown
ANKRD30A	MEIS3	0.081300	0.081300	0.000000	0.985240	3	unknown
ANKRD30A	LMX1B	0.072500	0.072500	0.000000	0.988966	3	unknown
ANKRD30A	GLI3	0.148500	0.148500	0.000000	0.996633	3	unknown
ANKRD30A	FOSL1	0.239600	0.239600	0.000000	0.846411	3	unknown
ANKRD30A	ARNT2	0.055500	0.055500	0.000000	0.998198	3	unknown
ANKRD30A	ZSCAN1	0.073100	0.073100	0.000000	0.998632	3	unknown
ANKRD30A	GSC	0.143800	0.143800	0.000000	0.981224	3	unknown
ANKRD30A	ZNF132	0.071600	0.071600	0.000000	0.780726	3	unknown
ANKRD30A	PHOX2B	0.052500	0.052500	0.000000	0.969524	3	unknown
PPARA	ANKRD30A	0.388600	0.388600	0.000000	0.988677	3	unknown
ANKRD30A	PAX4	0.124700	0.124700	0.000000	1.000000	3	unknown
ANKRD30A	CBL	0.060900	0.060900	0.000000	0.985222	3	unknown
ANKRD30A	MYBL2	0.099100	0.099100	0.000000	0.936428	3	unknown
ANKRD30A	BATF2	0.114100	0.114100	0.000000	0.792287	3	unknown
FOXM1	ANKRD30A	0.826400	0.826400	0.000000	0.522265	3	unknown
XBP1	ANKRD30A	0.376100	0.376100	0.000000	0.988301	3	unknown
NFE2L3	ANKRD30A	0.139900	0.139900	0.000000	0.776984	3	unknown
ANKRD30A	SEBOX	0.063400	0.063400	0.000000	1.000000	3	unknown
ANKRD30A	GATA2	0.089400	0.089400	0.000000	0.983221	3	unknown
IRX5	ANKRD30A	0.151300	0.151300	0.000000	0.506940	3	unknown
CREB3L4	ANKRD30A	0.390600	0.390600	0.000000	0.794931	3	unknown
FOXA1	TFAP2B	0.113900	0.113900	0.000000	1.000000	3	unknown
TFAP2B	SLC26A3	0.528600	0.528600	0.000000	0.710745	3	unknown
TFAP2B	DLX2	0.079100	0.079100	0.000000	0.977244	3	unknown
TFAP2B	FOXD1	0.097700	0.097700	0.000000	0.799386	3	unknown
MSX2	TFAP2B	0.071000	0.071000	0.000000	0.950704	3	unknown
TRIM29	TFAP2B	0.096600	0.096600	0.000000	0.984472	3	unknown
SPDEF	TFAP2B	0.371400	0.371400	0.000000	0.999731	3	unknown
SOX6	TFAP2B	0.504200	0.504200	0.000000	0.962317	3	unknown
TFCP2L1	TFAP2B	0.084100	0.084100	0.000000	0.747919	3	unknown
TFAP2B	IRX2	0.372900	0.372900	0.000000	0.627782	3	unknown
ARNTL2	TFAP2B	0.052100	0.052100	0.000000	0.973129	3	unknown
TFAP2B	HOXA13	0.115800	0.115800	0.000000	0.959413	3	unknown
TFAP2B	EHF	0.127200	0.127200	0.000000	0.555031	3	unknown
ESRRG	TFAP2B	0.941400	0.941400	0.000000	0.602507	3	unknown
TFAP2B	RORA	0.079200	0.079200	0.000000	0.996212	3	unknown
TFAP2B	THRA	0.052100	0.052100	0.000000	0.923225	3	unknown
TFAP2B	SALL1	0.186700	0.186700	0.000000	0.856454	3	unknown
TFAP2B	ZNF215	0.206700	0.206700	0.000000	0.998065	3	unknown
TFAP2B	C12orf28	0.088700	0.088700	0.000000	0.874859	3	unknown
NR2F1	TFAP2B	0.594900	0.594900	0.000000	0.535216	3	unknown
