Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ANXA2	0.087500	0.087500	0.000000	0.508571	3	unknown	-nan/-nan/-nan
BZW1	ABCF1	0.110900	0.110900	0.000000	0.687106	3	unknown	-nan/-nan/-nan
ABCF1	CBS	0.128000	0.128000	0.000000	0.992969	3	unknown	-nan/-nan/-nan
ABCF1	CCDC88A	0.052500	0.052500	0.000000	0.611429	3	unknown	-nan/-nan/-nan
CCND2	ABCF1	0.445300	0.445300	0.000000	0.511790	3	unknown	-nan/-nan/-nan
ABCF1	CENPF	0.210100	0.210100	0.000000	0.735364	3	unknown	-nan/-nan/-nan
ABCF1	CNIH4	0.232200	0.232200	0.000000	0.859604	3	unknown	-nan/-nan/-nan
ABCF1	CTPS	0.066800	0.066800	0.000000	0.714072	3	unknown	-nan/-nan/-nan
CYP1A2	ABCF1	0.061200	0.061200	0.000000	0.996732	3	unknown	-nan/-nan/-nan
ABCF1	FGFR3	0.206200	0.206200	0.000000	0.812803	3	unknown	-nan/-nan/-nan
ABCF1	FOXA2	0.058700	0.058700	0.000000	0.746167	3	unknown	-nan/-nan/-nan
ABCF1	GDF15	0.083500	0.083500	0.000000	0.874251	3	unknown	-nan/-nan/-nan
GOT2	ABCF1	0.199700	0.199700	0.000000	0.587381	3	unknown	-nan/-nan/-nan
GPR153	ABCF1	0.124200	0.124200	0.000000	0.997585	3	unknown	-nan/-nan/-nan
ABCF1	HSPA14	0.067400	0.067400	0.000000	0.905045	3	unknown	-nan/-nan/-nan
ABCF1	HSPC159	0.101200	0.101200	0.000000	0.976285	3	unknown	-nan/-nan/-nan
ABCF1	INSR	0.316100	0.316100	0.000000	0.989877	3	unknown	-nan/-nan/-nan
ABCF1	MAPK13	0.367100	0.367100	0.000000	0.703078	3	unknown	-nan/-nan/-nan
MEF2D	ABCF1	0.133400	0.133400	0.000000	0.984258	3	unknown	-nan/-nan/-nan
ABCF1	NXT1	0.478000	0.478000	0.000000	0.694351	3	unknown	-nan/-nan/-nan
PGK1	ABCF1	0.397700	0.397700	0.000000	0.550163	3	unknown	-nan/-nan/-nan
PKM2	ABCF1	0.121800	0.121800	0.000000	0.509852	3	unknown	-nan/-nan/-nan
PPP2R5C	ABCF1	0.074300	0.074300	0.000000	0.861373	3	unknown	-nan/-nan/-nan
RHOA	ABCF1	0.131800	0.131800	0.000000	0.549317	3	unknown	-nan/-nan/-nan
ABCF1	RRP15	0.295800	0.295800	0.000000	0.676809	3	unknown	-nan/-nan/-nan
ABCF1	SERPINB1	0.080800	0.080800	0.000000	0.667079	3	unknown	-nan/-nan/-nan
ST3GAL1	ABCF1	0.410700	0.410700	0.000000	0.749939	3	unknown	-nan/-nan/-nan
TCEB1	ABCF1	0.055000	0.055000	0.000000	0.623636	3	unknown	-nan/-nan/-nan
TNXB	ABCF1	0.202500	0.202500	0.000000	0.973333	3	unknown	-nan/-nan/-nan
TUBB2C	ABCF1	0.062400	0.062400	0.000000	0.549679	3	unknown	-nan/-nan/-nan
ABCF1	TYK2	0.075300	0.075300	0.000000	0.841965	3	unknown	-nan/-nan/-nan
ABCF1	YWHAH	0.058200	0.058200	0.000000	0.879725	3	unknown	-nan/-nan/-nan
YWHAQ	ABCF1	0.164100	0.164100	0.000000	0.620963	3	unknown	-nan/-nan/-nan
ACTB	ABLIM1	0.095800	0.095800	0.000000	0.555324	3	unknown	-nan/-nan/-nan
ABLIM1	AQP3	0.099000	0.099000	0.000000	0.616162	3	unknown	-nan/-nan/-nan
ABLIM1	CDH11	0.053200	0.053200	0.000000	0.740602	3	unknown	-nan/-nan/-nan
ABLIM1	CEBPB	0.068800	0.068800	0.000000	0.515988	3	unknown	-nan/-nan/-nan
ABLIM1	CXCL3	0.094900	0.094900	0.000000	0.520548	3	unknown	-nan/-nan/-nan
CYP4F2	ABLIM1	0.164900	0.164900	0.000000	0.721649	3	unknown	-nan/-nan/-nan
DDX21	ABLIM1	0.102800	0.102800	0.000000	0.522374	3	unknown	-nan/-nan/-nan
EPHA2	ABLIM1	0.064700	0.064700	0.000000	0.727975	3	unknown	-nan/-nan/-nan
ABLIM1	ETS2	0.163400	0.163400	0.000000	0.568543	3	unknown	-nan/-nan/-nan
EVX1	ABLIM1	0.057800	0.057800	0.000000	0.877163	3	unknown	-nan/-nan/-nan
EZR	ABLIM1	0.117300	0.117300	0.000000	0.911338	3	unknown	-nan/-nan/-nan
GLS	ABLIM1	0.065100	0.065100	0.000000	0.706605	3	unknown	-nan/-nan/-nan
GNE	ABLIM1	0.077400	0.077400	0.000000	0.825581	3	unknown	-nan/-nan/-nan
HK2	ABLIM1	0.066600	0.066600	0.000000	0.621622	3	unknown	-nan/-nan/-nan
LIMK1	ABLIM1	0.051900	0.051900	0.000000	0.680154	3	unknown	-nan/-nan/-nan
MAP2K1	ABLIM1	0.240700	0.240700	0.000000	0.542169	3	unknown	-nan/-nan/-nan
ABLIM1	MAP2K3	0.098200	0.098200	0.000000	0.509165	3	unknown	-nan/-nan/-nan
