Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ACTN4	0.062200	0.062200	0.000000	1.000000	3	unknown	nan/nan/nan
ALDOA	ABCF1	0.115400	0.115400	0.000000	0.968804	3	unknown	nan/nan/nan
ABCF1	CBS	0.053100	0.053100	0.000000	0.984934	3	unknown	nan/nan/nan
ABCF1	CDC42EP1	0.077800	0.077800	0.000000	0.867609	3	unknown	nan/nan/nan
CDK4	ABCF1	0.159200	0.159200	0.000000	0.961683	3	unknown	nan/nan/nan
ABCF1	CIRH1A	0.071400	0.071400	0.000000	0.886555	3	unknown	nan/nan/nan
ABCF1	CTPS	0.229800	0.229800	0.000000	0.899478	3	unknown	nan/nan/nan
ABCF1	DHCR7	0.604100	0.604100	0.000000	0.544612	3	unknown	nan/nan/nan
EBP	ABCF1	0.143100	0.143100	0.000000	0.907757	3	unknown	nan/nan/nan
EIF6	ABCF1	0.226100	0.226100	0.000000	0.800973	3	unknown	nan/nan/nan
ABCF1	GSK3A	0.081400	0.081400	0.000000	0.772727	3	unknown	nan/nan/nan
ABCF1	GYS1	0.226600	0.226600	0.000000	0.940865	3	unknown	nan/nan/nan
ABCF1	HDAC6	0.128500	0.128500	0.000000	0.986770	3	unknown	nan/nan/nan
HGS	ABCF1	0.054200	0.054200	0.000000	0.918819	3	unknown	nan/nan/nan
ABCF1	HK1	0.297000	0.297000	0.000000	0.963973	3	unknown	nan/nan/nan
ABCF1	HSPA5	0.071400	0.071400	0.000000	0.536415	3	unknown	nan/nan/nan
HSPA8	ABCF1	0.055500	0.055500	0.000000	0.980180	3	unknown	nan/nan/nan
ABCF1	ILKAP	0.233900	0.233900	0.000000	0.973493	3	unknown	nan/nan/nan
ABCF1	KLF16	0.063800	0.063800	0.000000	0.793103	3	unknown	nan/nan/nan
ABCF1	LOC642031	0.387100	0.387100	0.000000	0.951950	3	unknown	nan/nan/nan
ABCF1	LYAR	0.062200	0.062200	0.000000	0.993569	3	unknown	nan/nan/nan
ABCF1	MAP2K3	0.184300	0.184300	0.000000	0.958763	3	unknown	nan/nan/nan
ABCF1	MEF2D	0.054300	0.054300	0.000000	0.955801	3	unknown	nan/nan/nan
MEX3D	ABCF1	0.066100	0.066100	0.000000	0.878971	3	unknown	nan/nan/nan
ABCF1	MTSS1	0.065000	0.065000	0.000000	0.947692	3	unknown	nan/nan/nan
