Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ARHGAP25	ABCF1	0.055000	0.055000	0.000000	0.954545	3	unknown	-nan/-nan/-nan
CCND2	ABCF1	0.567700	0.567700	0.000000	0.656685	3	unknown	-nan/-nan/-nan
ABCF1	COX6A2	0.068500	0.068500	0.000000	0.740146	3	unknown	-nan/-nan/-nan
ABCF1	DUSP2	0.128900	0.128900	0.000000	0.737781	3	unknown	-nan/-nan/-nan
ABCF1	ERBB2	0.086500	0.086500	0.000000	0.610405	3	unknown	-nan/-nan/-nan
ABCF1	FZD8	0.203700	0.203700	0.000000	0.599902	3	unknown	-nan/-nan/-nan
ABCF1	HCN2	0.117000	0.117000	0.000000	0.705983	3	unknown	-nan/-nan/-nan
HLA-DOA	ABCF1	0.138100	0.138100	0.000000	0.571325	3	unknown	-nan/-nan/-nan
ABCF1	ISLR	0.232200	0.232200	0.000000	0.559862	3	unknown	-nan/-nan/-nan
KCNN4	ABCF1	0.102700	0.102700	0.000000	0.529698	3	unknown	-nan/-nan/-nan
KRT1	ABCF1	0.095500	0.095500	0.000000	0.989529	3	unknown	-nan/-nan/-nan
MYH14	ABCF1	0.057300	0.057300	0.000000	0.958115	3	unknown	-nan/-nan/-nan
PLCB3	ABCF1	0.066500	0.066500	0.000000	0.860150	3	unknown	-nan/-nan/-nan
PNPLA3	ABCF1	0.078500	0.078500	0.000000	0.992357	3	unknown	-nan/-nan/-nan
ABCF1	PRKCA	0.052400	0.052400	0.000000	0.925573	3	unknown	-nan/-nan/-nan
ABCF1	ROR2	0.067000	0.067000	0.000000	0.964179	3	unknown	-nan/-nan/-nan
SCARB1	ABCF1	0.053000	0.053000	0.000000	0.952830	3	unknown	-nan/-nan/-nan
SDK2	ABCF1	0.099200	0.099200	0.000000	0.969758	3	unknown	-nan/-nan/-nan
ABCF1	SERPINB1	0.052600	0.052600	0.000000	0.560837	3	unknown	-nan/-nan/-nan
SMAD1	ABCF1	0.092500	0.092500	0.000000	0.568649	3	unknown	-nan/-nan/-nan
SMAD3	ABCF1	0.051800	0.051800	0.000000	0.992278	3	unknown	-nan/-nan/-nan
ABCF1	SPRR1B	0.070300	0.070300	0.000000	0.662873	3	unknown	-nan/-nan/-nan
TMEM158	ABCF1	0.074700	0.074700	0.000000	0.551539	3	unknown	-nan/-nan/-nan
TSPO	ABCF1	0.080100	0.080100	0.000000	0.967541	3	unknown	-nan/-nan/-nan
ALPP	ABLIM1	0.091000	0.091000	0.000000	0.975824	3	unknown	-nan/-nan/-nan
ABLIM1	CDC42EP2	0.087400	0.087400	0.000000	0.915332	3	unknown	-nan/-nan/-nan
CLDN5	ABLIM1	0.061000	0.061000	0.000000	0.985246	3	unknown	-nan/-nan/-nan
GNB5	ABLIM1	0.096000	0.096000	0.000000	0.516667	3	unknown	-nan/-nan/-nan
ABLIM1	HBEGF	0.183200	0.183200	0.000000	0.948144	3	unknown	-nan/-nan/-nan
HDAC5	ABLIM1	0.083100	0.083100	0.000000	0.731649	3	unknown	-nan/-nan/-nan
ITPR2	ABLIM1	0.602000	0.602000	0.000000	0.618106	3	unknown	-nan/-nan/-nan
KRT75	ABLIM1	0.128100	0.128100	0.000000	0.743169	3	unknown	-nan/-nan/-nan
MAP2K4	ABLIM1	0.104900	0.104900	0.000000	0.893232	3	unknown	-nan/-nan/-nan
ABLIM1	MT1G	0.136400	0.136400	0.000000	0.834311	3	unknown	-nan/-nan/-nan
ABLIM1	NPAS3	0.117500	0.117500	0.000000	0.821277	3	unknown	-nan/-nan/-nan
OSBPL8	ABLIM1	0.405300	0.405300	0.000000	0.776955	3	unknown	-nan/-nan/-nan
ABLIM1	PCSK7	0.074800	0.074800	0.000000	0.953209	3	unknown	-nan/-nan/-nan
RAF1	ABLIM1	0.083800	0.083800	0.000000	0.747017	3	unknown	-nan/-nan/-nan
ABLIM1	SH3GLB2	0.085200	0.085200	0.000000	0.569249	3	unknown	-nan/-nan/-nan
ABLIM1	STAT6	0.126400	0.126400	0.000000	0.984177	3	unknown	-nan/-nan/-nan
ABLIM1	WNT5B	0.053000	0.053000	0.000000	0.554717	3	unknown	-nan/-nan/-nan
ACAT2	ADCY9	0.063700	0.063700	0.000000	0.667190	3	unknown	-nan/-nan/-nan
ALPP	ACAT2	0.083600	0.083600	0.000000	0.977273	3	unknown	-nan/-nan/-nan
BBC3	ACAT2	0.165000	0.165000	0.000000	0.730909	3	unknown	-nan/-nan/-nan
ACAT2	BCAR3	0.063800	0.063800	0.000000	0.766458	3	unknown	-nan/-nan/-nan
ACAT2	DPH2	0.156700	0.156700	0.000000	0.742183	3	unknown	-nan/-nan/-nan
ACAT2	DUSP5	0.074700	0.074700	0.000000	0.765730	3	unknown	-nan/-nan/-nan
EIF6	ACAT2	0.071400	0.071400	0.000000	0.589636	3	unknown	-nan/-nan/-nan
ACAT2	FKSG2	0.050000	0.050000	0.000000	0.622000	3	unknown	-nan/-nan/-nan
FZD1	ACAT2	0.074600	0.074600	0.000000	0.639410	3	unknown	-nan/-nan/-nan
ACAT2	GRIN1	0.084000	0.084000	0.000000	0.834524	3	unknown	-nan/-nan/-nan
HCN2	ACAT2	0.058700	0.058700	0.000000	0.589438	3	unknown	-nan/-nan/-nan
ITGA3	ACAT2	0.343400	0.343400	0.000000	0.748107	3	unknown	-nan/-nan/-nan
LOC441204	ACAT2	0.101800	0.101800	0.000000	0.857564	3	unknown	-nan/-nan/-nan
ACAT2	POU3F3	0.054200	0.054200	0.000000	0.972325	3	unknown	-nan/-nan/-nan
RAB5A	ACAT2	0.498500	0.498500	0.000000	0.682247	3	unknown	-nan/-nan/-nan
RAP1A	ACAT2	0.061300	0.061300	0.000000	0.626427	3	unknown	-nan/-nan/-nan
ACAT2	ROR2	0.088600	0.088600	0.000000	0.901806	3	unknown	-nan/-nan/-nan
ACAT2	T	0.096900	0.096900	0.000000	0.730650	3	unknown	-nan/-nan/-nan
ACAT2	TPM4	0.104100	0.104100	0.000000	0.699328	3	unknown	-nan/-nan/-nan
ACTA2	ACTN1	0.065100	0.065100	0.000000	0.835637	3	unknown	-nan/-nan/-nan
ACTA2	ATXN1	0.080700	0.080700	0.000000	0.952912	3	unknown	-nan/-nan/-nan
