Parent	Child	relationType	edgeScore	Freq
SPON1	CNTN1	Type 0	0.924804	0.924804
PDGFRL	CNTN1	Type 0	0.239837	0.239837
GLT8D2	CNTN1	Type 0	0.242684	0.242684
FAM171A1	NXN	Type 0	0.205115	0.205115
BACE2	NXN	Type 0	0.628048	0.628048
NXN	EFS	Type 0	0.237412	0.237412
NXN	YAP1	Type 0	0.281684	0.281684
NXN	BACE2	Type 0	0.319817	0.319817
SLAMF8	MTERFD3	Type 0	0.302726	0.302726
COTL1	MTERFD3	Type 0	0.668088	0.668088
ESRRG	MTERFD3	Type 0	0.294072	0.294072
PLAUR	MTERFD3	Type 0	0.464479	0.464479
PEX11A	MTERFD3	Type 0	0.229297	0.229297
MTERFD3	COL4A5	Type 0	0.256410	0.256410
MTERFD3	LNX1	Type 0	0.945968	0.945968
MTERFD3	COTL1	Type 0	0.331790	0.331790
MTERFD3	ESRRG	Type 0	0.704756	0.704756
MTERFD3	ZNF204P	Type 0	0.363773	0.363773
MTERFD3	MOSC2	Type 0	0.772710	0.772710
MTERFD3	PEX11A	Type 0	0.770703	0.770703
MTERFD3	TTC18	Type 0	0.220148	0.220148
MTERFD3	DCDC2	Type 0	0.252480	0.252480
SPON2	SEC31A	Type 0	0.473887	0.473887
TIGD1	SEC31A	Type 0	0.500936	0.500936
MRPS25	SEC31A	Type 0	0.327054	0.327054
SEC31A	C17orf37	Type 0	0.253638	0.253638
SEC31A	SPON2	Type 0	0.526113	0.526113
SEC31A	TUBE1	Type 0	0.297879	0.297879
SEC31A	ALKBH7	Type 0	0.200975	0.200975
LOC653071	ZNF404	Type 0	0.292322	0.292322
ZNF667	ZNF404	Type 0	0.998745	0.998745
DZIP1	ZNF404	Type 0	0.297316	0.297316
ZNF285	ZNF404	Type 0	0.213601	0.213601
RFX4	ZNF404	Type 0	0.210411	0.210411
NBPF10///NBPF11	ZNF404	Type 0	0.244143	0.244143
ZNF404	ZNF167	Type 0	0.201430	0.201430
SULT1C2	DNASE2B	Type 0	0.429821	0.429821
TM7SF4	DNASE2B	Type 0	0.481242	0.481242
TDRD9	DNASE2B	Type 0	0.396848	0.396848
