Parent	Child	relationType	edgeScore	Freq
RPL7AP36	RPL7AP68	Type 0	0.527362	0.527362
RPL7AP12///RPS4XP2	RPL7AP68	Type 0	0.269484	0.269484
RPS4Y1	RPL7AP68	Type 0	0.334846	0.334846
RPL35P8	RPL7AP68	Type 0	0.207194	0.207194
RPL7AP68	SNHG5	Type 0	0.998135	0.998135
RPL7AP68	EEF1B2	Type 0	0.875626	0.875626
RPL7AP68	RPL7AP36	Type 0	0.384868	0.384868
RPL7AP68	OLFM4	Type 0	0.206897	0.206897
RPL7AP68	RPS3AP44///RPS3AP20///RPS3AP5///RPS3AP49///RPS3AP47///RPS3A	Type 0	0.318007	0.318007
RPL7AP68	RPL7AP12///RPS4XP2	Type 0	0.652581	0.652581
RPL7AP68	RPS4Y1	Type 0	0.351723	0.351723
RPL7AP68	RPL35P8	Type 0	0.329924	0.329924
GEMIN6	RDH14	Type 0	0.411707	0.411707
CPSF3	RDH14	Type 0	0.943370	0.943370
IGLV2-14///IGLC2///IGL@	IGHV4-31///IGHM///IGHG2///IGHG1///IGH@	Type 0	0.336504	0.336504
KRTCAP2	APOA1BP	Type 0	0.210706	0.210706
MRPL24	APOA1BP	Type 0	0.634457	0.634457
APOA1BP	MRPL24	Type 0	0.312147	0.312147
TFAP2A	RAP1GAP	Type 0	0.298676	0.298676
TCEA3	RAP1GAP	Type 0	0.212909	0.212909
SCGN	RAP1GAP	Type 0	0.294548	0.294548
KIAA1244	RAP1GAP	Type 0	0.204387	0.204387
CDKL1	DRD2	Type 0	0.729371	0.729371
DRD2	IFNA21	Type 0	0.357991	0.357991
DRD2	FGF22	Type 0	0.814957	0.814957
DRD2	CDKL1	Type 0	0.205932	0.205932
DRD2	LOC283501	Type 0	0.962839	0.962839
DRD2	NCAPH2	Type 0	0.517001	0.517001
RARRES1	PDZK1IP1	Type 0	0.445968	0.445968
SLPI	PDZK1IP1	Type 0	0.856510	0.856510
KDELR3	PDZK1IP1	Type 0	0.201610	0.201610
PDZK1IP1	FXYD5	Type 0	0.376565	0.376565
PDZK1IP1	KIAA0114	Type 0	0.226511	0.226511
PDZK1IP1	KDELR3	Type 0	0.299396	0.299396
HECTD1	SUPT16H	Type 0	0.295455	0.295455
SUPT16H	HNRNPK	Type 0	0.623715	0.623715
SUPT16H	PABPN1	Type 0	0.212403	0.212403
TALDO1	PKP3	Type 0	0.206495	0.206495
PDDC1	PKP3	Type 0	0.793315	0.793315
FLAD1	PKP3	Type 0	0.505811	0.505811
IGLV2-14///IGLC2///IGL@	IGL@	Type 0	0.405311	0.405311
IGL@	IGHV4-31///IGHM///IGHG2///IGHG1///IGH@	Type 0	0.942952	0.942952
IGL@	IGLV2-14///IGLC2///IGL@	Type 0	0.594689	0.594689
FLII	SRP68	Type 0	0.272580	0.272580
SRP68	HIST1H2BK	Type 0	0.313326	0.313326
SRP68	LOC440926///H3F3B///H3F3A	Type 0	0.478593	0.478593
SRP68	CLCA2	Type 0	0.211496	0.211496
SRP68	SEPT9	Type 0	0.387508	0.387508
SRP68	ALKBH5	Type 0	0.325434	0.325434
SRP68	FLII	Type 0	0.415640	0.415640
ALDOA	LOC728613///PDCD6	Type 0	0.261671	0.261671
TPI1	LSM12	Type 0	0.997977	0.997977
FAM195B	LSM12	Type 0	0.214192	0.214192
VPS25	LSM12	Type 0	0.295833	0.295833
EFTUD2	LSM12	Type 0	0.266436	0.266436
LSM12	FAM195B	Type 0	0.203679	0.203679
ZNF652	SPOP	Type 0	0.484419	0.484419
SPOP	ZNF652	Type 0	0.515581	0.515581
SPOP	IKBKB	Type 0	0.244186	0.244186
MVP	IL4R	Type 0	0.389132	0.389132
TGFBR2	IL4R	Type 0	0.275471	0.275471
IL4R	TNC	Type 0	0.288462	0.288462
IL4R	LITAF	Type 0	0.302521	0.302521
IL4R	MAP2K3	Type 0	1.000000	1.000000
MRPL51	MAGOHB	Type 0	0.359390	0.359390
CHCHD3	MAGOHB	Type 0	0.855452	0.855452
MUCL1	SCGB2A2	Type 0	0.285525	0.285525
SCGB2A2	MUCL1	Type 0	0.428015	0.428015
DUOXA1	WIBG	Type 0	0.474739	0.474739
LOC100288781	WIBG	Type 0	0.497701	0.497701
WIBG	DUOXA1	Type 0	0.525261	0.525261
CIRBP	FRY	Type 0	0.246657	0.246657
SETBP1	FRY	Type 0	0.292101	0.292101
CBX7	FRY	Type 0	0.998284	0.998284
IGLV2-14///IGLC2///IGL@	IGK@///IGKC	Type 0	0.507925	0.507925
IGK@///IGKC	IGLV2-14///IGLC2///IGL@	Type 0	0.215407	0.215407
IGK@///IGKC	IGL@	Type 0	0.217065	0.217065
RPL18AP3///RPL18A	LOC100288217///RPL18AP10///HECW1	Type 0	0.444640	0.444640
LOC100288217///RPL18AP10///HECW1	RPL18AP3///RPL18A	Type 0	0.555360	0.555360
LOC100288217///RPL18AP10///HECW1	UBA52	Type 0	0.415787	0.415787
LOC100288217///RPL18AP10///HECW1	RPL22P22	Type 0	0.225992	0.225992
FAF2	RAB24	Type 0	0.593284	0.593284
RAB24	SQSTM1	Type 0	0.230453	0.230453
RAB24	FAF2	Type 0	0.296093	0.296093
LOC283761	UNC13D	Type 0	0.977192	0.977192
CD52	CD48	Type 0	0.433716	0.433716
CD48	PTPRC	Type 0	0.546784	0.546784
CD48	CD52	Type 0	0.566284	0.566284
CD48	IL7R	Type 0	0.261456	0.261456
ALDOA	PIP4K2C	Type 0	0.290288	0.290288
DCTN2	PIP4K2C	Type 0	0.494541	0.494541
R3HDM2	PIP4K2C	Type 0	0.674636	0.674636
PIP4K2C	ALDOA	Type 0	0.219263	0.219263
PIP4K2C	AREGB///AREG	Type 0	0.261538	0.261538
PIP4K2C	ATP5B	Type 0	0.669551	0.669551
PIP4K2C	DCTN2	Type 0	0.505459	0.505459
RHOC	C9orf89	Type 0	0.213099	0.213099
NINJ1	C9orf89	Type 0	0.924164	0.924164
G6PC3	C9orf89	Type 0	0.294521	0.294521
AKR1A1	SQRDL	Type 0	0.294983	0.294983
SQRDL	ASRGL1	Type 0	0.298376	0.298376
RBM39	CDK17	Type 0	0.220328	0.220328
LONRF2	CDK17	Type 0	0.413757	0.413757
CDK17	S100A11	Type 0	0.263505	0.263505
CDK17	S100A11P1///S100A11	Type 0	0.257586	0.257586
CDK17	LTA4H	Type 0	1.000000	1.000000
C13orf16	SLC39A5	Type 0	0.903196	0.903196
XBP1	CELSR1	Type 0	0.944621	0.944621
TGFA	SERTAD2	Type 0	0.956881	0.956881
MYCN	SERTAD2	Type 0	0.204583	0.204583
BCL11A	SERTAD2	Type 0	0.222936	0.222936
COL1A2	COL1A1	Type 0	0.435463	0.435463
COL1A1	COL1A2	Type 0	0.564537	0.564537
ABAT	SLC25A24	Type 0	0.219129	0.219129
EBNA1BP2	RRAGC	Type 0	0.384669	0.384669
RRAGC	PPP1R1A	Type 0	0.254007	0.254007
RRAGC	MAPK6	Type 0	0.209865	0.209865
OGT	ENTPD4	Type 0	0.257247	0.257247
USP48	ENTPD4	Type 0	0.456927	0.456927
ENTPD4	PPP2CB	Type 0	0.274235	0.274235
ENTPD4	NAV2	Type 0	0.225216	0.225216
ENTPD4	ARHGEF10	Type 0	0.235439	0.235439
IGK@///IGKC	LOC100126583///IGHV3OR16-13///IGHA2///IGHA1///IGH@	Type 0	0.286211	0.286211
ECHDC2	TMC5	Type 0	0.422274	0.422274
ECHDC2	GSTM2	Type 0	0.337995	0.337995
ECHDC2	GSTM1	Type 0	0.250160	0.250160
ECHDC2	LRP2	Type 0	0.350435	0.350435
AIM1	C6orf203	Type 0	0.444164	0.444164
SEC63	C6orf203	Type 0	0.272926	0.272926
ATG5	C6orf203	Type 0	0.420359	0.420359
CNTNAP2	C6orf203	Type 0	0.252304	0.252304
C6orf203	AIM1	Type 0	0.555836	0.555836
C6orf203	ATG5	Type 0	0.328663	0.328663
MAP1LC3B	POLR2C	Type 0	0.400646	0.400646
COQ9	POLR2C	Type 0	0.620579	0.620579
POLR2C	ARL2BP	Type 0	0.539033	0.539033
POLR2C	COQ9	Type 0	0.332703	0.332703
LAGE3	SNORA71B	Type 0	0.406802	0.406802
SNORA71B	N4BP1	Type 0	0.242179	0.242179
SNORA71B	FLJ32063	Type 0	0.301131	0.301131
LOC646360	SHROOM3	Type 0	0.915853	0.915853
VAV3	SHROOM3	Type 0	0.361587	0.361587
SHROOM3	MKNK2	Type 0	0.488501	0.488501
SHROOM3	REEP6	Type 0	0.288310	0.288310
SHROOM3	STEAP2	Type 0	0.297937	0.297937
SHROOM3	GRLF1	Type 0	0.330579	0.330579
BTBD19	HVCN1	Type 0	0.252390	0.252390
MIIP	HVCN1	Type 0	0.205210	0.205210
MED27	HVCN1	Type 0	0.295258	0.295258
HVCN1	RBBP6	Type 0	0.280418	0.280418
HVCN1	TRIM33	Type 0	0.293596	0.293596
HVCN1	SPPL3	Type 0	0.222106	0.222106
HVCN1	MED27	Type 0	0.206598	0.206598
GPX2	C12orf40	Type 0	0.237191	0.237191
C12orf40	MTNR1A	Type 0	0.433448	0.433448
C12orf40	GPX2	Type 0	0.314295	0.314295
SCRG1	BOC	Type 0	0.838419	0.838419
SPON2	BOC	Type 0	0.211616	0.211616
BOC	A2M	Type 0	0.297822	0.297822
BOC	BAMBI	Type 0	0.278455	0.278455
BOC	ESYT2	Type 0	0.316183	0.316183
JTB	PEX11B	Type 0	0.979560	0.979560
TMEM9	PEX11B	Type 0	0.291272	0.291272
GOLPH3L	PEX11B	Type 0	0.238381	0.238381
PEX11B	RNF115	Type 0	0.262307	0.262307
TPI1	NOP2	Type 0	0.452444	0.452444
CDCA3	NOP2	Type 0	0.669827	0.669827
NOP2	C4orf7	Type 0	0.290858	0.290858
NOP2	TPI1	Type 0	0.547556	0.547556
NOP2	CSDA	Type 0	0.989031	0.989031
NOP2	TRAP1	Type 0	0.213975	0.213975
NOP2	NOLC1	Type 0	0.251449	0.251449
NOP2	RRP1B	Type 0	0.554873	0.554873
NOP2	SLC7A1	Type 0	0.237190	0.237190
LOC100289045	TMEM175	Type 0	0.937771	0.937771
TMEM175	KIAA1656	Type 0	0.987733	0.987733
SRD5A3	SC4MOL	Type 0	0.652651	0.652651
IDI1	SC4MOL	Type 0	0.236998	0.236998
SC4MOL	IDI1	Type 0	0.275839	0.275839
SC4MOL	ACSL1	Type 0	0.213574	0.213574
ATP5E	RAE1	Type 0	0.237398	0.237398
C20orf11	RAE1	Type 0	0.378178	0.378178
C20orf43	RAE1	Type 0	0.290909	0.290909
VAPB	RAE1	Type 0	0.489171	0.489171
RAE1	ATP5E	Type 0	0.308082	0.308082
RAE1	TFAP2C	Type 0	0.795662	0.795662
RAE1	C20orf43	Type 0	0.615851	0.615851
RAE1	VAPB	Type 0	0.510829	0.510829
ZFP36	SLC2A3	Type 0	0.375518	0.375518
AG2	SLC2A3	Type 0	0.595897	0.595897
HBEGF	SLC2A3	Type 0	0.224125	0.224125
SLC2A3	AG2	Type 0	0.289838	0.289838
SLC2A3	SOCS3	Type 0	0.227019	0.227019
SLC2A3	HBEGF	Type 0	0.730386	0.730386
SLC2A3	RAB20	Type 0	0.989726	0.989726
PIP	APOD	Type 0	0.214958	0.214958
ARFGEF1	SORD	Type 0	0.211187	0.211187
NARG2	RAB11A	Type 0	0.280294	0.280294
SLC36A2///RPL24	LYRM5	Type 0	0.298611	0.298611
ANAPC16	LYRM5	Type 0	0.701808	0.701808
SYF2	LYRM5	Type 0	0.466725	0.466725
CCDC91	LYRM5	Type 0	0.265115	0.265115
LYRM5	ANAPC16	Type 0	0.288169	0.288169
LYRM5	MYBL2	Type 0	0.297262	0.297262
LYRM5	CCDC91	Type 0	0.726574	0.726574
ZFP36	AG2	Type 0	0.428147	0.428147
CCL2	AG2	Type 0	0.259517	0.259517
AG2	HBB	Type 0	0.611671	0.611671
AG2	HBA2///HBA1	Type 0	0.610677	0.610677
MKI67IP	WDR33	Type 0	0.997562	0.997562
WDR33	SNHG1	Type 0	0.940184	0.940184
COL10A1	NOX4	Type 0	0.877080	0.877080
PPAPDC1A	NOX4	Type 0	0.263383	0.263383
NOX4	WDFY1	Type 0	0.281585	0.281585
IFIT3	IFIT2	Type 0	0.439856	0.439856
IFIT2	IFIT3	Type 0	0.560144	0.560144
NUTF2	CHTF8	Type 0	0.213030	0.213030
KIAA0174	CHTF8	Type 0	0.276069	0.276069
PSMD7	CHTF8	Type 0	0.300000	0.300000
POLR2J4	NUMB	Type 0	0.214660	0.214660
SLC22A1	NUMB	Type 0	0.560780	0.560780
NUMB	LOC148189	Type 0	0.916823	0.916823
COL1A2	COL3A1	Type 0	0.576345	0.576345
COL3A1	COL1A2	Type 0	0.269340	0.269340
COL3A1	COL1A1	Type 0	0.345698	0.345698
XBP1	TSPYL5	Type 0	0.207498	0.207498
LAPTM4B	TSPYL5	Type 0	0.275633	0.275633
HTATSF1	VMA21	Type 0	0.974973	0.974973
ACTG2	PPP1R14A	Type 0	0.634798	0.634798
TOMM6///PRICKLE4	PPP1R14A	Type 0	0.370256	0.370256
PPP1R14A	ACTG2	Type 0	0.272092	0.272092
PPP1R14A	TOMM6///PRICKLE4	Type 0	0.224313	0.224313
SLC39A6	COX6C	Type 0	0.754828	0.754828
SLC39A6	TFF1	Type 0	0.206196	0.206196
UBD///GABBR1	BCL2A1	Type 0	0.349691	0.349691
CSTA	BCL2A1	Type 0	0.300734	0.300734
BCL2A1	CSTA	Type 0	0.698404	0.698404
BCL2A1	UCHL1	Type 0	0.215977	0.215977
CD302	TSC22D1	Type 0	0.245747	0.245747
CD302	HNRNPAB	Type 0	0.296919	0.296919
DIRAS1	HHLA3	Type 0	0.240984	0.240984
HHLA3	CCDC15	Type 0	0.299856	0.299856
C20orf114	TAT	Type 0	0.274129	0.274129
C20orf114	MUC5B	Type 0	0.353567	0.353567
SKI	FAM168B	Type 0	0.591445	0.591445
SAR1B	FAM168B	Type 0	0.334011	0.334011
FAM168B	FAT1	Type 0	0.456942	0.456942
CHGB	PHF21B	Type 0	0.522928	0.522928
CHGA	PHF21B	Type 0	0.457920	0.457920
PHF21B	MDK	Type 0	0.299888	0.299888
PHF21B	CHGA	Type 0	0.542080	0.542080
PHF21B	SLC22A17	Type 0	0.441893	0.441893
IGLV2-14///IGLC2///IGL@	IGKC	Type 0	0.219863	0.219863
IGL@	IGKC	Type 0	0.571528	0.571528
IGK@///IGKC	IGKC	Type 0	0.477690	0.477690
IGKC	IGK@///IGKC	Type 0	0.522310	0.522310
TRAC///TRA@	IL2RB	Type 0	0.870994	0.870994
STAT6	ARHGEF18	Type 0	0.250273	0.250273
AKNA	ARHGEF18	Type 0	0.203083	0.203083
DNM2	ARHGEF18	Type 0	0.913681	0.913681
IL10RA	ARHGEF18	Type 0	0.206413	0.206413
KIAA0892	ARHGEF18	Type 0	0.210159	0.210159
ATP5F1	NDUFB6	Type 0	0.206107	0.206107
TOMM5	NDUFB6	Type 0	0.379743	0.379743
CCND1	IQCF6	Type 0	0.438194	0.438194
IQCF6	CCND1	Type 0	0.561806	0.561806
IQCF6	CHCHD8	Type 0	0.409632	0.409632
IFNA21	LOC254559	Type 0	0.278039	0.278039
BPY2	LOC254559	Type 0	0.937513	0.937513
LOC254559	IQCF6	Type 0	0.361461	0.361461
LOC254559	TRIM33	Type 0	0.264402	0.264402
LOC254559	ZNF554	Type 0	0.264815	0.264815
SERPINA3	MGP	Type 0	0.531682	0.531682
MAGOH	TXNDC12	Type 0	0.308180	0.308180
TMEM48	TXNDC12	Type 0	0.225683	0.225683
TXNDC12	TBL1XR1	Type 0	0.299150	0.299150
C10orf26	TINF2	Type 0	0.230601	0.230601
TINF2	CHMP4A	Type 0	0.246774	0.246774
TINF2	GBP3	Type 0	0.330281	0.330281
TINF2	BTBD6	Type 0	0.938672	0.938672
LOC440871///IGK@///IGKV3-20///IGKV3D-11///IGKV3D-15	LOC440871///IGK@///IGKV3-20///IGKV3D-11///IGKV3D-15///IGKC	Type 0	0.433772	0.433772
LOC440871///IGK@///IGKV3-20///IGKV3D-11///IGKV3D-15///IGKC	LOC440871///IGK@///IGKV3-20///IGKV3D-11///IGKV3D-15	Type 0	0.566228	0.566228
IL6ST	LAD1	Type 0	0.987027	0.987027
CA12	LAD1	Type 0	0.211302	0.211302
LAD1	PERP	Type 0	0.479962	0.479962
NARS2	AATF	Type 0	0.206079	0.206079
ACACA	AATF	Type 0	0.228885	0.228885
TOMM70A	AATF	Type 0	0.224578	0.224578
ILVBL	AATF	Type 0	0.719396	0.719396
AATF	PEG10	Type 0	0.298667	0.298667
AATF	ACACA	Type 0	0.746903	0.746903
AATF	TOMM70A	Type 0	0.303270	0.303270
AATF	LOC442497///SLC3A2	Type 0	0.574811	0.574811
AATF	ILVBL	Type 0	0.256558	0.256558
GAB2	SUSD4	Type 0	0.956385	0.956385
SYT13	SUSD4	Type 0	0.300265	0.300265
