Parent	Child	relationType	edgeScore	Freq
MED1	MLL4	Type 0	0.301663	0.301663
TRPC1	MLL4	Type 0	0.209524	0.209524
KIF23	MLL4	Type 0	0.986745	0.986745
FCGR3B	NAMPT	Type 0	0.622879	0.622879
GPR109B	NAMPT	Type 0	0.959388	0.959388
NAMPT	PTGS2	Type 0	1.000000	1.000000
NAMPT	PSMD11	Type 0	0.382264	0.382264
NAMPT	ACACB	Type 0	0.327492	0.327492
NAMPT	HOXA7	Type 0	0.244122	0.244122
NAMPT	GK3P	Type 0	0.214525	0.214525
NAMPT	SLC12A4	Type 0	0.997824	0.997824
NAMPT	ACSL1	Type 0	0.996393	0.996393
NAMPT	OVOL1	Type 0	0.300350	0.300350
NAMPT	SPRR2B	Type 0	1.000000	1.000000
NAMPT	GK3P///GK	Type 0	0.295259	0.295259
GRM6	TGFA	Type 0	0.993754	0.993754
TGFA	SEC24D	Type 0	0.298709	0.298709
TGFA	ANKRD7	Type 0	0.300989	0.300989
TGFA	SLC44A1	Type 0	0.321274	0.321274
TGFA	NEK1	Type 0	0.421464	0.421464
TGFA	C5orf42	Type 0	0.240551	0.240551
TGFA	ANKS1B	Type 0	0.294390	0.294390
TGFA	SPATA7	Type 0	0.298909	0.298909
TGFA	GRIK5	Type 0	0.262015	0.262015
TGFA	LOC100134355///PRIM2	Type 0	0.244908	0.244908
TGFA	EIF1	Type 0	0.299777	0.299777
AGR2	SCGB1D2	Type 0	0.590355	0.590355
GADD45GIP1	ZBTB6	Type 0	0.994851	0.994851
STIP1	MLXIP	Type 0	0.359036	0.359036
TLE1	MLXIP	Type 0	0.416667	0.416667
RAP2B///RAP2A	MLXIP	Type 0	1.000000	1.000000
MLXIP	HOXB9	Type 0	0.296804	0.296804
AMDHD2	HPS4	Type 0	0.382288	0.382288
C16orf58	HPS4	Type 0	1.000000	1.000000
DOM3Z	HPS4	Type 0	0.300424	0.300424
MCOLN1	HPS4	Type 0	0.298403	0.298403
STK16	HPS4	Type 0	0.285638	0.285638
HPS4	SCG3	Type 0	0.266732	0.266732
AGR2	SCGB2A2	Type 0	0.552891	0.552891
SCGB1D2	SCGB2A2	Type 0	0.473307	0.473307
SCGB2A2	SCGB1D2	Type 0	0.526693	0.526693
IGFBP7	LHFP	Type 0	0.961309	0.961309
DCN	LHFP	Type 0	0.386062	0.386062
LHFP	MEOX2	Type 0	0.298941	0.298941
LHFP	EDNRB	Type 0	1.000000	1.000000
LHFP	ERAP1	Type 0	0.301573	0.301573
LHFP	PCSK5	Type 0	1.000000	1.000000
LHFP	RECK	Type 0	0.976990	0.976990
LHFP	MEF2C	Type 0	0.218480	0.218480
LHFP	HTR2B	Type 0	1.000000	1.000000
LHFP	MECOM	Type 0	0.244693	0.244693
LHFP	FAM70A	Type 0	0.412416	0.412416
LHFP	TWIST1	Type 0	0.980814	0.980814
LHFP	SRMP1///SULF2	Type 0	0.341097	0.341097
IGFBP7	PLA2G2E	Type 0	0.383477	0.383477
PTPRB	PLA2G2E	Type 0	0.998016	0.998016
EXOC5	PRPF4B	Type 0	0.560281	0.560281
MCL1	PRPF4B	Type 0	0.825440	0.825440
CD46	PRPF4B	Type 0	0.304329	0.304329
PRPF4B	PAK7	Type 0	1.000000	1.000000
PRPF4B	MDM4	Type 0	0.484473	0.484473
PRPF4B	VPS13B	Type 0	0.266578	0.266578
PRPF4B	WSB1	Type 0	0.998941	0.998941
