Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	B3GNT2	0.114700	0.114700	0.000000	1.000000	3	unknown	nan/nan/nan
CDC42EP1	ABCF1	0.082900	0.082900	0.000000	0.670688	3	unknown	nan/nan/nan
CIRH1A	ABCF1	0.136000	0.136000	0.000000	0.683824	3	unknown	nan/nan/nan
CTPS	ABCF1	0.406900	0.406900	0.000000	0.821578	3	unknown	nan/nan/nan
ABCF1	DNAJA1	0.051500	0.051500	0.000000	0.982524	3	unknown	nan/nan/nan
ABCF1	DSCAM	0.057300	0.057300	0.000000	0.998255	3	unknown	nan/nan/nan
E2F3	ABCF1	0.098300	0.098300	0.000000	0.928789	3	unknown	nan/nan/nan
E2F5	ABCF1	0.051100	0.051100	0.000000	0.812133	3	unknown	nan/nan/nan
ELF5	ABCF1	0.346200	0.346200	0.000000	0.790583	3	unknown	nan/nan/nan
EPHB3	ABCF1	0.069400	0.069400	0.000000	0.648415	3	unknown	nan/nan/nan
ABCF1	FAM110C	0.337000	0.337000	0.000000	0.840653	3	unknown	nan/nan/nan
ABCF1	FZD9	0.296300	0.296300	0.000000	0.856564	3	unknown	nan/nan/nan
ABCF1	GNG10	0.082200	0.082200	0.000000	0.959854	3	unknown	nan/nan/nan
ABCF1	GNG4	0.098700	0.098700	0.000000	1.000000	3	unknown	nan/nan/nan
ABCF1	GPRIN2	0.092300	0.092300	0.000000	0.903575	3	unknown	nan/nan/nan
ABCF1	HS3ST2	0.071300	0.071300	0.000000	1.000000	3	unknown	nan/nan/nan
HSPC159	ABCF1	0.090100	0.090100	0.000000	0.521643	3	unknown	nan/nan/nan
ABCF1	KLF16	0.051300	0.051300	0.000000	0.916179	3	unknown	nan/nan/nan
ABCF1	LOC100131262	0.241900	0.241900	0.000000	0.920215	3	unknown	nan/nan/nan
ABCF1	LOC441245	0.087400	0.087400	0.000000	0.969108	3	unknown	nan/nan/nan
ABCF1	MAPK13	0.163700	0.163700	0.000000	0.927306	3	unknown	nan/nan/nan
MLPH	ABCF1	0.249300	0.249300	0.000000	0.956278	3	unknown	nan/nan/nan
MREG	ABCF1	0.052100	0.052100	0.000000	0.848369	3	unknown	nan/nan/nan
