Parent	Child	relationType	edgeScore	Freq
SELL	FAM65B	Type 0	0.944469	0.944469
TRIM58	FBXO41	Type 0	0.237888	0.237888
GJA4	FBXO41	Type 0	0.297022	0.297022
SNAP23	DNM2	Type 0	0.348738	0.348738
RPS11	DNM2	Type 0	0.233294	0.233294
PEX19	DNM2	Type 0	0.998786	0.998786
DNM2	RAPSN	Type 0	0.221223	0.221223
DNM2	LOC723972///ANP32C///ANP32D///ANP32A	Type 0	0.299838	0.299838
AGR2	SCGB1D2	Type 0	0.613561	0.613561
HBQ1	LOC100134017	Type 0	0.488422	0.488422
AGR2	SLC6A15	Type 0	0.393636	0.393636
EN1	SLC6A15	Type 0	1.000000	1.000000
TTLL4	SLC6A15	Type 0	0.220347	0.220347
SLC6A15	PRDM13	Type 0	0.997005	0.997005
SFRP1	NCALD	Type 0	0.998488	0.998488
ROPN1B///ROPN1	NCALD	Type 0	0.297373	0.297373
NCALD	PIK3C2G	Type 0	0.995876	0.995876
AGR2	SCGB2A2	Type 0	0.598876	0.598876
SCGB1D2	SCGB2A2	Type 0	0.464775	0.464775
SCGB2A2	SCGB1D2	Type 0	0.535225	0.535225
KIFC1	SOCS1	Type 0	0.206510	0.206510
KIFC1	CENPF	Type 0	0.299789	0.299789
FLJ23519///RNH1	ADAMTS3	Type 0	0.998749	0.998749
SCD5	DENND2A	Type 0	0.386214	0.386214
ARF6	DENND2A	Type 0	0.309553	0.309553
KRT7	EFNA4	Type 0	0.252123	0.252123
EFNA3	EFNA4	Type 0	0.465637	0.465637
GBAP1///GBA	EFNA4	Type 0	0.234895	0.234895
EFNA4	ASCL1	Type 0	0.220925	0.220925
EFNA4	PTPRN2	Type 0	0.382889	0.382889
EFNA4	KRT7	Type 0	0.478282	0.478282
EFNA4	SNAP25	Type 0	0.512803	0.512803
EFNA4	EFNA3	Type 0	0.534363	0.534363
EFNA4	PPFIBP2	Type 0	0.996223	0.996223
EFNA4	TSPAN6	Type 0	0.209477	0.209477
EFNA4	KCNK3	Type 0	0.338098	0.338098
EFNA4	EFS	Type 0	0.253745	0.253745
USP34	KIR2DS1	Type 0	0.297499	0.297499
UGCG	KIR2DS1	Type 0	0.299703	0.299703
GAS1	FHOD3	Type 0	1.000000	1.000000
PLS3	FHOD3	Type 0	0.321305	0.321305
FAM158A	ZNF79	Type 0	0.299796	0.299796
FBXL15	ZNF79	Type 0	0.299255	0.299255
C7orf26	ZNF79	Type 0	0.362064	0.362064
FOXA1	FLJ41278///TBC1D30	Type 0	0.304554	0.304554
KRT18	FLJ41278///TBC1D30	Type 0	0.985669	0.985669
FLJ41278///TBC1D30	TBC1D30	Type 0	0.998642	0.998642
FLJ41278///TBC1D30	RAB3B	Type 0	0.295061	0.295061
CXCL10	RSAD2	Type 0	0.393377	0.393377
RSAD2	CCL8	Type 0	0.317315	0.317315
OPHN1	SLC45A2	Type 0	0.376437	0.376437
SLC45A2	DMRT1	Type 0	0.299652	0.299652
MBD1	CADM4	Type 0	0.293957	0.293957
MBD1	RAB40B	Type 0	0.292646	0.292646
MBD1	BCL2L11	Type 0	1.000000	1.000000
MBD1	TSHR	Type 0	0.279957	0.279957
MBD1	LMAN2	Type 0	1.000000	1.000000
MBD1	GNAL	Type 0	0.265957	0.265957
MBD1	RAI1	Type 0	0.305907	0.305907
MBD1	RASA4P///RASA4	Type 0	0.207585	0.207585
MBD1	ZNF440	Type 0	0.225368	0.225368
MBD1	WRAP53	Type 0	0.235740	0.235740
MBD1	ZFPL1	Type 0	0.994203	0.994203
MBD1	TRPC2	Type 0	1.000000	1.000000
MBD1	CDON	Type 0	0.246996	0.246996
MBD1	SPHK2	Type 0	0.254347	0.254347
MBD1	MPPED1	Type 0	0.237790	0.237790
MBD1	STAT2	Type 0	0.297125	0.297125
MBD1	DDX31	Type 0	0.995104	0.995104
AFF3	TANC2	Type 0	0.249525	0.249525
SLC39A6	TANC2	Type 0	0.369264	0.369264
PCDHGB6	STS	Type 0	0.208376	0.208376
PEX11A	STS	Type 0	1.000000	1.000000
CAMK2N1	STS	Type 0	0.301513	0.301513
C6orf155	STS	Type 0	0.299507	0.299507
SRGN	CYBA	Type 0	0.265011	0.265011
LAPTM5	CYBA	Type 0	0.958402	0.958402
CYBA	UBE2I	Type 0	0.208374	0.208374
AGR2	SCGB2A1	Type 0	0.581602	0.581602
SCGB2A2	SCGB2A1	Type 0	0.599314	0.599314
SCGB2A1	SCGB1D2	Type 0	0.248736	0.248736
SCGB2A1	SCGB2A2	Type 0	0.298513	0.298513
WHSC1	PPIA	Type 0	0.440196	0.440196
MLPH	FBP1	Type 0	0.909868	0.909868
FBP1	MICAL3	Type 0	0.210569	0.210569
FBP1	FCGRT	Type 0	0.287237	0.287237
FBP1	NAB1	Type 0	0.297350	0.297350
FBP1	MFAP3L	Type 0	0.980773	0.980773
FBP1	CST3	Type 0	0.782231	0.782231
FBP1	AFP	Type 0	0.277247	0.277247
FBP1	UBE2E3	Type 0	0.205143	0.205143
COL9A3	COL9A1	Type 0	0.998371	0.998371
SOX10	COL9A1	Type 0	0.255401	0.255401
UGCG	COL9A1	Type 0	0.296899	0.296899
WWP1	COL9A1	Type 0	0.261821	0.261821
SCRG1	COL9A1	Type 0	0.378487	0.378487
COL9A1	C1orf68	Type 0	0.261252	0.261252
FOXA1	TBX19	Type 0	0.982651	0.982651
MT1P2	MT1H	Type 0	0.224766	0.224766
MT1H	MT1P2	Type 0	0.678813	0.678813
SCAMP1	DMXL1	Type 0	0.323830	0.323830
RAN	DMXL1	Type 0	0.202346	0.202346
C12orf29	DMXL1	Type 0	0.210978	0.210978
ZFYVE16	DMXL1	Type 0	0.510161	0.510161
DMXL1	ALDH5A1	Type 0	0.364843	0.364843
DMXL1	SCML1	Type 0	0.242693	0.242693
DMXL1	DENND4A	Type 0	0.261419	0.261419
DMXL1	KLF9	Type 0	0.273335	0.273335
DMXL1	SCAMP1	Type 0	0.421870	0.421870
DMXL1	ZNF236	Type 0	0.347817	0.347817
DMXL1	MOG	Type 0	0.206363	0.206363
DMXL1	FAM55C	Type 0	1.000000	1.000000
DMXL1	SERPIND1	Type 0	0.300577	0.300577
DMXL1	JAK3	Type 0	0.298898	0.298898
DMXL1	DNAJB14	Type 0	0.369233	0.369233
DMXL1	ALG13	Type 0	0.318033	0.318033
DMXL1	SNX24	Type 0	0.218989	0.218989
DMXL1	TRIM23	Type 0	0.994030	0.994030
DMXL1	IMMP2L	Type 0	0.998444	0.998444
DMXL1	NRAP	Type 0	0.298944	0.298944
DMXL1	C1orf68	Type 0	0.999127	0.999127
DMXL1	SLC6A9	Type 0	0.207373	0.207373
DMXL1	ZNF75D	Type 0	1.000000	1.000000
DMXL1	ASTE1	Type 0	0.357228	0.357228
DMXL1	CEP290	Type 0	0.299667	0.299667
DMXL1	ZNF83	Type 0	0.213160	0.213160
DMXL1	COL4A3BP	Type 0	0.330492	0.330492
DMXL1	ZFYVE16	Type 0	0.489839	0.489839
DMXL1	TMED7	Type 0	0.300736	0.300736
DMXL1	KIR2DS1	Type 0	1.000000	1.000000
ADAM15	B4GALT1	Type 0	0.325287	0.325287
SS18	B4GALT1	Type 0	0.251287	0.251287
SLC4A1	LRRC36	Type 0	0.208311	0.208311
HBQ1	LRRC36	Type 0	0.995101	0.995101
SPINK2	CD5	Type 0	0.997283	0.997283
ZBED2	CD5	Type 0	0.444321	0.444321
CD5	LRP5L	Type 0	0.228776	0.228776
CD5	PCDHA10	Type 0	0.298132	0.298132
HBG2///HBG1	HBA2///HBA1	Type 0	0.397111	0.397111
CRIP1	SYN2	Type 0	0.221426	0.221426
GAMT	SYN2	Type 0	0.365685	0.365685
LMF1	SYN2	Type 0	0.298557	0.298557
SSSCA1///LYPLA1	SYN2	Type 0	0.997239	0.997239
PISD	SYN2	Type 0	0.296614	0.296614
MAX	POTEKP	Type 0	0.999152	0.999152
POTEKP	ADRA1D	Type 0	0.298686	0.298686
PIP	TFAP2B	Type 0	0.382687	0.382687
SLC25A37	CSDA	Type 0	0.394878	0.394878
SNCA	CSDA	Type 0	0.258291	0.258291
GYPC	CSDA	Type 0	1.000000	1.000000
CSDA	EDN3	Type 0	0.215686	0.215686
CSDA	EXOC2	Type 0	0.429443	0.429443
MPDU1	CSNK1A1	Type 0	0.214410	0.214410
TMED2	CSNK1A1	Type 0	0.660779	0.660779
CSNK1A1	TAF9B	Type 0	0.833396	0.833396
CSNK1A1	ABHD2	Type 0	0.999847	0.999847
CSNK1A1	FUT8	Type 0	0.803191	0.803191
CSNK1A1	GSPT1	Type 0	1.000000	1.000000
CSNK1A1	USP53	Type 0	0.291407	0.291407
CSNK1A1	FBXO38	Type 0	0.428196	0.428196
CSNK1A1	GSR	Type 0	0.234501	0.234501
CSNK1A1	DLGAP1	Type 0	1.000000	1.000000
CSNK1A1	MPDU1	Type 0	0.418707	0.418707
CSNK1A1	TMED2	Type 0	0.229628	0.229628
CSNK1A1	TRAPPC10	Type 0	0.284438	0.284438
CSNK1A1	BHLHE40	Type 0	0.908436	0.908436
CSNK1A1	NDOR1	Type 0	0.236683	0.236683
CSNK1A1	AMFR	Type 0	0.213644	0.213644
CSNK1A1	OLAH	Type 0	0.297667	0.297667
CSNK1A1	ELF1	Type 0	0.466884	0.466884
CSNK1A1	FAM153C///FAM153A///FAM153B	Type 0	0.209309	0.209309
CSNK1A1	PPP4C	Type 0	0.209530	0.209530
CSNK1A1	SNURF///SNRPN	Type 0	0.352312	0.352312
CSNK1A1	CD46	Type 0	0.994210	0.994210
CSNK1A1	RFPL3S	Type 0	0.305992	0.305992
CSNK1A1	DNM2	Type 0	0.284017	0.284017
AGR2	TFF1	Type 0	0.602028	0.602028
FSTL1	MMP3	Type 0	0.272458	0.272458
MMP3	MMP1	Type 0	0.986914	0.986914
ALAS2	CHERP	Type 0	0.213595	0.213595
HBQ1	CHERP	Type 0	0.994647	0.994647
MLPH	GUSBP3	Type 0	0.469745	0.469745
LOC100170939	GUSBP3	Type 0	0.421610	0.421610
GUSBP3	GPM6A	Type 0	1.000000	1.000000
GUSBP3	PAR5	Type 0	0.280844	0.280844
GUSBP3	COL7A1	Type 0	0.223508	0.223508
GUSBP3	XIST	Type 0	0.984547	0.984547
GUSBP3	PDCD6	Type 0	0.610319	0.610319
GUSBP3	ALDH8A1	Type 0	0.297352	0.297352
GUSBP3	LOC729978///LOC729602///NPIPL1///PDXDC2	Type 0	0.215953	0.215953
GUSBP3	CATSPER2P1///CATSPER2	Type 0	0.231507	0.231507
GUSBP3	VPS13D	Type 0	1.000000	1.000000
GUSBP3	SMAD1	Type 0	0.297872	0.297872
GUSBP3	PVT1	Type 0	1.000000	1.000000
GUSBP3	LOC100170939	Type 0	0.490702	0.490702
GUSBP3	MBP	Type 0	0.272035	0.272035
GUSBP3	RUFY2	Type 0	0.372636	0.372636
GUSBP3	KIAA0485	Type 0	0.994595	0.994595
GUSBP3	GTF2H2B	Type 0	0.819119	0.819119
GABRP	KRT14	Type 0	0.241104	0.241104
RGS5	SRMP1///SULF2	Type 0	0.953853	0.953853
FSTL1	SRMP1///SULF2	Type 0	0.303538	0.303538
TBC1D9	GSTP1	Type 0	0.957764	0.957764
GSTP1	KLK11	Type 0	0.432824	0.432824
GSTP1	EFCAB2	Type 0	0.250959	0.250959
GSTP1	CACNG4	Type 0	0.208550	0.208550
GSTP1	SIM1	Type 0	0.299130	0.299130
GSTP1	TANC2	Type 0	0.999794	0.999794
