Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ARHGEF4	0.052300	0.052300	0.000000	0.963671	3	unknown	nan/nan/nan
ATP2A2	ABCF1	0.082500	0.082500	0.000000	0.947879	3	unknown	nan/nan/nan
ABCF1	ATP2B1	0.091200	0.091200	0.000000	0.817982	3	unknown	nan/nan/nan
ABCF1	CASP7	0.347500	0.347500	0.000000	0.632806	3	unknown	nan/nan/nan
ABCF1	CHI3L1	0.146600	0.146600	0.000000	0.517053	3	unknown	nan/nan/nan
CIRH1A	ABCF1	0.179500	0.179500	0.000000	0.505850	3	unknown	nan/nan/nan
CSTB	ABCF1	0.177700	0.177700	0.000000	0.640405	3	unknown	nan/nan/nan
ABCF1	DDR1	0.362700	0.362700	0.000000	0.755445	3	unknown	nan/nan/nan
ABCF1	DLAT	0.075300	0.075300	0.000000	0.918991	3	unknown	nan/nan/nan
ABCF1	EFEMP1	0.066800	0.066800	0.000000	0.914671	3	unknown	nan/nan/nan
ABCF1	FKSG2	0.207100	0.207100	0.000000	0.847417	3	unknown	nan/nan/nan
ABCF1	FZD9	0.174900	0.174900	0.000000	0.626072	3	unknown	nan/nan/nan
ABCF1	GNB2L1	0.153700	0.153700	0.000000	0.981783	3	unknown	nan/nan/nan
ABCF1	GNG10	0.117800	0.117800	0.000000	0.862479	3	unknown	nan/nan/nan
ABCF1	HDAC5	0.064600	0.064600	0.000000	0.591331	3	unknown	nan/nan/nan
HGS	ABCF1	0.054700	0.054700	0.000000	0.775137	3	unknown	nan/nan/nan
ABCF1	HOPX	0.184200	0.184200	0.000000	0.621607	3	unknown	nan/nan/nan
ITGB5	ABCF1	0.059600	0.059600	0.000000	0.989933	3	unknown	nan/nan/nan
ABCF1	ITPR3	0.375800	0.375800	0.000000	0.552155	3	unknown	nan/nan/nan
LRP5	ABCF1	0.549200	0.549200	0.000000	0.731792	3	unknown	nan/nan/nan
LYAR	ABCF1	0.100600	0.100600	0.000000	0.821074	3	unknown	nan/nan/nan
ABCF1	MAPK13	0.505500	0.505500	0.000000	0.727596	3	unknown	nan/nan/nan
MAPK14	ABCF1	0.110300	0.110300	0.000000	0.990934	3	unknown	nan/nan/nan
MAPKAPK5	ABCF1	0.127600	0.127600	0.000000	0.677900	3	unknown	nan/nan/nan
ABCF1	NAB2	0.104200	0.104200	0.000000	0.779271	3	unknown	nan/nan/nan
ABCF1	NFIA	0.111100	0.111100	0.000000	0.900990	3	unknown	nan/nan/nan
ABCF1	NFIX	0.118500	0.118500	0.000000	0.556962	3	unknown	nan/nan/nan
ABCF1	PLA2G4C	0.051900	0.051900	0.000000	0.832370	3	unknown	nan/nan/nan
PLK1	ABCF1	0.382300	0.382300	0.000000	0.801203	3	unknown	nan/nan/nan
ABCF1	PPRC1	0.148900	0.148900	0.000000	0.633311	3	unknown	nan/nan/nan
ABCF1	PRSS2	0.067300	0.067300	0.000000	0.998514	3	unknown	nan/nan/nan
ABCF1	PRSS3	0.074200	0.074200	0.000000	0.924528	3	unknown	nan/nan/nan
RAVER1	ABCF1	0.088000	0.088000	0.000000	0.853409	3	unknown	nan/nan/nan
RB1	ABCF1	0.205800	0.205800	0.000000	0.557823	3	unknown	nan/nan/nan
RXRB	ABCF1	0.150600	0.150600	0.000000	0.957503	3	unknown	nan/nan/nan
TK2	ABCF1	0.397100	0.397100	0.000000	0.661546	3	unknown	nan/nan/nan
ABCF1	TPM3	0.061900	0.061900	0.000000	0.925687	3	unknown	nan/nan/nan
ABCF1	VEGFA	0.067600	0.067600	0.000000	0.655325	3	unknown	nan/nan/nan
ARHGEF4	ABLIM1	0.050300	0.050300	0.000000	0.791252	3	unknown	nan/nan/nan
ABLIM1	ARSJ	0.102100	0.102100	0.000000	0.940255	3	unknown	nan/nan/nan
B3GNT2	ABLIM1	0.083100	0.083100	0.000000	1.000000	3	unknown	nan/nan/nan
ABLIM1	B3GNT3	0.092900	0.092900	0.000000	0.530678	3	unknown	nan/nan/nan
BMP2	ABLIM1	0.066200	0.066200	0.000000	0.935045	3	unknown	nan/nan/nan
BMPR1A	ABLIM1	0.076800	0.076800	0.000000	0.768229	3	unknown	nan/nan/nan
CCNA1	ABLIM1	0.053700	0.053700	0.000000	0.821229	3	unknown	nan/nan/nan
ABLIM1	CDKN1A	0.143900	0.143900	0.000000	0.515636	3	unknown	nan/nan/nan
ABLIM1	CSF2	0.053900	0.053900	0.000000	0.625232	3	unknown	nan/nan/nan
CSGALNACT2	ABLIM1	0.163100	0.163100	0.000000	0.917229	3	unknown	nan/nan/nan
ERBB3	ABLIM1	0.137300	0.137300	0.000000	0.832484	3	unknown	nan/nan/nan
GLS	ABLIM1	0.056500	0.056500	0.000000	0.858407	3	unknown	nan/nan/nan
ABLIM1	GNAI1	0.059500	0.059500	0.000000	0.591597	3	unknown	nan/nan/nan
GRB7	ABLIM1	0.050300	0.050300	0.000000	0.932406	3	unknown	nan/nan/nan
ITGB6	ABLIM1	0.075700	0.075700	0.000000	0.634082	3	unknown	nan/nan/nan
ABLIM1	JAG1	0.226300	0.226300	0.000000	0.596553	3	unknown	nan/nan/nan
KLF2	ABLIM1	0.065500	0.065500	0.000000	0.984733	3	unknown	nan/nan/nan
MAP2K2	ABLIM1	0.053100	0.053100	0.000000	1.000000	3	unknown	nan/nan/nan
ABLIM1	MAP2K3	0.074800	0.074800	0.000000	0.715241	3	unknown	nan/nan/nan
MEGF6	ABLIM1	0.086300	0.086300	0.000000	0.777520	3	unknown	nan/nan/nan
MMP15	ABLIM1	0.131800	0.131800	0.000000	0.729894	3	unknown	nan/nan/nan
NFIA	ABLIM1	0.128600	0.128600	0.000000	0.661742	3	unknown	nan/nan/nan
NMU	ABLIM1	0.067700	0.067700	0.000000	0.952733	3	unknown	nan/nan/nan
NRAS	ABLIM1	0.156600	0.156600	0.000000	0.791826	3	unknown	nan/nan/nan
NRIP3	ABLIM1	0.132200	0.132200	0.000000	0.791982	3	unknown	nan/nan/nan
ORC6L	ABLIM1	0.070200	0.070200	0.000000	0.910256	3	unknown	nan/nan/nan
PABPC3	ABLIM1	0.066700	0.066700	0.000000	0.515742	3	unknown	nan/nan/nan
PARD6G	ABLIM1	0.077000	0.077000	0.000000	0.583117	3	unknown	nan/nan/nan
PRSS22	ABLIM1	0.128100	0.128100	0.000000	0.759563	3	unknown	nan/nan/nan
ABLIM1	RGMB	0.067300	0.067300	0.000000	0.545319	3	unknown	nan/nan/nan
SERPINB5	ABLIM1	0.145900	0.145900	0.000000	0.980809	3	unknown	nan/nan/nan
SMAD1	ABLIM1	0.086800	0.086800	0.000000	0.764977	3	unknown	nan/nan/nan
ABLIM1	SMOX	0.397500	0.397500	0.000000	0.627421	3	unknown	nan/nan/nan
SPDEF	ABLIM1	0.103000	0.103000	0.000000	0.987379	3	unknown	nan/nan/nan
ST3GAL6	ABLIM1	0.050000	0.050000	0.000000	0.524000	3	unknown	nan/nan/nan
TTC9	ABLIM1	0.382700	0.382700	0.000000	0.628430	3	unknown	nan/nan/nan
ABLIM1	TUBA8	0.093500	0.093500	0.000000	0.570053	3	unknown	nan/nan/nan
VPS37B	ABLIM1	0.155000	0.155000	0.000000	0.656774	3	unknown	nan/nan/nan
ZNF750	ABLIM1	0.057200	0.057200	0.000000	0.956294	3	unknown	nan/nan/nan
ALOX15B	ACAT2	0.114200	0.114200	0.000000	0.643608	3	unknown	nan/nan/nan
CREB3L1	ACAT2	0.083100	0.083100	0.000000	0.914561	3	unknown	nan/nan/nan
DUSP6	ACAT2	0.216700	0.216700	0.000000	0.969543	3	unknown	nan/nan/nan
FA2H	ACAT2	0.181000	0.181000	0.000000	0.963536	3	unknown	nan/nan/nan
FDPS	ACAT2	0.214500	0.214500	0.000000	0.607925	3	unknown	nan/nan/nan
FNBP1	ACAT2	0.065200	0.065200	0.000000	0.967791	3	unknown	nan/nan/nan
ACAT2	FUT11	0.054200	0.054200	0.000000	0.636531	3	unknown	nan/nan/nan
GRN	ACAT2	0.055100	0.055100	0.000000	0.980036	3	unknown	nan/nan/nan
HDAC2	ACAT2	0.214100	0.214100	0.000000	0.795890	3	unknown	nan/nan/nan
IDI1	ACAT2	0.205400	0.205400	0.000000	0.551120	3	unknown	nan/nan/nan
IL1A	ACAT2	0.065400	0.065400	0.000000	0.975535	3	unknown	nan/nan/nan
KCTD12	ACAT2	0.056200	0.056200	0.000000	0.989324	3	unknown	nan/nan/nan
KHDRBS1	ACAT2	0.182800	0.182800	0.000000	0.788293	3	unknown	nan/nan/nan
KIAA0020	ACAT2	0.116900	0.116900	0.000000	0.804962	3	unknown	nan/nan/nan
KLHL7	ACAT2	0.288000	0.288000	0.000000	0.950694	3	unknown	nan/nan/nan
KRT16	ACAT2	0.055500	0.055500	0.000000	0.854054	3	unknown	nan/nan/nan
MMP15	ACAT2	0.073400	0.073400	0.000000	0.974114	3	unknown	nan/nan/nan
ACAT2	NMU	0.288800	0.288800	0.000000	0.996191	3	unknown	nan/nan/nan
PNPLA3	ACAT2	0.118200	0.118200	0.000000	0.524535	3	unknown	nan/nan/nan
PTPLA	ACAT2	0.068000	0.068000	0.000000	0.554412	3	unknown	nan/nan/nan
SESN1	ACAT2	0.050100	0.050100	0.000000	0.854291	3	unknown	nan/nan/nan
ACAT2	SIGLEC15	0.060600	0.060600	0.000000	0.656766	3	unknown	nan/nan/nan
