Parent	Child	relationType	edgeScore	Freq
USP33	BBX	Type 0	0.320833	0.320833
RB1CC1	BBX	Type 0	0.984615	0.984615
TROVE2	CBX1	Type 0	0.802467	0.802467
PUM2	CBX1	Type 0	0.279427	0.279427
CBX1	PUM2	Type 0	0.719512	0.719512
CBX1	ABHD10	Type 0	0.822020	0.822020
SH3GL1	ZFPL1	Type 0	0.271720	0.271720
GCH1	MPPE1	Type 0	0.359678	0.359678
PTPLAD1	MPPE1	Type 0	0.930922	0.930922
MOSC1	PLA2G6	Type 0	0.292023	0.292023
NOL12///TRIOBP	PLA2G6	Type 0	0.302500	0.302500
STK3	PLA2G6	Type 0	0.242377	0.242377
KBTBD4	PLA2G6	Type 0	0.300497	0.300497
ASB8	PLA2G6	Type 0	0.225337	0.225337
RPL37A	USP18	Type 0	0.263715	0.263715
FGFR2	USP18	Type 0	0.378228	0.378228
MED24	USP18	Type 0	0.984361	0.984361
USP18	PCIF1	Type 0	0.229001	0.229001
CYP1B1	NDUFA8	Type 0	0.223529	0.223529
ZNF238	NDUFA8	Type 0	0.295238	0.295238
ZMYND8	NDUFA8	Type 0	0.318409	0.318409
IFITM3	NDUFA8	Type 0	0.298375	0.298375
NDUFA8	MRPS18B	Type 0	0.255448	0.255448
CAPZA2	TPD52	Type 0	0.968584	0.968584
RPL37A	TMEM39A	Type 0	0.969925	0.969925
MTMR9	TMEM39A	Type 0	0.335745	0.335745
TMEM39A	BET1	Type 0	0.983360	0.983360
VDR	CBR3	Type 0	0.991262	0.991262
SLC25A24	CBR3	Type 0	0.203209	0.203209
RNF11	CBR3	Type 0	0.289356	0.289356
HIF1A	CBR3	Type 0	0.304374	0.304374
SLC24A3	VANGL1	Type 0	0.221397	0.221397
MT1F	VANGL1	Type 0	0.999762	0.999762
DONSON	VANGL1	Type 0	0.301618	0.301618
PDIA4	VANGL1	Type 0	0.201794	0.201794
NGLY1	VANGL1	Type 0	0.294618	0.294618
CORT	PSD4	Type 0	0.264178	0.264178
GIPC1	PSD4	Type 0	0.402157	0.402157
ZZEF1	PSD4	Type 0	0.999818	0.999818
PSD4	APOD	Type 0	1.000000	1.000000
POLR2J4	KIAA1045	Type 0	0.241934	0.241934
RAG2	KIAA1045	Type 0	0.993164	0.993164
KIAA1045	ZW10	Type 0	0.301945	0.301945
KIAA1045	CPSF6	Type 0	1.000000	1.000000
KIAA1045	GMEB2	Type 0	0.983191	0.983191
KIAA1045	IGLV2-18///IGLV3-19///IGL@	Type 0	0.272571	0.272571
NUP37	FBXO11	Type 0	0.990184	0.990184
MSH6	FBXO11	Type 0	0.219813	0.219813
PPPDE1	FBXO11	Type 0	0.201961	0.201961
MRPS27	FNBP1	Type 0	0.999772	0.999772
AEBP1	FNBP1	Type 0	0.221893	0.221893
GFRA1	FNBP1	Type 0	0.298144	0.298144
DDX3X	FNBP1	Type 0	0.290411	0.290411
SMARCB1	FNBP1	Type 0	0.288915	0.288915
TAOK3	FNBP1	Type 0	0.296733	0.296733
