Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ESR1	TFAP2B	0.084300	0.084300	0.000000	0.976275	3	unknown
PGR	TFAP2B	0.070700	0.070700	0.000000	0.833098	3	unknown
SPDEF	TFAP2B	0.170100	0.170100	0.000000	0.996473	3	unknown
SLC26A3	TFAP2B	0.165100	0.165100	0.000000	0.516657	3	unknown
TFAP2B	MEOX2	0.112400	0.112400	0.000000	0.894128	3	unknown
TFAP2B	NR2F1	0.350500	0.350500	0.000000	0.853352	3	unknown
MSX2	TFAP2B	0.406400	0.406400	0.000000	0.563976	3	unknown
FOXA1	TFAP2B	0.491200	0.491200	0.000000	0.998982	3	unknown
TFAP2B	DLX2	0.218700	0.218700	0.000000	0.902149	3	unknown
TFAP2B	POU2F3	0.050300	0.050300	0.000000	0.608350	3	unknown
TFAP2B	SIX1	0.127300	0.127300	0.000000	0.869599	3	unknown
TFAP2B	FOXD1	0.138300	0.138300	0.000000	0.844541	3	unknown
ESRRG	TFAP2B	0.709400	0.709400	0.000000	0.580772	3	unknown
TFAP2B	EHF	0.154300	0.154300	0.000000	0.691510	3	unknown
TFAP2B	ZNF238	0.250200	0.250200	0.000000	0.603118	3	unknown
FOXM1	TFAP2B	0.597200	0.597200	0.000000	0.768084	3	unknown
MYBL2	TFAP2B	0.280600	0.280600	0.000000	0.910192	3	unknown
WNT5A	TFAP2B	0.892000	0.892000	0.000000	0.579148	3	unknown
TFAP2B	NR2F2	0.073500	0.073500	0.000000	0.925170	3	unknown
XBP1	TFAP2B	0.096000	0.096000	0.000000	0.994792	3	unknown
AR	TFAP2B	0.926000	0.926000	0.000000	0.994816	3	unknown
E2F8	TFAP2B	0.122400	0.122400	0.000000	0.789216	3	unknown
STAT1	TFAP2B	0.072200	0.072200	0.000000	0.896122	3	unknown
TFAP2B	HOXC10	0.065300	0.065300	0.000000	0.973966	3	unknown
HOXA2	TFAP2B	0.091200	0.091200	0.000000	0.502193	3	unknown
HMGA1	TFAP2B	0.063700	0.063700	0.000000	0.963893	3	unknown
EPAS1	TFAP2B	0.134800	0.134800	0.000000	0.850890	3	unknown
TFAP2B	FOXD3	0.166500	0.166500	0.000000	0.821622	3	unknown
PLSCR1	TFAP2B	0.152100	0.152100	0.000000	0.978304	3	unknown
E2F3	TFAP2B	0.052200	0.052200	0.000000	1.000000	3	unknown
TFAP2B	ARID3A	0.231200	0.231200	0.000000	0.750000	3	unknown
HMGB2	TFAP2B	0.151700	0.151700	0.000000	0.734344	3	unknown
TFAP2B	EGR3	0.140600	0.140600	0.000000	0.849218	3	unknown
TFAP2B	NKX3-1	0.113500	0.113500	0.000000	0.723348	3	unknown
CEBPB	TFAP2B	0.206100	0.206100	0.000000	0.979622	3	unknown
GATA3	ELF5	0.469400	0.469400	0.000000	0.996804	3	unknown
ELF5	ZIC1	0.227300	0.227300	0.000000	0.637044	3	unknown
ESR1	ELF5	0.700600	0.700600	0.000000	0.964316	3	unknown
SPDEF	ELF5	0.297300	0.297300	0.000000	0.917255	3	unknown
EN1	ELF5	0.171900	0.171900	0.000000	0.986620	3	unknown
ELF5	NFIB	0.852200	0.852200	0.000000	0.674372	3	unknown
SOX10	ELF5	0.988500	0.988500	0.000000	0.854527	3	unknown
FOXA1	ELF5	0.505400	0.505400	0.000000	0.984962	3	unknown
ELF5	IRX4	0.085900	0.085900	0.000000	0.989523	3	unknown
ELF5	EHF	0.702900	0.702900	0.000000	0.919619	3	unknown
ELF5	SIX3	0.779400	0.779400	0.000000	0.850654	3	unknown
XBP1	ELF5	0.070400	0.070400	0.000000	1.000000	3	unknown
ELF5	MYC	0.743200	0.743200	0.000000	0.549919	3	unknown
ELF5	TFAP2C	0.087200	0.087200	0.000000	0.961009	3	unknown
ELF5	TBX19	0.167800	0.167800	0.000000	0.909416	3	unknown
ELF5	RFXAP	0.293000	0.293000	0.000000	0.827645	3	unknown
ELF5	NFIX	0.120100	0.120100	0.000000	0.830142	3	unknown
ELF5	CREB3L1	0.144300	0.144300	0.000000	0.839917	3	unknown
FOXC1	ELF5	0.572000	0.572000	0.000000	0.993881	3	unknown
CDKN2A	ELF5	0.119900	0.119900	0.000000	0.639700	3	unknown
ELF5	LMO4	0.635900	0.635900	0.000000	0.695550	3	unknown
ELF5	SOX9	0.107400	0.107400	0.000000	0.976723	3	unknown
ELF5	HESX1	0.070500	0.070500	0.000000	0.947518	3	unknown
ELF5	KLF5	0.051000	0.051000	0.000000	0.876471	3	unknown
ELF5	TFDP2	0.214600	0.214600	0.000000	0.881174	3	unknown
ELF5	SNAPC4	0.139800	0.139800	0.000000	0.982117	3	unknown
ELF5	NANOG	0.138400	0.138400	0.000000	0.948699	3	unknown
E2F3	ELF5	0.174100	0.174100	0.000000	0.989661	3	unknown
LASS6	ELF5	0.214700	0.214700	0.000000	0.930601	3	unknown
ELF5	ZNF175	0.093000	0.093000	0.000000	0.983871	3	unknown
TCF7L1	ELF5	0.507000	0.507000	0.000000	0.998225	3	unknown
ELF5	ATF3	0.559200	0.559200	0.000000	0.883584	3	unknown
NFE2	FOS	0.426800	0.426800	0.000000	0.988988	3	unknown
JUND	FOS	0.718200	0.718200	0.000000	0.917711	3	unknown
FOS	NR4A2	0.306200	0.306200	0.000000	0.708687	3	unknown
TCF4	FOS	0.067700	0.067700	0.000000	0.878877	3	unknown
MAX	FOS	0.345800	0.345800	0.000000	0.979468	3	unknown
FOS	CITED1	0.183500	0.183500	0.000000	0.771117	3	unknown
FOS	POU2F3	0.239200	0.239200	0.000000	0.954013	3	unknown
TAF12	FOS	0.205100	0.205100	0.000000	0.922964	3	unknown
FOS	ZFP36L2	0.718100	0.718100	0.000000	0.620387	3	unknown
FOS	SALL1	0.051000	0.051000	0.000000	0.888235	3	unknown
FOS	POU4F3	0.054600	0.054600	0.000000	0.895604	3	unknown
FOS	JUN	0.763900	0.763900	0.000000	0.552821	3	unknown
FOS	NPAS1	0.182800	0.182800	0.000000	0.785558	3	unknown
FOS	FOSB	0.999900	0.999900	0.000000	0.906491	3	unknown
FOS	RERE	0.166300	0.166300	0.000000	0.971137	3	unknown
FOS	TSC22D2	0.101400	0.101400	0.000000	0.927022	3	unknown
ZFPM2	FOS	0.132200	0.132200	0.000000	0.973525	3	unknown
CITED2	FOS	0.519400	0.519400	0.000000	0.863881	3	unknown
FOS	KLF12	0.147600	0.147600	0.000000	0.886856	3	unknown
ARNT	FOS	0.163600	0.163600	0.000000	0.569682	3	unknown
FOS	PPARA	0.075500	0.075500	0.000000	0.933775	3	unknown
BHLHE40	FOS	0.062700	0.062700	0.000000	0.956938	3	unknown
FOS	LHX6	0.155900	0.155900	0.000000	0.753047	3	unknown
FOS	NR4A1	0.232300	0.232300	0.000000	0.990529	3	unknown
FOS	HSF4	0.218300	0.218300	0.000000	0.537792	3	unknown
ELF1	FOS	0.063700	0.063700	0.000000	0.913658	3	unknown
BCL6	FOS	0.669900	0.669900	0.000000	0.922078	3	unknown
FOS	SMAD1	0.081000	0.081000	0.000000	0.913580	3	unknown
BTG2	FOS	0.311400	0.311400	0.000000	0.692999	3	unknown
FOS	HOXA3	0.146300	0.146300	0.000000	0.960355	3	unknown
FOS	PROX1	0.209500	0.209500	0.000000	0.996181	3	unknown
FOS	EGR1	0.997500	0.997500	0.000000	0.579850	3	unknown
POU4F2	FOS	0.051300	0.051300	0.000000	0.996101	3	unknown
STAT3	FOS	0.060100	0.060100	0.000000	0.958403	3	unknown
FOS	STAT6	0.144300	0.144300	0.000000	0.638254	3	unknown
FOS	ELK3	0.076100	0.076100	0.000000	0.980289	3	unknown
FOS	EGR3	0.095200	0.095200	0.000000	0.965336	3	unknown
