Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	APH1B	0.080100	0.080100	0.000000	0.957553	3	unknown	-nan/-nan/-nan
BCL6	ABCF1	0.051800	0.051800	0.000000	0.872587	3	unknown	-nan/-nan/-nan
CD4	ABCF1	0.050300	0.050300	0.000000	0.906561	3	unknown	-nan/-nan/-nan
CTPS	ABCF1	0.119800	0.119800	0.000000	0.611018	3	unknown	-nan/-nan/-nan
DLAT	ABCF1	0.062000	0.062000	0.000000	0.943548	3	unknown	-nan/-nan/-nan
GPRIN2	ABCF1	0.063900	0.063900	0.000000	0.935837	3	unknown	-nan/-nan/-nan
ABCF1	GRIN1	0.055200	0.055200	0.000000	0.978261	3	unknown	-nan/-nan/-nan
ABCF1	ITGAE	0.360900	0.360900	0.000000	0.804932	3	unknown	-nan/-nan/-nan
ABCF1	ITPR1	0.139500	0.139500	0.000000	0.617921	3	unknown	-nan/-nan/-nan
LRP8	ABCF1	0.084200	0.084200	0.000000	0.674584	3	unknown	-nan/-nan/-nan
LYAR	ABCF1	0.120700	0.120700	0.000000	0.739851	3	unknown	-nan/-nan/-nan
MEF2A	ABCF1	0.050300	0.050300	0.000000	0.992048	3	unknown	-nan/-nan/-nan
MGC45922	ABCF1	0.055000	0.055000	0.000000	0.994545	3	unknown	-nan/-nan/-nan
ABCF1	PABPC3	0.089700	0.089700	0.000000	0.998885	3	unknown	-nan/-nan/-nan
ABCF1	PLA2R1	0.097300	0.097300	0.000000	0.633094	3	unknown	-nan/-nan/-nan
PLK1	ABCF1	0.316600	0.316600	0.000000	0.984207	3	unknown	-nan/-nan/-nan
ABCF1	POP1	0.271800	0.271800	0.000000	0.757910	3	unknown	-nan/-nan/-nan
PPP1R11	ABCF1	0.096400	0.096400	0.000000	0.936722	3	unknown	-nan/-nan/-nan
ABCF1	RAC3	0.077700	0.077700	0.000000	0.979408	3	unknown	-nan/-nan/-nan
SEH1L	ABCF1	0.253300	0.253300	0.000000	0.879589	3	unknown	-nan/-nan/-nan
ABCF1	ZNF503	0.063900	0.063900	0.000000	0.959311	3	unknown	-nan/-nan/-nan
ABLIM1	ATP11C	0.158600	0.158600	0.000000	0.786255	3	unknown	-nan/-nan/-nan
ABLIM1	BMP8B	0.177400	0.177400	0.000000	0.997745	3	unknown	-nan/-nan/-nan
ABLIM1	COX6A2	0.062900	0.062900	0.000000	0.523052	3	unknown	-nan/-nan/-nan
FAM83A	ABLIM1	0.057100	0.057100	0.000000	0.907180	3	unknown	-nan/-nan/-nan
FGF5	ABLIM1	0.084000	0.084000	0.000000	0.985714	3	unknown	-nan/-nan/-nan
ABLIM1	FGFR2	0.062400	0.062400	0.000000	0.910256	3	unknown	-nan/-nan/-nan
FHIT	ABLIM1	0.190800	0.190800	0.000000	0.940252	3	unknown	-nan/-nan/-nan
GNA15	ABLIM1	0.060300	0.060300	0.000000	0.996683	3	unknown	-nan/-nan/-nan
IL18	ABLIM1	0.069600	0.069600	0.000000	0.992816	3	unknown	-nan/-nan/-nan
LIMK2	ABLIM1	0.083800	0.083800	0.000000	0.926014	3	unknown	-nan/-nan/-nan
MAP3K5	ABLIM1	0.103600	0.103600	0.000000	0.917954	3	unknown	-nan/-nan/-nan
