Parent	Child	relationType	edgeScore	Freq
COL10A1	KCND2	Type 0	0.238949	0.238949
ASPN	KCND2	Type 0	0.985642	0.985642
CORIN	KCND2	Type 0	0.408676	0.408676
KCND2	XAGE1B///XAGE1A///XAGE1E///XAGE1C///XAGE1D	Type 0	0.287932	0.287932
FCN2	FGF21	Type 0	0.275768	0.275768
FGF21	SSTR1	Type 0	0.248942	0.248942
FGF21	RPS21P7///C20orf30///SLC23A2	Type 0	0.922440	0.922440
FGF21	GCG	Type 0	0.939929	0.939929
TBCE	ETNK1	Type 0	0.545685	0.545685
ETNK1	KIAA0087	Type 0	0.334357	0.334357
ETNK1	RHD///RHCE	Type 0	0.264373	0.264373
ETNK1	HIST1H2BH	Type 0	0.268100	0.268100
ETNK1	ACSBG1	Type 0	0.716933	0.716933
ETNK1	CCDC68	Type 0	0.229907	0.229907
ETNK1	CGREF1	Type 0	0.226891	0.226891
ETNK1	AVPR2	Type 0	0.300721	0.300721
ETNK1	ALDH5A1	Type 0	0.300172	0.300172
ETNK1	PGGT1B	Type 0	0.986733	0.986733
ETNK1	TRIM49	Type 0	1.000000	1.000000
ETNK1	F12	Type 0	0.215098	0.215098
ETNK1	PHKG1	Type 0	0.300183	0.300183
ETNK1	TBCE	Type 0	0.215526	0.215526
ETNK1	TM7SF3	Type 0	0.997857	0.997857
ETNK1	SLC35E3	Type 0	0.585553	0.585553
ETNK1	TOM1L1	Type 0	0.682592	0.682592
ETNK1	HIGD2A	Type 0	0.551615	0.551615
ETNK1	DYNC1LI1	Type 0	0.249528	0.249528
RXRB	CA5BP	Type 0	0.234493	0.234493
CLPB	CA5BP	Type 0	0.700496	0.700496
CA5BP	C9orf156	Type 0	0.316977	0.316977
PICALM	ARNTL	Type 0	0.572469	0.572469
ARNTL	DZIP3	Type 0	0.281029	0.281029
ARNTL	FGF23	Type 0	0.481374	0.481374
ARNTL	RBM8A	Type 0	0.400439	0.400439
OR7E47P	DBH	Type 0	0.247413	0.247413
GPR44	DBH	Type 0	0.570601	0.570601
DEPDC5	DBH	Type 0	0.222117	0.222117
WRAP53	DBH	Type 0	0.991921	0.991921
SLC25A14	DBH	Type 0	0.435776	0.435776
ANKRD5	DBH	Type 0	0.300050	0.300050
CDR2L	DBH	Type 0	0.283717	0.283717
DBH	TRMT1	Type 0	0.387482	0.387482
DBH	HOXB8	Type 0	0.223374	0.223374
GRIK4	HERC4	Type 0	0.246028	0.246028
GNG13	HERC4	Type 0	0.241532	0.241532
HERC4	GRIK4	Type 0	0.301396	0.301396
IDO1	ZNF695	Type 0	0.383478	0.383478
PRKCB	AMELX	Type 0	0.968520	0.968520
SLC34A1	AMELX	Type 0	0.299791	0.299791
PARVA	AMELX	Type 0	0.281493	0.281493
AMELX	LOC1720	Type 0	0.281203	0.281203
AMELX	DOHH	Type 0	0.283558	0.283558
AMELX	LILRA1	Type 0	0.368928	0.368928
AMELX	ANP32C	Type 0	0.288408	0.288408
AMELX	MRE11A	Type 0	0.291815	0.291815
HLA-DRB4	HLA-DQA1	Type 0	0.388856	0.388856
FOXA1	MLPH	Type 0	0.551447	0.551447
TBC1D9	MLPH	Type 0	0.208341	0.208341
MLPH	SCGB1D2	Type 0	0.458212	0.458212
MLPH	CHAD	Type 0	0.488491	0.488491
MLPH	SCGB2A2	Type 0	0.752532	0.752532
MLPH	TFF1	Type 0	0.254130	0.254130
MLPH	MSLN	Type 0	0.525560	0.525560
MLPH	MAGEA3	Type 0	0.216338	0.216338
MLPH	MAGEA2B///MAGEA6///MAGEA3///MAGEA2	Type 0	0.347367	0.347367
MLPH	TFF3	Type 0	0.438858	0.438858
MLPH	PRAME	Type 0	1.000000	1.000000
MLPH	TMC5	Type 0	0.288497	0.288497
MLPH	FGFR3	Type 0	0.687701	0.687701
MLPH	PP14571	Type 0	0.999857	0.999857
MLPH	IL1R2	Type 0	0.990796	0.990796
MLPH	C10orf116	Type 0	0.980146	0.980146
MLPH	PGBD5	Type 0	0.218863	0.218863
MLPH	EPHX3	Type 0	0.461360	0.461360
MLPH	PTK6	Type 0	0.287443	0.287443
MLPH	TMEM158	Type 0	0.454489	0.454489
MLPH	GABRA5	Type 0	0.301109	0.301109
MLPH	MARCO	Type 0	0.981585	0.981585
MLPH	SPDEF	Type 0	0.256248	0.256248
MLPH	ST8SIA1	Type 0	0.424656	0.424656
MLPH	C4B///C4A	Type 0	0.967114	0.967114
MLPH	PLCH1	Type 0	0.218107	0.218107
MLPH	COCH	Type 0	0.545345	0.545345
MLPH	KIF1A	Type 0	0.279913	0.279913
MLPH	MUC1	Type 0	0.728253	0.728253
MLPH	CHODL	Type 0	0.991284	0.991284
MLPH	SLC4A8	Type 0	0.261231	0.261231
MLPH	PAX6	Type 0	0.436172	0.436172
MLPH	FOXA1	Type 0	0.373150	0.373150
MLPH	GJB3	Type 0	0.279938	0.279938
