Parent	Child	relationType	edgeScore	Freq
FAM198B	AGTR1	Type 0	0.251424	0.251424
SLC7A5	KIAA1609	Type 0	0.449309	0.449309
AP1S1	KIAA1609	Type 0	0.998222	0.998222
KIAA1609	LOC257152	Type 0	0.304901	0.304901
SHANK2	NADSYN1	Type 0	0.322341	0.322341
STARD10	NADSYN1	Type 0	0.364023	0.364023
DHCR7	NADSYN1	Type 0	0.492246	0.492246
NADSYN1	SHANK2	Type 0	0.677384	0.677384
NADSYN1	DHCR7	Type 0	0.507754	0.507754
CSF2RB	PRDM1	Type 0	0.353812	0.353812
WIPF1	PRDM1	Type 0	0.692411	0.692411
PRDM1	VCAM1	Type 0	0.200579	0.200579
PRDM1	RSPO3	Type 0	1.000000	1.000000
PRDM1	N4BP1	Type 0	0.302643	0.302643
PRDM1	FAM20A	Type 0	0.998041	0.998041
PRDM1	TSTD1	Type 0	0.514165	0.514165
PRDM1	ABCC4	Type 0	0.488122	0.488122
PRDM1	C11orf75	Type 0	0.529786	0.529786
ANKRD36B	LOC150759	Type 0	0.548404	0.548404
USP34	LOC150759	Type 0	0.324082	0.324082
LOC150759	ANKRD36B	Type 0	0.369823	0.369823
LOC150759	ZNF585A	Type 0	0.241071	0.241071
LOC150759	ANKRD36	Type 0	0.299416	0.299416
LOC150759	CTNNAL1	Type 0	0.230047	0.230047
DNAJC3	AMIGO3///GMPPB	Type 0	0.494538	0.494538
SDF2L1	AMIGO3///GMPPB	Type 0	0.666748	0.666748
DNAJB9	AMIGO3///GMPPB	Type 0	0.263124	0.263124
AMIGO3///GMPPB	DNAJC3	Type 0	0.505462	0.505462
AMIGO3///GMPPB	RCN1	Type 0	0.292797	0.292797
FAHD1	LOC100129637	Type 0	0.210921	0.210921
ZC3H18	LOC100129637	Type 0	0.895828	0.895828
LOC100129637	FAM117A	Type 0	0.231225	0.231225
LOC100129637	ANKRD11	Type 0	0.940395	0.940395
LOC100129637	ATF5	Type 0	0.267101	0.267101
SCGB1D2	SCGB2A2	Type 0	0.289212	0.289212
SCGB2A2	SCGB1D2	Type 0	0.710788	0.710788
TNFRSF12A	CITED4	Type 0	0.302987	0.302987
TNFRSF12A	EFNA5	Type 0	1.000000	1.000000
TNFRSF12A	FAM46B	Type 0	0.475670	0.475670
TNFRSF12A	TNFRSF11B	Type 0	0.353306	0.353306
TNFRSF12A	MACC1	Type 0	0.965310	0.965310
TNFRSF12A	AMMECR1	Type 0	0.230258	0.230258
EEA1	PURA	Type 0	0.280546	0.280546
ANKHD1	PURA	Type 0	0.969115	0.969115
RAPGEF6	PURA	Type 0	0.319374	0.319374
PURA	LOC400573	Type 0	0.277254	0.277254
PURA	SRGAP2P1	Type 0	0.987641	0.987641
CDC20	CTPS	Type 0	0.952989	0.952989
CDCA8	CTPS	Type 0	0.223117	0.223117
STIL	CTPS	Type 0	0.427695	0.427695
CTPS	LOC645431	Type 0	0.225579	0.225579
CTPS	POMZP3///ZP3	Type 0	0.299071	0.299071
CTPS	HMGA1	Type 0	0.471842	0.471842
CTPS	TMEM201	Type 0	0.239249	0.239249
CTPS	ZNF643	Type 0	0.293972	0.293972
IKZF1	SASH3	Type 0	0.859100	0.859100
SASH3	PAG1	Type 0	0.222943	0.222943
SASH3	KBTBD8	Type 0	1.000000	1.000000
SASH3	TRAF1	Type 0	0.293310	0.293310
SASH3	SLC24A1	Type 0	0.296044	0.296044
SASH3	TNFRSF1B	Type 0	0.841590	0.841590
SASH3	FAM78A	Type 0	0.906188	0.906188
KIF4A	C5orf41	Type 0	0.532007	0.532007
YPEL3	C5orf41	Type 0	0.982917	0.982917
C5orf41	QSOX1	Type 0	0.293739	0.293739
C5orf41	GGT2///GGTLC3///GGTLC2///GGT3P///GGT1	Type 0	0.249417	0.249417
C5orf41	LOC286272	Type 0	0.213497	0.213497
C5orf41	CST3	Type 0	0.695492	0.695492
C5orf41	NCRNA00271///GAPDHL19	Type 0	0.461705	0.461705
C5orf41	PHF15	Type 0	0.223271	0.223271
C5orf41	RNPC3	Type 0	0.236054	0.236054
KCNJ8	LOC284408	Type 0	0.269663	0.269663
KIF4A	CENPE	Type 0	0.328792	0.328792
CENPE	PIP	Type 0	0.324652	0.324652
CENPE	NTN4	Type 0	0.391704	0.391704
CENPE	C4B///C4A	Type 0	0.200646	0.200646
CENPE	RORC	Type 0	0.264417	0.264417
CENPE	C1orf21	Type 0	0.233369	0.233369
CENPE	SH3BGRL	Type 0	0.302922	0.302922
CENPE	TMEM97	Type 0	0.232079	0.232079
CENPE	GNG12	Type 0	0.215591	0.215591
CENPE	CRIM1	Type 0	0.212505	0.212505
CENPE	LSM1	Type 0	0.256790	0.256790
CENPE	DSCC1	Type 0	0.344220	0.344220
CENPE	SPAG5	Type 0	0.245784	0.245784
CENPE	GTSE1	Type 0	0.454716	0.454716
MSRB3	FGF1	Type 0	0.231738	0.231738
TAGLN	FGF1	Type 0	0.973170	0.973170
SRPX2	FGF1	Type 0	0.204278	0.204278
FGF1	S100A16	Type 0	0.205166	0.205166
SLC2A3	SLC2A14///SLC2A3	Type 0	0.481183	0.481183
ARL4C	SLC2A14///SLC2A3	Type 0	0.732783	0.732783
SLC2A14///SLC2A3	IL8	Type 0	0.456377	0.456377
SLC2A14///SLC2A3	ADM	Type 0	0.449552	0.449552
SLC2A14///SLC2A3	CDKN1B	Type 0	0.321226	0.321226
SLC2A14///SLC2A3	ATF3	Type 0	0.427878	0.427878
SLC2A14///SLC2A3	SERPINE1	Type 0	0.450985	0.450985
