Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ANKRD30A	TFAP2B	0.398100	0.398100	0.000000	0.604622	3	unknown
ESR1	ANKRD30A	0.259200	0.259200	0.000000	0.962191	3	unknown
FOXA1	ANKRD30A	0.705500	0.705500	0.000000	0.978030	3	unknown
PGR	ANKRD30A	0.276500	0.276500	0.000000	0.879928	3	unknown
ANKRD30A	ZIC1	0.295600	0.295600	0.000000	0.899865	3	unknown
GATA3	ANKRD30A	0.916600	0.916600	0.000000	0.921667	3	unknown
FOXC1	ANKRD30A	0.077500	0.077500	0.000000	0.969032	3	unknown
EN1	ANKRD30A	0.112800	0.112800	0.000000	0.982270	3	unknown
AR	ANKRD30A	0.250200	0.250200	0.000000	0.892086	3	unknown
SPDEF	ANKRD30A	0.218100	0.218100	0.000000	0.932141	3	unknown
ANKRD30A	IRX2	0.116000	0.116000	0.000000	0.543103	3	unknown
ANKRD30A	CDKN2A	0.085200	0.085200	0.000000	0.549296	3	unknown
ANKRD30A	ZNF238	0.137600	0.137600	0.000000	0.760901	3	unknown
TBX3	ANKRD30A	0.074800	0.074800	0.000000	0.556150	3	unknown
MSX2	ANKRD30A	0.099300	0.099300	0.000000	0.516616	3	unknown
FOXM1	ANKRD30A	0.260500	0.260500	0.000000	0.851440	3	unknown
NFIL3	ANKRD30A	0.208700	0.208700	0.000000	0.725443	3	unknown
ANKRD30A	NKX3-1	0.061800	0.061800	0.000000	0.901294	3	unknown
XBP1	ANKRD30A	0.112300	0.112300	0.000000	0.951915	3	unknown
ANKRD30A	THRB	0.287200	0.287200	0.000000	0.722841	3	unknown
ANKRD30A	MYC	0.072700	0.072700	0.000000	0.577717	3	unknown
GLI3	ANKRD30A	0.253100	0.253100	0.000000	0.799684	3	unknown
ANKRD30A	GATA2	0.052000	0.052000	0.000000	0.936538	3	unknown
MYBL2	ANKRD30A	0.103700	0.103700	0.000000	0.833173	3	unknown
ANKRD30A	MYT1	0.076300	0.076300	0.000000	0.947575	3	unknown
ANKRD30A	ZNF323	0.055000	0.055000	0.000000	0.881818	3	unknown
MEIS3P1	ANKRD30A	0.059100	0.059100	0.000000	0.768190	3	unknown
ANKRD30A	HOXD8	0.085800	0.085800	0.000000	0.833333	3	unknown
NR2E3	ANKRD30A	0.334800	0.334800	0.000000	0.973118	3	unknown
ANKRD30A	TCF19	0.065100	0.065100	0.000000	0.548387	3	unknown
CEBPB	ANKRD30A	0.125700	0.125700	0.000000	0.833731	3	unknown
ANKRD30A	TSHZ1	0.142800	0.142800	0.000000	0.785014	3	unknown
ANKRD30A	ZNF24	0.056400	0.056400	0.000000	0.578014	3	unknown
FOXA1	TFAP2B	0.616600	0.616600	0.000000	0.997892	3	unknown
GATA3	TFAP2B	0.116200	0.116200	0.000000	1.000000	3	unknown
AR	TFAP2B	0.369100	0.369100	0.000000	0.982119	3	unknown
HOXC10	TFAP2B	0.088200	0.088200	0.000000	0.774376	3	unknown
SPDEF	TFAP2B	0.250600	0.250600	0.000000	1.000000	3	unknown
IRX2	TFAP2B	0.415500	0.415500	0.000000	0.904693	3	unknown
TFCP2L1	TFAP2B	0.224600	0.224600	0.000000	0.743989	3	unknown
NR2F1	TFAP2B	0.091300	0.091300	0.000000	0.757941	3	unknown
ZNF238	TFAP2B	0.368300	0.368300	0.000000	0.558784	3	unknown
FOXD1	TFAP2B	0.063400	0.063400	0.000000	0.566246	3	unknown
MSX2	TFAP2B	0.066400	0.066400	0.000000	0.969880	3	unknown
ESRRG	TFAP2B	0.352900	0.352900	0.000000	0.798526	3	unknown
SLC26A3	TFAP2B	0.351700	0.351700	0.000000	0.787603	3	unknown
TCF7L1	TFAP2B	0.093100	0.093100	0.000000	0.991407	3	unknown
XBP1	TFAP2B	0.319300	0.319300	0.000000	0.999374	3	unknown
HOXC9	TFAP2B	0.162000	0.162000	0.000000	0.859877	3	unknown
NFIA	TFAP2B	0.578400	0.578400	0.000000	0.822268	3	unknown
TFAP2B	ASCL2	0.059500	0.059500	0.000000	0.621849	3	unknown
MYCN	TFAP2B	0.140900	0.140900	0.000000	0.565649	3	unknown
GATA2	TFAP2B	0.085900	0.085900	0.000000	0.953434	3	unknown
NFE2L3	TFAP2B	0.083100	0.083100	0.000000	0.966306	3	unknown
PAX7	TFAP2B	0.138400	0.138400	0.000000	0.678468	3	unknown
CREB3L4	TFAP2B	0.131700	0.131700	0.000000	0.988610	3	unknown
SOX13	TFAP2B	0.110400	0.110400	0.000000	0.662138	3	unknown
TFAP2B	TFAP2C	0.142000	0.142000	0.000000	0.673944	3	unknown
RUNX1	TFAP2B	0.121700	0.121700	0.000000	0.760887	3	unknown
MEIS1	TFAP2B	0.143300	0.143300	0.000000	0.827634	3	unknown
PPARA	TFAP2B	0.057100	0.057100	0.000000	0.949212	3	unknown
TFAP2B	TSC22D1	0.307700	0.307700	0.000000	0.877803	3	unknown
TSC22D3	TFAP2B	0.415200	0.415200	0.000000	0.959056	3	unknown
CBFB	TFAP2B	0.050500	0.050500	0.000000	0.851485	3	unknown
TFAP2B	TARDBP	0.079500	0.079500	0.000000	0.689308	3	unknown
FOXA1	ESR1	0.215100	0.215100	0.000000	0.830776	3	unknown
ESR1	PGR	1.000000	1.000000	0.000000	0.740600	3	unknown
ESR1	SOX11	0.906000	0.906000	0.000000	0.944702	3	unknown
ESR1	ZIC1	0.179000	0.179000	0.000000	0.995531	3	unknown
GATA3	ESR1	1.000000	1.000000	0.000000	0.725700	3	unknown
FOXC1	ESR1	0.057600	0.057600	0.000000	0.729167	3	unknown
EN1	ESR1	0.204000	0.204000	0.000000	0.522549	3	unknown
ESR1	ASCL1	0.500200	0.500200	0.000000	0.997801	3	unknown
ESR1	TRIM29	0.129700	0.129700	0.000000	0.952197	3	unknown
AR	ESR1	0.057700	0.057700	0.000000	0.722704	3	unknown
SPDEF	ESR1	0.120800	0.120800	0.000000	0.967715	3	unknown
ESR1	CDKN2A	0.090900	0.090900	0.000000	0.979098	3	unknown
ESR1	NFIB	0.050400	0.050400	0.000000	0.976190	3	unknown
ESR1	SOX6	0.055400	0.055400	0.000000	0.976534	3	unknown
ESR1	TBX3	0.273500	0.273500	0.000000	0.945887	3	unknown
ESR1	MSX2	0.157600	0.157600	0.000000	0.939721	3	unknown
ESR1	ARNT2	0.666900	0.666900	0.000000	0.978108	3	unknown
ESR1	TRPS1	0.246900	0.246900	0.000000	0.987039	3	unknown
ESR1	ONECUT2	0.123400	0.123400	0.000000	0.993517	3	unknown
ESR1	SLC26A3	0.226100	0.226100	0.000000	0.997789	3	unknown
ESR1	RUNX3	0.074700	0.074700	0.000000	0.963855	3	unknown
ESR1	NR4A2	0.168800	0.168800	0.000000	1.000000	3	unknown
ESR1	NFIL3	0.172300	0.172300	0.000000	0.759141	3	unknown
XBP1	ESR1	0.956400	0.956400	0.000000	0.532204	3	unknown
ESR1	GLI3	0.175300	0.175300	0.000000	0.703936	3	unknown
ESR1	LMO4	0.906000	0.906000	0.000000	0.902870	3	unknown
ESR1	PAX6	0.352800	0.352800	0.000000	0.994048	3	unknown
ESR1	LASS6	0.219700	0.219700	0.000000	0.750569	3	unknown
ESR1	NPAS2	0.441600	0.441600	0.000000	0.989583	3	unknown
ESR1	TAF4B	0.057100	0.057100	0.000000	0.893170	3	unknown
ESR1	IRX5	0.568600	0.568600	0.000000	0.987689	3	unknown
ESR1	ZNF92	0.158700	0.158700	0.000000	0.997480	3	unknown
ESR1	BTG2	0.092700	0.092700	0.000000	0.984898	3	unknown
ESR1	TCEAL1	0.833700	0.833700	0.000000	0.969773	3	unknown
ESR1	PBX1	0.278900	0.278900	0.000000	0.963069	3	unknown
ESR1	ZNF91	0.065600	0.065600	0.000000	0.980183	3	unknown
ESR1	CSDA	0.147800	0.147800	0.000000	0.972936	3	unknown
ESR1	HR	0.066800	0.066800	0.000000	0.988024	3	unknown
ESR1	MEIS3P1	0.430300	0.430300	0.000000	0.912619	3	unknown
ESR1	NFATC4	0.079800	0.079800	0.000000	0.998747	3	unknown
ESR1	HMGA1	0.170900	0.170900	0.000000	0.937390	3	unknown
ESR1	SALL2	0.219000	0.219000	0.000000	0.978082	3	unknown
ESR1	ETV4	0.073500	0.073500	0.000000	0.983673	3	unknown
ESR1	HIF1A	0.060900	0.060900	0.000000	0.983580	3	unknown
ESR1	E2F3	0.644000	0.644000	0.000000	0.860714	3	unknown
ESR1	NR2E3	0.963500	0.963500	0.000000	0.908978	3	unknown
ESR1	RARA	0.198000	0.198000	0.000000	0.968687	3	unknown
ESR1	TEAD4	0.118200	0.118200	0.000000	0.981387	3	unknown
ESR1	NFYA	0.123600	0.123600	0.000000	0.983010	3	unknown
ESR1	YBX1	0.145600	0.145600	0.000000	0.938874	3	unknown
ESR1	CITED1	0.104400	0.104400	0.000000	0.987548	3	unknown
ESR1	MEIS3	0.354100	0.354100	0.000000	0.894380	3	unknown
ESR1	DBP	0.056200	0.056200	0.000000	0.989324	3	unknown
ESR1	TSC22D3	0.196300	0.196300	0.000000	0.900662	3	unknown
ESR1	CREB3L2	0.274700	0.274700	0.000000	0.957044	3	unknown
ESR1	CEBPB	0.106300	0.106300	0.000000	0.698024	3	unknown
TBX19	ESR1	0.104500	0.104500	0.000000	0.748325	3	unknown
ESR1	TSHZ1	0.076800	0.076800	0.000000	0.997396	3	unknown
ESR1	ZNF93	0.277100	0.277100	0.000000	0.966799	3	unknown
ESR1	LASS2	0.573900	0.573900	0.000000	0.985538	3	unknown
ESR1	ATF6	0.084800	0.084800	0.000000	0.979953	3	unknown
