Parent	Child	relationType	edgeScore	Freq
LCK	MAP4K1	Type 0	0.891569	0.891569
MAP4K1	CXCL13	Type 0	0.219904	0.219904
KDM1A	ELAVL1	Type 0	0.349058	0.349058
ELAVL1	NRTN	Type 0	1.000000	1.000000
ELAVL1	EIF4EBP1	Type 0	1.000000	1.000000
CENPA	NCAPH	Type 0	0.341330	0.341330
TPX2	NCAPH	Type 0	0.993333	0.993333
NCAPH	ANP32E	Type 0	0.996935	0.996935
PIM2	MAPK9	Type 0	0.252859	0.252859
CCDC132	MAPK9	Type 0	0.269082	0.269082
CEACAM1	MAPK9	Type 0	0.990114	0.990114
SYT2	MAPK9	Type 0	0.375058	0.375058
MAPK9	MAPK11	Type 0	0.281275	0.281275
MAPK9	EDA	Type 0	0.375703	0.375703
MAPK9	TGM5	Type 0	0.263701	0.263701
MAPK9	ZBTB7B	Type 0	0.500674	0.500674
MAPK9	VAMP1	Type 0	0.223950	0.223950
FEV	KLF3	Type 0	0.262171	0.262171
KLF3	ENPP3	Type 0	0.322528	0.322528
ANGPTL4	IKBKE	Type 0	0.998343	0.998343
TNP2	IKBKE	Type 0	0.204403	0.204403
IKBKE	ACE	Type 0	0.302125	0.302125
KPNB1	S1PR4	Type 0	0.239669	0.239669
S1PR4	RPL13P5	Type 0	0.814283	0.814283
COL15A1	CCDC102B	Type 0	0.275380	0.275380
SERPINB3	CFHR5	Type 0	0.300559	0.300559
WDR19	LANCL1	Type 0	0.255691	0.255691
PDHB	LANCL1	Type 0	0.200608	0.200608
LANCL1	PGAP1	Type 0	0.302022	0.302022
LANCL1	WDR19	Type 0	0.743148	0.743148
LANCL1	MTHFD2L	Type 0	0.299708	0.299708
METAP2	HADHA	Type 0	0.995152	0.995152
HADHA	SBF1	Type 0	0.205882	0.205882
C18orf1	C5orf15	Type 0	0.279134	0.279134
CAST	C5orf15	Type 0	0.266845	0.266845
TRIM9	C5orf15	Type 0	0.269085	0.269085
RBM22	C5orf15	Type 0	1.000000	1.000000
C5orf15	USP6NL	Type 0	0.414215	0.414215
C5orf15	SOX30	Type 0	0.270669	0.270669
CCNF	REEP4	Type 0	0.318310	0.318310
RHOT2	REEP4	Type 0	0.237624	0.237624
ATG2A	REEP4	Type 0	0.321004	0.321004
KIAA0284	REEP4	Type 0	0.851380	0.851380
REEP4	SETD1A	Type 0	0.234043	0.234043
REEP4	EFNA3	Type 0	0.281487	0.281487
REEP4	ACOX3	Type 0	0.222760	0.222760
REEP4	SERTAD3	Type 0	0.402504	0.402504
REEP4	HPCAL1	Type 0	0.376341	0.376341
REEP4	ATF5	Type 0	0.220472	0.220472
REEP4	ATG2A	Type 0	0.278071	0.278071
DOCK2	BIN2	Type 0	0.905844	0.905844
ADAMTS5	TBX6	Type 0	0.309578	0.309578
C14orf139	TBX6	Type 0	0.295129	0.295129
MREG	SLC1A4	Type 0	0.292994	0.292994
MREG	SCCPDH	Type 0	0.243471	0.243471
HSPD1	ABCF2	Type 0	0.297599	0.297599
GDI2	ABCF2	Type 0	0.272061	0.272061
ABCF2	HERC2P3	Type 0	0.301663	0.301663
CMAS	YARS2	Type 0	0.364914	0.364914
DNM1L	YARS2	Type 0	0.470216	0.470216
RYR1	YARS2	Type 0	0.283890	0.283890
YARS2	DNM1L	Type 0	0.529784	0.529784
CD1B	NODAL	Type 0	0.995891	0.995891
NODAL	XYLB	Type 0	0.332703	0.332703
NODAL	MAPRE2	Type 0	0.326225	0.326225
ARMC1	HRSP12	Type 0	0.274809	0.274809
MTDH	HRSP12	Type 0	0.989489	0.989489
HRSP12	LOC100129973	Type 0	0.265711	0.265711
HRSP12	RPL7P12///RPL7P24///RPL7P20///RPL7P26///RPL7P23///RPL7P8///RPL7P48///RPL7	Type 0	0.224415	0.224415
HRSP12	ANKRD46	Type 0	0.976291	0.976291
HRSP12	LACTB2	Type 0	0.296796	0.296796
SULF1	WNT5A	Type 0	0.335526	0.335526
HLA-B	PRB2///PRB1	Type 0	0.440220	0.440220
PRB1	PRB2///PRB1	Type 0	0.549434	0.549434
PRB2///PRB1	TAP1	Type 0	0.535726	0.535726
PRB2///PRB1	PRB1	Type 0	0.450566	0.450566
SNPH	FFAR2	Type 0	0.235864	0.235864
WWTR1	FFAR2	Type 0	0.289573	0.289573
LHFP	LYRM1	Type 0	0.274668	0.274668
JAM2	LYRM1	Type 0	0.362130	0.362130
LYRM1	WDR59	Type 0	0.293369	0.293369
UPF3A	ARHGAP19	Type 0	0.999694	0.999694
TOPORS	ARHGAP19	Type 0	0.310494	0.310494
SLIT2	ZC3H14	Type 0	0.275427	0.275427
TTC28	ZC3H14	Type 0	0.974230	0.974230
TXNL4A	ZC3H14	Type 0	0.300388	0.300388
FOXM1	SLC2A1	Type 0	0.311625	0.311625
VEGFA	SLC2A1	Type 0	0.216535	0.216535
TPX2	SLC2A1	Type 0	0.959575	0.959575
HIGD1B	SLC2A1	Type 0	0.214447	0.214447
SLC2A1	PPFIA4	Type 0	0.300763	0.300763
GIMAP4	HSD17B11	Type 0	0.253551	0.253551
HSD17B11	TFPI	Type 0	0.981788	0.981788
MEF2C	CACNB3	Type 0	0.983130	0.983130
FLI1	CACNB3	Type 0	0.252559	0.252559
FGL2	CACNB3	Type 0	0.222222	0.222222
CACNB3	UGT2B17	Type 0	0.256837	0.256837
CACNB3	OBSL1	Type 0	1.000000	1.000000
ATP11A	CLCA4	Type 0	0.413611	0.413611
ATP11A	RAB6A	Type 0	1.000000	1.000000
TMEM14A	TMCO1	Type 0	0.212234	0.212234
LOC171220	TMCO1	Type 0	0.205048	0.205048
TMCO1	LOC171220	Type 0	0.793385	0.793385
TMCO1	SCYL3	Type 0	0.415257	0.415257
TMCO1	PSENEN	Type 0	1.000000	1.000000
HN1	CHPF2	Type 0	0.424338	0.424338
SEC13	CHPF2	Type 0	0.218640	0.218640
JTB	CHPF2	Type 0	0.985984	0.985984
CHPF2	F8	Type 0	0.288514	0.288514
CHPF2	SLC37A1	Type 0	0.360458	0.360458
