Parent	Child	relationType	edgeScore	Freq
POLR2J4	SGCD	Type 0	0.824784	0.824784
LYL1	CYP2C9	Type 0	0.844761	0.844761
LYL1	IRX4	Type 0	0.586923	0.586923
LYL1	DUSP5P	Type 0	0.246745	0.246745
LYL1	SP140L	Type 0	0.408598	0.408598
QRFPR	RTKN2	Type 0	0.220615	0.220615
DDHD2	NAT6	Type 0	0.296083	0.296083
KLHL12	TRRAP	Type 0	0.303996	0.303996
FAM123A	ACADSB	Type 0	0.522756	0.522756
CGGBP1	ACADSB	Type 0	0.248658	0.248658
ACADSB	FAM123A	Type 0	0.286292	0.286292
RAB2A	TSNAXIP1	Type 0	0.705271	0.705271
FBXO45	PEX3	Type 0	0.601075	0.601075
OR2C3	PEX3	Type 0	0.407399	0.407399
PEX3	LOC439990	Type 0	0.829078	0.829078
PEX3	HSFY2	Type 0	0.219011	0.219011
PEX3	FBXO25	Type 0	0.833675	0.833675
THAP2	ATP6V0A2	Type 0	0.597179	0.597179
IL10	ATP6V0A2	Type 0	0.420525	0.420525
ATP6V0A2	SLIT2	Type 0	0.806128	0.806128
ZNF502	NCAM1	Type 0	0.565864	0.565864
MATR3	NCAM1	Type 0	0.381236	0.381236
NCAM1	STARD9	Type 0	0.607361	0.607361
NCAM1	MATR3	Type 0	0.452412	0.452412
NCAM1	SAP30	Type 0	0.343934	0.343934
NCAM1	SMPDL3A	Type 0	0.282835	0.282835
CPEB1	CFHR5	Type 0	0.839514	0.839514
NT5DC1	ELAVL4	Type 0	0.802322	0.802322
RFPL3S	ELAVL4	Type 0	0.234716	0.234716
ELAVL4	DDHD1	Type 0	0.270014	0.270014
ELAVL4	HARS	Type 0	0.785926	0.785926
ELAVL4	PDLIM5	Type 0	0.290807	0.290807
ELAVL4	LOC729683	Type 0	0.833284	0.833284
ELAVL4	LOC222699	Type 0	0.801420	0.801420
ELAVL4	PRUNE	Type 0	0.829764	0.829764
CYP20A1	OSGEP	Type 0	0.435267	0.435267
B3GNTL1	OSGEP	Type 0	0.247451	0.247451
DKFZP586B0319	ZNF428	Type 0	0.264609	0.264609
CAPN1	KCNJ2	Type 0	0.368621	0.368621
KCNJ2	TNFRSF13B	Type 0	0.350501	0.350501
KCNJ2	CAPN1	Type 0	0.334330	0.334330
KCNJ2	CD160	Type 0	0.278376	0.278376
TMEM48	SPTBN5	Type 0	0.281690	0.281690
DHRS4	SPTBN5	Type 0	0.281076	0.281076
POLR2J4	KCNA6	Type 0	0.302260	0.302260
C20orf151	KCNA6	Type 0	0.642938	0.642938
OPHN1	LOC100288313	Type 0	0.327433	0.327433
ATP6V0B	CYP3A5	Type 0	0.835910	0.835910
SNX31	FKBP4	Type 0	0.264519	0.264519
FKBP4	CTAGE1	Type 0	0.658659	0.658659
LOC439990	BARX2	Type 0	0.839985	0.839985
TTLL10	BARX2	Type 0	0.288564	0.288564
JMJD1C	BARX2	Type 0	0.284797	0.284797
UBL4B	BARX2	Type 0	0.218029	0.218029
NCRNA00241	BARX2	Type 0	0.284053	0.284053
ZMAT3	C11orf30	Type 0	0.256592	0.256592
REG3G	C11orf30	Type 0	0.284625	0.284625
TP53TG1	POLK	Type 0	0.206818	0.206818
FMR1	ZIC1	Type 0	0.834155	0.834155
PPP6C	ZIC1	Type 0	0.282496	0.282496
ACOX1	RPL35	Type 0	0.774498	0.774498
NR2E1	SF3B2	Type 0	0.468991	0.468991
OTUB2	SF3B2	Type 0	0.379628	0.379628
SF3B2	NR2E1	Type 0	0.338596	0.338596
SF3B2	COMT///ARVCF	Type 0	0.254728	0.254728
SF3B2	E2F1	Type 0	0.603413	0.603413
SF3B2	HILS1	Type 0	0.670569	0.670569
KLHL12	SPEN	Type 0	0.266667	0.266667
FTSJ3	SPEN	Type 0	0.601648	0.601648
SRSF12	FGB	Type 0	0.220988	0.220988
FLJ30901	FGB	Type 0	0.386905	0.386905
FGB	KCNH7	Type 0	0.841051	0.841051
FGB	SRSF12	Type 0	0.277778	0.277778
FGB	FLJ30901	Type 0	0.349702	0.349702
FEZ1	C13orf36	Type 0	0.229677	0.229677
DAGLA	C13orf36	Type 0	0.260163	0.260163
RCN1	SIDT1	Type 0	0.393569	0.393569
MECOM	SIDT1	Type 0	0.497448	0.497448
SIDT1	RCN1	Type 0	0.437109	0.437109
SIDT1	BPIL2	Type 0	0.200787	0.200787
POLD3	POLR2D	Type 0	0.223174	0.223174
TRAF3IP1	POLR2D	Type 0	0.791788	0.791788
POLR2D	SPAM1	Type 0	0.281212	0.281212
POLR2D	CSF3R	Type 0	0.835072	0.835072
POLR2D	ZC3H11A	Type 0	0.300358	0.300358
POLR2D	PTPN9	Type 0	0.837188	0.837188
POLR2D	SMCR7L	Type 0	0.830015	0.830015
POLR2D	ESPL1	Type 0	0.252976	0.252976
POLR2J4	RAVER2	Type 0	0.827739	0.827739
TMED8	NEK9	Type 0	0.288227	0.288227
DYM	NEK9	Type 0	0.256944	0.256944
DNAH8	NEK9	Type 0	0.299663	0.299663
NEK9	MYOZ3	Type 0	0.229551	0.229551
SUN3	NEURL	Type 0	0.345527	0.345527
NEURL	BAZ1A	Type 0	0.829441	0.829441
NEURL	SSH1	Type 0	0.357673	0.357673
SSNA1	HAUS6	Type 0	0.345148	0.345148
HAUS6	TEX13A	Type 0	0.203396	0.203396
HAUS6	TUFT1	Type 0	0.208821	0.208821
XPNPEP1	LOC157627	Type 0	0.297663	0.297663
LOC441052	FHIT	Type 0	0.478743	0.478743
GLOD4	SILV	Type 0	0.836443	0.836443
TAPBPL	SILV	Type 0	0.296243	0.296243
CD300LB	SILV	Type 0	0.207438	0.207438
FKSG43	SILV	Type 0	0.226238	0.226238
SILV	NUP160	Type 0	0.687329	0.687329
FAM43A	SIGLEC6	Type 0	0.203514	0.203514
PRAME	LOC439951	Type 0	0.515371	0.515371
ZC3H11A	MRP63	Type 0	0.825872	0.825872
LIPH	TREML1	Type 0	0.382773	0.382773
LOC401387///CYP51A1	STXBP1	Type 0	0.239655	0.239655
ADARB2	STXBP1	Type 0	0.824015	0.824015
GRIA3	STAT4	Type 0	0.634649	0.634649
STAT4	HLA-DMA	Type 0	0.832411	0.832411
STAT4	STRN3	Type 0	0.297126	0.297126
PSMA6	LYN	Type 0	0.281744	0.281744
CASS4	SH2D1A	Type 0	0.822955	0.822955
C3orf34	SH2D1A	Type 0	0.297463	0.297463
PEX11B	AHCY	Type 0	0.843777	0.843777
AHCY	ARF6	Type 0	0.822172	0.822172
AHCY	MYCBPAP	Type 0	0.247934	0.247934
YAP1	KIAA1671	Type 0	0.310263	0.310263
KIAA1671	SULT4A1	Type 0	0.375434	0.375434
KIAA1671	GNPDA2	Type 0	0.561134	0.561134
KIAA1671	LOC158863	Type 0	0.499435	0.499435
KIAA1671	C8orf79	Type 0	0.726276	0.726276
C17orf80	LOC643988	Type 0	0.257326	0.257326
TAPBPL	LOC643988	Type 0	0.210361	0.210361
GCKR	LOC643988	Type 0	0.394119	0.394119
VCAN	LOC643988	Type 0	0.414139	0.414139
LOC643988	VCAN	Type 0	0.436824	0.436824
HBD	PMPCA	Type 0	0.830279	0.830279
TYK2	PMPCA	Type 0	0.210448	0.210448
PMPCA	LST1	Type 0	0.832561	0.832561
PMPCA	HDAC9	Type 0	0.836241	0.836241
ZNF547	ZNF75A	Type 0	0.432933	0.432933
ZNF547	ANXA3	Type 0	0.374831	0.374831
ZNF547	GPR55	Type 0	0.386095	0.386095
LIN7A	HUS1B	Type 0	0.818573	0.818573
LYG2	SNRNP48	Type 0	0.814631	0.814631
OLAH	SNRNP48	Type 0	0.275116	0.275116
SNRNP48	ASCL5	Type 0	0.839009	0.839009
SNRNP48	SLCO1C1	Type 0	0.382591	0.382591
SNRNP48	NIPA2	Type 0	0.267716	0.267716
SNRNP48	PRDM15	Type 0	0.823892	0.823892
SNRNP48	EXT1	Type 0	0.834359	0.834359
SNRNP48	MYL6B	Type 0	0.243137	0.243137
SNRNP48	LOC401504	Type 0	0.832314	0.832314
CDADC1	GAGE7	Type 0	0.717755	0.717755
LOC645431	GAGE7	Type 0	0.297428	0.297428
GAGE7	TRIP10	Type 0	0.515380	0.515380
SLCO1C1	KLRC2	Type 0	0.838754	0.838754
ARF3	KLRC2	Type 0	0.250983	0.250983
EMX1	SRGAP1	Type 0	0.781707	0.781707
C15orf57	SRGAP1	Type 0	0.301119	0.301119
SRGAP1	C9orf47	Type 0	0.290709	0.290709
SRGAP1	ATP12A	Type 0	0.299621	0.299621
LILRA1	GET4	Type 0	0.835020	0.835020
RABL3	GET4	Type 0	0.244863	0.244863
LOC100190939	GET4	Type 0	0.200828	0.200828
LOC729082	GET4	Type 0	0.211845	0.211845
ARL11	SLC4A10	Type 0	0.312818	0.312818
LOC100128180	SLC4A10	Type 0	0.562986	0.562986
SLC4A10	KRT25	Type 0	0.662139	0.662139
SLC4A10	ARL11	Type 0	0.490429	0.490429
ATP5F1	KIAA1109	Type 0	0.214335	0.214335
GRIA3	KIAA1109	Type 0	0.689041	0.689041
ARHGAP23	KIAA1109	Type 0	0.212545	0.212545
GP2	CCL16	Type 0	0.775676	0.775676
CCL16	PDCD6IP	Type 0	0.282127	0.282127
LIN7A	PRKAG1	Type 0	0.495346	0.495346
MBD5	SMPD1	Type 0	0.829970	0.829970
SMPD1	LRRC14	Type 0	0.233998	0.233998
SMPD1	ENTPD4	Type 0	0.454714	0.454714
SMPD1	ASAM	Type 0	0.226100	0.226100
TNNC1	PSMF1	Type 0	0.843020	0.843020
PSMF1	INPP4B	Type 0	0.299602	0.299602
MAPK7	UCHL5	Type 0	0.262559	0.262559
MAPK7	CLYBL	Type 0	0.203422	0.203422
SGOL1	NFYC	Type 0	0.827655	0.827655
BMP1	ATM	Type 0	0.318507	0.318507
BMP1	RFX7	Type 0	0.344851	0.344851
BMP1	ATXN7L1	Type 0	0.524013	0.524013
BMP1	CCDC88C	Type 0	0.321099	0.321099
GPAM	SYCP2L	Type 0	0.227872	0.227872
LPIN1	SYCP2L	Type 0	0.226449	0.226449
LPAR1	SYCP2L	Type 0	0.839360	0.839360
SYCP2L	BCDIN3D	Type 0	0.219986	0.219986
GLOD4	KIAA1468	Type 0	0.412061	0.412061
TFF3	KIAA1468	Type 0	0.205413	0.205413
KIAA1468	KLF2	Type 0	0.704907	0.704907
KIAA1468	GLOD4	Type 0	0.424084	0.424084
KIAA1468	LOC100288911	Type 0	0.784679	0.784679
KIAA1468	DDHD2	Type 0	0.575216	0.575216
TAX1BP3	LOC100133616	Type 0	0.806192	0.806192
LOC100133616	CEP135	Type 0	0.825422	0.825422
LOC100133616	CCDC15	Type 0	0.242366	0.242366
PARD6B	KIF3C	Type 0	0.519894	0.519894
ANKRD12	HIST1H3E	Type 0	0.769569	0.769569
ZNF432	HIST1H3E	Type 0	0.209798	0.209798
LRGUK	HIST1H3E	Type 0	0.299789	0.299789
DYRK1B	HIST1H3E	Type 0	0.301387	0.301387
HIST1H3E	LOC100128288	Type 0	0.220472	0.220472
CES7	C9orf98	Type 0	0.445387	0.445387
OPHN1	ESRRA	Type 0	0.678413	0.678413
ATP2B3	DDX3X	Type 0	0.296430	0.296430
EHMT2	DDX3X	Type 0	0.825939	0.825939
DDX3X	SEC14L2	Type 0	0.294626	0.294626
LIN7A	LOC100132147	Type 0	0.625510	0.625510
C20orf20	LOC100132147	Type 0	0.223987	0.223987
C9orf6	PSMD5	Type 0	0.291312	0.291312
ZFP106	CPNE1	Type 0	0.846779	0.846779
ZNF789	IGSF11	Type 0	0.840000	0.840000
IGSF11	NAT2	Type 0	0.293432	0.293432
IGSF11	SPTBN5	Type 0	0.840013	0.840013
SEMA5A	LRP3	Type 0	0.214158	0.214158
MYOF	YKT6	Type 0	0.827165	0.827165
IL10	ROD1	Type 0	0.300588	0.300588
HAUS6	ROD1	Type 0	0.761424	0.761424
MT3	ROD1	Type 0	0.267271	0.267271
ROD1	EVC2	Type 0	0.834096	0.834096
ROD1	GNAI2	Type 0	0.290274	0.290274
ASXL3	GTF3C3	Type 0	0.824639	0.824639
CCDC34	SNRPF	Type 0	0.722279	0.722279
SIGLEC6	DAZAP1	Type 0	0.301923	0.301923
TMEM200A	DAZAP1	Type 0	0.288476	0.288476
ROBO1	DAZAP1	Type 0	0.227273	0.227273
COL6A1	DAZAP1	Type 0	0.818670	0.818670
C15orf57	DAZAP1	Type 0	0.253731	0.253731
VWA5B2	DAZAP1	Type 0	0.281768	0.281768
ZNF598	HAPLN1	Type 0	0.827471	0.827471
RNF141	OLAH	Type 0	0.400842	0.400842
OLAH	SIRT7	Type 0	0.532678	0.532678
OLAH	KLRG2	Type 0	0.548367	0.548367
OLAH	RNF141	Type 0	0.383839	0.383839
OLAH	FER1L5	Type 0	0.464591	0.464591
LMNB1	CWF19L2	Type 0	0.830225	0.830225
EDDM3B	FLJ38668	Type 0	0.767546	0.767546
TLE1	LOC100499177///SEC31A	Type 0	0.262802	0.262802
STIP1	LOC100499177///SEC31A	Type 0	0.425898	0.425898
LOC100131479	LOC100499177///SEC31A	Type 0	0.541223	0.541223
LOC100499177///SEC31A	CHRNA10	Type 0	0.204819	0.204819
C14orf49	TRO	Type 0	0.825324	0.825324
DARC	TRO	Type 0	0.203632	0.203632
LOC729839	PRG3	Type 0	0.424775	0.424775
PRG3	LYN	Type 0	0.422029	0.422029
PRG3	LOC729839	Type 0	0.418307	0.418307
LOC100132247	MBP	Type 0	0.745397	0.745397
C15orf28	MBP	Type 0	0.201043	0.201043
SELS	C6orf136	Type 0	0.654583	0.654583
CCBP2	C6orf136	Type 0	0.238985	0.238985
PRMT3	TSPAN32	Type 0	0.369488	0.369488
ZACN	TSPAN32	Type 0	0.262493	0.262493
TSPAN32	IQCE	Type 0	0.833743	0.833743
