Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ADCY9	ABCF1	0.053800	0.053800	0.000000	0.749071	3	unknown	nan/nan/nan
ABCF1	ATP7B	0.209200	0.209200	0.000000	0.940727	3	unknown	nan/nan/nan
ABCF1	CASP7	0.122600	0.122600	0.000000	0.888254	3	unknown	nan/nan/nan
CCNB2	ABCF1	0.107800	0.107800	0.000000	0.934137	3	unknown	nan/nan/nan
ABCF1	CCND3	0.110200	0.110200	0.000000	0.808530	3	unknown	nan/nan/nan
ABCF1	CDC42EP1	0.153700	0.153700	0.000000	0.605725	3	unknown	nan/nan/nan
ABCF1	CHAC1	0.051500	0.051500	0.000000	0.889320	3	unknown	nan/nan/nan
ABCF1	CHAF1A	0.175900	0.175900	0.000000	0.709494	3	unknown	nan/nan/nan
ABCF1	CHST11	0.091100	0.091100	0.000000	0.653128	3	unknown	nan/nan/nan
CHST3	ABCF1	0.065500	0.065500	0.000000	0.880916	3	unknown	nan/nan/nan
CTPS	ABCF1	0.305700	0.305700	0.000000	0.753680	3	unknown	nan/nan/nan
ABCF1	DHCR7	0.050800	0.050800	0.000000	0.645669	3	unknown	nan/nan/nan
ABCF1	E2F4	0.067500	0.067500	0.000000	0.906667	3	unknown	nan/nan/nan
ABCF1	EIF4EBP1	0.063700	0.063700	0.000000	0.879121	3	unknown	nan/nan/nan
ABCF1	FGFBP1	0.092500	0.092500	0.000000	0.976216	3	unknown	nan/nan/nan
ABCF1	FOXC2	0.083300	0.083300	0.000000	0.966387	3	unknown	nan/nan/nan
FOXO3	ABCF1	0.052000	0.052000	0.000000	0.988462	3	unknown	nan/nan/nan
ABCF1	GNAL	0.081400	0.081400	0.000000	0.998771	3	unknown	nan/nan/nan
ABCF1	GNG10	0.091900	0.091900	0.000000	0.583243	3	unknown	nan/nan/nan
GNG12	ABCF1	0.141600	0.141600	0.000000	0.605932	3	unknown	nan/nan/nan
ABCF1	HMGCS1	0.077900	0.077900	0.000000	1.000000	3	unknown	nan/nan/nan
HSP90AB1	ABCF1	0.216600	0.216600	0.000000	0.995845	3	unknown	nan/nan/nan
ABCF1	ITGB1	0.051000	0.051000	0.000000	0.998039	3	unknown	nan/nan/nan
KCTD5	ABCF1	0.082500	0.082500	0.000000	0.967273	3	unknown	nan/nan/nan
ABCF1	LPIN1	0.058500	0.058500	0.000000	0.986325	3	unknown	nan/nan/nan
ABCF1	MIA3	0.116300	0.116300	0.000000	0.716251	3	unknown	nan/nan/nan
ABCF1	MKNK2	0.073600	0.073600	0.000000	0.687500	3	unknown	nan/nan/nan
MLPH	ABCF1	0.394000	0.394000	0.000000	0.931472	3	unknown	nan/nan/nan
ABCF1	MREG	0.083400	0.083400	0.000000	0.677458	3	unknown	nan/nan/nan
ABCF1	NOS3	0.053200	0.053200	0.000000	0.984962	3	unknown	nan/nan/nan
ABCF1	NRIP1	0.062000	0.062000	0.000000	0.956452	3	unknown	nan/nan/nan
ABCF1	ODC1	0.073700	0.073700	0.000000	0.531886	3	unknown	nan/nan/nan
