Parent	Child	relationType	edgeScore	Freq
POLR2E	NUCB1	Type 0	0.232548	0.232548
SDF4	NUCB1	Type 0	0.935705	0.935705
PTPLAD1	CRNKL1	Type 0	0.276895	0.276895
TMEM41B	CRNKL1	Type 0	0.950436	0.950436
RAD1	CRNKL1	Type 0	0.368160	0.368160
CRNKL1	TXNDC16	Type 0	0.301468	0.301468
SH3BGRL3	SNX8	Type 0	0.299491	0.299491
RALGAPA1	SNX8	Type 0	1.000000	1.000000
TGFB1	SH3BGRL3	Type 0	0.463727	0.463727
TTLL3///ARPC4	SH3BGRL3	Type 0	0.217357	0.217357
C1QC	SH3BGRL3	Type 0	0.211190	0.211190
SH3BGRL3	TGFB1	Type 0	0.536273	0.536273
SH3BGRL3	C1QC	Type 0	0.266818	0.266818
CDK13	NUMBL	Type 0	0.930577	0.930577
HSPA4	TRABD	Type 0	0.296909	0.296909
RANGAP1	TRABD	Type 0	1.000000	1.000000
YIF1B	TRABD	Type 0	0.301572	0.301572
PM20D2	SACS	Type 0	0.945859	0.945859
PRNP	SACS	Type 0	0.321956	0.321956
SACS	SIX1	Type 0	0.230082	0.230082
SACS	ALDH1A3	Type 0	0.229368	0.229368
EIF4EBP1	SLC5A6	Type 0	0.223333	0.223333
TTLL4	SLC5A6	Type 0	0.840241	0.840241
SLC5A6	CKMT1A///CKMT1B	Type 0	0.849855	0.849855
SLC5A6	KCND3	Type 0	0.298323	0.298323
SMG1	FAM122B	Type 0	0.787457	0.787457
YBX1	FAM122B	Type 0	0.271405	0.271405
FAM122B	PAK1	Type 0	0.465967	0.465967
FAM122B	SMG1	Type 0	0.212543	0.212543
FAM122B	CCDC126	Type 0	0.280995	0.280995
LRRC41	RC3H1	Type 0	0.245427	0.245427
TP53	RC3H1	Type 0	0.300231	0.300231
OTUB1	ERI3	Type 0	0.309030	0.309030
PPID	MOCS2	Type 0	0.281931	0.281931
PHAX	MOCS2	Type 0	0.978756	0.978756
WDR61	MOCS2	Type 0	0.200485	0.200485
MRPS28	MOCS2	Type 0	0.216041	0.216041
NUDCD2	MOCS2	Type 0	0.301903	0.301903
PRPF18	MOCS2	Type 0	0.232295	0.232295
PRPF4B	FAS	Type 0	0.259230	0.259230
CALD1	FAS	Type 0	0.300297	0.300297
SNORD50B///SNHG5///SNORD50A	C10orf46	Type 0	0.298180	0.298180
KPNA1	C10orf46	Type 0	0.234879	0.234879
ASAP1	C10orf46	Type 0	0.979856	0.979856
KCNJ2	DYNC1LI2	Type 0	0.225060	0.225060
ARNT	DYNC1LI2	Type 0	0.204134	0.204134
C7orf59	DYNC1LI2	Type 0	0.297602	0.297602
SEC63	DYNC1LI2	Type 0	0.913014	0.913014
RAB11FIP2	DYNC1LI2	Type 0	0.414250	0.414250
DYNC1LI2	SEPT7	Type 0	0.299465	0.299465
COL12A1	GPC4	Type 0	0.999565	0.999565
LGALS8	GPC4	Type 0	0.299824	0.299824
PLAT	RELL1	Type 0	0.224264	0.224264
ITPR1	RELL1	Type 0	0.287495	0.287495
FRY	RELL1	Type 0	0.995304	0.995304
PTPN21	RELL1	Type 0	0.298729	0.298729
RELL1	PLAT	Type 0	0.292366	0.292366
RELL1	TRIM6	Type 0	0.281702	0.281702
AES	SLC25A28	Type 0	0.983028	0.983028
MED15	SLC25A28	Type 0	0.299742	0.299742
EXOC5	BMPR2	Type 0	0.983464	0.983464
BMPR2	SOCS2	Type 0	0.216556	0.216556
BMPR2	TOR1AIP1	Type 0	0.239866	0.239866
NR3C1	CCDC82	Type 0	0.979236	0.979236
CCDC82	SLC44A4	Type 0	0.219123	0.219123
CCDC82	ERAP1	Type 0	0.301950	0.301950
CCDC82	TSPAN1	Type 0	0.229516	0.229516
CCDC82	DEGS2	Type 0	0.288004	0.288004
KRT5	HSPC159	Type 0	0.205873	0.205873
SERPINB5	HSPC159	Type 0	0.996273	0.996273
PTPN21	HSPC159	Type 0	0.295473	0.295473
NAB1	HSPC159	Type 0	0.268065	0.268065
SCGB2A2	SCGB1D2	Type 0	0.306682	0.306682
SCGB1D2	SCGB2A2	Type 0	0.693318	0.693318
GPRASP1	PCM1	Type 0	0.972185	0.972185
PCM1	MAGI2	Type 0	0.998876	0.998876
CKS2	FGFR1OP	Type 0	0.979345	0.979345
ECT2	FGFR1OP	Type 0	0.282389	0.282389
FGFR1OP	MMP3	Type 0	0.233002	0.233002
YTHDF3	C12orf29	Type 0	0.980741	0.980741
C12orf29	HMGCR	Type 0	0.263522	0.263522
C12orf29	PAWR	Type 0	1.000000	1.000000
C12orf29	PPFIA1	Type 0	0.254499	0.254499
ADH1B	ADIPOQ	Type 0	0.246313	0.246313
RBMS3	PLEKHH2	Type 0	0.265547	0.265547
RHOJ	PLEKHH2	Type 0	0.290035	0.290035
GPRASP1	PLEKHH2	Type 0	0.997950	0.997950
SAE1	MPDU1	Type 0	0.207306	0.207306
COPE	MPDU1	Type 0	0.299299	0.299299
COPZ1	MPDU1	Type 0	0.990359	0.990359
CFLAR	NASP	Type 0	0.300168	0.300168
PPP1R12B	NASP	Type 0	0.255708	0.255708
ZMYM2	NASP	Type 0	0.989153	0.989153
CAPNS1	UBA1	Type 0	0.664952	0.664952
NDUFA11///FUT5	UBA1	Type 0	0.253795	0.253795
UBA1	PKM2	Type 0	0.914344	0.914344
UBA1	CAPNS1	Type 0	0.315650	0.315650
UBA1	S100A11	Type 0	0.202039	0.202039
UBA1	VPS28	Type 0	0.815296	0.815296
SHPRH	LOC283357	Type 0	0.278965	0.278965
LOC283357	FAM171B	Type 0	0.299620	0.299620
LOC283357	ALDH5A1	Type 0	0.298819	0.298819
LOC283357	SHPRH	Type 0	0.275793	0.275793
EVI2B	BIN2	Type 0	0.696979	0.696979
CD53	BIN2	Type 0	0.256588	0.256588
BIN2	CYP4F22	Type 0	0.284970	0.284970
BIN2	CARD16	Type 0	0.381758	0.381758
