Parent	Child	relationType	edgeScore	Freq
SH3BP2	NME7	Type 0	0.300957	0.300957
GAS5	HOXA1	Type 0	0.246716	0.246716
PIK3IP1	HOXA1	Type 0	0.227215	0.227215
RUNDC1	HOXA1	Type 0	0.301541	0.301541
EPB41L3	STAU1	Type 0	0.273480	0.273480
DNAJB6	STAU1	Type 0	0.479938	0.479938
ZBED4	STAU1	Type 0	0.217203	0.217203
PCBP1	STAU1	Type 0	0.638259	0.638259
STAU1	EPB41L3	Type 0	0.261067	0.261067
STAU1	DNAJB6	Type 0	0.520062	0.520062
STAU1	ZBED4	Type 0	0.227775	0.227775
STAU1	TET3	Type 0	0.271969	0.271969
HLA-DQB1	HLA-DQA1	Type 0	0.299197	0.299197
HLA-DQA1	HLA-DQB1	Type 0	0.700803	0.700803
MPHOSPH8	RBM8A	Type 0	0.867270	0.867270
IGLV2-11///IGLV2-18///IGLV2-23	LOC91316	Type 0	0.297361	0.297361
IGLL3	LOC91316	Type 0	0.621790	0.621790
LOC91316	IGLL3	Type 0	0.230737	0.230737
HIPK3	FAM126A	Type 0	0.316815	0.316815
NCOA2	FAM126A	Type 0	0.205222	0.205222
CDC40	FAM126A	Type 0	0.273617	0.273617
SOCS5	FAM126A	Type 0	1.000000	1.000000
HLA-DQB1	HLA-DRB4	Type 0	0.205096	0.205096
HLA-DRB4	HLA-DQB1	Type 0	0.251592	0.251592
HLA-DRB4	HLA-DQA1	Type 0	0.430233	0.430233
PPP2R5C	VPS13C	Type 0	0.759024	0.759024
VPS13C	PPP2R5C	Type 0	0.228675	0.228675
SNX14	SNRPE	Type 0	0.237118	0.237118
SNRPE	SOD2	Type 0	0.914849	0.914849
SNRPE	SNX14	Type 0	0.761071	0.761071
GIN1	FURIN	Type 0	0.995941	0.995941
EPN1	FURIN	Type 0	0.329770	0.329770
FURIN	PHOSPHO2	Type 0	1.000000	1.000000
FURIN	METTL8	Type 0	0.277108	0.277108
PHLDA2	LOC100130837	Type 0	0.298058	0.298058
ZBTB11	LOC100130837	Type 0	0.997232	0.997232
BCL2L11	LOC100130837	Type 0	0.207661	0.207661
CITED2	LOC100130837	Type 0	0.297473	0.297473
LOC729298///PCNP	LOC100130837	Type 0	0.260965	0.260965
TAF9B	NCBP2	Type 0	0.223567	0.223567
ATF1	NCBP2	Type 0	0.329174	0.329174
TRIM6-TRIM34///TRIM6///TRIM34	NCBP2	Type 0	0.244264	0.244264
CRYZL1	NCBP2	Type 0	0.982654	0.982654
NFYC	GLIPR2	Type 0	0.305219	0.305219
CTHRC1	SILV	Type 0	0.285971	0.285971
MPPE1	SILV	Type 0	0.296046	0.296046
ACOT4	SILV	Type 0	0.215898	0.215898
USMG5	MYEOV2	Type 0	0.784857	0.784857
MYEOV2	DPM3	Type 0	0.290268	0.290268
MYEOV2	C1orf54	Type 0	0.235385	0.235385
HBEGF	GZF1	Type 0	0.594726	0.594726
VEGFA	GZF1	Type 0	0.460760	0.460760
NFIL3	GZF1	Type 0	0.228975	0.228975
GZF1	VEGFA	Type 0	0.539240	0.539240
GZF1	PLD1	Type 0	0.294790	0.294790
TMEM48	PKP4	Type 0	0.247805	0.247805
PKP4	GOSR2	Type 0	0.207650	0.207650
MCM3AP	C22orf37	Type 0	0.298667	0.298667
LOC285708	C22orf37	Type 0	0.299219	0.299219
ZBTB40	C22orf37	Type 0	0.328789	0.328789
NT5DC1	C22orf37	Type 0	0.978573	0.978573
LOC541473	C22orf37	Type 0	0.261438	0.261438
C1orf25	RBM12B	Type 0	0.790230	0.790230
DPY19L4	SNX16	Type 0	0.300657	0.300657
SPG20	SNX16	Type 0	0.286127	0.286127
SCLT1	TMLHE	Type 0	0.273394	0.273394
PHF1	TMLHE	Type 0	0.996537	0.996537
PRKAR2B	WRB	Type 0	0.998183	0.998183
HNF1B	C6orf26///MSH5	Type 0	0.991102	0.991102
RAB40B	PLCB3	Type 0	0.211316	0.211316
PLCB3	PLBD2	Type 0	0.660180	0.660180
CLEC4D	VSTM1	Type 0	0.293842	0.293842
DLEU2	ASXL2	Type 0	0.737433	0.737433
ZNF397	ASXL2	Type 0	0.322745	0.322745
LRCH3	ASXL2	Type 0	0.238525	0.238525
ASXL2	DLEU2	Type 0	0.234211	0.234211
ASXL2	LRCH3	Type 0	0.279918	0.279918
SH3GL3	LOC401074	Type 0	0.289373	0.289373
TRIM4	LOC401074	Type 0	0.296714	0.296714
MEFV	LOC401074	Type 0	0.941107	0.941107
