Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
RBPJ	SIX3	0.245600	0.245600	0.000000	0.852606	3	unknown
SOLH	SIX3	0.085300	0.085300	0.000000	0.987104	3	unknown
STAT2	SIX3	0.073100	0.073100	0.000000	0.990424	3	unknown
SIX3	HES5	0.283000	0.283000	0.000000	0.851943	3	unknown
NKX2-3	SIX3	0.077300	0.077300	0.000000	0.992238	3	unknown
ZNF75D	SIX3	0.119800	0.119800	0.000000	0.747913	3	unknown
CITED2	SIX3	0.147300	0.147300	0.000000	0.995248	3	unknown
SIX3	BCL11B	0.155800	0.155800	0.000000	0.639281	3	unknown
SIX3	MYF6	0.122100	0.122100	0.000000	0.773137	3	unknown
DLX3	SIX3	0.066700	0.066700	0.000000	0.994003	3	unknown
CTNNB1	SIX3	0.073500	0.073500	0.000000	0.986395	3	unknown
IRX4	SIX3	0.085300	0.085300	0.000000	0.901524	3	unknown
ZSCAN18	SIX3	0.119500	0.119500	0.000000	0.989958	3	unknown
SIX3	GLIS3	0.188400	0.188400	0.000000	0.747346	3	unknown
ALS2CR8	SIX3	0.093900	0.093900	0.000000	0.996805	3	unknown
POU4F3	SIX3	0.349800	0.349800	0.000000	0.720983	3	unknown
SIX3	AFF1	0.167400	0.167400	0.000000	0.691159	3	unknown
NFYA	SIX3	0.061800	0.061800	0.000000	0.972492	3	unknown
SIX3	SOX4	0.094900	0.094900	0.000000	0.807165	3	unknown
ST18	SIX3	0.054600	0.054600	0.000000	0.734432	3	unknown
SIX3	NFX1	0.066100	0.066100	0.000000	0.767020	3	unknown
SIX3	ZNF238	0.124000	0.124000	0.000000	0.623387	3	unknown
HOXC4	SIX3	0.066000	0.066000	0.000000	0.986364	3	unknown
HOXA4	RB1	0.055800	0.055800	0.000000	0.872760	3	unknown
FOXC1	HOXA4	0.063700	0.063700	0.000000	0.918367	3	unknown
HOXA4	PITX1	0.063700	0.063700	0.000000	0.538462	3	unknown
HOXA4	NR1I3	0.135800	0.135800	0.000000	0.963918	3	unknown
HOXA4	SPEN	0.423200	0.423200	0.000000	0.971645	3	unknown
HOXA4	ZEB2	0.327200	0.327200	0.000000	0.990831	3	unknown
HOXA4	THRA	0.233900	0.233900	0.000000	0.758871	3	unknown
HOXA4	BTAF1	0.169500	0.169500	0.000000	0.856637	3	unknown
TRIM29	HOXA4	0.896800	0.896800	0.000000	0.835638	3	unknown
ZKSCAN1	HOXA4	0.086200	0.086200	0.000000	0.979118	3	unknown
IRX4	HOXA4	0.214600	0.214600	0.000000	0.742311	3	unknown
HOXA4	TBX3	0.287800	0.287800	0.000000	0.908965	3	unknown
GTF2I	HOXA4	0.074800	0.074800	0.000000	0.673797	3	unknown
SOX30	HOXA4	0.393000	0.393000	0.000000	0.987023	3	unknown
HOXA4	SHOX	0.169800	0.169800	0.000000	0.795642	3	unknown
HOXA4	MITF	0.057400	0.057400	0.000000	0.942509	3	unknown
KLF4	HOXA4	0.055200	0.055200	0.000000	0.907609	3	unknown
HOXA4	ZSCAN16	0.122200	0.122200	0.000000	0.961538	3	unknown
NME2	HOXA4	0.361700	0.361700	0.000000	0.761957	3	unknown
HOXA4	FOXP2	0.498500	0.498500	0.000000	0.890271	3	unknown
HOXA4	ECSIT	0.148300	0.148300	0.000000	0.933243	3	unknown
HOXA4	ELF5	0.221300	0.221300	0.000000	0.908269	3	unknown
HOXA4	FBXW7	0.067300	0.067300	0.000000	0.898960	3	unknown
HES6	HOXA4	0.116300	0.116300	0.000000	0.874463	3	unknown
HOXA4	HOPX	0.212800	0.212800	0.000000	0.870771	3	unknown
HOXA4	DLX1	0.055300	0.055300	0.000000	0.640145	3	unknown
HOXA4	RORB	0.050700	0.050700	0.000000	0.921105	3	unknown
HIRA	HOXA4	0.089500	0.089500	0.000000	0.976536	3	unknown
HOXA4	TAF7	0.145400	0.145400	0.000000	0.872077	3	unknown
TBX19	HOXA4	0.094800	0.094800	0.000000	0.992616	3	unknown
HOXA4	HOXB8	0.050200	0.050200	0.000000	0.505976	3	unknown
HOXA4	ELF2	0.334200	0.334200	0.000000	0.835727	3	unknown
HOXA4	EGR1	0.119700	0.119700	0.000000	0.758563	3	unknown
HOXA4	SIX6	0.383400	0.383400	0.000000	0.890454	3	unknown
HOXA4	ZNF213	0.060200	0.060200	0.000000	0.960133	3	unknown
HOXA4	SATB2	0.050900	0.050900	0.000000	0.660118	3	unknown
HOXA4	ATF6	0.061800	0.061800	0.000000	0.951456	3	unknown
HOXA4	KCNH8	0.075900	0.075900	0.000000	0.865613	3	unknown
ELF4	MSX2	0.087500	0.087500	0.000000	0.996571	3	unknown
MSX2	TSC22D2	0.094400	0.094400	0.000000	0.620763	3	unknown
LHX9	MSX2	0.054500	0.054500	0.000000	0.781651	3	unknown
MSX2	MEIS2	0.809700	0.809700	0.000000	0.593059	3	unknown
MSX2	KLF5	0.132100	0.132100	0.000000	0.978047	3	unknown
MESP1	MSX2	0.128300	0.128300	0.000000	0.895557	3	unknown
TFEC	MSX2	0.053300	0.053300	0.000000	0.998124	3	unknown
CDKN2A	MSX2	0.120800	0.120800	0.000000	0.759106	3	unknown
ETV6	MSX2	0.053600	0.053600	0.000000	0.996269	3	unknown
THRB	MSX2	0.055200	0.055200	0.000000	0.951087	3	unknown
OVOL1	MSX2	0.066800	0.066800	0.000000	0.980539	3	unknown
POU5F1	MSX2	0.138500	0.138500	0.000000	0.584116	3	unknown
MSX2	MYF6	0.056900	0.056900	0.000000	0.880492	3	unknown
DLX3	MSX2	0.069300	0.069300	0.000000	0.924964	3	unknown
HOXB3	MSX2	0.344200	0.344200	0.000000	0.737362	3	unknown
MSX2	HEY2	0.194800	0.194800	0.000000	0.591889	3	unknown
RCAN1	MSX2	0.083500	0.083500	0.000000	0.901796	3	unknown
NKX2-1	MSX2	0.130300	0.130300	0.000000	0.976209	3	unknown
GATAD1	MSX2	0.062500	0.062500	0.000000	0.944000	3	unknown
NR1H4	MTA1	0.717600	0.717600	0.000000	0.681996	3	unknown
NR1H4	HDAC1	0.285500	0.285500	0.000000	0.948161	3	unknown
NR1H4	PHOX2B	0.885200	0.885200	0.000000	0.937076	3	unknown
NR1H4	ELF4	0.067600	0.067600	0.000000	0.825444	3	unknown
NR1H4	HOXA5	0.434600	0.434600	0.000000	0.941325	3	unknown
NR1H4	KLF12	0.698300	0.698300	0.000000	0.973507	3	unknown
NR1H4	MLLT10	0.081400	0.081400	0.000000	0.998771	3	unknown
SOLH	NR1H4	0.758700	0.758700	0.000000	0.717543	3	unknown
NR1H4	LASS2	0.929200	0.929200	0.000000	0.610202	3	unknown
