Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ACTN4	ABCF1	0.145500	0.145500	0.000000	0.704467	3	unknown	nan/nan/nan
ATF2	ABCF1	0.272500	0.272500	0.000000	0.899450	3	unknown	nan/nan/nan
ABCF1	CDC42EP1	0.284200	0.284200	0.000000	0.899719	3	unknown	nan/nan/nan
ABCF1	CDK8	0.127700	0.127700	0.000000	0.853563	3	unknown	nan/nan/nan
ABCF1	CHAC1	0.155100	0.155100	0.000000	0.894907	3	unknown	nan/nan/nan
CTPS	ABCF1	0.070100	0.070100	0.000000	0.818830	3	unknown	nan/nan/nan
DAZAP2	ABCF1	0.098700	0.098700	0.000000	0.930091	3	unknown	nan/nan/nan
DDR1	ABCF1	0.053300	0.053300	0.000000	0.915572	3	unknown	nan/nan/nan
DDX21	ABCF1	0.130600	0.130600	0.000000	0.651608	3	unknown	nan/nan/nan
E2F3	ABCF1	0.449700	0.449700	0.000000	0.828552	3	unknown	nan/nan/nan
ABCF1	EIF2C2	0.417300	0.417300	0.000000	0.858375	3	unknown	nan/nan/nan
GNG10	ABCF1	0.158400	0.158400	0.000000	0.934343	3	unknown	nan/nan/nan
GNG11	ABCF1	0.267900	0.267900	0.000000	0.500933	3	unknown	nan/nan/nan
GNG12	ABCF1	0.056100	0.056100	0.000000	0.780749	3	unknown	nan/nan/nan
HLA-F	ABCF1	0.070400	0.070400	0.000000	0.978693	3	unknown	nan/nan/nan
HSPA8	ABCF1	0.080500	0.080500	0.000000	0.995031	3	unknown	nan/nan/nan
IER2	ABCF1	0.143500	0.143500	0.000000	0.894774	3	unknown	nan/nan/nan
ABCF1	IL23A	0.053800	0.053800	0.000000	0.553903	3	unknown	nan/nan/nan
INPPL1	ABCF1	0.067800	0.067800	0.000000	0.893805	3	unknown	nan/nan/nan
IRAK1	ABCF1	0.094500	0.094500	0.000000	0.958730	3	unknown	nan/nan/nan
ABCF1	ITPR1	0.051800	0.051800	0.000000	0.828185	3	unknown	nan/nan/nan
MAP3K1	ABCF1	0.327900	0.327900	0.000000	0.973772	3	unknown	nan/nan/nan
MKNK2	ABCF1	0.479800	0.479800	0.000000	0.660275	3	unknown	nan/nan/nan
ABCF1	MYL5	0.083400	0.083400	0.000000	0.984412	3	unknown	nan/nan/nan
ABCF1	NDRG1	0.065800	0.065800	0.000000	0.886018	3	unknown	nan/nan/nan
NFKBIE	ABCF1	0.068500	0.068500	0.000000	0.931387	3	unknown	nan/nan/nan
NRIP1	ABCF1	0.294300	0.294300	0.000000	0.888549	3	unknown	nan/nan/nan
PFDN2	ABCF1	0.344400	0.344400	0.000000	0.990708	3	unknown	nan/nan/nan
ABCF1	PIK3R1	0.057000	0.057000	0.000000	0.980702	3	unknown	nan/nan/nan
PLK1	ABCF1	0.066800	0.066800	0.000000	0.859281	3	unknown	nan/nan/nan
ABCF1	PLK3	0.082000	0.082000	0.000000	0.741463	3	unknown	nan/nan/nan
