Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ETV5	RARA	0.634600	0.634600	0.000000	0.782540	3	unknown
MEOX1	RARA	0.119400	0.119400	0.000000	0.996650	3	unknown
KLF3	RARA	0.108200	0.108200	0.000000	0.975046	3	unknown
FLI1	RARA	0.301600	0.301600	0.000000	0.868700	3	unknown
SATB1	RARA	0.245000	0.245000	0.000000	0.986531	3	unknown
HHEX	RARA	0.073600	0.073600	0.000000	0.968750	3	unknown
MGA	RARA	0.312300	0.312300	0.000000	0.846622	3	unknown
SMAD4	RARA	0.157100	0.157100	0.000000	0.977085	3	unknown
RARA	PURB	0.741900	0.741900	0.000000	0.727591	3	unknown
SIX2	RARA	0.082300	0.082300	0.000000	0.837181	3	unknown
NFYA	RARA	0.064900	0.064900	0.000000	0.922958	3	unknown
ZNF277	RARA	0.082800	0.082800	0.000000	0.946860	3	unknown
KLF7	RARA	0.076900	0.076900	0.000000	0.764629	3	unknown
NFATC4	RARA	0.604800	0.604800	0.000000	0.589120	3	unknown
TCFL5	RARA	0.471400	0.471400	0.000000	0.869750	3	unknown
ELF4	RARA	0.087200	0.087200	0.000000	0.917431	3	unknown
RARA	ZNF445	0.935500	0.935500	0.000000	0.568466	3	unknown
GLI2	RARA	0.153900	0.153900	0.000000	0.894087	3	unknown
BACH1	RARA	0.053400	0.053400	0.000000	0.895131	3	unknown
RARA	ATF6	0.105300	0.105300	0.000000	0.858500	3	unknown
RARA	SATB2	0.322600	0.322600	0.000000	0.762244	3	unknown
RARA	GATAD2A	0.241100	0.241100	0.000000	0.516798	3	unknown
REST	RARA	0.883200	0.883200	0.000000	0.593297	3	unknown
IRX1	ELF5	0.398000	0.398000	0.000000	0.963065	3	unknown
GATA3	ELF5	0.080400	0.080400	0.000000	0.940299	3	unknown
ELF5	FOXC1	0.537300	0.537300	0.000000	0.706495	3	unknown
SOX10	ELF5	0.925600	0.925600	0.000000	0.882671	3	unknown
ELF5	EHF	0.903500	0.903500	0.000000	0.819701	3	unknown
ELF5	KLF5	0.856700	0.856700	0.000000	0.802731	3	unknown
HOXA5	ELF5	0.138500	0.138500	0.000000	0.996390	3	unknown
ELF5	SIX1	0.069700	0.069700	0.000000	0.731707	3	unknown
HOXA3	ELF5	0.214100	0.214100	0.000000	0.997665	3	unknown
RCAN1	ELF5	0.153100	0.153100	0.000000	0.704115	3	unknown
ELF5	MYC	0.491800	0.491800	0.000000	0.920089	3	unknown
ELF5	TFCP2L1	0.118900	0.118900	0.000000	0.783011	3	unknown
TFAP2C	ELF5	0.146700	0.146700	0.000000	0.826176	3	unknown
TCF7L2	ELF5	0.119000	0.119000	0.000000	0.979832	3	unknown
ELF5	FOXQ1	0.159100	0.159100	0.000000	0.990572	3	unknown
ELF5	HEY2	0.057500	0.057500	0.000000	0.619130	3	unknown
TCF7L1	ELF5	0.182700	0.182700	0.000000	0.937603	3	unknown
