Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ACAT2	0.060900	0.060900	0.000000	0.691297	3	unknown	nan/nan/nan
ABCF1	ADRBK2	0.110400	0.110400	0.000000	0.986413	3	unknown	nan/nan/nan
ABCF1	CABC1	0.073600	0.073600	0.000000	0.828804	3	unknown	nan/nan/nan
CCNB2	ABCF1	0.094400	0.094400	0.000000	0.810381	3	unknown	nan/nan/nan
ABCF1	CDK4	0.060600	0.060600	0.000000	0.973597	3	unknown	nan/nan/nan
CDKN2A	ABCF1	0.100300	0.100300	0.000000	0.902293	3	unknown	nan/nan/nan
ABCF1	CENPF	0.585000	0.585000	0.000000	0.922051	3	unknown	nan/nan/nan
CTPS	ABCF1	0.344500	0.344500	0.000000	0.811611	3	unknown	nan/nan/nan
DAZAP2	ABCF1	0.677400	0.677400	0.000000	0.688220	3	unknown	nan/nan/nan
ABCF1	DUSP6	0.066700	0.066700	0.000000	0.907046	3	unknown	nan/nan/nan
E2F3	ABCF1	0.322200	0.322200	0.000000	0.889510	3	unknown	nan/nan/nan
ABCF1	ENO3	0.298300	0.298300	0.000000	0.979886	3	unknown	nan/nan/nan
GDF15	ABCF1	0.162900	0.162900	0.000000	0.837937	3	unknown	nan/nan/nan
GNG11	ABCF1	0.336000	0.336000	0.000000	0.933036	3	unknown	nan/nan/nan
ABCF1	HGS	0.088500	0.088500	0.000000	0.971751	3	unknown	nan/nan/nan
ABCF1	INVS	0.076500	0.076500	0.000000	0.988235	3	unknown	nan/nan/nan
ABCF1	IQSEC2	0.099800	0.099800	0.000000	0.979960	3	unknown	nan/nan/nan
ITPR3	ABCF1	0.086000	0.086000	0.000000	0.839535	3	unknown	nan/nan/nan
KIAA0020	ABCF1	0.090200	0.090200	0.000000	0.861419	3	unknown	nan/nan/nan
MREG	ABCF1	0.157700	0.157700	0.000000	0.946100	3	unknown	nan/nan/nan
ABCF1	NDOR1	0.208600	0.208600	0.000000	0.957814	3	unknown	nan/nan/nan
ABCF1	NOS3	0.203800	0.203800	0.000000	0.994603	3	unknown	nan/nan/nan
NR3C1	ABCF1	0.131800	0.131800	0.000000	0.874052	3	unknown	nan/nan/nan
NRIP1	ABCF1	0.175900	0.175900	0.000000	0.794770	3	unknown	nan/nan/nan
ABCF1	PCSK1N	0.482400	0.482400	0.000000	0.954602	3	unknown	nan/nan/nan
ABCF1	PLAT	0.214400	0.214400	0.000000	0.678172	3	unknown	nan/nan/nan
ABCF1	PLK1	0.196000	0.196000	0.000000	0.750510	3	unknown	nan/nan/nan
PPP1R11	ABCF1	0.072300	0.072300	0.000000	0.882434	3	unknown	nan/nan/nan
PRKX	ABCF1	0.057500	0.057500	0.000000	0.867826	3	unknown	nan/nan/nan
ABCF1	PRSS2	0.082000	0.082000	0.000000	0.821951	3	unknown	nan/nan/nan
PTAFR	ABCF1	0.074400	0.074400	0.000000	0.567204	3	unknown	nan/nan/nan
ABCF1	PTPLA	0.183300	0.183300	0.000000	0.534643	3	unknown	nan/nan/nan
ABCF1	PYGL	0.055900	0.055900	0.000000	0.906977	3	unknown	nan/nan/nan
RBKS	ABCF1	0.058400	0.058400	0.000000	0.830479	3	unknown	nan/nan/nan
ABCF1	RNASE4	0.286000	0.286000	0.000000	0.539161	3	unknown	nan/nan/nan
ABCF1	RRP1	0.154800	0.154800	0.000000	0.979974	3	unknown	nan/nan/nan
ABCF1	SPINK1	0.109900	0.109900	0.000000	0.966333	3	unknown	nan/nan/nan
ABCF1	SULT1A1	0.081300	0.081300	0.000000	0.607626	3	unknown	nan/nan/nan
THBS1	ABCF1	0.063200	0.063200	0.000000	0.579114	3	unknown	nan/nan/nan
TMEM158	ABCF1	0.057200	0.057200	0.000000	0.777972	3	unknown	nan/nan/nan
ABCF1	TNF	0.088600	0.088600	0.000000	0.834086	3	unknown	nan/nan/nan
ABCF1	TSPAN3	0.085700	0.085700	0.000000	0.871645	3	unknown	nan/nan/nan
ABCF1	TUBA1B	0.063600	0.063600	0.000000	0.948113	3	unknown	nan/nan/nan
UGDH	ABCF1	0.090800	0.090800	0.000000	0.897577	3	unknown	nan/nan/nan
ACTN1	ABLIM1	0.124600	0.124600	0.000000	0.959872	3	unknown	nan/nan/nan
ADAM15	ABLIM1	0.110400	0.110400	0.000000	0.526268	3	unknown	nan/nan/nan
ABLIM1	AQP3	0.346500	0.346500	0.000000	0.780087	3	unknown	nan/nan/nan
ABLIM1	ATF4	0.095000	0.095000	0.000000	0.515789	3	unknown	nan/nan/nan
CD79A	ABLIM1	0.107000	0.107000	0.000000	0.833645	3	unknown	nan/nan/nan
CLDN5	ABLIM1	0.106200	0.106200	0.000000	0.975518	3	unknown	nan/nan/nan
CNIH4	ABLIM1	0.197000	0.197000	0.000000	0.741624	3	unknown	nan/nan/nan
CYB5R3	ABLIM1	0.111800	0.111800	0.000000	0.947227	3	unknown	nan/nan/nan
DNAJA1	ABLIM1	0.603600	0.603600	0.000000	0.522531	3	unknown	nan/nan/nan
DUSP4	ABLIM1	0.073800	0.073800	0.000000	0.699187	3	unknown	nan/nan/nan
FZD4	ABLIM1	0.076200	0.076200	0.000000	0.891076	3	unknown	nan/nan/nan
ABLIM1	GDNF	0.279000	0.279000	0.000000	0.975986	3	unknown	nan/nan/nan
GNG10	ABLIM1	0.056900	0.056900	0.000000	0.973638	3	unknown	nan/nan/nan
GNG12	ABLIM1	0.208000	0.208000	0.000000	0.601442	3	unknown	nan/nan/nan
GOT1	ABLIM1	0.068100	0.068100	0.000000	0.817915	3	unknown	nan/nan/nan
