Parent	Child	relationType	edgeScore	Freq
SMG1	ANKRD12	Type 0	0.236775	0.236775
MLLT3	ANKRD12	Type 0	0.297160	0.297160
GNAQ	ANKRD12	Type 0	0.285349	0.285349
ANKRD12	ATP2B2	Type 0	0.293391	0.293391
ANKRD12	STX2	Type 0	0.307057	0.307057
ANKRD12	FLT1	Type 0	0.499004	0.499004
FCGRT	PTPN3	Type 0	0.292254	0.292254
BET1	PTPN3	Type 0	0.304802	0.304802
PTPN3	TRPA1	Type 0	0.202655	0.202655
PTPN3	SGCG	Type 0	0.205587	0.205587
PTPN3	RFXAP	Type 0	0.299504	0.299504
PTPN3	TTTY1B///TTTY1	Type 0	0.592243	0.592243
PTPN3	SLC25A16	Type 0	0.472214	0.472214
PTPN3	BET1	Type 0	0.272657	0.272657
PTPN3	GLYAT	Type 0	0.347268	0.347268
RBBP6	LOC100132247///LOC730153///LOC729978///LOC729602///LOC642799///LOC613037///LOC399491///LOC339047///PDXDC2///NPIPL3///NPIP	Type 0	0.237530	0.237530
SYNJ2	LOC100132247///LOC730153///LOC729978///LOC729602///LOC642799///LOC613037///LOC399491///LOC339047///PDXDC2///NPIPL3///NPIP	Type 0	0.751037	0.751037
NME3	LOC100132247///LOC730153///LOC729978///LOC729602///LOC642799///LOC613037///LOC399491///LOC339047///PDXDC2///NPIPL3///NPIP	Type 0	0.358820	0.358820
LOC100132247///LOC730153///LOC729978///LOC729602///LOC642799///LOC613037///LOC399491///LOC339047///PDXDC2///NPIPL3///NPIP	PTENP1	Type 0	0.295118	0.295118
RWDD2A	AKAP5	Type 0	0.239669	0.239669
C1S	ANXA1	Type 0	0.356059	0.356059
ANXA1	ANXA3	Type 0	0.251470	0.251470
ANXA1	GPR143	Type 0	0.473217	0.473217
ANXA1	CNGA3	Type 0	0.201092	0.201092
ANXA1	IFRD1	Type 0	0.780129	0.780129
ANXA1	RGS2	Type 0	0.298543	0.298543
ANXA1	MT4	Type 0	0.283772	0.283772
ANXA1	CSRP2	Type 0	0.310627	0.310627
ANXA1	KCNG1	Type 0	0.358124	0.358124
ANXA1	SNX7	Type 0	0.838937	0.838937
ANXA1	NFIL3	Type 0	0.275869	0.275869
ANXA1	CSDA	Type 0	0.207305	0.207305
ANXA1	GRM3	Type 0	0.301298	0.301298
ENOSF1	EIF4G3	Type 0	0.324899	0.324899
MTF2	EIF4G3	Type 0	0.583404	0.583404
TFEB	EIF4G3	Type 0	0.326146	0.326146
RPS15A	EIF4G3	Type 0	0.437438	0.437438
WDR73	EIF4G3	Type 0	0.212468	0.212468
SCAMP3	EIF4G3	Type 0	0.494087	0.494087
FBL	EIF4G3	Type 0	0.309207	0.309207
KIAA1012	EIF4G3	Type 0	0.263514	0.263514
EIF4G3	DLGAP1	Type 0	0.998339	0.998339
EIF4G3	BDKRB2	Type 0	0.286543	0.286543
EIF4G3	MTF2	Type 0	0.416596	0.416596
EIF4G3	TFEB	Type 0	0.239220	0.239220
EIF4G3	RPS15A	Type 0	0.483990	0.483990
EIF4G3	ZNF167	Type 0	0.256155	0.256155
ACTG2	MYLK	Type 0	0.461357	0.461357
COL17A1	MYLK	Type 0	0.684635	0.684635
MYLK	ACTG2	Type 0	0.538643	0.538643
MYLK	ITGA2	Type 0	0.298877	0.298877
MYLK	SEMA6A	Type 0	0.425859	0.425859
MYLK	PIK3C2G	Type 0	0.340831	0.340831
ISL1	POU3F2	Type 0	0.292602	0.292602
ISL1	SLC25A24	Type 0	0.510406	0.510406
ISL1	DBT	Type 0	0.266169	0.266169
ISL1	HGFAC	Type 0	0.222154	0.222154
ISL1	HBS1L	Type 0	0.304446	0.304446
ISL1	ZNF174	Type 0	0.301032	0.301032
ISL1	MICA	Type 0	0.235784	0.235784
ISL1	HMGA2	Type 0	0.328036	0.328036
ISL1	XRCC2	Type 0	0.290427	0.290427
ISL1	YY1	Type 0	0.480731	0.480731
ISL1	CSPG5	Type 0	0.304115	0.304115
C1orf21	MRPS27	Type 0	0.296429	0.296429
NUP155	MRPS27	Type 0	0.296526	0.296526
NR3C1	MRPS27	Type 0	0.346028	0.346028
CDK7	MRPS27	Type 0	0.235146	0.235146
DHX29	MRPS27	Type 0	1.000000	1.000000
MDC1	MRPS27	Type 0	0.300125	0.300125
MRPS27	APLNR	Type 0	0.259887	0.259887
ENPP2	RAB6B	Type 0	0.250000	0.250000
RAB6B	BCKDHB	Type 0	0.287695	0.287695
RGS11	ENO2	Type 0	0.459451	0.459451
GGT2///GGTLC3///GGT4P///GGTLC1///GGTLC2///GGT3P///GGT1	ENO2	Type 0	0.302472	0.302472
ADD3	ENO2	Type 0	0.214841	0.214841
LY75	ENO2	Type 0	0.675143	0.675143
C19orf36	ENO2	Type 0	0.363490	0.363490
ENO2	RGS11	Type 0	0.540549	0.540549
ENO2	KIAA0087	Type 0	0.230517	0.230517
ENO2	LY75	Type 0	0.208837	0.208837
GNA13	ZNF85	Type 0	0.201899	0.201899
ZNF91	ZNF85	Type 0	0.248576	0.248576
ZNF117	ZNF85	Type 0	0.491989	0.491989
LMNA	ZNF85	Type 0	0.307692	0.307692
HNRNPH1	ZNF85	Type 0	0.707573	0.707573
UTRN	ZNF85	Type 0	0.264310	0.264310
ZNF43	ZNF85	Type 0	0.286540	0.286540
CHPF	ZNF85	Type 0	0.285156	0.285156
ZNF85	MAP3K1	Type 0	0.963714	0.963714
ZNF85	ZNF117	Type 0	0.508011	0.508011
ZNF85	ZNF43	Type 0	0.214699	0.214699
SCGB2A2	SCGB1D2	Type 0	0.289919	0.289919
SCGB1D2	SCGB2A2	Type 0	0.710081	0.710081
TPSB2///TPSD1///TPSAB1	SIX3	Type 0	0.280960	0.280960
DSG1	SIX3	Type 0	0.218750	0.218750
SOX10	SIX3	Type 0	0.514589	0.514589
PLA2G15	SIX3	Type 0	0.296930	0.296930
FOLH1	SIX3	Type 0	0.297340	0.297340
SIX3	ATP8A1	Type 0	0.295853	0.295853
SIX3	ASTN1	Type 0	0.314745	0.314745
CCR7	ACHE	Type 0	1.000000	1.000000
CREBZF	ACHE	Type 0	0.295527	0.295527
AZIN1	ATP6V1C1	Type 0	0.371626	0.371626
UBR5	ATP6V1C1	Type 0	0.630489	0.630489
COPS5	ATP6V1C1	Type 0	0.208386	0.208386
ATP6V1C1	HRSP12	Type 0	0.810077	0.810077
TCF7L2	CYP2C9	Type 0	0.296933	0.296933
PNMA2	CYP2C9	Type 0	0.276302	0.276302
GLUD2	MTF2	Type 0	0.433454	0.433454
TMBIM6	MTF2	Type 0	0.256817	0.256817
ITM2B	MTF2	Type 0	0.722927	0.722927
TOB2	MTF2	Type 0	0.484378	0.484378
MTF2	THOC5	Type 0	0.364792	0.364792
MTF2	NCK2	Type 0	0.885252	0.885252
MTF2	PDGFRA	Type 0	1.000000	1.000000
MTF2	BICD1	Type 0	0.994003	0.994003
MTF2	DLGAP1	Type 0	0.415250	0.415250
MTF2	SDCCAG1	Type 0	0.464740	0.464740
MTF2	ENOSF1	Type 0	0.952516	0.952516
MTF2	RFX3	Type 0	0.298325	0.298325
MTF2	GFER	Type 0	0.298103	0.298103
MTF2	TRAPPC6A	Type 0	0.304335	0.304335
MTF2	TOB2	Type 0	0.515622	0.515622
TFF3	MSN	Type 0	0.693190	0.693190
FBP1	MSN	Type 0	0.265244	0.265244
