Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
SPDEF	TFAP2B	0.337000	0.337000	0.000000	0.998516	3	unknown
TFAP2B	NR2F1	0.423700	0.423700	0.000000	0.600897	3	unknown
SLC26A3	TFAP2B	0.126900	0.126900	0.000000	0.947203	3	unknown
TFAP2B	MEOX2	0.076200	0.076200	0.000000	0.910761	3	unknown
MYC	TFAP2B	0.136800	0.136800	0.000000	0.923246	3	unknown
FOXA1	TFAP2B	0.168500	0.168500	0.000000	1.000000	3	unknown
HOXB2	TFAP2B	0.111000	0.111000	0.000000	0.618919	3	unknown
SIX3	TFAP2B	0.212500	0.212500	0.000000	0.859765	3	unknown
CREB3L1	TFAP2B	0.200200	0.200200	0.000000	0.877622	3	unknown
TFAP2B	RUNX1T1	0.067100	0.067100	0.000000	0.754098	3	unknown
HLF	TFAP2B	0.080400	0.080400	0.000000	0.828358	3	unknown
PAX3	TFAP2B	0.070100	0.070100	0.000000	0.637660	3	unknown
TFAP2B	WNT5A	0.053100	0.053100	0.000000	0.834275	3	unknown
ESRRG	TFAP2B	0.720300	0.720300	0.000000	0.852006	3	unknown
EPAS1	TFAP2B	0.431000	0.431000	0.000000	0.762181	3	unknown
TFAP2B	NR5A2	0.057200	0.057200	0.000000	0.718531	3	unknown
TFAP2C	TFAP2B	0.118700	0.118700	0.000000	0.866049	3	unknown
TFAP2B	PPARG	0.228600	0.228600	0.000000	0.529309	3	unknown
AR	TFAP2B	0.127000	0.127000	0.000000	0.981102	3	unknown
TFAP2B	ZNF323	0.071400	0.071400	0.000000	0.816527	3	unknown
TFAP2B	ZNF643	0.131200	0.131200	0.000000	0.942073	3	unknown
TFAP2B	ZHX3	0.102400	0.102400	0.000000	0.531250	3	unknown
TFAP2B	FOXP3	0.078300	0.078300	0.000000	0.927203	3	unknown
NKX2-1	TFAP2B	0.057800	0.057800	0.000000	0.712803	3	unknown
SREBF1	TFAP2B	0.084800	0.084800	0.000000	0.979953	3	unknown
TSC22D4	TFAP2B	0.075900	0.075900	0.000000	0.606061	3	unknown
TFAP2B	NKX3-1	0.082900	0.082900	0.000000	0.583836	3	unknown
ZNF202	TFAP2B	0.095500	0.095500	0.000000	0.804188	3	unknown
TFAP2B	PAX7	0.068600	0.068600	0.000000	0.896501	3	unknown
NRL	TFAP2B	0.076900	0.076900	0.000000	0.820546	3	unknown
TFAP2B	TRIM25	0.463900	0.463900	0.000000	0.500970	3	unknown
HMGB2	TFAP2B	0.548900	0.548900	0.000000	0.683549	3	unknown
FOXB1	TFAP2B	0.119800	0.119800	0.000000	0.886477	3	unknown
TSC22D1	TFAP2B	0.081800	0.081800	0.000000	0.737164	3	unknown
CBFA2T3	TFAP2B	0.086100	0.086100	0.000000	0.908246	3	unknown
ELF5	ESR1	0.065600	0.065600	0.000000	0.745427	3	unknown
ELF5	GATA3	0.063600	0.063600	0.000000	0.577044	3	unknown
ELF5	SPDEF	0.359600	0.359600	0.000000	0.660456	3	unknown
ELF5	NFIB	0.750000	0.750000	0.000000	0.812400	3	unknown
ELF5	SOX10	0.847500	0.847500	0.000000	0.584307	3	unknown
ELF5	ZIC1	0.176500	0.176500	0.000000	0.941076	3	unknown
ELF5	NR4A2	0.098700	0.098700	0.000000	0.967579	3	unknown
MYC	ELF5	0.129600	0.129600	0.000000	0.689043	3	unknown
EN1	ELF5	0.173600	0.173600	0.000000	0.804147	3	unknown
ELF5	MSX2	0.189000	0.189000	0.000000	0.895238	3	unknown
FOXA1	ELF5	0.742200	0.742200	0.000000	0.830504	3	unknown
ELF5	HOXB2	0.173300	0.173300	0.000000	0.802654	3	unknown
ELF5	NFAT5	0.097100	0.097100	0.000000	0.803296	3	unknown
ELF5	SIX3	0.653100	0.653100	0.000000	0.670648	3	unknown
ELF5	TRIM29	0.720500	0.720500	0.000000	0.572519	3	unknown
ELF5	MLLT10	0.164200	0.164200	0.000000	0.927527	3	unknown
FOXM1	ELF5	0.057900	0.057900	0.000000	0.658031	3	unknown
ELF5	AHR	0.141500	0.141500	0.000000	0.754770	3	unknown
ELF5	KLF6	0.151100	0.151100	0.000000	0.930510	3	unknown
ELF5	ZNF155	0.062600	0.062600	0.000000	0.897764	3	unknown
ELF5	ZSCAN18	0.057100	0.057100	0.000000	0.973730	3	unknown
ELF5	PAX6	0.050000	0.050000	0.000000	0.962000	3	unknown
ELF5	NFATC4	0.164100	0.164100	0.000000	0.943327	3	unknown
XBP1	ELF5	0.097800	0.097800	0.000000	0.860941	3	unknown
ELF5	RARA	0.054400	0.054400	0.000000	0.922794	3	unknown
AR	ELF5	0.141900	0.141900	0.000000	0.822410	3	unknown
ELF5	SP1	0.152600	0.152600	0.000000	0.992136	3	unknown
ELF5	ZFP36L2	0.051100	0.051100	0.000000	0.949119	3	unknown
ELF5	CITED2	0.079500	0.079500	0.000000	0.981132	3	unknown
CDKN2A	ELF5	0.140800	0.140800	0.000000	0.625710	3	unknown
ELF5	KLF5	0.100200	0.100200	0.000000	0.835329	3	unknown
FOXC1	ELF5	0.412600	0.412600	0.000000	0.628211	3	unknown
ELF5	LASS6	0.050500	0.050500	0.000000	0.584158	3	unknown
ELF5	HMGA1	0.120400	0.120400	0.000000	0.747508	3	unknown
ELF5	SOX9	0.145700	0.145700	0.000000	0.840769	3	unknown
ELF5	HESX1	0.088100	0.088100	0.000000	0.980704	3	unknown
ELF5	STAT6	0.054700	0.054700	0.000000	0.925046	3	unknown
ELF5	PLSCR1	0.121200	0.121200	0.000000	0.831683	3	unknown
SREBF1	ELF5	0.075100	0.075100	0.000000	0.501997	3	unknown
ESR1	PBX1	0.073000	0.073000	0.000000	0.921918	3	unknown
GATA3	PBX1	0.111500	0.111500	0.000000	0.891480	3	unknown
PBX1	TBX3	0.055400	0.055400	0.000000	0.750903	3	unknown
PBX1	PITX1	0.169000	0.169000	0.000000	0.786982	3	unknown
PBX1	ARNT2	0.055500	0.055500	0.000000	0.837838	3	unknown
PBX1	SUPT6H	0.290100	0.290100	0.000000	0.949673	3	unknown
FOXA1	PBX1	0.223800	0.223800	0.000000	0.980786	3	unknown
PBX1	SMAD6	0.078900	0.078900	0.000000	0.519645	3	unknown
PBX1	SIX1	0.109300	0.109300	0.000000	0.859103	3	unknown
GABPA	PBX1	0.077100	0.077100	0.000000	0.843061	3	unknown
ZNF446	PBX1	0.795800	0.795800	0.000000	0.575521	3	unknown
PBX1	LHX6	0.320000	0.320000	0.000000	0.991875	3	unknown
PBX1	RERE	0.333500	0.333500	0.000000	0.851274	3	unknown
TFAP2C	PBX1	0.078500	0.078500	0.000000	0.592357	3	unknown
PBX1	NR6A1	0.203800	0.203800	0.000000	0.909715	3	unknown
PBX1	MZF1	0.506900	0.506900	0.000000	0.742553	3	unknown
PBX1	SPIB	0.116600	0.116600	0.000000	0.569468	3	unknown
IRX5	PBX1	0.337600	0.337600	0.000000	0.794135	3	unknown
PBX1	RUNX3	0.055900	0.055900	0.000000	0.618962	3	unknown
FLI1	PBX1	0.114100	0.114100	0.000000	0.886065	3	unknown
PBX1	ZNF3	0.065100	0.065100	0.000000	0.987711	3	unknown
PBX1	ATF6	0.155200	0.155200	0.000000	0.802835	3	unknown
PBX1	HOXC13	0.225800	0.225800	0.000000	0.871125	3	unknown
PBX1	YY1	0.110500	0.110500	0.000000	0.984615	3	unknown
PBX1	EGR1	0.061800	0.061800	0.000000	0.909385	3	unknown
HCLS1	PBX1	0.402000	0.402000	0.000000	0.866169	3	unknown
LASS6	PBX1	0.145900	0.145900	0.000000	0.731323	3	unknown
NPAT	PBX1	0.113800	0.113800	0.000000	0.880492	3	unknown
PBX1	EGR2	0.050100	0.050100	0.000000	0.666667	3	unknown
PBX1	PLSCR1	0.075500	0.075500	0.000000	0.960265	3	unknown
HOXA5	PBX1	0.050400	0.050400	0.000000	0.698413	3	unknown
PBX1	ZNF217	0.283900	0.283900	0.000000	0.696372	3	unknown
IRF8	PBX1	0.067000	0.067000	0.000000	0.932836	3	unknown
TRIM22	PBX1	0.920400	0.920400	0.000000	0.748696	3	unknown
E4F1	PBX1	0.314600	0.314600	0.000000	0.706294	3	unknown
PBX1	RBCK1	0.077300	0.077300	0.000000	0.787840	3	unknown
NR4A2	FOS	0.256000	0.256000	0.000000	0.850781	3	unknown
HOXB2	FOS	0.118600	0.118600	0.000000	0.763912	3	unknown
FOS	NPAS2	0.093500	0.093500	0.000000	0.544385	3	unknown
FOS	FOSB	0.916600	0.916600	0.000000	0.755837	3	unknown
MGA	FOS	0.051900	0.051900	0.000000	0.988439	3	unknown
FOS	MNX1	0.050800	0.050800	0.000000	0.960630	3	unknown
MYBL2	FOS	0.096200	0.096200	0.000000	0.737006	3	unknown
MXD1	FOS	0.214600	0.214600	0.000000	0.828052	3	unknown
JUND	FOS	0.110600	0.110600	0.000000	0.746835	3	unknown
KLF4	FOS	0.318500	0.318500	0.000000	0.667504	3	unknown
ESR2	FOS	0.055600	0.055600	0.000000	0.717626	3	unknown
FOS	ZNF41	0.110300	0.110300	0.000000	0.593835	3	unknown
CITED1	FOS	0.151300	0.151300	0.000000	0.973562	3	unknown
STRN3	FOS	0.066200	0.066200	0.000000	0.830816	3	unknown
LMO4	FOS	0.127800	0.127800	0.000000	0.779343	3	unknown
MAFK	FOS	0.086300	0.086300	0.000000	0.511008	3	unknown
FOS	STAT1	0.104100	0.104100	0.000000	0.971182	3	unknown
FOS	NFATC1	0.062400	0.062400	0.000000	0.916667	3	unknown
FOS	PRRX2	0.090700	0.090700	0.000000	0.910695	3	unknown
FOS	FOXI1	0.141900	0.141900	0.000000	0.937280	3	unknown
FOS	NR4A1	0.343600	0.343600	0.000000	0.747381	3	unknown
EGR1	FOS	0.890200	0.890200	0.000000	0.589643	3	unknown
BNC1	FOS	0.112000	0.112000	0.000000	0.880357	3	unknown
FOS	HNF4A	0.067500	0.067500	0.000000	0.730370	3	unknown
STAT6	FOS	0.111700	0.111700	0.000000	0.692032	3	unknown
RXRA	FOS	0.098400	0.098400	0.000000	0.838415	3	unknown
BATF	FOS	0.069500	0.069500	0.000000	0.856115	3	unknown
ZNF219	FOS	0.068700	0.068700	0.000000	0.886463	3	unknown
BTG2	FOS	0.481900	0.481900	0.000000	0.608425	3	unknown
GATA3	ESR1	0.980800	0.980800	0.000000	0.724409	3	unknown
ESR1	TBX3	0.060600	0.060600	0.000000	0.938944	3	unknown
ESR1	SOX11	0.899200	0.899200	0.000000	0.945507	3	unknown
ESR1	NFIB	0.055100	0.055100	0.000000	0.745917	3	unknown
ESR1	ASCL1	0.203800	0.203800	0.000000	0.977920	3	unknown
ESR1	ZIC1	0.092500	0.092500	0.000000	0.949189	3	unknown
ESR1	PGR	0.261200	0.261200	0.000000	0.843032	3	unknown
MYC	ESR1	0.055300	0.055300	0.000000	0.965642	3	unknown
ESR1	ARNT2	0.213500	0.213500	0.000000	0.826698	3	unknown
FOXA1	ESR1	0.627000	0.627000	0.000000	0.974322	3	unknown
ESR1	PLAG1	0.067800	0.067800	0.000000	0.974926	3	unknown
ESR1	TCF7L2	0.065700	0.065700	0.000000	0.920852	3	unknown
ESR1	TRIM29	0.215700	0.215700	0.000000	0.560964	3	unknown
ESR1	SATB2	0.105800	0.105800	0.000000	0.962193	3	unknown
ESR1	RUNX1T1	0.146800	0.146800	0.000000	0.971390	3	unknown
ESR1	HLF	0.131500	0.131500	0.000000	0.959696	3	unknown
ESR1	FOSL1	0.059300	0.059300	0.000000	0.934233	3	unknown
ESR1	TADA2A	0.245600	0.245600	0.000000	0.967834	3	unknown
ESR1	PAX6	0.255700	0.255700	0.000000	0.955025	3	unknown
ESR1	ZNF446	0.498400	0.498400	0.000000	0.917536	3	unknown
ESR1	MYBL2	0.269300	0.269300	0.000000	0.802822	3	unknown
ESR1	PEG3	0.104600	0.104600	0.000000	0.978011	3	unknown
XBP1	ESR1	0.240600	0.240600	0.000000	0.711970	3	unknown
ESR1	NFKB2	0.065800	0.065800	0.000000	0.872340	3	unknown
ESR1	RARA	0.254500	0.254500	0.000000	0.973281	3	unknown
AR	ESR1	0.054700	0.054700	0.000000	0.555759	3	unknown
ESR1	ZNF187	0.067600	0.067600	0.000000	0.985207	3	unknown
RUNX3	ESR1	0.103000	0.103000	0.000000	0.534951	3	unknown
ESR1	SATB1	0.199600	0.199600	0.000000	0.926353	3	unknown
ESR1	EN2	0.076000	0.076000	0.000000	0.975000	3	unknown
ESR1	GATA2	0.224500	0.224500	0.000000	0.983519	3	unknown
ESR1	ELF1	0.301800	0.301800	0.000000	0.893307	3	unknown
ESR1	STAT1	0.058000	0.058000	0.000000	0.979310	3	unknown
ESR1	ENO1	0.374500	0.374500	0.000000	0.851001	3	unknown
ESR1	RUNX1	0.055000	0.055000	0.000000	0.918182	3	unknown
ESR1	HOXC10	0.070000	0.070000	0.000000	0.824286	3	unknown
ESR1	PRRX2	0.096200	0.096200	0.000000	0.931393	3	unknown
ESR1	YEATS4	0.056900	0.056900	0.000000	0.977153	3	unknown
ESR1	BHLHE40	0.276600	0.276600	0.000000	0.882502	3	unknown
ESR1	KLF12	0.062700	0.062700	0.000000	0.883573	3	unknown
ESR1	NR1H4	0.318200	0.318200	0.000000	0.979887	3	unknown
ESR1	TSHZ2	0.118200	0.118200	0.000000	0.971235	3	unknown
ESR1	LASS6	0.292700	0.292700	0.000000	0.549710	3	unknown
ESR1	HMGA1	0.070000	0.070000	0.000000	0.854286	3	unknown
E2F3	ESR1	0.123000	0.123000	0.000000	0.595122	3	unknown
ESR1	ZNF91	0.216400	0.216400	0.000000	0.836414	3	unknown
ESR1	HOXA2	0.237300	0.237300	0.000000	0.997893	3	unknown
ESR1	HOXD11	0.070000	0.070000	0.000000	0.967143	3	unknown
ESR1	EGR3	0.055300	0.055300	0.000000	0.992767	3	unknown
ESR1	FOXO1	0.276900	0.276900	0.000000	0.954857	3	unknown
ESR1	NR1I2	0.096500	0.096500	0.000000	0.996891	3	unknown
ESR1	ZNF217	0.066400	0.066400	0.000000	0.926205	3	unknown
ESR1	NOTCH1	0.176400	0.176400	0.000000	0.635488	3	unknown
ESR1	MEIS3P1	0.168300	0.168300	0.000000	0.877005	3	unknown
ESR1	HOXD9	0.090100	0.090100	0.000000	0.928968	3	unknown
ESR1	NFIL3	0.556000	0.556000	0.000000	0.648022	3	unknown
SPDEF	GATA3	0.238000	0.238000	0.000000	0.799160	3	unknown
GATA3	NR2F1	0.272900	0.272900	0.000000	0.999634	3	unknown
GATA3	TBX3	0.248600	0.248600	0.000000	0.950523	3	unknown
