Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ANKRD30A	TFAP2B	0.093400	0.093400	0.000000	0.861884	3	unknown
ANKRD30A	ZNF238	0.102400	0.102400	0.000000	0.699219	3	unknown
WNT5A	ANKRD30A	0.386300	0.386300	0.000000	0.742428	3	unknown
ANKRD30A	HLF	0.332200	0.332200	0.000000	0.607766	3	unknown
ZEB1	ANKRD30A	0.064700	0.064700	0.000000	0.965997	3	unknown
ETV1	ANKRD30A	0.087200	0.087200	0.000000	0.941514	3	unknown
BHLHE41	ANKRD30A	0.325800	0.325800	0.000000	0.944138	3	unknown
CSRNP3	ANKRD30A	0.126400	0.126400	0.000000	0.897943	3	unknown
AEBP1	ANKRD30A	0.218000	0.218000	0.000000	0.983486	3	unknown
ZFHX4	ANKRD30A	0.075800	0.075800	0.000000	0.994723	3	unknown
CREB5	ANKRD30A	0.075200	0.075200	0.000000	0.678191	3	unknown
TCF7L2	ANKRD30A	0.061000	0.061000	0.000000	0.755738	3	unknown
SATB2	ANKRD30A	0.133300	0.133300	0.000000	0.965491	3	unknown
ANKRD30A	CNOT7	0.114300	0.114300	0.000000	0.895013	3	unknown
MITF	ANKRD30A	0.087000	0.087000	0.000000	0.886207	3	unknown
ANKRD30A	KLF12	0.120800	0.120800	0.000000	0.711921	3	unknown
SMAD1	ANKRD30A	0.215100	0.215100	0.000000	0.600186	3	unknown
ZFP37	ANKRD30A	0.062800	0.062800	0.000000	0.606688	3	unknown
ANKRD30A	NANOGNB	0.177300	0.177300	0.000000	0.903553	3	unknown
ANKRD30A	TEAD1	0.096300	0.096300	0.000000	0.753894	3	unknown
ANKRD30A	SMAD4	0.052800	0.052800	0.000000	0.818182	3	unknown
FOXO3	ANKRD30A	0.149600	0.149600	0.000000	0.513369	3	unknown
HMGA1	ANKRD30A	0.050600	0.050600	0.000000	0.650198	3	unknown
TSC22D3	ANKRD30A	0.070800	0.070800	0.000000	0.772599	3	unknown
ANKRD30A	ZNF140	0.107700	0.107700	0.000000	0.781801	3	unknown
MSRB2	ANKRD30A	0.088300	0.088300	0.000000	0.613817	3	unknown
HESX1	ANKRD30A	0.073500	0.073500	0.000000	0.659864	3	unknown
ATF1	ANKRD30A	0.161700	0.161700	0.000000	0.994434	3	unknown
KDM5A	ANKRD30A	0.053400	0.053400	0.000000	0.971910	3	unknown
SCAND1	ANKRD30A	0.708400	0.708400	0.000000	0.669255	3	unknown
CREBL2	ANKRD30A	0.062300	0.062300	0.000000	0.932584	3	unknown
NOLC1	ANKRD30A	0.059000	0.059000	0.000000	0.888136	3	unknown
SLC26A3	TFAP2B	0.151500	0.151500	0.000000	0.609901	3	unknown
NR2F1	TFAP2B	0.136000	0.136000	0.000000	0.930147	3	unknown
IRX2	TFAP2B	0.098100	0.098100	0.000000	0.632008	3	unknown
ESR1	TFAP2B	0.090900	0.090900	0.000000	0.803080	3	unknown
NFIB	TFAP2B	0.072500	0.072500	0.000000	0.667586	3	unknown
IRX1	TFAP2B	0.067500	0.067500	0.000000	0.848889	3	unknown
HLF	TFAP2B	0.263700	0.263700	0.000000	0.833902	3	unknown
SMAD9	TFAP2B	0.152600	0.152600	0.000000	0.996723	3	unknown
RUNX1T1	TFAP2B	0.197900	0.197900	0.000000	0.997979	3	unknown
FOXM1	TFAP2B	0.052300	0.052300	0.000000	0.948375	3	unknown
BHLHE41	TFAP2B	0.133500	0.133500	0.000000	0.987266	3	unknown
