Parent	Child	relationType	edgeScore	Freq
HHLA2	RAB9BP1	Type 0	0.837545	0.837545
IGFBP7	PLA2G4C	Type 0	0.249890	0.249890
RGS5	PLA2G4C	Type 0	0.205172	0.205172
CDH11	PLA2G4C	Type 0	0.399644	0.399644
TMSB15B///TMSB15A	PLA2G4C	Type 0	0.621219	0.621219
PLA2G4C	MUC7	Type 0	0.734777	0.734777
PLA2G4C	EDN2	Type 0	0.989070	0.989070
PLA2G4C	FDPS	Type 0	0.989597	0.989597
PPP1R10	CSNK2A1P///CSNK2A1	Type 0	0.509075	0.509075
ODAM	CSNK2A1P///CSNK2A1	Type 0	0.219745	0.219745
DCLRE1A	CSNK2A1P///CSNK2A1	Type 0	0.320921	0.320921
MFSD6	CSNK2A1P///CSNK2A1	Type 0	0.300000	0.300000
FAM192A	CSNK2A1P///CSNK2A1	Type 0	0.998873	0.998873
CSNK2A1P///CSNK2A1	PRG2	Type 0	0.535692	0.535692
AGR2	SCGB1D2	Type 0	0.210071	0.210071
B3GALNT1	KCNV1	Type 0	0.218880	0.218880
KCNV1	ARL17B///ARL17A	Type 0	0.210878	0.210878
PBX1	ATP9A	Type 0	0.247813	0.247813
PTOV1	ATP9A	Type 0	0.704445	0.704445
ATP9A	PSCA	Type 0	0.272446	0.272446
ATP9A	VAPB	Type 0	0.303157	0.303157
VGLL1	ProSAPiP1	Type 0	0.998156	0.998156
TBC1D9	ProSAPiP1	Type 0	0.233494	0.233494
MAGED2	ProSAPiP1	Type 0	0.421930	0.421930
ProSAPiP1	LOC389906	Type 0	0.267442	0.267442
ProSAPiP1	IQCK	Type 0	0.315971	0.315971
ProSAPiP1	MTCP1	Type 0	0.341220	0.341220
SCGB1D2	SCGB2A2	Type 0	0.292787	0.292787
AGR2	SCGB2A2	Type 0	0.277562	0.277562
SCGB2A2	SCGB1D2	Type 0	0.707213	0.707213
FABP4	G0S2	Type 0	0.934473	0.934473
PLIN1	G0S2	Type 0	0.277317	0.277317
LEP	G0S2	Type 0	0.285457	0.285457
ERAP1	MGAT5	Type 0	0.215548	0.215548
PLSCR1	MGAT5	Type 0	0.335113	0.335113
CLDN5	ZBTB16	Type 0	0.204333	0.204333
TOP2A	ZBTB16	Type 0	0.230861	0.230861
KIF20A	ZBTB16	Type 0	0.943499	0.943499
NEK2	ZBTB16	Type 0	0.221154	0.221154
CKS2	ZBTB16	Type 0	0.397438	0.397438
ZBTB16	CYP4F8	Type 0	0.209464	0.209464
ZBTB16	UGT2B28	Type 0	0.283511	0.283511
ZBTB16	GIPC2	Type 0	0.303290	0.303290
ZBTB16	RNF125	Type 0	0.420441	0.420441
GRIA2	VTN	Type 0	0.217029	0.217029
PTPRN2	VTN	Type 0	0.300178	0.300178
RGS1	VTN	Type 0	0.254362	0.254362
NACA2///NACAP1///NACA	RPL17P7///RPL17P18///RPL17P16///RPL17P36///RPL17P22///RPL17P39///RPL17P34///RPL17P25///RPL17	Type 0	1.000000	1.000000
NEK2	RPL17P7///RPL17P18///RPL17P16///RPL17P36///RPL17P22///RPL17P39///RPL17P34///RPL17P25///RPL17	Type 0	0.297489	0.297489
CLASP2	RPL17P7///RPL17P18///RPL17P16///RPL17P36///RPL17P22///RPL17P39///RPL17P34///RPL17P25///RPL17	Type 0	0.292420	0.292420
RPL17P7///RPL17P18///RPL17P16///RPL17P36///RPL17P22///RPL17P39///RPL17P34///RPL17P25///RPL17	PAK7	Type 0	0.230347	0.230347
RPL17P7///RPL17P18///RPL17P16///RPL17P36///RPL17P22///RPL17P39///RPL17P34///RPL17P25///RPL17	GLP1R	Type 0	0.264737	0.264737
PDE6D	CACNA1I	Type 0	1.000000	1.000000
MAD1L1	CACNA1I	Type 0	0.202641	0.202641
