Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
FOXA1	TFAP2B	0.207600	0.207600	0.000000	0.998073	3	unknown
ESR1	TFAP2B	0.228300	0.228300	0.000000	0.980727	3	unknown
AR	TFAP2B	0.215400	0.215400	0.000000	0.990251	3	unknown
HOXB2	TFAP2B	0.130000	0.130000	0.000000	0.933077	3	unknown
ZNF238	TFAP2B	0.168500	0.168500	0.000000	0.861721	3	unknown
TFDP1	TFAP2B	0.118200	0.118200	0.000000	0.902707	3	unknown
NR2F1	TFAP2B	0.223700	0.223700	0.000000	0.627626	3	unknown
EGR3	TFAP2B	0.300500	0.300500	0.000000	0.595674	3	unknown
GLI3	TFAP2B	0.132200	0.132200	0.000000	0.763238	3	unknown
HLF	TFAP2B	0.095100	0.095100	0.000000	0.501577	3	unknown
PLSCR1	TFAP2B	0.079200	0.079200	0.000000	0.929293	3	unknown
NFIA	TFAP2B	0.150100	0.150100	0.000000	0.830113	3	unknown
ESRRG	TFAP2B	0.203600	0.203600	0.000000	0.755403	3	unknown
TFAP2B	SOX2	0.101300	0.101300	0.000000	0.535044	3	unknown
XBP1	TFAP2B	0.071600	0.071600	0.000000	0.995810	3	unknown
CSDA	TFAP2B	0.051400	0.051400	0.000000	0.984436	3	unknown
SOX1	TFAP2B	0.066300	0.066300	0.000000	0.592760	3	unknown
TSC22D3	TFAP2B	0.067700	0.067700	0.000000	0.997046	3	unknown
TFAP2B	ZNF217	0.054000	0.054000	0.000000	0.983333	3	unknown
YBX1	TFAP2B	0.071700	0.071700	0.000000	0.998605	3	unknown
HDAC1	TFAP2B	0.056900	0.056900	0.000000	0.838313	3	unknown
KLF9	TFAP2B	0.067200	0.067200	0.000000	0.654762	3	unknown
HSF1	TFAP2B	0.099900	0.099900	0.000000	0.556557	3	unknown
CBFB	TFAP2B	0.069900	0.069900	0.000000	0.947067	3	unknown
FOXA1	FOXC1	0.683800	0.683800	0.000000	0.505557	3	unknown
FOXA1	ESR1	0.121300	0.121300	0.000000	0.838417	3	unknown
FOXA1	AR	0.916400	0.916400	0.000000	0.830969	3	unknown
FOXA1	HOXB2	0.097500	0.097500	0.000000	0.982564	3	unknown
CDKN2A	FOXA1	0.669200	0.669200	0.000000	0.742528	3	unknown
FOXA1	GATA3	0.902300	0.902300	0.000000	0.869445	3	unknown
FOXA1	TAF4B	0.132200	0.132200	0.000000	0.943268	3	unknown
FOXA1	SOX10	0.095800	0.095800	0.000000	0.862213	3	unknown
FOXA1	IRX5	0.269900	0.269900	0.000000	0.887736	3	unknown
FOXA1	SIX3	0.155400	0.155400	0.000000	0.996139	3	unknown
HMGA1	FOXA1	0.083900	0.083900	0.000000	0.839094	3	unknown
FOXA1	HOXA4	0.096900	0.096900	0.000000	0.995872	3	unknown
FOXA1	THRA	0.059900	0.059900	0.000000	0.996661	3	unknown
FOXA1	TRIM29	0.155800	0.155800	0.000000	0.935815	3	unknown
FOXA1	NFIA	0.066900	0.066900	0.000000	0.974589	3	unknown
FOXA1	RARA	0.162500	0.162500	0.000000	0.936615	3	unknown
FOXA1	FOXM1	0.082800	0.082800	0.000000	0.850242	3	unknown
FOXA1	PCGF2	0.178000	0.178000	0.000000	0.986517	3	unknown
FOXA1	ELF5	0.294900	0.294900	0.000000	0.793150	3	unknown
FOXA1	XBP1	0.980400	0.980400	0.000000	0.742962	3	unknown
FOXA1	SOX9	0.225300	0.225300	0.000000	0.992011	3	unknown
TCEAL1	FOXA1	0.068800	0.068800	0.000000	0.511628	3	unknown
FOXA1	TFAP2A	0.093800	0.093800	0.000000	0.927505	3	unknown
TSC22D3	FOXA1	0.121700	0.121700	0.000000	0.837305	3	unknown
FOXA1	PBX1	0.470400	0.470400	0.000000	0.961522	3	unknown
FOXA1	ZNF91	0.056800	0.056800	0.000000	0.950704	3	unknown
FOXA1	KLF5	0.050800	0.050800	0.000000	0.972441	3	unknown
FOXA1	HNF1B	0.060000	0.060000	0.000000	0.996667	3	unknown
FOXA1	SALL2	0.199000	0.199000	0.000000	0.987940	3	unknown
FOXA1	YBX1	0.297800	0.297800	0.000000	0.642042	3	unknown
FOXA1	LASS6	0.840100	0.840100	0.000000	0.942626	3	unknown
