Parent	Child	relationType	edgeScore	Freq
PCMTD1	SGK3	Type 0	0.409340	0.409340
SLC25A32	ZBTB10	Type 0	0.442280	0.442280
SLC25A32	YWHAZ	Type 0	0.357711	0.357711
SLC25A32	NUDCD1	Type 0	0.209637	0.209637
SLC25A32	DCAF13	Type 0	0.804042	0.804042
MSRB3	ARID5B	Type 0	0.993631	0.993631
ITGAV	ARID5B	Type 0	0.282789	0.282789
MAN2A1	ARID5B	Type 0	0.209251	0.209251
AKAP12	ARID5B	Type 0	0.377028	0.377028
ARID5B	DNER	Type 0	0.293233	0.293233
ARID5B	RND3	Type 0	0.228316	0.228316
NBPF10///NBPF16///NBPF24///NBPF8///AE01///NBPF9///NBPF11///KIAA1245///NBPF3///NBPF1///NBPF14	FNDC3B	Type 0	0.224830	0.224830
NBPF10///NBPF16///NBPF24///NBPF8///AE01///NBPF9///NBPF11///KIAA1245///NBPF3///NBPF1///NBPF14	NOTCH2NL	Type 0	0.229414	0.229414
NBPF10///NBPF16///NBPF24///NBPF8///AE01///NBPF9///NBPF11///KIAA1245///NBPF3///NBPF1///NBPF14	ZNF791	Type 0	0.466667	0.466667
NBPF10///NBPF16///NBPF24///NBPF8///AE01///NBPF9///NBPF11///KIAA1245///NBPF3///NBPF1///NBPF14	NFATC2IP	Type 0	0.635735	0.635735
LBR	FAM120AOS	Type 0	0.385461	0.385461
FAM120AOS	MTHFD2L	Type 0	0.298919	0.298919
FAM120AOS	MOSC2	Type 0	0.244750	0.244750
IFITM2	IFITM3	Type 0	0.481801	0.481801
EIF3G	IFITM3	Type 0	0.668102	0.668102
IFITM1	IFITM3	Type 0	0.246470	0.246470
IFITM3	PLCB1	Type 0	0.415880	0.415880
IFITM3	ESRRG	Type 0	0.257669	0.257669
IFITM3	SHANK2	Type 0	0.660606	0.660606
IFITM3	IFITM2	Type 0	0.518199	0.518199
HSPA14	CUTC	Type 0	0.980044	0.980044
CHUK	CUTC	Type 0	0.301380	0.301380
UGP2	CUTC	Type 0	0.262748	0.262748
SYMPK	CUTC	Type 0	0.419355	0.419355
WAPAL	CUTC	Type 0	0.293594	0.293594
CUTC	IMMP2L	Type 0	0.245668	0.245668
JUN	OMA1///DAB1	Type 0	0.292256	0.292256
HOOK1	OMA1///DAB1	Type 0	0.378521	0.378521
