Parent	Child	relationType	edgeScore	Freq
CALM2	MAST4	Type 0	0.998821	0.998821
ZDHHC8	MAST4	Type 0	0.288778	0.288778
MAST4	SRI	Type 0	0.997660	0.997660
C3orf38	ORC3L	Type 0	0.300301	0.300301
KLHL7	ORC3L	Type 0	1.000000	1.000000
ORC3L	ANKHD1	Type 0	0.290543	0.290543
LOC100288139	C4orf22	Type 0	0.240852	0.240852
DDR1	C4orf22	Type 0	0.206233	0.206233
PES1	C4orf22	Type 0	0.249133	0.249133
TMEM151A	C4orf22	Type 0	0.506487	0.506487
CRBN	C4orf22	Type 0	0.533560	0.533560
C4orf22	TMEM151A	Type 0	0.493513	0.493513
AUH	TUBA8	Type 0	0.329456	0.329456
SLC44A2	TUBA8	Type 0	0.232645	0.232645
ASB5	TUBA8	Type 0	0.996903	0.996903
TUBA8	ARHGAP27	Type 0	0.297814	0.297814
LOC153546	FDX1L	Type 0	0.205163	0.205163
CNOT4	FDX1L	Type 0	0.288332	0.288332
NEFH	FDX1L	Type 0	0.992840	0.992840
FDX1L	LOC440354	Type 0	0.204545	0.204545
KIF6	DDX27	Type 0	0.999827	0.999827
NCRNA00257	POLR2D	Type 0	1.000000	1.000000
HSPB7	MTG1	Type 0	0.992455	0.992455
GMPR	MTG1	Type 0	0.289720	0.289720
WDSUB1	MTG1	Type 0	0.280431	0.280431
MTG1	LOC100128328	Type 0	0.264605	0.264605
MTG1	RNF145	Type 0	0.255255	0.255255
MTG1	NDST1	Type 0	0.219873	0.219873
HIF1A	FAM71B	Type 0	0.296407	0.296407
ZNF835	FAM71B	Type 0	0.214220	0.214220
ASB6	FAM71B	Type 0	0.997217	0.997217
SLC22A4	UGT2B17	Type 0	0.878254	0.878254
POLR3A	LOC348926	Type 0	0.223214	0.223214
KLHL18	LOC348926	Type 0	0.278261	0.278261
ADCY2	LOC348926	Type 0	0.999238	0.999238
TNFSF13B	LOC348926	Type 0	0.232558	0.232558
PPIA	LOC348926	Type 0	0.291946	0.291946
RPL21	ZNF426	Type 0	0.991071	0.991071
UBR3	ZNF728	Type 0	0.238522	0.238522
E2F1	ZNF728	Type 0	0.998432	0.998432
GGTA1	TNFSF13	Type 0	0.201449	0.201449
CDC6	TNFSF13	Type 0	0.998699	0.998699
RIC8A	PGC	Type 0	0.947689	0.947689
HNRNPUL1	LBH	Type 0	0.997332	0.997332
GAP43	SMARCC2	Type 0	0.980404	0.980404
SMARCC2	COMMD7	Type 0	0.299824	0.299824
SMARCC2	MYOM1	Type 0	1.000000	1.000000
BUB3	AGRP	Type 0	0.485048	0.485048
AGRP	BUB3	Type 0	0.514952	0.514952
AGRP	LAT	Type 0	0.363596	0.363596
MRPL30	LOC100289094///LOC285191	Type 0	0.257127	0.257127
LOC100289094///LOC285191	CDK15	Type 0	0.296824	0.296824
PDXDC2	CSDE1	Type 0	0.998323	0.998323
PLCL1	CSDE1	Type 0	0.220896	0.220896
MED13L	CSDE1	Type 0	0.239718	0.239718
BDH2	CSDE1	Type 0	0.277001	0.277001
SPATA24	ZNF395	Type 0	0.450486	0.450486
SPATA24	MAP3K6	Type 0	0.686349	0.686349
CMAH	C5orf22	Type 0	0.829047	0.829047
LOC729722	C5orf22	Type 0	0.299355	0.299355
C5orf22	XK	Type 0	0.287815	0.287815
ZC4H2	CCDC6	Type 0	0.298787	0.298787
BSPRY	CCDC6	Type 0	0.235549	0.235549
SURF4	CCDC6	Type 0	0.298901	0.298901
INE1	CCDC6	Type 0	0.999706	0.999706
POLR2J4	GINS1	Type 0	1.000000	1.000000
SLC9A10	CYP3A5	Type 0	0.228430	0.228430
CDKN2A	SMR3A	Type 0	0.286792	0.286792
RNF34	SMR3A	Type 0	0.226000	0.226000
KDSR	SMR3A	Type 0	0.218750	0.218750
RHOQ	CDX1	Type 0	0.208077	0.208077
BBS5	CDX1	Type 0	0.346912	0.346912
CDH8	CDX1	Type 0	0.987872	0.987872
TGFB1	ZNF473	Type 0	0.289146	0.289146
ZAK	ZNF473	Type 0	0.203092	0.203092
PPP1R3F	ZNF473	Type 0	0.997853	0.997853
ZNF473	RARRES3	Type 0	0.365446	0.365446
ZNF473	MAP7	Type 0	0.356262	0.356262
