Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
GATA3	ESR1	0.979900	0.979900	0.000000	0.774467	3	unknown
FOXC1	ESR1	0.387200	0.387200	0.000000	0.672779	3	unknown
KLF5	ESR1	0.094500	0.094500	0.000000	0.667725	3	unknown
SOX11	ESR1	0.258800	0.258800	0.000000	0.540185	3	unknown
XBP1	ESR1	0.338600	0.338600	0.000000	0.828116	3	unknown
LASS6	ESR1	0.123800	0.123800	0.000000	0.760905	3	unknown
ESR1	CREBL2	0.102600	0.102600	0.000000	0.533138	3	unknown
SPEN	ESR1	0.055600	0.055600	0.000000	0.598921	3	unknown
RB1	ESR1	0.099000	0.099000	0.000000	0.930303	3	unknown
ESR1	HIF1A	0.069400	0.069400	0.000000	0.727666	3	unknown
CTBP1	ESR1	0.097400	0.097400	0.000000	0.893224	3	unknown
ESR1	ZNF268	0.098600	0.098600	0.000000	0.644016	3	unknown
CREB3L2	ESR1	0.342200	0.342200	0.000000	0.855932	3	unknown
PBX1	ESR1	0.166000	0.166000	0.000000	0.780723	3	unknown
ESR1	LASS2	0.111900	0.111900	0.000000	0.584450	3	unknown
FOXM1	ESR1	0.053000	0.053000	0.000000	0.720755	3	unknown
HDAC2	ESR1	0.267600	0.267600	0.000000	0.680493	3	unknown
TFDP1	ESR1	0.156100	0.156100	0.000000	0.687380	3	unknown
LMO4	ESR1	0.064100	0.064100	0.000000	0.801872	3	unknown
BHLHE40	ESR1	0.220300	0.220300	0.000000	0.699047	3	unknown
FOXA1	ESR1	0.169600	0.169600	0.000000	0.912736	3	unknown
ESR1	ARNT2	0.092600	0.092600	0.000000	0.823974	3	unknown
HMGA1	ESR1	0.118600	0.118600	0.000000	0.704890	3	unknown
ESR1	TCEAL1	0.224700	0.224700	0.000000	0.547397	3	unknown
ZNF215	ESR1	0.102800	0.102800	0.000000	0.835603	3	unknown
ESR1	ARNTL2	0.057800	0.057800	0.000000	0.503460	3	unknown
GATA3	ELF5	0.208100	0.208100	0.000000	0.914945	3	unknown
NFIB	ELF5	0.336200	0.336200	0.000000	0.556811	3	unknown
ELF5	RCAN1	0.444300	0.444300	0.000000	0.605672	3	unknown
FOXC1	ELF5	0.254000	0.254000	0.000000	0.697638	3	unknown
KLF5	ELF5	0.211700	0.211700	0.000000	0.508266	3	unknown
JUN	ELF5	0.239100	0.239100	0.000000	0.905061	3	unknown
SOX10	ELF5	0.799300	0.799300	0.000000	0.515576	3	unknown
