Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
GATA3	TFAP2B	0.076700	0.076700	0.000000	0.997392	3	unknown
ELF5	TFAP2B	0.073600	0.073600	0.000000	0.951087	3	unknown
TFAP2B	SLC26A3	0.061700	0.061700	0.000000	0.641815	3	unknown
SPDEF	TFAP2B	0.512500	0.512500	0.000000	0.995122	3	unknown
TBX3	TFAP2B	0.187800	0.187800	0.000000	0.919595	3	unknown
TFAP2B	MEOX2	0.111700	0.111700	0.000000	0.855864	3	unknown
TFAP2B	ETV1	0.085700	0.085700	0.000000	0.840140	3	unknown
HOXB2	TFAP2B	0.079100	0.079100	0.000000	0.934260	3	unknown
WNT5A	TFAP2B	0.155700	0.155700	0.000000	0.760437	3	unknown
FOXA1	TFAP2B	0.419700	0.419700	0.000000	0.999285	3	unknown
TFAP2B	FOXD1	0.609200	0.609200	0.000000	0.530039	3	unknown
ESRRG	TFAP2B	0.832700	0.832700	0.000000	0.616549	3	unknown
ZNF238	TFAP2B	0.064000	0.064000	0.000000	0.645312	3	unknown
TFAP2B	HEY1	0.078700	0.078700	0.000000	0.510801	3	unknown
AR	TFAP2B	0.711600	0.711600	0.000000	0.961776	3	unknown
MZF1	TFAP2B	0.068700	0.068700	0.000000	0.989811	3	unknown
XBP1	TFAP2B	0.114000	0.114000	0.000000	0.992105	3	unknown
IRX5	TFAP2B	0.103200	0.103200	0.000000	0.997093	3	unknown
PEG3	TFAP2B	0.103500	0.103500	0.000000	0.983575	3	unknown
EPAS1	TFAP2B	0.716400	0.716400	0.000000	0.817281	3	unknown
HMGB2	TFAP2B	0.189400	0.189400	0.000000	0.955121	3	unknown
ARNTL2	TFAP2B	0.183900	0.183900	0.000000	0.697118	3	unknown
TFAP2B	TSC22D2	0.054300	0.054300	0.000000	0.939227	3	unknown
E2F8	TFAP2B	0.337100	0.337100	0.000000	0.895877	3	unknown
BCL6	TFAP2B	0.120400	0.120400	0.000000	0.924419	3	unknown
SP140	TFAP2B	0.177800	0.177800	0.000000	0.922947	3	unknown
SREBF1	TFAP2B	0.109100	0.109100	0.000000	0.986251	3	unknown
SOX9	TFAP2B	0.132500	0.132500	0.000000	0.697358	3	unknown
NFIC	TFAP2B	0.370300	0.370300	0.000000	0.901431	3	unknown
PCGF2	TFAP2B	0.211200	0.211200	0.000000	0.895833	3	unknown
TFAP2B	ARID3A	0.294400	0.294400	0.000000	0.807405	3	unknown
SOX13	TFAP2B	0.069200	0.069200	0.000000	0.888728	3	unknown
FOS	NR4A2	0.592900	0.592900	0.000000	0.512565	3	unknown
FOS	CITED1	0.095900	0.095900	0.000000	0.720542	3	unknown
FOS	FOSB	1.000000	1.000000	0.000000	0.918900	3	unknown
FOS	WNT5A	0.051300	0.051300	0.000000	0.573099	3	unknown
CITED2	FOS	0.759300	0.759300	0.000000	0.966285	3	unknown
FOS	EHF	0.113700	0.113700	0.000000	0.879507	3	unknown
FOS	PPARG	0.084600	0.084600	0.000000	0.872340	3	unknown
FOS	CUX2	0.055600	0.055600	0.000000	0.983813	3	unknown
JUND	FOS	0.584700	0.584700	0.000000	0.861809	3	unknown
CTBP1	FOS	0.222600	0.222600	0.000000	0.999551	3	unknown
ZFP36L2	FOS	0.281500	0.281500	0.000000	0.849378	3	unknown
IRX5	FOS	0.111000	0.111000	0.000000	0.892793	3	unknown
JUN	FOS	0.585500	0.585500	0.000000	0.575406	3	unknown
EPAS1	FOS	0.225900	0.225900	0.000000	0.897742	3	unknown
RXRA	FOS	0.052500	0.052500	0.000000	0.510476	3	unknown
BHLHE40	FOS	0.091000	0.091000	0.000000	0.973626	3	unknown
KLF4	FOS	0.380100	0.380100	0.000000	0.564325	3	unknown
FOS	NR4A1	0.469300	0.469300	0.000000	0.994034	3	unknown
BCL6	FOS	0.103600	0.103600	0.000000	0.979730	3	unknown
SP140	FOS	0.135600	0.135600	0.000000	0.994838	3	unknown
STAT3	FOS	0.081300	0.081300	0.000000	0.982780	3	unknown
POU4F2	FOS	0.111400	0.111400	0.000000	0.998205	3	unknown
FOS	EGR2	0.055500	0.055500	0.000000	0.902703	3	unknown
FOS	EGR1	0.996900	0.996900	0.000000	0.601866	3	unknown
SP4	FOS	0.106300	0.106300	0.000000	1.000000	3	unknown
