Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ANKRD30A	TFAP2B	0.058000	0.058000	0.000000	0.946552	3	unknown
ANKRD30A	PGR	0.230400	0.230400	0.000000	0.657552	3	unknown
GATA3	ANKRD30A	0.246500	0.246500	0.000000	0.969980	3	unknown
ATF3	ANKRD30A	0.123600	0.123600	0.000000	0.927184	3	unknown
ANKRD30A	ESR1	0.105600	0.105600	0.000000	0.570076	3	unknown
ANKRD30A	MYCN	0.335700	0.335700	0.000000	0.976169	3	unknown
TBX3	ANKRD30A	0.634000	0.634000	0.000000	0.739432	3	unknown
ANKRD30A	FOXP2	0.102700	0.102700	0.000000	0.931840	3	unknown
TFEC	ANKRD30A	0.059600	0.059600	0.000000	0.996644	3	unknown
ANKRD30A	SLC26A3	0.155500	0.155500	0.000000	0.682315	3	unknown
ANKRD30A	ASCL1	0.067600	0.067600	0.000000	0.508876	3	unknown
ZSCAN10	ANKRD30A	0.157700	0.157700	0.000000	0.993025	3	unknown
ZNF92	ANKRD30A	0.050100	0.050100	0.000000	0.998004	3	unknown
ANKRD30A	CREB3L1	0.062300	0.062300	0.000000	0.847512	3	unknown
ANKRD30A	MESP1	0.080200	0.080200	0.000000	0.902743	3	unknown
TCF12	ANKRD30A	0.052800	0.052800	0.000000	0.981061	3	unknown
PRDM1	ANKRD30A	0.128000	0.128000	0.000000	0.996094	3	unknown
ANKRD30A	RORA	0.117200	0.117200	0.000000	0.914676	3	unknown
IRF8	ANKRD30A	0.089800	0.089800	0.000000	0.988864	3	unknown
ANKRD30A	CSDA	0.053600	0.053600	0.000000	0.652985	3	unknown
AR	ANKRD30A	0.086600	0.086600	0.000000	0.725173	3	unknown
ANKRD30A	ESRRG	0.074400	0.074400	0.000000	0.595430	3	unknown
IRF7	ANKRD30A	0.070300	0.070300	0.000000	0.684211	3	unknown
ELF4	ANKRD30A	0.736700	0.736700	0.000000	0.900502	3	unknown
ANKRD30A	RARB	0.082400	0.082400	0.000000	0.725728	3	unknown
IRF6	KLF6	0.068700	0.068700	0.000000	0.724891	3	unknown
KLF6	SNAPC5	0.063800	0.063800	0.000000	0.686520	3	unknown
ZKSCAN1	KLF6	0.105200	0.105200	0.000000	0.868821	3	unknown
KLF6	SPEN	0.053400	0.053400	0.000000	0.501873	3	unknown
KLF6	C1orf85	0.078400	0.078400	0.000000	0.762755	3	unknown
KLF6	ETS1	0.202300	0.202300	0.000000	0.885813	3	unknown
ZNF277	KLF6	0.282200	0.282200	0.000000	0.791637	3	unknown
SLC2A4RG	KLF6	0.089700	0.089700	0.000000	0.642140	3	unknown
KLF6	MMP14	0.287200	0.287200	0.000000	0.975279	3	unknown
NFE2L2	KLF6	0.191300	0.191300	0.000000	0.869838	3	unknown
CNOT7	KLF6	0.469700	0.469700	0.000000	0.578667	3	unknown
KLF6	FOXC1	0.178500	0.178500	0.000000	0.855462	3	unknown
KLF6	ZBTB38	0.485000	0.485000	0.000000	0.750103	3	unknown
HOXA2	KLF6	0.374100	0.374100	0.000000	0.863673	3	unknown
KLF6	KLF7	0.070600	0.070600	0.000000	0.519830	3	unknown
KLF6	MBD1	0.073600	0.073600	0.000000	0.521739	3	unknown
KLF6	GLIS3	0.067700	0.067700	0.000000	0.998523	3	unknown
KLF6	TFAP2E	0.205800	0.205800	0.000000	0.963071	3	unknown
TGIF1	KLF6	0.152400	0.152400	0.000000	0.553806	3	unknown
KLF6	HIC1	0.073700	0.073700	0.000000	0.968792	3	unknown
KLF6	GCFC1	0.054300	0.054300	0.000000	0.963168	3	unknown
KLF6	IKZF1	0.075800	0.075800	0.000000	0.974934	3	unknown
KLF6	ZNF446	0.056200	0.056200	0.000000	0.854093	3	unknown
KLF6	MEIS1	0.059100	0.059100	0.000000	0.922166	3	unknown
KLF6	MLX	0.135700	0.135700	0.000000	0.736183	3	unknown
ZNF92	KLF6	0.157100	0.157100	0.000000	0.552514	3	unknown
HMGA2	KLF6	0.056300	0.056300	0.000000	0.703375	3	unknown
ZNF396	KLF6	0.141500	0.141500	0.000000	0.737809	3	unknown
KLF6	ZKSCAN3	0.095800	0.095800	0.000000	0.846555	3	unknown
KLF6	MSX2	0.051200	0.051200	0.000000	0.972656	3	unknown
KLF6	BLZF1	0.054000	0.054000	0.000000	0.740741	3	unknown
KLF6	PRDM1	0.081400	0.081400	0.000000	0.923833	3	unknown
KLF6	NPAS2	0.113100	0.113100	0.000000	0.986737	3	unknown
KLF6	EGR4	0.148000	0.148000	0.000000	0.994595	3	unknown
KLF6	CEBPA	0.050900	0.050900	0.000000	0.956778	3	unknown
KLF6	FOSL2	0.058800	0.058800	0.000000	0.977891	3	unknown
KLF6	ELF4	0.076700	0.076700	0.000000	0.936115	3	unknown
KLF6	MNX1	0.466700	0.466700	0.000000	0.955217	3	unknown
KLF6	IRF9	0.062800	0.062800	0.000000	0.964968	3	unknown
ZKSCAN1	TFAP2B	0.150300	0.150300	0.000000	0.988689	3	unknown
FOXA1	TFAP2B	0.108300	0.108300	0.000000	0.995383	3	unknown
SOX11	TFAP2B	0.215600	0.215600	0.000000	0.574675	3	unknown
SPDEF	TFAP2B	0.106400	0.106400	0.000000	0.988722	3	unknown
FOXC1	TFAP2B	0.100200	0.100200	0.000000	0.955090	3	unknown
FOSL1	TFAP2B	0.079800	0.079800	0.000000	0.998747	3	unknown
HOXB2	TFAP2B	0.231600	0.231600	0.000000	0.841537	3	unknown
TBX3	TFAP2B	0.125600	0.125600	0.000000	0.917197	3	unknown
ZIC2	TFAP2B	0.396900	0.396900	0.000000	0.980600	3	unknown
FOXP2	TFAP2B	0.068900	0.068900	0.000000	0.608128	3	unknown
SLC26A3	TFAP2B	0.082600	0.082600	0.000000	0.610169	3	unknown
HOXA5	TFAP2B	0.057500	0.057500	0.000000	1.000000	3	unknown
AR	TFAP2B	0.366500	0.366500	0.000000	0.951705	3	unknown
ESRRG	TFAP2B	0.272000	0.272000	0.000000	0.858088	3	unknown
TCF21	TFAP2B	0.051800	0.051800	0.000000	0.903475	3	unknown
TFAP2B	TP53	0.074300	0.074300	0.000000	0.882907	3	unknown
ELF4	TFAP2B	0.078600	0.078600	0.000000	0.890585	3	unknown
NR3C2	TFAP2B	0.091600	0.091600	0.000000	0.979258	3	unknown
CREB3L4	TFAP2B	0.257400	0.257400	0.000000	0.990287	3	unknown
HOXA9	BNC1	0.107300	0.107300	0.000000	0.533085	3	unknown
BNC1	TRIM22	0.132300	0.132300	0.000000	0.970522	3	unknown
BNC1	MMP14	0.053500	0.053500	0.000000	0.986916	3	unknown
BNC1	ZEB2	0.103000	0.103000	0.000000	0.897087	3	unknown
BNC1	PBX1	0.055100	0.055100	0.000000	0.553539	3	unknown
BNC1	LEF1	0.053300	0.053300	0.000000	0.994371	3	unknown
HOXA2	BNC1	0.095200	0.095200	0.000000	0.505252	3	unknown
BNC1	TRIM29	0.340000	0.340000	0.000000	0.663235	3	unknown
BNC1	PAX6	0.064200	0.064200	0.000000	0.995327	3	unknown
BNC1	ZSCAN18	0.087800	0.087800	0.000000	0.976082	3	unknown
BNC1	ZNF85	0.348200	0.348200	0.000000	0.952901	3	unknown
BNC1	FLI1	0.140700	0.140700	0.000000	0.881308	3	unknown
ZNF33B	BNC1	0.691600	0.691600	0.000000	0.729757	3	unknown
BNC1	SOX15	0.438800	0.438800	0.000000	0.898815	3	unknown
BNC1	SOX9	0.108000	0.108000	0.000000	0.977778	3	unknown
BNC1	SMAD6	0.787100	0.787100	0.000000	0.745649	3	unknown
BNC1	ZIC2	0.273000	0.273000	0.000000	0.823077	3	unknown
BNC1	CSRNP3	0.066600	0.066600	0.000000	0.992492	3	unknown
BNC1	SIM1	0.052400	0.052400	0.000000	0.927481	3	unknown
BNC1	POU2F3	0.071200	0.071200	0.000000	0.893258	3	unknown
BNC1	TFCP2L1	0.058800	0.058800	0.000000	0.972789	3	unknown
BNC1	IRX4	0.083500	0.083500	0.000000	0.869461	3	unknown
BNC1	FOXO1	0.734800	0.734800	0.000000	0.831247	3	unknown
BNC1	HDX	0.077000	0.077000	0.000000	0.981818	3	unknown
BNC1	TSHZ2	0.444400	0.444400	0.000000	0.981998	3	unknown
BNC1	HOXB7	0.310600	0.310600	0.000000	0.993239	3	unknown
BNC1	SOX6	0.062400	0.062400	0.000000	0.998397	3	unknown
BNC1	SIX1	0.097500	0.097500	0.000000	0.926154	3	unknown
