Parent	Child	relationType	edgeScore	Freq
PGCP	PCP4	Type 0	0.223602	0.223602
GINS2	FZD5	Type 0	0.200767	0.200767
CALU	FZD5	Type 0	0.999617	0.999617
MEX3C	DTX3	Type 0	0.300185	0.300185
C18orf10	DTX3	Type 0	0.247711	0.247711
CUL4B	DTX3	Type 0	1.000000	1.000000
HSPA13	DTX3	Type 0	0.266617	0.266617
DTX3	LOC92973	Type 0	0.248069	0.248069
SCGB1D2	SCGB2A2	Type 0	0.294108	0.294108
SCGB2A2	SCGB1D2	Type 0	0.705892	0.705892
IFT74	ANKRD26	Type 0	0.354103	0.354103
ST7	ANKRD26	Type 0	0.296388	0.296388
NUDT2	ANKRD26	Type 0	0.256804	0.256804
SCD5	SURF2	Type 0	0.292764	0.292764
TOB2	SURF2	Type 0	0.999820	0.999820
SURF2	FASTKD2	Type 0	0.298151	0.298151
GRM6	SPAG11A	Type 0	0.299549	0.299549
PZP	SPAG11A	Type 0	0.994386	0.994386
RBM34	RPS4XP3	Type 0	1.000000	1.000000
IL1RAPL2	PPEF1	Type 0	0.296795	0.296795
TIMM8A	PMP2	Type 0	0.982989	0.982989
LOC441258	PMP2	Type 0	0.350620	0.350620
AGR2	SCGB1D2	Type 0	0.445499	0.445499
AGR2	SCGB2A2	Type 0	0.632160	0.632160
FAM158A	ATG13	Type 0	0.999741	0.999741
RECK	ATG13	Type 0	0.282494	0.282494
SLC25A24	POU5F1P4	Type 0	0.999616	0.999616
POU5F1P4	ARL14	Type 0	0.294294	0.294294
POU5F1P4	C14orf143	Type 0	0.289169	0.289169
PEBP1	SECISBP2L	Type 0	0.223996	0.223996
UBXN4	SECISBP2L	Type 0	0.996767	0.996767
CTBP1	DMXL1	Type 0	0.454316	0.454316
DMXL1	GNRHR	Type 0	0.298878	0.298878
DMXL1	LOC100287328///RPS29P28	Type 0	1.000000	1.000000
DMXL1	DIRAS2	Type 0	0.305844	0.305844
MBNL3	SLIT1	Type 0	0.297774	0.297774
CX3CL1	SLIT1	Type 0	0.293117	0.293117
HBE1	SLIT1	Type 0	0.992735	0.992735
ST8SIA4	SLIT1	Type 0	0.296896	0.296896
USP39	DHX57	Type 0	0.237080	0.237080
AGBL5	DHX57	Type 0	0.301453	0.301453
