Parent	Child	relationType	edgeScore	Freq
MBP	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	Type 0	0.298969	0.298969
RRP15	UAP1	Type 0	0.295505	0.295505
SLC46A3	UAP1	Type 0	0.240664	0.240664
ESR1	WFS1	Type 0	0.763734	0.763734
SYT17	WFS1	Type 0	0.466096	0.466096
WFS1	C4B///C4A	Type 0	0.299669	0.299669
WFS1	CYP4B1	Type 0	0.998166	0.998166
WFS1	C10orf116	Type 0	0.618984	0.618984
WFS1	PLA2G16	Type 0	0.610943	0.610943
WFS1	SYT17	Type 0	0.533904	0.533904
WFS1	ZNF91	Type 0	0.333333	0.333333
WFS1	DSTN	Type 0	0.996178	0.996178
WFS1	BAG3	Type 0	0.203027	0.203027
HIF3A	DNMBP	Type 0	0.361446	0.361446
DNMBP	FLNA	Type 0	1.000000	1.000000
RFC5	SUZ12	Type 0	0.997858	0.997858
SPSB1	SUZ12	Type 0	0.231429	0.231429
FAM18B	SUZ12	Type 0	0.296045	0.296045
ID2	SUZ12	Type 0	0.321616	0.321616
ASB13	SUZ12	Type 0	0.295882	0.295882
TRMT61B	SUZ12	Type 0	0.218527	0.218527
NOC3L	SUZ12	Type 0	0.296849	0.296849
MYB	FAM36A///HOXA7	Type 0	0.301125	0.301125
ADAM9	FAM36A///HOXA7	Type 0	0.298566	0.298566
KIAA0485	FAM36A///HOXA7	Type 0	0.424954	0.424954
UPP1	FAM36A///HOXA7	Type 0	0.995472	0.995472
TPR	FAM36A///HOXA7	Type 0	0.295343	0.295343
GNS	TRIT1	Type 0	0.203457	0.203457
YES1	TRIT1	Type 0	0.998769	0.998769
ACTR3B	TRIT1	Type 0	0.300806	0.300806
HDGF	TRIT1	Type 0	0.294058	0.294058
LRRC8D	TRIT1	Type 0	0.239175	0.239175
FAF1	TRIT1	Type 0	0.301475	0.301475
TRIT1	LRRC8D	Type 0	0.223711	0.223711
TRIT1	DDX10	Type 0	0.289535	0.289535
COL16A1	TRO	Type 0	0.992509	0.992509
CDH11	ATXN1	Type 0	0.464049	0.464049
UBE2C	ATXN1	Type 0	0.226056	0.226056
TBC1D9	DYNC2LI1	Type 0	0.221987	0.221987
PCM1	DYNC2LI1	Type 0	0.358001	0.358001
DYNC2LI1	MTUS1	Type 0	0.229764	0.229764
DYNC2LI1	PTPN13	Type 0	0.227015	0.227015
DYNC2LI1	DHX29	Type 0	0.297791	0.297791
RBM25	ERCC5	Type 0	0.203193	0.203193
ANKRD12	ERCC5	Type 0	0.238838	0.238838
N4BP2L2	ERCC5	Type 0	0.633955	0.633955
SFRS18	ERCC5	Type 0	0.695951	0.695951
KLHL24	ERCC5	Type 0	0.299607	0.299607
ERCC5	SFRS18	Type 0	0.304049	0.304049
SKP1	NDUFA2	Type 0	0.366983	0.366983
POLR2L	NDUFA2	Type 0	0.259673	0.259673
UQCRQ	NDUFA2	Type 0	0.575688	0.575688
CCDC56	NDUFA2	Type 0	0.327234	0.327234
ATP5G2	NDUFA2	Type 0	0.856917	0.856917
NDUFA2	POLR2L	Type 0	0.740327	0.740327
NDUFA2	ROCK2	Type 0	0.251595	0.251595
NDUFA2	TCEB2	Type 0	0.205554	0.205554
NDUFA2	NDUFS8	Type 0	0.567130	0.567130
NDUFA2	UQCRQ	Type 0	0.238925	0.238925
NDUFA2	CDC25B	Type 0	0.997686	0.997686
NDUFA2	CCDC56	Type 0	0.388805	0.388805
NDUFA2	ATP5J	Type 0	0.300829	0.300829
NDUFA2	CHORDC1	Type 0	0.249859	0.249859
ADAMDEC1	NRP2	Type 0	0.255088	0.255088
MOXD1	NRP2	Type 0	0.476628	0.476628
PLAUR	NRP2	Type 0	0.789013	0.789013
SLC43A3	NRP2	Type 0	0.430576	0.430576
NRP2	CSPG4	Type 0	0.578299	0.578299
NRP2	MOXD1	Type 0	0.523372	0.523372
NRP2	PRSS21	Type 0	0.331348	0.331348
SEC23A	MTMR6	Type 0	0.326015	0.326015
OSBPL8	MTMR6	Type 0	0.405936	0.405936
SEC24D	MTMR6	Type 0	0.652338	0.652338
ATP10D	MTMR6	Type 0	0.487885	0.487885
PPIP5K2	MTMR6	Type 0	0.250759	0.250759
MTMR6	OSBPL8	Type 0	0.478622	0.478622
MTMR6	SEC24D	Type 0	0.347662	0.347662
CDH11	PRSS23	Type 0	0.207792	0.207792
KCNE4	PRSS23	Type 0	0.771883	0.771883
PTPRD	PRSS23	Type 0	0.616533	0.616533
PRSS23	KCNE4	Type 0	0.223961	0.223961
PRSS23	CADM1	Type 0	0.231037	0.231037
ECT2	ACTL6A	Type 0	0.824362	0.824362
MRPL13	ACTL6A	Type 0	0.376802	0.376802
RFC4	ACTL6A	Type 0	0.417172	0.417172
ACTL6A	EFNA4	Type 0	0.298874	0.298874
ACTL6A	MLF1	Type 0	0.345255	0.345255
ACTL6A	RFC4	Type 0	0.271497	0.271497
LAPTM5	LY86	Type 0	0.235161	0.235161
CD53	LY86	Type 0	0.235549	0.235549
HLA-DMB	LY86	Type 0	0.854477	0.854477
LY86	FAIM3	Type 0	0.232891	0.232891
GPD1	AQP7	Type 0	0.808312	0.808312
AQP7	CES1	Type 0	0.257443	0.257443
AQP7	C5orf23	Type 0	0.234030	0.234030
AQP7	CA4	Type 0	0.848399	0.848399
AQP7	PEMT	Type 0	0.926498	0.926498
FOXM1	MYBL2	Type 0	0.953285	0.953285
BUB1B	MYBL2	Type 0	0.232045	0.232045
MYBL2	ZBTB20	Type 0	0.997702	0.997702
MYBL2	TK1	Type 0	0.913826	0.913826
MYBL2	SAC3D1	Type 0	0.994228	0.994228
MYBL2	RNF114	Type 0	0.664276	0.664276
MYBL2	MRPL12	Type 0	0.444751	0.444751
MYBL2	POP7	Type 0	0.697470	0.697470
MYBL2	KLHDC10	Type 0	0.418009	0.418009
KIT	SNAP29	Type 0	0.222449	0.222449
SDHB	SNAP29	Type 0	0.225148	0.225148
FAM98A	SNAP29	Type 0	0.220405	0.220405
MRPL40	SNAP29	Type 0	0.687209	0.687209
LONP1	SNAP29	Type 0	0.300983	0.300983
NDUFAF3	SNAP29	Type 0	0.322018	0.322018
PI4KA	SNAP29	Type 0	0.508818	0.508818
SNAP29	MRPL40	Type 0	0.304026	0.304026
OR1A1	MYL1	Type 0	0.890166	0.890166
MYL1	ANXA10	Type 0	0.300107	0.300107
MYL1	GINS3	Type 0	0.959687	0.959687
MYL1	C6orf124	Type 0	0.296840	0.296840
CEP55	KIF11	Type 0	0.767317	0.767317
KIF11	TMSB15B///TMSB15A	Type 0	0.248083	0.248083
KIF11	DTL	Type 0	0.603855	0.603855
KIF11	GINS1	Type 0	0.431425	0.431425
PSMB9	LAP3	Type 0	0.222492	0.222492
HLA-B	LAP3	Type 0	0.246637	0.246637
BTN3A3	LAP3	Type 0	0.208822	0.208822
PLSCR1	LAP3	Type 0	0.219459	0.219459
LAP3	PLSCR1	Type 0	0.211412	0.211412
LAP3	CASP1	Type 0	0.312548	0.312548
GAPDH	NUDT1	Type 0	0.203213	0.203213
RACGAP1	NUDT1	Type 0	0.289303	0.289303
RAN	NUDT1	Type 0	0.993251	0.993251
NR2F2	TJP1	Type 0	0.453003	0.453003
ELK3	TJP1	Type 0	0.424639	0.424639
PDGFA	TJP1	Type 0	0.354565	0.354565
DOCK9	TJP1	Type 0	0.210756	0.210756
KANK2	TJP1	Type 0	0.709491	0.709491
HMGA1	TJP1	Type 0	0.355970	0.355970
TJP1	PLCB1	Type 0	0.286371	0.286371
TJP1	NR2F2	Type 0	0.546997	0.546997
TJP1	AHNAK	Type 0	0.353647	0.353647
TJP1	PDGFA	Type 0	0.645254	0.645254
TJP1	DOCK9	Type 0	0.783687	0.783687
TJP1	TSC22D2	Type 0	0.301079	0.301079
TJP1	DAAM1	Type 0	0.300118	0.300118
FCER1A	CD1C	Type 0	0.656497	0.656497
CLEC10A	CD1C	Type 0	0.563912	0.563912
KLRB1	CD1C	Type 0	0.291773	0.291773
GPR124	CD1C	Type 0	0.463973	0.463973
CD1C	FCER1A	Type 0	0.343220	0.343220
HIF3A	SLCO1A2	Type 0	0.463158	0.463158
RPS6KA6	SLCO1A2	Type 0	0.309022	0.309022
SLCO1A2	HIF3A	Type 0	0.536842	0.536842
SLCO1A2	GPX2	Type 0	0.245855	0.245855
TPX2	ATG14	Type 0	0.299478	0.299478
PER3	ATG14	Type 0	0.201629	0.201629
ZDHHC17	ATG14	Type 0	0.204232	0.204232
RALGAPA1	ATG14	Type 0	0.294284	0.294284
CHD9	ATG14	Type 0	0.261060	0.261060
ZNF280D	ATG14	Type 0	0.999515	0.999515
SCGB2A2	SCGB1D2	Type 0	0.292067	0.292067
SCGB1D2	SCGB2A2	Type 0	0.707933	0.707933
LHFP	SPRY1	Type 0	0.954731	0.954731
SPRY1	IL1R1	Type 0	0.337440	0.337440
SPRY1	APOLD1	Type 0	0.579979	0.579979
SPRY1	C10orf10	Type 0	0.299111	0.299111
SPRY1	ARHGAP29	Type 0	0.308779	0.308779
MELK	C16orf45	Type 0	0.766697	0.766697
CENPA	C16orf45	Type 0	0.246902	0.246902
CCNB2	C16orf45	Type 0	0.228740	0.228740
UBE2C	C16orf45	Type 0	0.250898	0.250898
ACOX2	C16orf45	Type 0	0.499614	0.499614
C16orf45	IRS1	Type 0	0.263072	0.263072
C16orf45	ACOX2	Type 0	0.500386	0.500386
