Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
TFAP2B	SLC26A3	0.677400	0.677400	0.000000	0.576321	3	unknown
SOX10	TFAP2B	0.063400	0.063400	0.000000	0.990536	3	unknown
TFAP2B	MSX2	0.208200	0.208200	0.000000	0.530259	3	unknown
TFAP2B	MYCN	0.282900	0.282900	0.000000	0.987275	3	unknown
TFAP2B	MNX1	0.086500	0.086500	0.000000	0.995376	3	unknown
TFAP2B	TBX1	0.068100	0.068100	0.000000	0.750367	3	unknown
TFAP2B	NR5A2	0.141400	0.141400	0.000000	0.850778	3	unknown
TFAP2B	HOXB13	0.272100	0.272100	0.000000	0.938993	3	unknown
FOXD1	TFAP2B	0.105200	0.105200	0.000000	0.780418	3	unknown
TFAP2B	ZNF238	0.115600	0.115600	0.000000	0.720588	3	unknown
SPDEF	TFAP2B	0.117300	0.117300	0.000000	0.972720	3	unknown
ESRRG	TFAP2B	0.214500	0.214500	0.000000	0.526340	3	unknown
MEOX2	TFAP2B	0.054400	0.054400	0.000000	0.987132	3	unknown
SIX3	TFAP2B	0.050400	0.050400	0.000000	0.551587	3	unknown
EN1	TFAP2B	0.131100	0.131100	0.000000	0.992372	3	unknown
NR2F1	TFAP2B	0.255000	0.255000	0.000000	0.758039	3	unknown
TFAP2B	REST	0.253800	0.253800	0.000000	0.787234	3	unknown
FOXA1	TFAP2B	0.211100	0.211100	0.000000	0.993368	3	unknown
FOXM1	TFAP2B	0.531300	0.531300	0.000000	0.922831	3	unknown
TFAP2B	TBX19	0.060900	0.060900	0.000000	0.853859	3	unknown
TFAP2B	MAFK	0.090900	0.090900	0.000000	1.000000	3	unknown
AR	TFAP2B	0.084300	0.084300	0.000000	0.996441	3	unknown
WNT5A	TFAP2B	0.167500	0.167500	0.000000	0.726567	3	unknown
TFAP2B	TLX1	0.181900	0.181900	0.000000	0.673447	3	unknown
NR3C2	TFAP2B	0.055400	0.055400	0.000000	0.889892	3	unknown
TFAP2B	ELK1	0.089500	0.089500	0.000000	0.872626	3	unknown
SOX9	TFAP2B	0.070800	0.070800	0.000000	0.584746	3	unknown
MZF1	TFAP2B	0.312900	0.312900	0.000000	0.969319	3	unknown
TFAP2B	MYT1L	0.190100	0.190100	0.000000	0.794845	3	unknown
TFAP2B	HEY2	0.065200	0.065200	0.000000	0.703988	3	unknown
TFAP2B	EGR3	0.208800	0.208800	0.000000	0.720785	3	unknown
TCF4	TFAP2B	0.064300	0.064300	0.000000	0.926905	3	unknown
TFAP2B	CEBPD	0.303200	0.303200	0.000000	0.777045	3	unknown
TFAP2B	ZNF132	0.071000	0.071000	0.000000	0.909859	3	unknown
ZNF83	TFAP2B	0.065100	0.065100	0.000000	0.909370	3	unknown
TFAP2B	HHEX	0.178600	0.178600	0.000000	0.979843	3	unknown
XBP1	TFAP2B	0.161100	0.161100	0.000000	0.981378	3	unknown
IRX5	TFAP2B	0.222900	0.222900	0.000000	0.977568	3	unknown
TFAP2B	TFCP2L1	0.244100	0.244100	0.000000	0.601803	3	unknown
TFAP2B	IRF6	0.067000	0.067000	0.000000	0.816418	3	unknown
ESR1	ZIC1	0.248500	0.248500	0.000000	0.987123	3	unknown
GATA3	ZIC1	0.065700	0.065700	0.000000	0.987823	3	unknown
TRIM29	ZIC1	0.145200	0.145200	0.000000	0.992424	3	unknown
SPDEF	ZIC1	0.052600	0.052600	0.000000	0.996198	3	unknown
ZIC1	PTH	0.108300	0.108300	0.000000	0.940905	3	unknown
EN1	ZIC1	0.101500	0.101500	0.000000	0.999015	3	unknown
FOXA1	ZIC1	0.093600	0.093600	0.000000	0.994658	3	unknown
ZIC1	MYF5	0.194400	0.194400	0.000000	0.979938	3	unknown
ZIC1	FOXJ1	0.057500	0.057500	0.000000	0.937391	3	unknown
ZIC1	ZNF154	0.053300	0.053300	0.000000	0.934334	3	unknown
ZIC1	MAFK	0.117700	0.117700	0.000000	0.656754	3	unknown
AR	ZIC1	0.108700	0.108700	0.000000	0.988040	3	unknown
ZIC1	SMAD3	0.055900	0.055900	0.000000	0.745975	3	unknown
CDKN2A	ZIC1	0.134000	0.134000	0.000000	0.985075	3	unknown
TCEAL1	ZIC1	0.174400	0.174400	0.000000	0.998853	3	unknown
RB1	ZIC1	0.057800	0.057800	0.000000	0.804498	3	unknown
FOXC1	ZIC1	0.052900	0.052900	0.000000	0.964083	3	unknown
SALL2	ZIC1	0.068200	0.068200	0.000000	0.986804	3	unknown
RUNX3	ZIC1	0.062200	0.062200	0.000000	0.995177	3	unknown
SATB1	ZIC1	0.121700	0.121700	0.000000	0.695152	3	unknown
XBP1	ZIC1	0.346900	0.346900	0.000000	0.992217	3	unknown
ZFHX3	ZIC1	0.051200	0.051200	0.000000	0.929688	3	unknown
TCF7L1	ZIC1	0.176500	0.176500	0.000000	0.942210	3	unknown
PGR	DLX2	0.346000	0.346000	0.000000	0.897110	3	unknown
SOX11	PGR	0.172800	0.172800	0.000000	0.555556	3	unknown
ESR1	PGR	0.720600	0.720600	0.000000	0.963780	3	unknown
PGR	MYCN	0.176000	0.176000	0.000000	0.892045	3	unknown
GATA3	PGR	0.085200	0.085200	0.000000	0.984742	3	unknown
PGR	SIX1	0.084200	0.084200	0.000000	0.935867	3	unknown
PGR	ZNF238	0.102400	0.102400	0.000000	0.948242	3	unknown
PGR	SIM1	0.052700	0.052700	0.000000	0.988615	3	unknown
TBX3	PGR	0.086400	0.086400	0.000000	0.912037	3	unknown
PGR	FOXJ1	0.099900	0.099900	0.000000	0.873874	3	unknown
AR	PGR	0.099400	0.099400	0.000000	0.925553	3	unknown
PGR	NKX3-1	0.379600	0.379600	0.000000	0.883298	3	unknown
TCEAL1	PGR	0.550700	0.550700	0.000000	0.996550	3	unknown
PGR	LEF1	0.075500	0.075500	0.000000	0.937748	3	unknown
PGR	ZHX3	0.052400	0.052400	0.000000	0.984733	3	unknown
PGR	SREBF1	0.138500	0.138500	0.000000	0.747292	3	unknown
PGR	EGR3	0.314200	0.314200	0.000000	0.880649	3	unknown
SP140	PGR	0.151900	0.151900	0.000000	0.973667	3	unknown
BHLHE40	PGR	0.056800	0.056800	0.000000	0.843310	3	unknown
SALL2	PGR	0.221500	0.221500	0.000000	0.955756	3	unknown
TRPS1	PGR	0.115400	0.115400	0.000000	0.804159	3	unknown
PGR	DLX4	0.120200	0.120200	0.000000	0.965890	3	unknown
PGR	ATF6B	0.063600	0.063600	0.000000	0.992138	3	unknown
PGR	AHR	0.058500	0.058500	0.000000	0.952137	3	unknown
MEIS3P1	PGR	0.878500	0.878500	0.000000	0.576665	3	unknown
XBP1	PGR	0.131000	0.131000	0.000000	0.974046	3	unknown
PGR	E2F4	0.133700	0.133700	0.000000	0.536275	3	unknown
WT1	ZNF238	0.167000	0.167000	0.000000	0.755689	3	unknown
ZNF135	WT1	0.323200	0.323200	0.000000	0.800124	3	unknown
HLF	WT1	0.112400	0.112400	0.000000	0.935053	3	unknown
WT1	KLF12	0.065600	0.065600	0.000000	1.000000	3	unknown
ELF4	WT1	0.266300	0.266300	0.000000	0.576793	3	unknown
ZNF157	WT1	0.083900	0.083900	0.000000	0.911800	3	unknown
ETV4	WT1	0.090200	0.090200	0.000000	0.688470	3	unknown
WT1	SMAD6	0.095200	0.095200	0.000000	0.787815	3	unknown
WT1	HOXA1	0.052800	0.052800	0.000000	0.994318	3	unknown
TCF21	WT1	0.058200	0.058200	0.000000	0.958763	3	unknown
WT1	NKX3-2	0.092900	0.092900	0.000000	0.879440	3	unknown
WT1	PKNOX1	0.064300	0.064300	0.000000	0.567652	3	unknown
HMGA1	WT1	0.060100	0.060100	0.000000	0.853577	3	unknown
POU3F3	WT1	0.151900	0.151900	0.000000	1.000000	3	unknown
MMP14	WT1	0.086300	0.086300	0.000000	0.734647	3	unknown
GCM1	WT1	0.084900	0.084900	0.000000	0.945819	3	unknown
HOXA10	WT1	0.225900	0.225900	0.000000	0.952191	3	unknown
PPARD	WT1	0.076400	0.076400	0.000000	0.539267	3	unknown
WT1	RARB	0.155600	0.155600	0.000000	0.735861	3	unknown
NR3C2	WT1	0.155900	0.155900	0.000000	0.894804	3	unknown
ZIC3	WT1	0.109800	0.109800	0.000000	0.795993	3	unknown
STAT6	WT1	0.308300	0.308300	0.000000	0.894583	3	unknown
WT1	TFEB	0.102900	0.102900	0.000000	0.774538	3	unknown
ZNF446	WT1	0.074200	0.074200	0.000000	0.981132	3	unknown
NFIL3	WT1	0.120000	0.120000	0.000000	0.954167	3	unknown
BATF3	WT1	0.057200	0.057200	0.000000	0.902098	3	unknown
HEY1	WT1	0.084800	0.084800	0.000000	0.850236	3	unknown
WT1	HOXD9	0.110500	0.110500	0.000000	0.971041	3	unknown
IRF7	WT1	0.064300	0.064300	0.000000	0.982893	3	unknown
C2orf3	WT1	0.109100	0.109100	0.000000	0.875344	3	unknown
ZNF117	WT1	0.085100	0.085100	0.000000	0.963572	3	unknown
HOXB5	WT1	0.189200	0.189200	0.000000	0.895349	3	unknown
WT1	ZNF215	0.059500	0.059500	0.000000	0.791597	3	unknown
TRIM22	WT1	0.124900	0.124900	0.000000	0.979984	3	unknown
SLC26A3	DLX2	0.592100	0.592100	0.000000	0.658673	3	unknown
SOX10	SLC26A3	0.085400	0.085400	0.000000	0.955504	3	unknown
MSX2	SLC26A3	0.074200	0.074200	0.000000	0.787062	3	unknown
ESR1	SLC26A3	0.326800	0.326800	0.000000	0.996022	3	unknown
SLC26A3	NR5A2	0.070400	0.070400	0.000000	0.640625	3	unknown
SLC26A3	CUX2	0.534700	0.534700	0.000000	0.785300	3	unknown
MYBL2	SLC26A3	0.082000	0.082000	0.000000	0.992683	3	unknown
MEOX2	SLC26A3	0.055100	0.055100	0.000000	0.994555	3	unknown
SLC26A3	SNAPC5	0.101900	0.101900	0.000000	0.997056	3	unknown
EN1	SLC26A3	0.073900	0.073900	0.000000	0.952639	3	unknown
NR2F1	SLC26A3	0.166300	0.166300	0.000000	0.926037	3	unknown
SLC26A3	ELK4	0.112200	0.112200	0.000000	0.770053	3	unknown
FOXA1	SLC26A3	0.081200	0.081200	0.000000	1.000000	3	unknown
E2F8	SLC26A3	0.225800	0.225800	0.000000	0.988043	3	unknown
FOXM1	SLC26A3	0.281800	0.281800	0.000000	0.975515	3	unknown
AR	SLC26A3	0.226500	0.226500	0.000000	0.984989	3	unknown
NKX3-1	SLC26A3	0.141800	0.141800	0.000000	0.942877	3	unknown
SLC26A3	CREB5	0.051900	0.051900	0.000000	0.535645	3	unknown
SLC26A3	FOXB1	0.087600	0.087600	0.000000	0.977169	3	unknown
NR3C2	SLC26A3	0.132200	0.132200	0.000000	0.954614	3	unknown
SLC26A3	NKX2-1	0.100500	0.100500	0.000000	0.658706	3	unknown
RUNX1T1	SLC26A3	0.062900	0.062900	0.000000	0.540541	3	unknown
SLC26A3	NANOG	0.070900	0.070900	0.000000	0.699577	3	unknown
TFEC	SLC26A3	0.064200	0.064200	0.000000	0.883178	3	unknown
PTTG1	SLC26A3	0.120100	0.120100	0.000000	0.978351	3	unknown
MEIS3P1	SLC26A3	0.090300	0.090300	0.000000	0.991141	3	unknown
XBP1	SLC26A3	0.114800	0.114800	0.000000	0.993902	3	unknown
BATF	SLC26A3	0.221900	0.221900	0.000000	0.607481	3	unknown
FOSB	NR4A2	0.664200	0.664200	0.000000	0.733665	3	unknown
FOSB	EGR4	0.152100	0.152100	0.000000	0.963182	3	unknown
FOS	FOSB	0.998800	0.998800	0.000000	0.575090	3	unknown
FOSB	NR4A1	0.990400	0.990400	0.000000	0.863086	3	unknown
FOSB	NR4A3	0.462300	0.462300	0.000000	0.902228	3	unknown
FOSB	ST18	0.098600	0.098600	0.000000	0.937120	3	unknown
FOSB	ZNF41	0.053500	0.053500	0.000000	0.998131	3	unknown
FOSB	ATF3	0.904400	0.904400	0.000000	0.739828	3	unknown
FOSB	KLF4	0.119000	0.119000	0.000000	0.817647	3	unknown
FOSB	PDX1	0.071000	0.071000	0.000000	0.980282	3	unknown
FOSB	EGR2	0.240100	0.240100	0.000000	0.562266	3	unknown
FOSB	EGR3	0.311700	0.311700	0.000000	0.953481	3	unknown
FOSB	HOXA3	0.050000	0.050000	0.000000	0.996000	3	unknown
FOSB	JUN	0.168200	0.168200	0.000000	0.799049	3	unknown
EGR1	FOSB	0.786800	0.786800	0.000000	0.719751	3	unknown
FOSB	BTG2	0.321900	0.321900	0.000000	0.620068	3	unknown
