Parent	Child	relationType	edgeScore	Freq
TRAC	GPSM3	Type 0	0.258299	0.258299
IFFO1	GPSM3	Type 0	0.299569	0.299569
WIPF1	GPSM3	Type 0	0.250402	0.250402
LCK	GPSM3	Type 0	0.472678	0.472678
CLASP1	SRSF8	Type 0	0.411995	0.411995
PCYT1A	SRSF8	Type 0	0.329549	0.329549
SRSF8	ELK1	Type 0	0.296907	0.296907
SRSF8	PCYT1A	Type 0	0.490207	0.490207
SRSF8	KHDRBS3	Type 0	0.262545	0.262545
UBAP2L	ATG13	Type 0	0.306511	0.306511
ATG13	PDXK	Type 0	0.239939	0.239939
RFXANK	SOX18	Type 0	0.229656	0.229656
POLD3	SOX18	Type 0	0.593584	0.593584
COX6A2	SOX18	Type 0	0.501018	0.501018
SOX18	COX6A2	Type 0	0.498982	0.498982
RECQL	FADS2	Type 0	0.208225	0.208225
RECQL	ETNK1	Type 0	0.294661	0.294661
RECQL	SOAT1	Type 0	0.512746	0.512746
GOLGA8B///GOLGA8A	SEC31A	Type 0	0.363174	0.363174
SEC31A	PAQR6	Type 0	0.299315	0.299315
SEC31A	GOLGA8B///GOLGA8A	Type 0	0.212666	0.212666
SEC31A	SFRS15	Type 0	0.218450	0.218450
EIF3CL///EIF3C	SMARCD2	Type 0	0.300416	0.300416
SMARCD2	POLG2	Type 0	0.297370	0.297370
CTBP1	GAS2L1	Type 0	0.371969	0.371969
DGCR8	GAS2L1	Type 0	0.414689	0.414689
CDC42EP1	GAS2L1	Type 0	0.295383	0.295383
GAS2L1	CTBP1	Type 0	0.371969	0.371969
PRRC1	ARHGAP26	Type 0	0.241980	0.241980
SASH1	ARHGAP26	Type 0	0.364072	0.364072
NOVA1	ARHGAP26	Type 0	0.303550	0.303550
FRMD4A	ARHGAP26	Type 0	0.285470	0.285470
C14orf1	MARK3	Type 0	0.282051	0.282051
EMP2	C1orf115	Type 0	0.476717	0.476717
EMP2	FXYD3	Type 0	0.285580	0.285580
EMP2	KIAA0182	Type 0	0.378814	0.378814
EMP2	ECH1	Type 0	1.000000	1.000000
EMP2	BAZ2A	Type 0	0.499269	0.499269
EMP2	EFHD1	Type 0	0.207156	0.207156
EMP2	CRAT	Type 0	0.240828	0.240828
EMP2	USP9X	Type 0	0.390169	0.390169
EMP2	LMAN2	Type 0	1.000000	1.000000
EMP2	EIF2B3	Type 0	0.254096	0.254096
EMP2	TSPAN15	Type 0	0.328436	0.328436
EMP2	ZNF547///TRAPPC2P1///TRAPPC2	Type 0	0.341300	0.341300
EMP2	BLVRA	Type 0	0.249311	0.249311
EMP2	SREBF1	Type 0	0.740975	0.740975
EMP2	BCAP29	Type 0	0.229184	0.229184
EMP2	DCTN2	Type 0	0.815864	0.815864
SERPINB5	SOX10	Type 0	0.215730	0.215730
SOX10	PLEKHB1	Type 0	0.932581	0.932581
SOX10	SERPINB5	Type 0	0.451513	0.451513
SOX10	ZIC1	Type 0	0.305159	0.305159
SOX10	ZNF467	Type 0	0.219493	0.219493
SOX10	TUBB2B	Type 0	0.201240	0.201240
SOX10	RPE	Type 0	0.231010	0.231010
TRPM2	CCDC71	Type 0	0.233836	0.233836
TNFAIP6	CCDC71	Type 0	0.298701	0.298701
C10orf76	CCDC71	Type 0	0.246067	0.246067
ORM1	CCDC71	Type 0	0.481656	0.481656
CYP3A4	CCDC71	Type 0	0.215213	0.215213
BAMBI	POLA2	Type 0	0.244917	0.244917
EPHA4	POLA2	Type 0	0.615552	0.615552
IL17RA	POLA2	Type 0	0.435842	0.435842
POLA2	EYA2	Type 0	0.213746	0.213746
POLA2	EPHA4	Type 0	0.383797	0.383797
MT1F	BANP	Type 0	0.285520	0.285520
NAA10	FBXO41	Type 0	0.297265	0.297265
PEX7	CDS1	Type 0	0.212220	0.212220
COASY	CDS1	Type 0	0.644140	0.644140
CDS1	WDYHV1	Type 0	0.207943	0.207943
CDS1	LETM1	Type 0	0.302326	0.302326
CDS1	BAT2	Type 0	0.472585	0.472585
CDS1	PEX7	Type 0	0.787780	0.787780
CDS1	ZDHHC3	Type 0	0.373107	0.373107
CXorf40A	AGGF1	Type 0	0.243730	0.243730
PMS2L3	AGGF1	Type 0	0.241724	0.241724
DNAJC16	AGGF1	Type 0	0.317336	0.317336
AGGF1	CEP350	Type 0	0.350616	0.350616
AGGF1	NR1H2	Type 0	0.907196	0.907196
AGGF1	RABL2A///RABL2B	Type 0	0.559411	0.559411
AGGF1	RNF170	Type 0	0.298020	0.298020
TMEM50A	GTF2H1	Type 0	0.998726	0.998726
GTF2H1	ACSL5	Type 0	0.522505	0.522505
GTF2H1	SOS2	Type 0	0.334385	0.334385
GTF2H1	SLC1A1	Type 0	0.263374	0.263374
GTF2H1	SGPP1	Type 0	0.295643	0.295643
SNAPC1	CSTF1	Type 0	0.303875	0.303875
CSTF1	CALB2	Type 0	0.403336	0.403336
CSTF1	AGFG1	Type 0	0.208432	0.208432
CSTF1	DNAJB9	Type 0	0.364427	0.364427
CSTF1	CACNA1A	Type 0	0.284964	0.284964
CSTF1	ATP5G2	Type 0	0.380235	0.380235
CSTF1	CENPQ	Type 0	0.264082	0.264082
CSTF1	SNAPC1	Type 0	0.696125	0.696125
ITPKB	MPDU1	Type 0	0.210561	0.210561
TOP3A	MPDU1	Type 0	0.510443	0.510443
FCGR2C	MPDU1	Type 0	0.226971	0.226971
NDUFAF1	MPDU1	Type 0	0.410040	0.410040
POMZP3	MPDU1	Type 0	0.293164	0.293164
SCHIP1	MPDU1	Type 0	0.294754	0.294754
CHST4	MPDU1	Type 0	0.742979	0.742979
MPDU1	ITPKB	Type 0	0.222295	0.222295
MPDU1	TOP3A	Type 0	0.489557	0.489557
MPDU1	TMEM151B	Type 0	0.290559	0.290559
MPDU1	FCGR2C	Type 0	0.466470	0.466470
S100A7	LTF	Type 0	0.856423	0.856423
SEC61A1	PDAP1	Type 0	0.242231	0.242231
GLRX5	PDAP1	Type 0	0.994735	0.994735
PDAP1	ENC1	Type 0	0.848531	0.848531
PDAP1	NR1D2	Type 0	0.225897	0.225897
PDAP1	LAMP1	Type 0	0.315813	0.315813
PDAP1	GNAI3	Type 0	0.591941	0.591941
PDAP1	NCAPD2	Type 0	0.979560	0.979560
ESR1	C6orf97	Type 0	0.517575	0.517575
PIGT	C6orf97	Type 0	0.366646	0.366646
FAAH	C6orf97	Type 0	0.338824	0.338824
C6orf97	PIGT	Type 0	0.301433	0.301433
C6orf97	FGFR3	Type 0	0.669543	0.669543
C6orf97	ADCY1	Type 0	0.323148	0.323148
C6orf97	CLSTN2	Type 0	0.361620	0.361620
C6orf97	CACNA2D2	Type 0	0.972485	0.972485
C6orf97	APBB2	Type 0	0.998262	0.998262
C6orf97	TMEM160	Type 0	0.387720	0.387720
C6orf97	FAAH	Type 0	0.659294	0.659294
APPBP2	TEX10	Type 0	0.225426	0.225426
TEX10	BANP	Type 0	0.465455	0.465455
TEX10	B4GALT1	Type 0	0.281250	0.281250
HEATR1	PSME4	Type 0	0.264621	0.264621
INTS8	PSME4	Type 0	0.682805	0.682805
PSME4	MAPK6	Type 0	0.370703	0.370703
PSME4	MTCH2	Type 0	0.359985	0.359985
PSME4	HN1	Type 0	0.213085	0.213085
PSME4	PPP1R14B	Type 0	0.997177	0.997177
PSME4	METTL13	Type 0	0.270233	0.270233
PSME4	BOLA1	Type 0	0.221080	0.221080
