Parent	Child	relationType	edgeScore	Freq
CHD1	KIAA1012	Type 0	0.221572	0.221572
USP38	KIAA1012	Type 0	0.955439	0.955439
KIAA1012	UCP2	Type 0	0.302388	0.302388
PPP1R2	RCN2	Type 0	0.995613	0.995613
RCN2	NAPRT1	Type 0	0.286164	0.286164
ZNF526	RPRD2	Type 0	0.281909	0.281909
ZBTB20	RPRD2	Type 0	0.991933	0.991933
TMUB1	RPRD2	Type 0	0.201493	0.201493
RPRD2	PHF1	Type 0	1.000000	1.000000
UHMK1	PUM2	Type 0	0.339254	0.339254
UBL3	PUM2	Type 0	0.977408	0.977408
PUM2	ACTA2	Type 0	0.313125	0.313125
TNFRSF10B	CXCL1	Type 0	0.994410	0.994410
AARS	CXCL1	Type 0	0.303000	0.303000
TOMM20	ZNF408	Type 0	0.430173	0.430173
NAT15	ZNF408	Type 0	0.883614	0.883614
ZNF408	TRIP6	Type 0	0.300625	0.300625
PRKRIR	ZNF277	Type 0	0.988995	0.988995
NARF	ICAM1	Type 0	0.299047	0.299047
PSENEN	ICAM1	Type 0	0.999788	0.999788
DOCK4	ICAM1	Type 0	0.265514	0.265514
B3GNT8	ICAM1	Type 0	0.289897	0.289897
FGFBP2	APOBEC3G	Type 0	0.326638	0.326638
KLRD1	APOBEC3G	Type 0	0.974316	0.974316
SAMD3	APOBEC3G	Type 0	0.256240	0.256240
CX3CR1	APOBEC3G	Type 0	0.217262	0.217262
SLAMF6	APOBEC3G	Type 0	0.248288	0.248288
APOBEC3G	HLA-F	Type 0	0.997586	0.997586
S100A12	NANS	Type 0	0.294566	0.294566
ETS1	NANS	Type 0	0.301186	0.301186
PXN	NANS	Type 0	0.996226	0.996226
TPI1P2	NANS	Type 0	0.267640	0.267640
NIN	SNX13	Type 0	0.990804	0.990804
SP3	SNX13	Type 0	0.212587	0.212587
RB1CC1	SNX13	Type 0	0.226007	0.226007
GP1BA	CYB5R3	Type 0	0.428018	0.428018
AP2M1	CYB5R3	Type 0	0.976198	0.976198
CYB5R3	ATG9A	Type 0	0.206480	0.206480
CYB5R3	FAH	Type 0	0.298692	0.298692
RPL6	TCEAL4	Type 0	1.000000	1.000000
DIS3L	TCEAL4	Type 0	0.301310	0.301310
POLR1C	TCEAL4	Type 0	0.300274	0.300274
VPS4B	KCTD18	Type 0	0.990614	0.990614
CLINT1	KCTD18	Type 0	0.260632	0.260632
HBE1	TUBB2A	Type 0	0.297858	0.297858
MGEA5	SNX19	Type 0	0.998707	0.998707
PURB	SNX19	Type 0	0.298574	0.298574
TMEM131	YEATS2	Type 0	0.972983	0.972983
C13orf23	YEATS2	Type 0	0.302411	0.302411
TAF4	YEATS2	Type 0	0.205098	0.205098
YEATS2	UBL5	Type 0	0.238170	0.238170
YEATS2	CMTM3	Type 0	0.294788	0.294788
IARS2	ZBED4	Type 0	0.997453	0.997453
C13orf23	ZBED4	Type 0	0.211872	0.211872
ZBED4	ZCCHC14	Type 0	0.225561	0.225561
PRNP	WRNIP1	Type 0	0.205042	0.205042
SRSF2	WRNIP1	Type 0	0.999084	0.999084
NAGPA	GNPDA1	Type 0	0.241650	0.241650
