Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	E2F1	0.096200	0.096200	0.000000	0.764033	3	unknown	nan/nan/nan
ABCF1	EFNB1	0.050000	0.050000	0.000000	0.558000	3	unknown	nan/nan/nan
ELF5	ABCF1	0.077300	0.077300	0.000000	0.914618	3	unknown	nan/nan/nan
GLRX	ABCF1	0.062900	0.062900	0.000000	0.747218	3	unknown	nan/nan/nan
ABCF1	GNG10	0.158900	0.158900	0.000000	0.707992	3	unknown	nan/nan/nan
ITCH	ABCF1	0.055300	0.055300	0.000000	0.907776	3	unknown	nan/nan/nan
KHDRBS3	ABCF1	0.143700	0.143700	0.000000	0.589422	3	unknown	nan/nan/nan
ABCF1	KPNA1	0.128100	0.128100	0.000000	0.570648	3	unknown	nan/nan/nan
ABCF1	NGFR	0.102500	0.102500	0.000000	0.603902	3	unknown	nan/nan/nan
PLK1	ABCF1	0.247000	0.247000	0.000000	0.655061	3	unknown	nan/nan/nan
ABCF1	PPP1R11	0.083700	0.083700	0.000000	0.892473	3	unknown	nan/nan/nan
PTAFR	ABCF1	0.080500	0.080500	0.000000	0.782609	3	unknown	nan/nan/nan
ABCF1	ROCK1	0.554200	0.554200	0.000000	0.501444	3	unknown	nan/nan/nan
TMEM158	ABCF1	0.053400	0.053400	0.000000	0.741573	3	unknown	nan/nan/nan
ABCF1	TRAF2	0.086900	0.086900	0.000000	0.970081	3	unknown	nan/nan/nan
TUBA1C	ABCF1	0.072500	0.072500	0.000000	0.704828	3	unknown	nan/nan/nan
VIM	ABCF1	0.081400	0.081400	0.000000	0.680590	3	unknown	nan/nan/nan
ALPPL2	ABLIM1	0.060200	0.060200	0.000000	0.931894	3	unknown	nan/nan/nan
ARAF	ABLIM1	0.064100	0.064100	0.000000	0.644306	3	unknown	nan/nan/nan
ABLIM1	ATIC	0.085500	0.085500	0.000000	0.643275	3	unknown	nan/nan/nan
CHST3	ABLIM1	0.075500	0.075500	0.000000	0.854305	3	unknown	nan/nan/nan
CLDN5	ABLIM1	0.068300	0.068300	0.000000	0.688141	3	unknown	nan/nan/nan
ENO1	ABLIM1	0.050200	0.050200	0.000000	0.922311	3	unknown	nan/nan/nan
EZR	ABLIM1	0.170700	0.170700	0.000000	0.968366	3	unknown	nan/nan/nan
GNB1L	ABLIM1	0.058700	0.058700	0.000000	0.698467	3	unknown	nan/nan/nan
ABLIM1	INF2	0.059600	0.059600	0.000000	0.726510	3	unknown	nan/nan/nan
ITGA7	ABLIM1	0.100400	0.100400	0.000000	0.772908	3	unknown	nan/nan/nan
KYNU	ABLIM1	0.072100	0.072100	0.000000	0.805825	3	unknown	nan/nan/nan
NCOA3	ABLIM1	0.067600	0.067600	0.000000	0.992604	3	unknown	nan/nan/nan
ORM1	ABLIM1	0.053300	0.053300	0.000000	0.682927	3	unknown	nan/nan/nan
PIK3CB	ABLIM1	0.162000	0.162000	0.000000	0.740123	3	unknown	nan/nan/nan
RAB22A	ABLIM1	0.056200	0.056200	0.000000	0.871886	3	unknown	nan/nan/nan
SALL2	ABLIM1	0.096100	0.096100	0.000000	0.855359	3	unknown	nan/nan/nan
SOCS3	ABLIM1	0.392300	0.392300	0.000000	0.592404	3	unknown	nan/nan/nan
SYNPO	ABLIM1	0.091500	0.091500	0.000000	0.991257	3	unknown	nan/nan/nan
ACAT2	ADAM17	0.069900	0.069900	0.000000	0.753934	3	unknown	nan/nan/nan
ACAT2	ATP2C2	0.079800	0.079800	0.000000	0.835840	3	unknown	nan/nan/nan
CCNB2	ACAT2	0.283300	0.283300	0.000000	0.650900	3	unknown	nan/nan/nan
ACAT2	CXADR	0.058500	0.058500	0.000000	0.500855	3	unknown	nan/nan/nan
DNM1L	ACAT2	0.096200	0.096200	0.000000	0.812890	3	unknown	nan/nan/nan
E2F5	ACAT2	0.064100	0.064100	0.000000	0.731669	3	unknown	nan/nan/nan
ACAT2	EGF	0.051900	0.051900	0.000000	0.974952	3	unknown	nan/nan/nan
ACAT2	ERBB2	0.078600	0.078600	0.000000	0.729008	3	unknown	nan/nan/nan
ACAT2	FGF1	0.069900	0.069900	0.000000	0.802575	3	unknown	nan/nan/nan
GLRX	ACAT2	0.198400	0.198400	0.000000	0.529738	3	unknown	nan/nan/nan
ACAT2	GNAI1	0.066700	0.066700	0.000000	0.899550	3	unknown	nan/nan/nan
GNB1	ACAT2	0.059200	0.059200	0.000000	0.577703	3	unknown	nan/nan/nan
ACAT2	GNG10	0.093600	0.093600	0.000000	0.517094	3	unknown	nan/nan/nan
ACAT2	HIPK1	0.062900	0.062900	0.000000	0.875994	3	unknown	nan/nan/nan
ACAT2	IQSEC2	0.064900	0.064900	0.000000	0.721109	3	unknown	nan/nan/nan
ACAT2	ITPR1	0.070000	0.070000	0.000000	0.655714	3	unknown	nan/nan/nan
ACAT2	ITPR2	0.075700	0.075700	0.000000	0.677675	3	unknown	nan/nan/nan
LRP6	ACAT2	0.120700	0.120700	0.000000	0.905551	3	unknown	nan/nan/nan
LRP8	ACAT2	0.105800	0.105800	0.000000	0.961248	3	unknown	nan/nan/nan
ACAT2	MLX	0.079300	0.079300	0.000000	0.538462	3	unknown	nan/nan/nan
NXT1	ACAT2	0.067400	0.067400	0.000000	0.750742	3	unknown	nan/nan/nan
PHGDH	ACAT2	0.140500	0.140500	0.000000	0.988612	3	unknown	nan/nan/nan
PLA2G4C	ACAT2	0.209200	0.209200	0.000000	0.505736	3	unknown	nan/nan/nan
PRKCSH	ACAT2	0.063300	0.063300	0.000000	0.603476	3	unknown	nan/nan/nan
PSAT1	ACAT2	0.065100	0.065100	0.000000	0.980031	3	unknown	nan/nan/nan
ACAT2	PTMS	0.154800	0.154800	0.000000	0.943152	3	unknown	nan/nan/nan
PTPRE	ACAT2	0.128700	0.128700	0.000000	0.903652	3	unknown	nan/nan/nan
ACAT2	RBP1	0.106900	0.106900	0.000000	0.588400	3	unknown	nan/nan/nan
ACAT2	SH3GL1	0.074900	0.074900	0.000000	0.620828	3	unknown	nan/nan/nan
SQLE	ACAT2	0.171800	0.171800	0.000000	0.604773	3	unknown	nan/nan/nan
SULT1A1	ACAT2	0.062800	0.062800	0.000000	0.509554	3	unknown	nan/nan/nan
TINF2	ACAT2	0.113100	0.113100	0.000000	0.875332	3	unknown	nan/nan/nan
ACAT2	TUBA1C	0.208500	0.208500	0.000000	0.985132	3	unknown	nan/nan/nan
ACAT2	VEGFA	0.082800	0.082800	0.000000	0.557971	3	unknown	nan/nan/nan
ACAT2	YWHAE	0.113700	0.113700	0.000000	0.757256	3	unknown	nan/nan/nan
ACTA2	ACTN1	0.131200	0.131200	0.000000	0.562500	3	unknown	nan/nan/nan
ACTA2	ADAM12	0.144700	0.144700	0.000000	0.568763	3	unknown	nan/nan/nan
ACTA2	ANXA2	0.056000	0.056000	0.000000	0.869643	3	unknown	nan/nan/nan
CDH11	ACTA2	0.112600	0.112600	0.000000	0.753108	3	unknown	nan/nan/nan
ACTA2	CHSY1	0.071900	0.071900	0.000000	0.610570	3	unknown	nan/nan/nan
ACTA2	CTGF	0.325800	0.325800	0.000000	0.565071	3	unknown	nan/nan/nan
ACTA2	CXCL14	0.053600	0.053600	0.000000	0.875000	3	unknown	nan/nan/nan
FNDC4	ACTA2	0.079500	0.079500	0.000000	0.677987	3	unknown	nan/nan/nan
ACTA2	IGFBP7	0.149500	0.149500	0.000000	0.533779	3	unknown	nan/nan/nan
MEF2A	ACTA2	0.054600	0.054600	0.000000	0.567766	3	unknown	nan/nan/nan
ACTA2	MMP10	0.057800	0.057800	0.000000	0.733564	3	unknown	nan/nan/nan
MMP14	ACTA2	0.156000	0.156000	0.000000	0.657051	3	unknown	nan/nan/nan
MMP2	ACTA2	0.083900	0.083900	0.000000	0.519666	3	unknown	nan/nan/nan
ACTA2	MMP3	0.173200	0.173200	0.000000	0.674942	3	unknown	nan/nan/nan
ACTA2	MTSS1	0.102400	0.102400	0.000000	0.776367	3	unknown	nan/nan/nan
ACTA2	MXRA8	0.065000	0.065000	0.000000	0.572308	3	unknown	nan/nan/nan
MYL9	ACTA2	0.886700	0.886700	0.000000	0.547423	3	unknown	nan/nan/nan
MYLK	ACTA2	0.685600	0.685600	0.000000	0.518961	3	unknown	nan/nan/nan
ACTA2	NNMT	0.232000	0.232000	0.000000	0.802155	3	unknown	nan/nan/nan
PLAT	ACTA2	0.065100	0.065100	0.000000	0.892473	3	unknown	nan/nan/nan
PLAU	ACTA2	0.091600	0.091600	0.000000	0.713974	3	unknown	nan/nan/nan
PPAP2A	ACTA2	0.080300	0.080300	0.000000	0.677460	3	unknown	nan/nan/nan
ACTA2	PRKCDBP	0.207900	0.207900	0.000000	0.616643	3	unknown	nan/nan/nan
PTRF	ACTA2	0.228500	0.228500	0.000000	0.512035	3	unknown	nan/nan/nan
ACTA2	RECK	0.080800	0.080800	0.000000	0.905941	3	unknown	nan/nan/nan
RHOQ	ACTA2	0.061100	0.061100	0.000000	0.738134	3	unknown	nan/nan/nan
ACTA2	RNF5	0.205300	0.205300	0.000000	0.646371	3	unknown	nan/nan/nan
SOCS5	ACTA2	0.142100	0.142100	0.000000	0.848698	3	unknown	nan/nan/nan
ACTA2	SULF1	0.065500	0.065500	0.000000	0.662595	3	unknown	nan/nan/nan
TGFB2	ACTA2	0.056500	0.056500	0.000000	0.518584	3	unknown	nan/nan/nan
ACTA2	THBS1	0.081900	0.081900	0.000000	0.521368	3	unknown	nan/nan/nan
ACTA2	TNC	0.685300	0.685300	0.000000	0.750474	3	unknown	nan/nan/nan
ACTA2	TPM2	0.130100	0.130100	0.000000	0.617986	3	unknown	nan/nan/nan
ACTB	ADAM10	0.075100	0.075100	0.000000	0.717710	3	unknown	nan/nan/nan
ATP10B	ACTB	0.059800	0.059800	0.000000	0.719064	3	unknown	nan/nan/nan
ACTB	B3GNT2	0.215500	0.215500	0.000000	0.668213	3	unknown	nan/nan/nan
CRKL	ACTB	0.102600	0.102600	0.000000	0.789474	3	unknown	nan/nan/nan
ACTB	DAZAP2	0.116400	0.116400	0.000000	0.523196	3	unknown	nan/nan/nan
ACTB	DVL1	0.056200	0.056200	0.000000	0.791815	3	unknown	nan/nan/nan
ACTB	EML4	0.141000	0.141000	0.000000	0.870922	3	unknown	nan/nan/nan
ACTB	ENO1	0.305100	0.305100	0.000000	0.510324	3	unknown	nan/nan/nan
ACTB	EP300	0.105000	0.105000	0.000000	0.893333	3	unknown	nan/nan/nan
ACTB	FAM48A	0.105800	0.105800	0.000000	0.928166	3	unknown	nan/nan/nan
ACTB	FLJ22184	0.095600	0.095600	0.000000	0.953975	3	unknown	nan/nan/nan
ACTB	GALK1	0.080600	0.080600	0.000000	0.947891	3	unknown	nan/nan/nan
ACTB	GAPDH	0.131100	0.131100	0.000000	0.561404	3	unknown	nan/nan/nan
ACTB	GNA13	0.295500	0.295500	0.000000	0.828765	3	unknown	nan/nan/nan
GNB1	ACTB	0.143800	0.143800	0.000000	0.643950	3	unknown	nan/nan/nan
ACTB	GNB2	0.202000	0.202000	0.000000	0.503960	3	unknown	nan/nan/nan
ACTB	GRB10	0.166400	0.166400	0.000000	0.938101	3	unknown	nan/nan/nan
ACTB	GRIN1	0.117200	0.117200	0.000000	0.915529	3	unknown	nan/nan/nan
ACTB	HDAC3	0.055900	0.055900	0.000000	0.538462	3	unknown	nan/nan/nan
ACTB	HLA-G	0.234900	0.234900	0.000000	0.789698	3	unknown	nan/nan/nan
HSPA8	ACTB	0.093500	0.093500	0.000000	0.628877	3	unknown	nan/nan/nan
ACTB	MAP3K1	0.053700	0.053700	0.000000	0.905028	3	unknown	nan/nan/nan
ACTB	MAP3K2	0.077700	0.077700	0.000000	0.864865	3	unknown	nan/nan/nan
MAT2A	ACTB	0.257800	0.257800	0.000000	0.633049	3	unknown	nan/nan/nan
MCL1	ACTB	0.676100	0.676100	0.000000	0.642361	3	unknown	nan/nan/nan
MLX	ACTB	0.053500	0.053500	0.000000	0.635514	3	unknown	nan/nan/nan
ACTB	NFAT5	0.052300	0.052300	0.000000	0.929254	3	unknown	nan/nan/nan
ACTB	NOTCH2	0.268900	0.268900	0.000000	0.785050	3	unknown	nan/nan/nan
ACTB	NRAS	0.172500	0.172500	0.000000	0.924058	3	unknown	nan/nan/nan
ACTB	PGK1	0.215500	0.215500	0.000000	0.565197	3	unknown	nan/nan/nan
ACTB	RAB5A	0.060900	0.060900	0.000000	0.715928	3	unknown	nan/nan/nan
ACTB	RHOA	0.061400	0.061400	0.000000	0.824104	3	unknown	nan/nan/nan
ACTB	SH3GLB1	0.443300	0.443300	0.000000	0.579968	3	unknown	nan/nan/nan
ACTB	SMAD1	0.063400	0.063400	0.000000	0.941640	3	unknown	nan/nan/nan
ACTB	SPINK1	0.122100	0.122100	0.000000	0.956593	3	unknown	nan/nan/nan
ACTB	TXNIP	0.093300	0.093300	0.000000	0.984995	3	unknown	nan/nan/nan
ACTB	UBE2D3	0.103000	0.103000	0.000000	0.808738	3	unknown	nan/nan/nan
UBQLN2	ACTB	0.182900	0.182900	0.000000	0.755604	3	unknown	nan/nan/nan
ACTB	UST	0.050900	0.050900	0.000000	0.909627	3	unknown	nan/nan/nan
ACTB	YWHAH	0.118000	0.118000	0.000000	0.970339	3	unknown	nan/nan/nan
YWHAZ	ACTB	0.320000	0.320000	0.000000	0.615938	3	unknown	nan/nan/nan
AKT1	ACTC1	0.099100	0.099100	0.000000	0.884965	3	unknown	nan/nan/nan
ACTC1	ALOX15B	0.091200	0.091200	0.000000	0.665570	3	unknown	nan/nan/nan
ALPPL2	ACTC1	0.085300	0.085300	0.000000	0.607268	3	unknown	nan/nan/nan
ACTC1	BAALC	0.087800	0.087800	0.000000	0.604784	3	unknown	nan/nan/nan
ACTC1	CBFA2T3	0.114200	0.114200	0.000000	0.987741	3	unknown	nan/nan/nan
CLDN5	ACTC1	0.058500	0.058500	0.000000	0.697436	3	unknown	nan/nan/nan
ACTC1	CYP27B1	0.053200	0.053200	0.000000	0.682331	3	unknown	nan/nan/nan
ACTC1	ELK3	0.082100	0.082100	0.000000	0.694275	3	unknown	nan/nan/nan
ACTC1	FADS2	0.101000	0.101000	0.000000	0.775248	3	unknown	nan/nan/nan
FUT4	ACTC1	0.177400	0.177400	0.000000	0.580609	3	unknown	nan/nan/nan
ACTC1	G0S2	0.111500	0.111500	0.000000	0.727354	3	unknown	nan/nan/nan
ACTC1	GPX3	0.171500	0.171500	0.000000	0.881633	3	unknown	nan/nan/nan
ACTC1	GRB2	0.142000	0.142000	0.000000	0.682394	3	unknown	nan/nan/nan
ACTC1	HBEGF	0.073600	0.073600	0.000000	0.604620	3	unknown	nan/nan/nan
ACTC1	HDAC3	0.065100	0.065100	0.000000	0.812596	3	unknown	nan/nan/nan
HS3ST2	ACTC1	0.096300	0.096300	0.000000	0.580478	3	unknown	nan/nan/nan
HSP90AA1	ACTC1	0.110800	0.110800	0.000000	0.713899	3	unknown	nan/nan/nan
ACTC1	ICAM1	0.164800	0.164800	0.000000	0.755461	3	unknown	nan/nan/nan
ACTC1	IDI1	0.058100	0.058100	0.000000	0.674699	3	unknown	nan/nan/nan
ACTC1	ITGA7	0.078600	0.078600	0.000000	0.590331	3	unknown	nan/nan/nan
ACTC1	JAK2	0.066400	0.066400	0.000000	0.757530	3	unknown	nan/nan/nan
MERTK	ACTC1	0.072100	0.072100	0.000000	0.521498	3	unknown	nan/nan/nan
ACTC1	MUC2	0.074100	0.074100	0.000000	0.905533	3	unknown	nan/nan/nan
ACTC1	NAV2	0.065700	0.065700	0.000000	0.946728	3	unknown	nan/nan/nan
ACTC1	NOTCH1	0.175800	0.175800	0.000000	0.638225	3	unknown	nan/nan/nan
ACTC1	PIK3R3	0.129500	0.129500	0.000000	0.542857	3	unknown	nan/nan/nan
PKIG	ACTC1	0.068600	0.068600	0.000000	0.532070	3	unknown	nan/nan/nan
ACTC1	PTK2	0.073400	0.073400	0.000000	0.881471	3	unknown	nan/nan/nan
RCOR1	ACTC1	0.093500	0.093500	0.000000	0.835294	3	unknown	nan/nan/nan
ACTC1	RHBDL1	0.106900	0.106900	0.000000	0.638915	3	unknown	nan/nan/nan
RNF111	ACTC1	0.084200	0.084200	0.000000	0.915677	3	unknown	nan/nan/nan
STAT3	ACTC1	0.053200	0.053200	0.000000	0.584586	3	unknown	nan/nan/nan
ACTC1	TGFA	0.241600	0.241600	0.000000	0.545116	3	unknown	nan/nan/nan
UBE2D1	ACTC1	0.074200	0.074200	0.000000	0.582210	3	unknown	nan/nan/nan
ACTG1	BCL2L1	0.089700	0.089700	0.000000	0.581940	3	unknown	nan/nan/nan
ACTG1	BMPR2	0.098600	0.098600	0.000000	0.781947	3	unknown	nan/nan/nan
ACTG1	CAT	0.082100	0.082100	0.000000	0.855055	3	unknown	nan/nan/nan
