Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
ANKRD30A	SLC26A3	0.106300	0.106300	0.000000	0.757291	3	unknown
ANKRD30A	TFAP2B	0.436600	0.436600	0.000000	0.829592	3	unknown
PGR	ANKRD30A	0.983200	0.983200	0.000000	0.838588	3	unknown
ANKRD30A	CITED1	0.081300	0.081300	0.000000	0.646986	3	unknown
ESR1	ANKRD30A	0.459600	0.459600	0.000000	0.894256	3	unknown
ANKRD30A	ONECUT2	0.092500	0.092500	0.000000	0.962162	3	unknown
FOXA1	ANKRD30A	0.926800	0.926800	0.000000	0.988671	3	unknown
ARNTL2	ANKRD30A	0.051500	0.051500	0.000000	0.951456	3	unknown
ANKRD30A	PAX7	0.081700	0.081700	0.000000	0.991432	3	unknown
GATA3	ANKRD30A	0.495900	0.495900	0.000000	0.990724	3	unknown
MYBL2	ANKRD30A	0.232400	0.232400	0.000000	0.780120	3	unknown
SOX6	ANKRD30A	0.281700	0.281700	0.000000	0.975151	3	unknown
ANKRD30A	HLF	0.062000	0.062000	0.000000	0.961290	3	unknown
EN1	ANKRD30A	0.297100	0.297100	0.000000	0.985527	3	unknown
ANKRD30A	MSX2	0.353500	0.353500	0.000000	0.607638	3	unknown
ANKRD30A	ZNF238	0.177300	0.177300	0.000000	0.931754	3	unknown
ANKRD30A	FOXD3	0.086900	0.086900	0.000000	0.892980	3	unknown
ANKRD30A	NPAS2	0.360700	0.360700	0.000000	0.855281	3	unknown
FOXC1	ANKRD30A	0.256800	0.256800	0.000000	0.989097	3	unknown
ANKRD30A	RUNX1	0.109600	0.109600	0.000000	0.988139	3	unknown
ANKRD30A	ESRRG	0.113900	0.113900	0.000000	0.877963	3	unknown
ANKRD30A	NFIB	0.050200	0.050200	0.000000	0.984064	3	unknown
ANKRD30A	TP73	0.078900	0.078900	0.000000	0.991128	3	unknown
ANKRD30A	BARX1	0.070600	0.070600	0.000000	0.933428	3	unknown
ANKRD30A	SOX15	0.064900	0.064900	0.000000	0.998459	3	unknown
ANKRD30A	LMX1A	0.215500	0.215500	0.000000	0.998144	3	unknown
ANKRD30A	NR5A2	0.059400	0.059400	0.000000	0.951178	3	unknown
ANKRD30A	DMRT1	0.073300	0.073300	0.000000	0.844475	3	unknown
FOXM1	ANKRD30A	0.590700	0.590700	0.000000	0.775690	3	unknown
ANKRD30A	ONECUT1	0.127400	0.127400	0.000000	0.945840	3	unknown
ANKRD30A	HOXA11	0.069300	0.069300	0.000000	0.961039	3	unknown
ANKRD30A	TAF13	0.126600	0.126600	0.000000	0.996051	3	unknown
ANKRD30A	MECOM	0.084400	0.084400	0.000000	0.983412	3	unknown
ANKRD30A	HOPX	0.075900	0.075900	0.000000	0.936759	3	unknown
ANKRD30A	NKX3-1	0.121300	0.121300	0.000000	0.907667	3	unknown
ANKRD30A	CREB3L3	0.075400	0.075400	0.000000	1.000000	3	unknown
ANKRD30A	FOXD1	0.077800	0.077800	0.000000	0.978149	3	unknown
ANKRD30A	ARNT2	0.067000	0.067000	0.000000	0.970149	3	unknown
ANKRD30A	ZNF207	0.051600	0.051600	0.000000	0.998062	3	unknown
ANKRD30A	FOXL1	0.211400	0.211400	0.000000	0.807474	3	unknown
ANKRD30A	EPAS1	0.056900	0.056900	0.000000	0.998243	3	unknown
ANKRD30A	NANOG	0.326400	0.326400	0.000000	0.759804	3	unknown
ANKRD30A	HOXB8	0.098200	0.098200	0.000000	0.993890	3	unknown
ANKRD30A	TLX1	0.070800	0.070800	0.000000	0.879944	3	unknown
SPDEF	ANKRD30A	0.100800	0.100800	0.000000	0.994048	3	unknown
ANKRD30A	WNT5A	0.063900	0.063900	0.000000	0.929577	3	unknown
AR	ANKRD30A	0.492700	0.492700	0.000000	0.910290	3	unknown
ANKRD30A	MEOX1	0.068300	0.068300	0.000000	0.995608	3	unknown
ANKRD30A	IRF5	0.196700	0.196700	0.000000	0.984240	3	unknown
ANKRD30A	LMO4	0.403200	0.403200	0.000000	0.986359	3	unknown
ANKRD30A	GLI3	0.067600	0.067600	0.000000	0.593195	3	unknown
ANKRD30A	SP3	0.156200	0.156200	0.000000	0.989757	3	unknown
ANKRD30A	HOXB2	0.127700	0.127700	0.000000	0.896633	3	unknown
ANKRD30A	ZNF117	0.075700	0.075700	0.000000	0.989432	3	unknown
ANKRD30A	E2F1	0.057600	0.057600	0.000000	0.618056	3	unknown
ANKRD30A	MLLT10	0.334500	0.334500	0.000000	0.954559	3	unknown
ELF5	ZIC1	0.419300	0.419300	0.000000	0.810637	3	unknown
PGR	ZIC1	0.063600	0.063600	0.000000	0.951258	3	unknown
ESR1	ZIC1	0.453200	0.453200	0.000000	0.787070	3	unknown
SOX8	ZIC1	0.162500	0.162500	0.000000	0.993846	3	unknown
SOX10	ZIC1	0.388200	0.388200	0.000000	0.986605	3	unknown
FOXA1	ZIC1	0.288300	0.288300	0.000000	0.970864	3	unknown
ZIC1	DLX6	0.262500	0.262500	0.000000	0.942476	3	unknown
ZIC1	SIM1	0.117000	0.117000	0.000000	0.837607	3	unknown
ZIC1	TBX22	0.060400	0.060400	0.000000	0.910596	3	unknown
GATA3	ZIC1	0.626300	0.626300	0.000000	0.924158	3	unknown
SOX6	ZIC1	0.166300	0.166300	0.000000	0.849669	3	unknown
ZIC1	MEIS3	0.066300	0.066300	0.000000	0.962293	3	unknown
ZIC1	SIM2	0.189000	0.189000	0.000000	0.911640	3	unknown
ZIC1	GATA4	0.063500	0.063500	0.000000	0.916535	3	unknown
EN1	ZIC1	0.671200	0.671200	0.000000	0.890346	3	unknown
FOXG1	ZIC1	0.084100	0.084100	0.000000	0.682521	3	unknown
ZIC1	ZNF215	0.129000	0.129000	0.000000	0.927132	3	unknown
FOXC1	ZIC1	0.422000	0.422000	0.000000	0.978199	3	unknown
ZIC1	PTH	0.104700	0.104700	0.000000	0.912130	3	unknown
ZIC1	SALL1	0.069400	0.069400	0.000000	0.992795	3	unknown
ZIC1	HOXA1	0.069400	0.069400	0.000000	0.809798	3	unknown
ZIC1	DMRT1	0.153300	0.153300	0.000000	0.778213	3	unknown
ZIC1	LMX1B	0.050100	0.050100	0.000000	0.994012	3	unknown
FOXM1	ZIC1	0.249300	0.249300	0.000000	0.613317	3	unknown
ZIC1	ZSCAN12	0.090900	0.090900	0.000000	0.982398	3	unknown
ZIC1	MTA2	0.098300	0.098300	0.000000	0.992879	3	unknown
ZIC1	TLX3	0.352600	0.352600	0.000000	0.891378	3	unknown
ZIC1	HIRA	0.079200	0.079200	0.000000	0.906566	3	unknown
ZIC1	ELK1	0.088200	0.088200	0.000000	0.992063	3	unknown
KLF5	ZIC1	0.065400	0.065400	0.000000	0.990826	3	unknown
ZIC1	NANOG	0.056200	0.056200	0.000000	0.665480	3	unknown
ZIC1	PPARA	0.087400	0.087400	0.000000	0.964531	3	unknown
CDKN2A	ZIC1	0.201500	0.201500	0.000000	0.561787	3	unknown
ZIC1	HMG20B	0.066300	0.066300	0.000000	0.954751	3	unknown
ZIC1	HAND2	0.054000	0.054000	0.000000	0.987037	3	unknown
ZIC1	EGR3	0.349000	0.349000	0.000000	0.777650	3	unknown
SPDEF	ZIC1	0.090300	0.090300	0.000000	0.988926	3	unknown
ZIC1	L3MBTL4	0.077300	0.077300	0.000000	0.738680	3	unknown
ZIC1	POU3F1	0.080600	0.080600	0.000000	0.879653	3	unknown
AR	ZIC1	0.364800	0.364800	0.000000	0.995340	3	unknown
ZIC1	ATF5	0.108100	0.108100	0.000000	0.992599	3	unknown
ZIC1	POU6F1	0.050100	0.050100	0.000000	0.870259	3	unknown
DLX2	SLC26A3	0.704700	0.704700	0.000000	0.604938	3	unknown
PGR	SLC26A3	0.292500	0.292500	0.000000	0.922735	3	unknown
CITED1	SLC26A3	0.058700	0.058700	0.000000	0.904600	3	unknown
SLC26A3	PITX1	0.620500	0.620500	0.000000	0.546978	3	unknown
ESR1	SLC26A3	0.080800	0.080800	0.000000	0.995050	3	unknown
SOX11	SLC26A3	0.209700	0.209700	0.000000	0.904626	3	unknown
SLC26A3	TBX1	0.130000	0.130000	0.000000	0.927692	3	unknown
GATA3	SLC26A3	0.395600	0.395600	0.000000	0.961072	3	unknown
MYBL2	SLC26A3	0.306700	0.306700	0.000000	0.988262	3	unknown
SLC26A3	SIM2	0.226400	0.226400	0.000000	0.766343	3	unknown
HLF	SLC26A3	0.189200	0.189200	0.000000	0.976216	3	unknown
RUNX1T1	SLC26A3	0.082200	0.082200	0.000000	0.577859	3	unknown
EN1	SLC26A3	0.568400	0.568400	0.000000	0.985046	3	unknown
MSX2	SLC26A3	0.089900	0.089900	0.000000	0.898776	3	unknown
SLC26A3	SIX4	0.200100	0.200100	0.000000	0.967516	3	unknown
SLC26A3	ZFP42	0.065400	0.065400	0.000000	0.938838	3	unknown
SLC26A3	NKX2-3	0.164500	0.164500	0.000000	0.892401	3	unknown
SLC26A3	RORA	0.073900	0.073900	0.000000	0.995940	3	unknown
SLC26A3	PAX8	0.080200	0.080200	0.000000	0.886534	3	unknown
ESRRG	SLC26A3	0.899100	0.899100	0.000000	0.575687	3	unknown
SLC26A3	GCM1	0.195600	0.195600	0.000000	0.949898	3	unknown
TP63	SLC26A3	0.113800	0.113800	0.000000	0.985062	3	unknown
SLC26A3	HR	0.062200	0.062200	0.000000	0.911576	3	unknown
FOXM1	SLC26A3	0.234600	0.234600	0.000000	0.957374	3	unknown
SLC26A3	ISX	0.568600	0.568600	0.000000	0.895709	3	unknown
SLC26A3	CREM	0.113400	0.113400	0.000000	0.993827	3	unknown
SLC26A3	CUX2	0.255000	0.255000	0.000000	0.707843	3	unknown
E2F8	SLC26A3	0.145200	0.145200	0.000000	0.847107	3	unknown
SLC26A3	FOXD1	0.052400	0.052400	0.000000	0.809160	3	unknown
SLC26A3	ZNF287	0.058300	0.058300	0.000000	0.900515	3	unknown
SLC26A3	RARG	0.081900	0.081900	0.000000	0.954823	3	unknown
SLC26A3	ESRRB	0.182600	0.182600	0.000000	0.651150	3	unknown
SLC26A3	ZFHX4	0.060600	0.060600	0.000000	0.998350	3	unknown
FOXL1	SLC26A3	0.184700	0.184700	0.000000	0.536546	3	unknown
SLC26A3	NR1I3	0.072900	0.072900	0.000000	0.997257	3	unknown
SLC26A3	NFIA	0.122300	0.122300	0.000000	0.975470	3	unknown
SLC26A3	ZEB2	0.076200	0.076200	0.000000	0.993438	3	unknown
SLC26A3	CTBP1	0.072200	0.072200	0.000000	0.799169	3	unknown
SLC26A3	NKX6-1	0.068500	0.068500	0.000000	0.934307	3	unknown
SLC26A3	ALX3	0.229700	0.229700	0.000000	0.940792	3	unknown
SLC26A3	NKX2-8	0.100800	0.100800	0.000000	0.981151	3	unknown
SLC26A3	PURB	0.052600	0.052600	0.000000	0.709125	3	unknown
AR	SLC26A3	0.178000	0.178000	0.000000	0.994944	3	unknown
SLC26A3	HNF1A	0.107500	0.107500	0.000000	0.941395	3	unknown
SLC26A3	GLI3	0.059400	0.059400	0.000000	0.530303	3	unknown
SLC26A3	NEUROD2	0.050500	0.050500	0.000000	0.956436	3	unknown
SLC26A3	RCAN1	0.057400	0.057400	0.000000	0.945993	3	unknown
SLC26A3	SMAD2	0.063700	0.063700	0.000000	0.913658	3	unknown
SLC26A3	TWIST2	0.062000	0.062000	0.000000	0.935484	3	unknown
SLC26A3	TBX10	0.201600	0.201600	0.000000	0.703869	3	unknown
E2F1	SLC26A3	0.733200	0.733200	0.000000	0.729405	3	unknown
SLC26A3	NR4A2	0.050300	0.050300	0.000000	0.934394	3	unknown
SLC26A3	PBX4	0.108200	0.108200	0.000000	0.743993	3	unknown
CEBPD	SLC26A3	0.249100	0.249100	0.000000	0.817342	3	unknown
SLC26A3	POU6F1	0.088100	0.088100	0.000000	0.744608	3	unknown
TFAP2B	DLX1	0.053700	0.053700	0.000000	0.979516	3	unknown
TFAP2B	ASCL1	0.053400	0.053400	0.000000	0.765918	3	unknown
SOX10	TFAP2B	0.055400	0.055400	0.000000	0.992780	3	unknown
TFAP2B	SIX1	0.103000	0.103000	0.000000	0.924272	3	unknown
TRIM29	TFAP2B	0.071500	0.071500	0.000000	0.991608	3	unknown
FOXA1	TFAP2B	0.558300	0.558300	0.000000	0.992835	3	unknown
ARNTL2	TFAP2B	0.077500	0.077500	0.000000	0.994839	3	unknown
MYT1	TFAP2B	0.065700	0.065700	0.000000	0.710807	3	unknown
TFCP2L1	TFAP2B	0.073900	0.073900	0.000000	0.606225	3	unknown
EHF	TFAP2B	0.364600	0.364600	0.000000	0.544158	3	unknown
TFAP2B	TBX22	0.566300	0.566300	0.000000	0.972100	3	unknown
GATA3	TFAP2B	0.211500	0.211500	0.000000	0.995745	3	unknown
TFAP2B	HOXA13	0.083500	0.083500	0.000000	0.905389	3	unknown
TFAP2B	C12orf28	0.423900	0.423900	0.000000	0.960604	3	unknown
TFAP2B	GRHL3	0.127100	0.127100	0.000000	0.779701	3	unknown
TFAP2B	MYNN	0.067600	0.067600	0.000000	0.974852	3	unknown
IRX2	TFAP2B	0.733200	0.733200	0.000000	0.685761	3	unknown
TFAP2B	PAX3	0.207600	0.207600	0.000000	0.984586	3	unknown
TFAP2B	POU2F3	0.064300	0.064300	0.000000	0.822706	3	unknown
SPIB	TFAP2B	0.065500	0.065500	0.000000	0.995420	3	unknown
TFAP2B	ZNF238	0.070000	0.070000	0.000000	0.667143	3	unknown
TFAP2B	CSRNP3	0.061600	0.061600	0.000000	0.957792	3	unknown
FOXC1	TFAP2B	0.312800	0.312800	0.000000	0.997762	3	unknown
ESRRG	TFAP2B	0.919700	0.919700	0.000000	0.755029	3	unknown
NR2F1	TFAP2B	0.613700	0.613700	0.000000	0.664820	3	unknown
TFAP2B	PKNOX2	0.372900	0.372900	0.000000	0.923572	3	unknown
TFAP2B	MYCN	0.115100	0.115100	0.000000	0.755864	3	unknown
TP63	TFAP2B	0.152600	0.152600	0.000000	0.682176	3	unknown
TFAP2B	NFATC1	0.146900	0.146900	0.000000	0.756978	3	unknown
