Parent	Child	relationType	edgeScore	Freq
FOXM1	PTPN20A///PTPN20B	Type 0	0.289883	0.289883
DTNA	MYO5B	Type 0	0.295664	0.295664
COBL	MYO5B	Type 0	0.397995	0.397995
MYO5B	NEBL	Type 0	0.298366	0.298366
FGG	RICH2	Type 0	0.200657	0.200657
FGB	RICH2	Type 0	0.742871	0.742871
IRX2	RICH2	Type 0	0.329430	0.329430
ZFAND6	RICH2	Type 0	0.211475	0.211475
PITPNM3	RICH2	Type 0	0.293963	0.293963
SHROOM2	RICH2	Type 0	0.250965	0.250965
TRIB3	RICH2	Type 0	0.290210	0.290210
SLC25A37	LYN	Type 0	0.238054	0.238054
SRGN	LYN	Type 0	0.996205	0.996205
SAMHD1	LYN	Type 0	0.263671	0.263671
PLSCR1	LYN	Type 0	0.265380	0.265380
LYN	SERPINA3	Type 0	0.281375	0.281375
LYN	SLC25A37	Type 0	0.761946	0.761946
LYN	HOXB3	Type 0	0.233405	0.233405
LYN	SOD2	Type 0	0.340451	0.340451
LYN	SLC26A9	Type 0	0.205581	0.205581
LYN	SLC34A2	Type 0	1.000000	1.000000
LYN	TSGA10	Type 0	0.230695	0.230695
MCM10	RC3H1	Type 0	0.302891	0.302891
DTNB	SPCS3	Type 0	0.298437	0.298437
EAF2	SPCS3	Type 0	0.942146	0.942146
SPCS3	HSPA13	Type 0	0.272189	0.272189
SPIRE1	C3orf34	Type 0	0.230402	0.230402
ZNF514	C3orf34	Type 0	0.295820	0.295820
CCDC74B///CCDC74A	C3orf34	Type 0	0.220566	0.220566
C1orf43	C3orf34	Type 0	0.282559	0.282559
PIGX	C3orf34	Type 0	0.877522	0.877522
FYTTD1	C3orf34	Type 0	0.233710	0.233710
ZNF160	C3orf34	Type 0	0.298988	0.298988
ZNF672	C3orf34	Type 0	0.546940	0.546940
C3orf34	CCDC74B///CCDC74A	Type 0	0.444190	0.444190
SRGN	CCL2	Type 0	0.943047	0.943047
CCL2	CCL7	Type 0	0.301028	0.301028
LOC440995	MFI2	Type 0	0.470124	0.470124
PHLDA1	MFI2	Type 0	0.204204	0.204204
TNFRSF11A	MFI2	Type 0	0.479029	0.479029
KCNK5	MFI2	Type 0	0.214462	0.214462
MFI2	LOC440995	Type 0	0.529876	0.529876
MFI2	TNFRSF11A	Type 0	0.392039	0.392039
MFI2	PCDHB3	Type 0	1.000000	1.000000
AGR2	MFSD2A	Type 0	0.277636	0.277636
GPRC5C	MFSD2A	Type 0	0.968441	0.968441
RAB3D	MFSD2A	Type 0	0.364611	0.364611
MFSD2A	DHCR24	Type 0	0.314696	0.314696
MFSD2A	LYPD3	Type 0	0.517012	0.517012
MFSD2A	PLAGL1	Type 0	0.754985	0.754985
MFSD2A	TNIK	Type 0	0.999755	0.999755
HNRNPC	PRPF4B	Type 0	0.452119	0.452119
PRPF4B	UBA6	Type 0	0.212276	0.212276
PRPF4B	PRIM2	Type 0	0.231748	0.231748
PRPF4B	ITGB1	Type 0	0.404728	0.404728
PRPF4B	PIK3C2A	Type 0	0.316928	0.316928
PRPF4B	LOC440944	Type 0	0.326430	0.326430
BMP2	SPINK6	Type 0	0.225976	0.225976
CRYGS	SPINK6	Type 0	0.651869	0.651869
RPTN	SPINK6	Type 0	0.223735	0.223735
NDC80	CCHCR1	Type 0	0.439021	0.439021
TSPAN31	CCHCR1	Type 0	0.775850	0.775850
TCF19	CCHCR1	Type 0	0.488018	0.488018
CCHCR1	LOC440995	Type 0	0.227028	0.227028
CCHCR1	KLHL34	Type 0	0.287936	0.287936
CCHCR1	CXorf57	Type 0	0.284225	0.284225
CCHCR1	CDC7	Type 0	0.210283	0.210283
CCHCR1	FAM46B	Type 0	0.299559	0.299559
CCHCR1	TFDP1	Type 0	0.248895	0.248895
CCHCR1	NRARP	Type 0	0.300825	0.300825
CCHCR1	TCF19	Type 0	0.511982	0.511982
CCHCR1	APOLD1	Type 0	0.403858	0.403858
CCHCR1	PGBD1	Type 0	0.252071	0.252071
CHMP5	SNX14	Type 0	0.460961	0.460961
RAP2C	SNX14	Type 0	0.496785	0.496785
SUCLG2	SNX14	Type 0	0.320049	0.320049
SNX14	RAP2C	Type 0	0.503215	0.503215
SNX14	SUCLG2	Type 0	0.659872	0.659872
SNX14	CYP27A1	Type 0	0.219272	0.219272
ABCA8	THBS4	Type 0	0.983316	0.983316
CILP	THBS4	Type 0	0.296317	0.296317
ERBB2	TLCD1	Type 0	0.208348	0.208348
SOD2	SLC34A2	Type 0	0.264251	0.264251
ICAM1	SLC34A2	Type 0	0.225182	0.225182
TFAP2B	NRAS	Type 0	0.976358	0.976358
SPDEF	NRAS	Type 0	0.373883	0.373883
VCAN	RBMS2	Type 0	0.256947	0.256947
PPIB	RBMS2	Type 0	0.227057	0.227057
CALM3///CALM2///CALM1	RBMS2	Type 0	0.975836	0.975836
RBMS2	FZD5	Type 0	0.294525	0.294525
ZDHHC2	EID3	Type 0	0.974443	0.974443
CD97	EID3	Type 0	0.251036	0.251036
HHEX	EID3	Type 0	0.287554	0.287554
EID3	ABCA17P	Type 0	0.594284	0.594284
PLEC	DGAT1	Type 0	0.317304	0.317304
GPR172A	DGAT1	Type 0	0.896257	0.896257
TSTA3	DGAT1	Type 0	0.227387	0.227387
DGAT1	CDC42EP5	Type 0	0.295956	0.295956
DGAT1	NAPRT1	Type 0	0.293569	0.293569
LPP	HSPD1	Type 0	0.656304	0.656304
HSPD1	LPP	Type 0	0.266716	0.266716
MUM1L1	BCHE	Type 0	0.263889	0.263889
SLC16A7	BCHE	Type 0	0.296296	0.296296
ANTXR1	DPYSL3	Type 0	0.259830	0.259830
THY1	DPYSL3	Type 0	0.276311	0.276311
DPYSL3	TMEM98	Type 0	0.289174	0.289174
KRT6B	DCBLD1	Type 0	0.299060	0.299060
LAMC2	DCBLD1	Type 0	0.368847	0.368847
INHBA	DCBLD1	Type 0	0.248654	0.248654
PRKCDBP	DCBLD1	Type 0	0.478606	0.478606
DCBLD1	LAMC2	Type 0	0.536757	0.536757
PRPF38B	PSMB7	Type 0	0.203886	0.203886
USP34	PSMB7	Type 0	0.399326	0.399326
PSMB7	STRBP	Type 0	0.750725	0.750725
PSMB7	MIR181A2HG	Type 0	0.298201	0.298201
PSMB7	TMF1	Type 0	0.976344	0.976344
PFDN5	IMP3	Type 0	0.783955	0.783955
NGRN	IMP3	Type 0	0.494203	0.494203
IMP3	DNAJA4	Type 0	0.223755	0.223755
IMP3	TKTL1	Type 0	0.297917	0.297917
IMP3	NME2///NME1	Type 0	0.257873	0.257873
IMP3	NCRNA00116	Type 0	0.267055	0.267055
IMP3	NGRN	Type 0	0.505797	0.505797
KITLG	TMTC3	Type 0	0.578474	0.578474
PRICKLE2	TMTC3	Type 0	0.409633	0.409633
DNAJC10	TMTC3	Type 0	0.334663	0.334663
VEZT	TMTC3	Type 0	0.634089	0.634089
SH3PXD2A	TMTC3	Type 0	0.300466	0.300466
TMTC3	DNAJC10	Type 0	0.490026	0.490026
TMTC3	VEZT	Type 0	0.364274	0.364274
ITGBL1	SEPT11	Type 0	0.432726	0.432726
BNC2	SEPT11	Type 0	0.946528	0.946528
SEPT11	EDNRA	Type 0	0.221619	0.221619
SEPT11	RBMS3	Type 0	0.586878	0.586878
AZGP1P1///AZGP1	C16orf89	Type 0	0.220805	0.220805
NOSTRIN	C16orf89	Type 0	0.994309	0.994309
MOSC2	C16orf89	Type 0	0.324240	0.324240
MFAP4	C16orf89	Type 0	0.282887	0.282887
FIGF	C16orf89	Type 0	0.281843	0.281843
C16orf89	PROL1	Type 0	0.297809	0.297809
C16orf89	SERPINA5	Type 0	0.300542	0.300542
TMEM45B	ZNF626	Type 0	0.396366	0.396366
ZNF626	ZNF826	Type 0	0.715858	0.715858
LOC100190986	RAB15	Type 0	0.241379	0.241379
SDC1	RAB15	Type 0	0.345130	0.345130
C1orf63	RAB15	Type 0	0.495691	0.495691
GAS2L1	RAB15	Type 0	0.578448	0.578448
RAB15	PCP4L1	Type 0	0.301724	0.301724
RAB15	ARHGEF37	Type 0	0.233144	0.233144
RAB15	GAS2L1	Type 0	0.318745	0.318745
PQBP1	POLR1E	Type 0	0.664930	0.664930
RPS6	POLR1E	Type 0	0.261360	0.261360
HAUS6	POLR1E	Type 0	0.266667	0.266667
VDAC3	POLR1E	Type 0	0.232704	0.232704
SIGMAR1	POLR1E	Type 0	0.347191	0.347191
POLR1E	DMRT1	Type 0	0.300377	0.300377
POLR1E	ACTL8	Type 0	0.665950	0.665950
POLR1E	TRPM8	Type 0	0.318874	0.318874
POLR1E	SLC1A4	Type 0	0.295666	0.295666
POLR1E	GLIPR2	Type 0	0.453736	0.453736
POLR1E	LOC100127980	Type 0	0.231821	0.231821
POLR1E	PVT1	Type 0	0.203859	0.203859
POLR1E	ZNF311	Type 0	0.223650	0.223650
POLR1E	MCCC1	Type 0	0.633897	0.633897
MLL3	UBN2	Type 0	0.931564	0.931564
NFAT5	UBN2	Type 0	0.424142	0.424142
UBN2	WASL	Type 0	0.842317	0.842317
UBN2	CGN	Type 0	0.295828	0.295828
UBN2	LOC284801	Type 0	1.000000	1.000000
UBN2	KIAA1147	Type 0	0.918896	0.918896
UBN2	FAM118A	Type 0	0.295911	0.295911
UBN2	CKAP4	Type 0	0.299707	0.299707
AGR2	TEX9	Type 0	0.981445	0.981445
C9orf152	TEX9	Type 0	0.249216	0.249216
CRISPLD1	LOC346887	Type 0	0.996521	0.996521
SIDT1	LOC346887	Type 0	0.543258	0.543258
LOC346887	SCNN1G	Type 0	0.230334	0.230334
LOC346887	GATA6	Type 0	0.999454	0.999454
OPLAH	TMEM213	Type 0	0.288260	0.288260
OPLAH	NEBL	Type 0	0.298141	0.298141
OPLAH	SVOPL	Type 0	0.297189	0.297189
FOXC1	CMTM7	Type 0	0.988616	0.988616
FRMD3	CMTM7	Type 0	0.248594	0.248594
CMTM7	KCTD14	Type 0	0.200438	0.200438
CMTM7	LOC439949	Type 0	0.675463	0.675463
CMTM7	PPP1R2P4///C13orf18	Type 0	0.247568	0.247568
LOC642502///SDHC	RNF146	Type 0	0.243169	0.243169
PICALM	RNF146	Type 0	0.495314	0.495314
GDI2	RNF146	Type 0	0.211538	0.211538
UQCRC2	RNF146	Type 0	0.982594	0.982594
RNF146	TPD52L1	Type 0	0.523949	0.523949
RNF146	EPB41L2	Type 0	0.579135	0.579135
RNF146	ECHDC1	Type 0	1.000000	1.000000
C1QC	LOC284837	Type 0	0.773008	0.773008
KLHL7	LOC284837	Type 0	0.247040	0.247040
FRK	LOC284837	Type 0	0.479433	0.479433
EFS	LOC284837	Type 0	0.297908	0.297908
WDR4	LOC284837	Type 0	0.302893	0.302893
RIPK4	LOC284837	Type 0	0.291173	0.291173
PHYH	LOC284837	Type 0	0.357980	0.357980
LOC284837	FRK	Type 0	0.520567	0.520567
IMPA2	YES1	Type 0	0.470079	0.470079
NDC80	YES1	Type 0	0.629210	0.629210
TYMS	YES1	Type 0	0.289091	0.289091
SEH1L	YES1	Type 0	0.293123	0.293123
YES1	IMPA2	Type 0	0.529921	0.529921
YES1	TYMS	Type 0	0.617089	0.617089
YES1	DPP10	Type 0	0.232452	0.232452
YES1	CLUL1	Type 0	0.371176	0.371176
COL1A2	VGLL3	Type 0	0.511484	0.511484
MBNL2	DENND1B	Type 0	0.994308	0.994308
SDCCAG8	DENND1B	Type 0	0.289068	0.289068
SIDT1	ABCG1	Type 0	0.234093	0.234093
ATP2A3	ABCG1	Type 0	0.481861	0.481861
LY9	ABCG1	Type 0	0.380489	0.380489
GLCCI1	ABCG1	Type 0	0.992331	0.992331
RHOH	ABCG1	Type 0	0.294931	0.294931
ABCG1	CAP2	Type 0	0.216783	0.216783
MAF	PIP4K2A	Type 0	0.308423	0.308423
GIMAP1	PIP4K2A	Type 0	0.267886	0.267886
RCSD1	PIP4K2A	Type 0	0.238468	0.238468
DOCK2	PIP4K2A	Type 0	1.000000	1.000000
CXCR3	PIP4K2A	Type 0	0.260113	0.260113
PIP4K2A	CDC42SE2	Type 0	0.225089	0.225089
PIP4K2A	PDS5B	Type 0	1.000000	1.000000
PIP4K2A	NCOA2	Type 0	0.219638	0.219638
NCRNA00201	FUBP1	Type 0	0.929088	0.929088
PTBP2	FUBP1	Type 0	0.301892	0.301892
FUBP1	GLS	Type 0	0.404755	0.404755
FUBP1	PTBP2	Type 0	0.432771	0.432771
GLMN	DDX50	Type 0	0.987484	0.987484
ZFYVE21	DDX50	Type 0	0.508855	0.508855
TMED10	DDX50	Type 0	0.213504	0.213504
DDX50	KRT19///JUP	Type 0	0.240821	0.240821
DDX50	OCLN	Type 0	0.293363	0.293363
DDX50	FLJ39739	Type 0	0.312942	0.312942
CEL	CTRB2///CTRB1	Type 0	0.228698	0.228698
TMEM213	CTRB2///CTRB1	Type 0	0.307140	0.307140
PRSS1	CTRB2///CTRB1	Type 0	0.355137	0.355137
SFI1	CTRB2///CTRB1	Type 0	0.206547	0.206547
MAP4K5	CTRB2///CTRB1	Type 0	0.299911	0.299911
CTRB2///CTRB1	CEL	Type 0	0.444444	0.444444
CTRB2///CTRB1	PLLP	Type 0	0.245267	0.245267
KRT23	QPCT	Type 0	0.562853	0.562853
CRISPLD1	QPCT	Type 0	0.236199	0.236199
FOXQ1	QPCT	Type 0	0.244313	0.244313
PTPLA	QPCT	Type 0	0.370146	0.370146
