Parent	Child	relationType	edgeScore	Freq
EMILIN1	LAMA4	Type 0	0.989642	0.989642
NOTCH3	LAMA4	Type 0	0.374392	0.374392
LAMA4	ACSM3	Type 0	0.996952	0.996952
EPHX2	SYNGR4	Type 0	0.399694	0.399694
KIF18A	SYNGR4	Type 0	0.298887	0.298887
BAMBI	SYNGR4	Type 0	0.580034	0.580034
TGFBRAP1	SYNGR4	Type 0	0.265714	0.265714
PDCD4	SYNGR4	Type 0	0.216769	0.216769
OR2F2///OR2F1	SYNGR4	Type 0	0.872061	0.872061
P2RY2	CCDC19	Type 0	0.378230	0.378230
TAF9B	CCDC19	Type 0	0.293769	0.293769
GSTZ1	CCDC19	Type 0	0.998143	0.998143
YEATS4	CCDC19	Type 0	0.564110	0.564110
LARP4	CCDC19	Type 0	0.251082	0.251082
CCDC19	CASC1	Type 0	0.264706	0.264706
CCDC19	SLC4A7	Type 0	0.299527	0.299527
CCDC19	KIAA1614	Type 0	1.000000	1.000000
MLPH	TM7SF2	Type 0	0.416587	0.416587
TM7SF2	ABCA12	Type 0	0.410869	0.410869
REEP1	C11orf67	Type 0	1.000000	1.000000
IL1A	C11orf67	Type 0	0.221450	0.221450
LIAS	C11orf67	Type 0	0.300095	0.300095
F12	C11orf67	Type 0	0.469423	0.469423
SERPINA3	ELL	Type 0	0.298421	0.298421
AASS	ELL	Type 0	0.266341	0.266341
ST14	ELL	Type 0	0.218726	0.218726
ENO2	ELL	Type 0	0.759834	0.759834
HSD17B11	ELL	Type 0	0.473495	0.473495
PKIA	ELL	Type 0	0.643277	0.643277
ELL	ENO2	Type 0	0.240166	0.240166
SCGB2A2	SCGB1D2	Type 0	0.446561	0.446561
SCGB1D2	SCGB2A2	Type 0	0.553439	0.553439
IGFBP5	MED6	Type 0	0.388365	0.388365
PAK1IP1	SIRT5	Type 0	0.328279	0.328279
SIRT5	UCP3	Type 0	0.294016	0.294016
YIPF4	TSPAN3	Type 0	0.486595	0.486595
H2AFY	TSPAN3	Type 0	0.232588	0.232588
DCTD	TSPAN3	Type 0	0.997804	0.997804
ADAM10	TSPAN3	Type 0	0.290118	0.290118
TSPAN3	UPB1	Type 0	0.340929	0.340929
TSPAN3	ProSAPiP1	Type 0	0.454364	0.454364
TSPAN3	SPAG16	Type 0	0.216617	0.216617
KRT23	OBP2A///OBP2B	Type 0	0.329906	0.329906
EN1	OBP2A///OBP2B	Type 0	0.267324	0.267324
PADI2	OBP2A///OBP2B	Type 0	0.627496	0.627496
OBP2A///OBP2B	SLC25A31	Type 0	0.204611	0.204611
OBP2A///OBP2B	PDE5A	Type 0	0.222453	0.222453
AASS	LIMCH1	Type 0	0.999092	0.999092
SNX10	LIMCH1	Type 0	0.298008	0.298008
SOX15	LIMCH1	Type 0	0.349099	0.349099
LIMCH1	ZBED2	Type 0	0.223097	0.223097
LIMCH1	RPL22P22	Type 0	0.207930	0.207930
LIMCH1	SOX15	Type 0	0.475547	0.475547
CXCL5	STAR	Type 0	0.267677	0.267677
SORBS2	STAR	Type 0	0.999731	0.999731
GALNT14	STAR	Type 0	0.296512	0.296512
UGT1A3///UGT1A1///UGT1A4///UGT1A9///UGT1A5///UGT1A6///UGT1A7///UGT1A8///UGT1A10	STAR	Type 0	0.290087	0.290087
CSAG2///CSAG3	STAR	Type 0	0.485892	0.485892
C3orf75	STAR	Type 0	0.312412	0.312412
STAR	ANXA13	Type 0	0.390612	0.390612
MLPH	SEMA3C	Type 0	0.558435	0.558435
TBC1D9	SEMA3C	Type 0	0.205870	0.205870
SEMA3C	SEMA3E	Type 0	0.282431	0.282431
SEMA3C	ABCC3	Type 0	0.485870	0.485870
SEMA3C	GSTA1	Type 0	0.218371	0.218371
SEMA3C	SIX3	Type 0	0.999183	0.999183
SEMA3C	SIM2	Type 0	0.285093	0.285093
TRBC1///TRBC2	CD247	Type 0	0.251091	0.251091
TRAF3IP3	CD247	Type 0	0.217669	0.217669
CD2	CD247	Type 0	0.993038	0.993038
CD247	ISG20	Type 0	0.232491	0.232491
CD247	TRAJ17///TRAV20///TRD@///TRA@	Type 0	0.207407	0.207407
CD247	APOBEC3G	Type 0	0.295504	0.295504
CD247	PSMD5	Type 0	0.822781	0.822781
CD247	SLC9A5	Type 0	0.342809	0.342809
DUSP6	ABCB1	Type 0	0.393165	0.393165
CYBRD1	ABCB1	Type 0	0.623089	0.623089
CCL15///CCL14	ABCB1	Type 0	0.296197	0.296197
PTGER4	ABCB1	Type 0	0.962228	0.962228
ABCB1	PPFIA4	Type 0	0.275886	0.275886
ABCB1	PNPLA3	Type 0	0.264574	0.264574
ABCB1	MTRF1L	Type 0	0.246459	0.246459
ABCB1	CLIC5	Type 0	0.298359	0.298359
ABCB1	PEX3	Type 0	0.790388	0.790388
ABCB1	SIRPB1	Type 0	0.487751	0.487751
ABCB1	MOCOS	Type 0	0.418890	0.418890
ABCB1	RHCG	Type 0	0.295254	0.295254
LUM	IGFBP5	Type 0	0.959623	0.959623
XBP1	BFSP2	Type 0	0.434818	0.434818
IPW	BFSP2	Type 0	0.263282	0.263282
TRIL	BFSP2	Type 0	0.999463	0.999463
EGR2	BFSP2	Type 0	0.541596	0.541596
BFSP2	ZNF157	Type 0	0.340937	0.340937
BFSP2	CBLB	Type 0	0.294527	0.294527
ZNF135	ANKRD55	Type 0	0.298159	0.298159
TRPS1	ANKRD55	Type 0	0.248112	0.248112
DDR1	ANKRD55	Type 0	0.994778	0.994778
AURKB	ANKRD55	Type 0	0.482312	0.482312
FEN1	ANKRD55	Type 0	0.297990	0.297990
ANKRD55	PHLPP1	Type 0	0.371479	0.371479
IGL@	IGHV4-31///IGHM///IGHG2///IGHG1///IGH@	Type 0	0.709095	0.709095
RALGPS1	ZER1	Type 0	0.214731	0.214731
NEAT1	ZER1	Type 0	0.409901	0.409901
EXOC7	ZER1	Type 0	0.314522	0.314522
PAX1	ZER1	Type 0	0.624476	0.624476
NPDC1	ZER1	Type 0	0.753238	0.753238
ZER1	IL17RC	Type 0	0.258354	0.258354
ZER1	IFNA21	Type 0	0.274060	0.274060
ZER1	PAX1	Type 0	0.375524	0.375524
ZER1	WNT1	Type 0	0.202605	0.202605
COL9A3	STK38L	Type 0	0.396305	0.396305
MFGE8	STK38L	Type 0	0.301708	0.301708
EPHB3	STK38L	Type 0	0.999010	0.999010
HR	STK38L	Type 0	0.218501	0.218501
BIRC3	STK38L	Type 0	0.298873	0.298873
STK38L	MCF2L2	Type 0	0.265107	0.265107
STK38L	TRAF3IP2	Type 0	0.295302	0.295302
LUM	COL3A1	Type 0	0.292114	0.292114
COL3A1	LUM	Type 0	0.707886	0.707886
COL7A1	GRIA3	Type 0	0.293489	0.293489
CTSK	RALBP1	Type 0	0.219661	0.219661
NAA15	RALBP1	Type 0	0.999052	0.999052
TGFB3	RALBP1	Type 0	0.506151	0.506151
RALBP1	PTPN2	Type 0	0.977804	0.977804
RALBP1	ING1	Type 0	0.300274	0.300274
RALBP1	EIF5B	Type 0	0.237708	0.237708
RALBP1	CAMP	Type 0	0.299119	0.299119
USP34	FAM106A	Type 0	0.999803	0.999803
SHMT1	FAM106A	Type 0	0.419423	0.419423
ST20	FAM106A	Type 0	0.259396	0.259396
TSPAN9	FAM106A	Type 0	0.276530	0.276530
DPYD	FAM106A	Type 0	0.226661	0.226661
DUSP14	FAM106A	Type 0	0.299119	0.299119
FAM106A	PKD2L1	Type 0	0.977711	0.977711
CDH1	DBNDD1	Type 0	0.999677	0.999677
CLDN3	DBNDD1	Type 0	0.235203	0.235203
ESRP1	DBNDD1	Type 0	0.214304	0.214304
UGT2B28	RAB40AL	Type 0	1.000000	1.000000
RAB9BP1	RAB40AL	Type 0	0.299663	0.299663
SLC26A3	RAB40AL	Type 0	0.235347	0.235347
GNMT	RAB40AL	Type 0	0.433826	0.433826
ANGPTL3	RAB40AL	Type 0	0.306081	0.306081
TFAP2A	GFPT2	Type 0	0.996417	0.996417
PLEKHA6	GFPT2	Type 0	0.371411	0.371411
PLAU	GFPT2	Type 0	0.222663	0.222663
EMP3	GFPT2	Type 0	0.550089	0.550089
GFPT2	AHNAK	Type 0	0.271127	0.271127
GFPT2	NINJ2	Type 0	0.463322	0.463322
GFPT2	OSGIN2	Type 0	1.000000	1.000000
GFPT2	PKNOX1	Type 0	0.480821	0.480821
GFPT2	SULT1E1	Type 0	0.342007	0.342007
GFPT2	BIN1	Type 0	0.244371	0.244371
GFPT2	EYA4	Type 0	0.241611	0.241611
GFPT2	ADAMTS3	Type 0	0.243636	0.243636
LUM	COL1A2	Type 0	0.715781	0.715781
ATN1	MAPK8IP3	Type 0	0.287205	0.287205
MAPK8IP3	CLTC	Type 0	0.249458	0.249458
EFHD1	KLF8	Type 0	0.241639	0.241639
EXT1	KLF8	Type 0	0.286070	0.286070
ADAM8	KLF8	Type 0	0.545297	0.545297
PLEKHB2	KLF8	Type 0	0.300704	0.300704
KLF8	F13B	Type 0	0.297222	0.297222
KLF8	SOHLH2	Type 0	0.300546	0.300546
DDX17	DOT1L	Type 0	0.368250	0.368250
IPW	DOT1L	Type 0	0.560208	0.560208
GMPR	DOT1L	Type 0	0.206382	0.206382
GEMIN4	DOT1L	Type 0	0.238556	0.238556
IL4I1///NUP62	DOT1L	Type 0	0.272462	0.272462
PRO1768	DOT1L	Type 0	0.309392	0.309392
DOT1L	SLC9A1	Type 0	0.205821	0.205821
DOT1L	TNFSF14	Type 0	0.254483	0.254483
TJP3	LOC642103///MGAM	Type 0	0.276833	0.276833
TPPP3	LOC642103///MGAM	Type 0	1.000000	1.000000
PYCARD	LOC642103///MGAM	Type 0	0.278128	0.278128
FXYD3	NBEAL2	Type 0	0.989555	0.989555
NBEAL2	SGCB	Type 0	0.255827	0.255827
NBEAL2	SOS2	Type 0	0.238029	0.238029
NBEAL2	HS3ST3B1	Type 0	0.300053	0.300053
NBEAL2	KIRREL	Type 0	0.299207	0.299207
NBEAL2	CRLF2	Type 0	0.215888	0.215888
COX7A1	DEFA5	Type 0	0.206725	0.206725
DKK3	DEFA5	Type 0	0.428010	0.428010
MCM4	DEFA5	Type 0	0.630971	0.630971
GK2	DEFA5	Type 0	0.988949	0.988949
DEFA5	NR5A2	Type 0	0.208916	0.208916
DEFA5	CCDC73///RPL34P2	Type 0	0.469772	0.469772
DEFA5	RARS2	Type 0	0.225697	0.225697
IGL@	IGK@///IGKC	Type 0	0.496431	0.496431
IGK@///IGKC	LOC100126583///IGHV3OR16-13///IGHA2///IGHA1///IGH@	Type 0	0.814031	0.814031
IGK@///IGKC	IGL@	Type 0	0.503569	0.503569
SUMO1	DDX3Y	Type 0	0.258032	0.258032
POPDC3	OR1G1	Type 0	0.294036	0.294036
CA5BP	OR1G1	Type 0	0.210341	0.210341
PAX1	OR1G1	Type 0	0.260723	0.260723
MED25	OR1G1	Type 0	0.288544	0.288544
GYPB	OR1G1	Type 0	0.365560	0.365560
GJA9///MYCBP	OR1G1	Type 0	0.303180	0.303180
BFSP2	OR1G1	Type 0	0.292562	0.292562
OR1G1	DRD1	Type 0	0.277180	0.277180
OR1G1	RAB40AL	Type 0	0.289779	0.289779
FCGR2C	TNPO1	Type 0	0.231977	0.231977
HIPK1	TNPO1	Type 0	0.310702	0.310702
PALM2-AKAP2	TNPO1	Type 0	0.328262	0.328262
SPEN	TNPO1	Type 0	0.359393	0.359393
BBX	TNPO1	Type 0	0.504345	0.504345
TNPO1	FAM169A	Type 0	0.268251	0.268251
TNPO1	FLJ10038	Type 0	0.574473	0.574473
TNPO1	SLC26A2	Type 0	0.648255	0.648255
TNPO1	ASAP1IT1	Type 0	0.947867	0.947867
TNPO1	CYLD	Type 0	0.288020	0.288020
TNPO1	IFNAR2	Type 0	0.274919	0.274919
TNPO1	RAPGEF2	Type 0	0.995973	0.995973
TNPO1	SENP7	Type 0	0.990702	0.990702
TNPO1	HIPK1	Type 0	0.564881	0.564881
TNPO1	GOLIM4	Type 0	0.999622	0.999622
TNPO1	SEMG1	Type 0	0.298878	0.298878
TNPO1	COL4A3BP	Type 0	0.813905	0.813905
TNPO1	DYRK2	Type 0	0.268761	0.268761
TNPO1	ZNF609	Type 0	0.520709	0.520709
TNPO1	SLC35E2///SLC35E2	Type 0	1.000000	1.000000
TNPO1	SPEN	Type 0	0.639877	0.639877
