Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
GATA3	ESR1	0.996600	0.996600	0.000000	0.806843	3	unknown
FOXA1	GATA3	0.853300	0.853300	0.000000	0.730927	3	unknown
XBP1	GATA3	0.830400	0.830400	0.000000	0.664379	3	unknown
GATA3	HOXB2	0.261800	0.261800	0.000000	0.968296	3	unknown
GATA3	TRPS1	0.435100	0.435100	0.000000	0.909216	3	unknown
GATA3	EN1	0.191500	0.191500	0.000000	0.878851	3	unknown
GATA3	PBX1	0.136100	0.136100	0.000000	0.803086	3	unknown
GATA3	BHLHE40	0.758500	0.758500	0.000000	0.933685	3	unknown
GATA3	SOX11	0.154700	0.154700	0.000000	0.934066	3	unknown
LASS6	GATA3	0.687300	0.687300	0.000000	0.746544	3	unknown
GATA3	TCEAL1	0.384900	0.384900	0.000000	0.771889	3	unknown
GATA3	ZIC1	0.209700	0.209700	0.000000	0.959943	3	unknown
GATA3	SREBF1	0.096800	0.096800	0.000000	0.912190	3	unknown
GATA3	CEBPB	0.836600	0.836600	0.000000	0.928401	3	unknown
GATA3	ARNT2	0.343100	0.343100	0.000000	0.985427	3	unknown
GATA3	ZNF91	0.403300	0.403300	0.000000	0.868584	3	unknown
AR	GATA3	0.119900	0.119900	0.000000	0.872394	3	unknown
GATA3	RUNX3	0.110500	0.110500	0.000000	0.992760	3	unknown
GATA3	HIF1A	0.141600	0.141600	0.000000	0.966102	3	unknown
GATA3	LASS2	0.218900	0.218900	0.000000	0.846048	3	unknown
GATA3	MEIS3P1	0.267300	0.267300	0.000000	0.904976	3	unknown
ZNF24	GATA3	0.055500	0.055500	0.000000	0.772973	3	unknown
SPDEF	GATA3	0.138200	0.138200	0.000000	0.806078	3	unknown
GATA3	NFIL3	0.128300	0.128300	0.000000	0.969602	3	unknown
GATA3	YBX1	0.471400	0.471400	0.000000	0.935511	3	unknown
GATA3	TBX3	0.065300	0.065300	0.000000	0.972435	3	unknown
GATA3	IRX5	0.683200	0.683200	0.000000	0.967652	3	unknown
BRD8	GATA3	0.061700	0.061700	0.000000	0.649919	3	unknown
FOXC1	GATA3	0.147600	0.147600	0.000000	0.580623	3	unknown
GATA3	CREM	0.081800	0.081800	0.000000	0.981663	3	unknown
GATA3	GATA2	0.225500	0.225500	0.000000	0.979157	3	unknown
FOXA1	ESR1	0.090600	0.090600	0.000000	0.703091	3	unknown
ESR1	NFIB	0.236300	0.236300	0.000000	0.714769	3	unknown
XBP1	ESR1	0.519400	0.519400	0.000000	0.784944	3	unknown
ESR1	TRPS1	0.531300	0.531300	0.000000	0.974779	3	unknown
ESR1	EN1	0.088800	0.088800	0.000000	0.692568	3	unknown
ESR1	LMO4	0.296800	0.296800	0.000000	0.716981	3	unknown
ESR1	PBX1	0.056000	0.056000	0.000000	0.958929	3	unknown
ESR1	PGR	0.815100	0.815100	0.000000	0.886272	3	unknown
ESR1	SOX11	0.776700	0.776700	0.000000	0.814986	3	unknown
