Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
GATA3	TFAP2B	0.364800	0.364800	0.000000	0.994243	3	unknown
FOXA1	TFAP2B	0.136400	0.136400	0.000000	0.991202	3	unknown
HMGA1	TFAP2B	0.051500	0.051500	0.000000	0.588350	3	unknown
TFAP2B	SIX1	0.191000	0.191000	0.000000	0.789005	3	unknown
TFAP2B	SOX9	0.079900	0.079900	0.000000	0.508135	3	unknown
TFAP2B	WNT5A	0.220900	0.220900	0.000000	0.633771	3	unknown
HOXB2	TFAP2B	0.094400	0.094400	0.000000	0.736229	3	unknown
HOXC10	TFAP2B	0.279400	0.279400	0.000000	0.738368	3	unknown
ETV1	TFAP2B	0.103800	0.103800	0.000000	0.745665	3	unknown
ZNF238	TFAP2B	0.197100	0.197100	0.000000	0.775241	3	unknown
AR	TFAP2B	0.218500	0.218500	0.000000	0.962471	3	unknown
TFAP2B	WT1	0.289400	0.289400	0.000000	0.576710	3	unknown
YBX1	TFAP2B	0.061900	0.061900	0.000000	0.998384	3	unknown
AEBP1	TFAP2B	0.122600	0.122600	0.000000	0.929853	3	unknown
TFDP1	TFAP2B	0.235300	0.235300	0.000000	0.989800	3	unknown
MYC	TFAP2B	0.057300	0.057300	0.000000	0.956370	3	unknown
TFAP2B	TADA2A	0.070800	0.070800	0.000000	0.783898	3	unknown
IRX5	TFAP2B	0.098400	0.098400	0.000000	0.980691	3	unknown
NFIL3	TFAP2B	0.051600	0.051600	0.000000	0.976744	3	unknown
TFAP2B	PCGF2	0.053800	0.053800	0.000000	0.914498	3	unknown
NFIX	TFAP2B	0.100100	0.100100	0.000000	0.675325	3	unknown
TSC22D3	TFAP2B	0.233900	0.233900	0.000000	0.990594	3	unknown
HES1	TFAP2B	0.114700	0.114700	0.000000	0.782912	3	unknown
HDAC1	TFAP2B	0.054100	0.054100	0.000000	0.979667	3	unknown
ZFP36L1	TFAP2B	0.392900	0.392900	0.000000	0.874523	3	unknown
JUNB	TFAP2B	0.098200	0.098200	0.000000	0.935845	3	unknown
MSX2	TFAP2B	0.111500	0.111500	0.000000	0.897758	3	unknown
MLLT10	TFAP2B	0.560300	0.560300	0.000000	0.959129	3	unknown
E2F8	TFAP2B	0.070300	0.070300	0.000000	0.742532	3	unknown
TFAP2B	FOXO3	0.456600	0.456600	0.000000	0.572930	3	unknown
TFAP2B	ESRRG	0.723000	0.723000	0.000000	0.619502	3	unknown
TGIF2	TFAP2B	0.226200	0.226200	0.000000	0.950044	3	unknown
