Parent	Child	relationType	edgeScore	Freq
IKBKB	ZNF652	Type 0	0.213354	0.213354
CA6	EPHB3	Type 0	0.217483	0.217483
KIAA0391///PSMA6	VPS29	Type 0	0.548279	0.548279
ARPC3	VPS29	Type 0	0.485839	0.485839
VPS29	RPS28	Type 0	0.546461	0.546461
VPS29	KIAA0391///PSMA6	Type 0	0.323147	0.323147
VPS29	ATP6V0E1	Type 0	0.280753	0.280753
VPS29	NDUFA12	Type 0	0.444008	0.444008
VPS29	ARPC3	Type 0	0.514161	0.514161
VPS29	CETN2	Type 0	0.254467	0.254467
VPS29	CHMP5	Type 0	0.221566	0.221566
CYLD	TRAF4	Type 0	0.250000	0.250000
HLA-DMB	GBP3	Type 0	0.253731	0.253731
GBP3	REEP3	Type 0	0.293850	0.293850
NDUFB6	MAPKSP1	Type 0	0.210556	0.210556
SCOC	MAPKSP1	Type 0	0.445650	0.445650
CISD2	MAPKSP1	Type 0	0.292324	0.292324
VPS25	MAPKSP1	Type 0	0.765258	0.765258
MAPKSP1	VPS25	Type 0	0.234315	0.234315
MRFAP1	MAEA	Type 0	0.807035	0.807035
CTBP1	MAEA	Type 0	0.288089	0.288089
MRFAP1L1	MAEA	Type 0	0.243981	0.243981
U2AF2	MAEA	Type 0	0.216000	0.216000
IGK@///IGKC	IGLV2-14///IGLC2///IGL@	Type 0	0.245830	0.245830
THUMPD3	EEF1A1P29///EEF1A1P24///EEF1A1P22///EEF1A1P9///EEF1A1P17///EEF1A1P35///EEF1A1	Type 0	0.299810	0.299810
OCIAD1	EEF1A1P29///EEF1A1P24///EEF1A1P22///EEF1A1P9///EEF1A1P17///EEF1A1P35///EEF1A1	Type 0	0.946877	0.946877
EEF1A1P29///EEF1A1P24///EEF1A1P22///EEF1A1P9///EEF1A1P17///EEF1A1P35///EEF1A1	HIST1H2BK	Type 0	0.212206	0.212206
STAT1	LAP3	Type 0	0.457687	0.457687
LYZ	LAP3	Type 0	0.204700	0.204700
CXCL9	LAP3	Type 0	0.349213	0.349213
LAP3	STAT1	Type 0	0.542313	0.542313
KIAA1949	EFHD2	Type 0	0.966365	0.966365
EFHD2	IFNGR2	Type 0	0.246897	0.246897
EFHD2	EGFR	Type 0	0.237624	0.237624
CACNG6	EPOR	Type 0	0.953655	0.953655
EPOR	POM121L12	Type 0	0.958550	0.958550
ADD1	DCAF16	Type 0	0.673587	0.673587
SPSB3	DCAF16	Type 0	0.254702	0.254702
CTBP1	DCAF16	Type 0	0.492033	0.492033
DCAF16	CTBP1	Type 0	0.507967	0.507967
SHFM1	GTF2IRD2	Type 0	0.297011	0.297011
LOC100134361	GTF2IRD2	Type 0	0.955105	0.955105
ESF1	GTF2IRD2	Type 0	0.298934	0.298934
GTF2IRD2	LY6K	Type 0	0.275468	0.275468
KLF6	YWHAB	Type 0	0.326297	0.326297
MYC	YWHAB	Type 0	0.999743	0.999743
ATL3	SLC44A1	Type 0	0.494210	0.494210
TGFBR1	SLC44A1	Type 0	0.293217	0.293217
SLC44A1	ATL3	Type 0	0.505790	0.505790
SLC44A1	TGFBR1	Type 0	0.706312	0.706312
RBM5	TPCN1	Type 0	0.651179	0.651179
RASA1	TPCN1	Type 0	0.208726	0.208726
MKL2	TPCN1	Type 0	0.375689	0.375689
CTDSP1	TPCN1	Type 0	0.490922	0.490922
TPCN1	ATP5G2	Type 0	0.940283	0.940283
TPCN1	RASA1	Type 0	0.420493	0.420493
TPCN1	BLCAP	Type 0	0.992153	0.992153
TPCN1	MKL2	Type 0	0.291642	0.291642
TPCN1	GNS	Type 0	0.969555	0.969555
TPCN1	CTDSP1	Type 0	0.509078	0.509078
TPCN1	ZFYVE21	Type 0	0.278595	0.278595
FAM60A	SIAH1	Type 0	0.297149	0.297149
TIFA	SIAH1	Type 0	0.964791	0.964791
RANBP1	CENPM	Type 0	0.440289	0.440289
KIF20A	CENPM	Type 0	0.250090	0.250090
SAC3D1	CENPM	Type 0	0.642838	0.642838
MCM5	CENPM	Type 0	0.269309	0.269309
CENPM	ANP32B	Type 0	0.995469	0.995469
CENPM	UQCR10	Type 0	0.259229	0.259229
CENPM	MRPS18B	Type 0	0.987679	0.987679
CENPM	SAC3D1	Type 0	0.325811	0.325811
CENPM	MCM5	Type 0	0.639503	0.639503
CENPM	MED14	Type 0	1.000000	1.000000
CENPM	KIF21A	Type 0	0.214537	0.214537
IGLV2-14///IGLC2///IGL@	IGL@	Type 0	0.283901	0.283901
IGK@///IGKC	IGL@	Type 0	0.234408	0.234408
IGL@	IGLV2-14///IGLC2///IGL@	Type 0	0.716099	0.716099
IGL@	IGK@///IGKC	Type 0	0.505722	0.505722
IGL@	IGHV4-31///IGHM///IGHG2///IGHG1///IGH@	Type 0	0.459266	0.459266
COX7B	TIMM8B	Type 0	0.276981	0.276981
ATP5L	TIMM8B	Type 0	0.286380	0.286380
TIMM8B	MCL1	Type 0	0.354377	0.354377
TIMM8B	UQCRB	Type 0	0.253302	0.253302
TIMM8B	COX7B	Type 0	0.505696	0.505696
TIMM8B	ATP5L	Type 0	0.701502	0.701502
PITRM1	LARP4B	Type 0	0.220254	0.220254
LARP4B	TMEM176B	Type 0	0.232558	0.232558
LARP4B	PITRM1	Type 0	0.316176	0.316176
GAS6	MAF	Type 0	0.929194	0.929194
MAF	LOC100126583///IGHV3OR16-13///IGHA2///IGHA1///IGH@	Type 0	0.622808	0.622808
MAF	SEPP1	Type 0	0.308155	0.308155
MAF	C3	Type 0	0.998590	0.998590
MAF	PTEN	Type 0	0.227140	0.227140
MAF	FBXL3	Type 0	0.382008	0.382008
TFAP2B	RAB3GAP1	Type 0	0.229224	0.229224
SDF2	RAB3GAP1	Type 0	0.319080	0.319080
MYCBP2	RAB3GAP1	Type 0	0.963998	0.963998
GOSR1	RAB3GAP1	Type 0	0.238148	0.238148
RAB3GAP1	HDGFRP3	Type 0	0.297585	0.297585
KIAA1267	CTAGE8///CTAGE4///LOC441294	Type 0	0.938371	0.938371
ATG2B	CTAGE8///CTAGE4///LOC441294	Type 0	0.292611	0.292611
ANXA2P2	CLIC1	Type 0	0.429611	0.429611
CLIC1	ANXA2	Type 0	0.437710	0.437710
CLIC1	ANXA2P2	Type 0	0.384170	0.384170
SPINT2	ECH1	Type 0	0.214654	0.214654
EIF3K	ECH1	Type 0	0.475461	0.475461
