Parent	Child	relationType	edgeScore	Freq
MYL4	MYBL1	Type 0	0.223285	0.223285
NUP160	MYBL1	Type 0	0.363777	0.363777
CCR10	MYBL1	Type 0	0.540497	0.540497
LDHAL6A	MYBL1	Type 0	1.000000	1.000000
MYBL1	PRR7	Type 0	0.406709	0.406709
MYBL1	SOCS4	Type 0	0.295620	0.295620
MYBL1	PROS1	Type 0	0.289894	0.289894
RQCD1	C6orf10	Type 0	0.268936	0.268936
RHOXF2	C6orf10	Type 0	0.208405	0.208405
C6orf10	RQCD1	Type 0	0.650207	0.650207
C6orf10	LOC253805	Type 0	0.205583	0.205583
C6orf10	AKIRIN1	Type 0	0.292296	0.292296
C6orf10	TLE3	Type 0	0.764406	0.764406
C6orf10	C6orf170	Type 0	0.518616	0.518616
C6orf10	RHOXF2	Type 0	0.689224	0.689224
CRADD	NPAT	Type 0	0.231260	0.231260
GPR17	NPAT	Type 0	0.972374	0.972374
TMEM135	NPAT	Type 0	0.263060	0.263060
SPANXB2	NPAT	Type 0	0.481296	0.481296
NPAT	UQCRQ	Type 0	0.506575	0.506575
NPAT	PPFIBP1	Type 0	0.300105	0.300105
NPAT	ABLIM2	Type 0	0.881377	0.881377
NPAT	TMEM135	Type 0	0.736940	0.736940
BDNF	SLC30A6	Type 0	0.251335	0.251335
TRAIP	SLC30A6	Type 0	0.415663	0.415663
HECTD3	SLC30A6	Type 0	0.275127	0.275127
ARL4A	SLC30A6	Type 0	0.241287	0.241287
IDH3G	SLC30A6	Type 0	0.229778	0.229778
PRNT	SLC30A6	Type 0	0.500664	0.500664
SLC30A6	ARL4A	Type 0	0.656166	0.656166
SLC30A6	PRNT	Type 0	0.499336	0.499336
FAM156A	ANKRD57	Type 0	0.252931	0.252931
TREM1	ANKRD57	Type 0	0.296238	0.296238
CXCR4	ANKRD57	Type 0	0.298788	0.298788
SLC26A11	ANKRD57	Type 0	0.301266	0.301266
IL20RA	ANKRD57	Type 0	0.986095	0.986095
ARID1B	ANKRD57	Type 0	0.250786	0.250786
ANKRD57	SLC6A4	Type 0	0.224104	0.224104
SPTBN1	UCHL5	Type 0	0.975227	0.975227
ARRDC5	LIF	Type 0	0.520052	0.520052
LIF	ATHL1	Type 0	0.977819	0.977819
LIF	TAGLN2	Type 0	0.294912	0.294912
SOD1	MT2A	Type 0	0.437762	0.437762
NOC2L	MT2A	Type 0	0.840759	0.840759
HNF1A	MT2A	Type 0	0.403978	0.403978
MT2A	EEF1A2	Type 0	0.408591	0.408591
MT2A	C8orf83	Type 0	0.232655	0.232655
MT2A	SOD1	Type 0	0.241721	0.241721
MT2A	ZRSR2	Type 0	0.232759	0.232759
MT2A	BTAF1	Type 0	0.250222	0.250222
MLST8	SPSB3	Type 0	0.281690	0.281690
JAKMIP3	SPSB3	Type 0	0.293794	0.293794
ZNF581	SPSB3	Type 0	0.299010	0.299010
NEURL	SPSB3	Type 0	0.210722	0.210722
SCN9A	SPSB3	Type 0	0.227783	0.227783
CD38	TUBB6	Type 0	0.219048	0.219048
C1orf64	TUBB6	Type 0	0.214102	0.214102
TUBB6	C1orf64	Type 0	0.447843	0.447843
IGF2	KCNJ15	Type 0	0.506173	0.506173
SLC7A6OS	KCNJ15	Type 0	0.326931	0.326931
RPGRIP1L	KCNJ15	Type 0	0.267984	0.267984
RRAS2	KCNJ15	Type 0	0.294254	0.294254
LOC100132738	KCNJ15	Type 0	0.205861	0.205861
EFNB3	KCNJ15	Type 0	0.243274	0.243274
SEPN1	KCNJ15	Type 0	0.485834	0.485834
KCNJ15	IGF2	Type 0	0.386364	0.386364
KCNJ15	DCN	Type 0	0.244522	0.244522
IL10	SF3B3	Type 0	0.336626	0.336626
VNN1	SF3B3	Type 0	0.503107	0.503107
FLJ42875	SF3B3	Type 0	0.341134	0.341134
PFKP	SF3B3	Type 0	0.242395	0.242395
SF3B3	DDIT3	Type 0	0.300000	0.300000
SF3B3	VNN1	Type 0	0.496893	0.496893
SF3B3	STARD7	Type 0	0.254228	0.254228
SF3B3	FLJ42875	Type 0	0.573477	0.573477
SF3B3	PFKP	Type 0	0.646712	0.646712
SF3B3	AK4	Type 0	0.681972	0.681972
C3orf51	QKI	Type 0	0.247378	0.247378
C3orf51	ANXA13	Type 0	0.235536	0.235536
C3orf51	SEZ6	Type 0	0.995200	0.995200
RAC2	SRGAP3	Type 0	0.900000	0.900000
SRGAP3	INPP4B	Type 0	0.267035	0.267035
SRGAP3	MAP1LC3C	Type 0	0.257547	0.257547
CCL21	UNKL	Type 0	0.887761	0.887761
UNKL	LOC650392	Type 0	0.292494	0.292494
UNKL	LOC100131170	Type 0	0.378583	0.378583
UNKL	TMEM48	Type 0	0.508877	0.508877
UNKL	TRBV27	Type 0	0.833036	0.833036
UNKL	LOC100128843	Type 0	0.259639	0.259639
UNKL	CEACAM3	Type 0	0.214286	0.214286
CHRM3	FAM65C	Type 0	0.239362	0.239362
GUCY1A3	FAM65C	Type 0	0.228273	0.228273
CCDC116	FAM65C	Type 0	0.618657	0.618657
TMTC1	FAM65C	Type 0	0.335526	0.335526
FAM65C	PDZD2	Type 0	0.208266	0.208266
FAM65C	C18orf54	Type 0	0.454915	0.454915
FAM65C	PAAF1	Type 0	0.241327	0.241327
DTL	ALDH2	Type 0	0.484070	0.484070
CDC16	ALDH2	Type 0	0.426375	0.426375
TRIT1	ALDH2	Type 0	0.360381	0.360381
ALDH2	CCDC111	Type 0	0.297719	0.297719
ALDH2	SEC14L2	Type 0	0.227663	0.227663
ALDH2	GPR83	Type 0	0.214354	0.214354
ALDH2	TMEM214	Type 0	0.240522	0.240522
ALDH2	C20orf54	Type 0	0.445218	0.445218
ALDH2	NFKB2	Type 0	0.206010	0.206010
ALDH2	ISOC2	Type 0	0.496399	0.496399
ALDH2	ERBB4	Type 0	0.432709	0.432709
ALDH2	DTL	Type 0	0.515930	0.515930
ALDH2	PPP1R1A	Type 0	0.243370	0.243370
FAM86C	RAD52	Type 0	0.472546	0.472546
ARHGEF1	RAD52	Type 0	0.209446	0.209446
LOC100128025	RAD52	Type 0	0.645782	0.645782
AQP5	RAD52	Type 0	0.344465	0.344465
RAD52	FAM86C	Type 0	0.527454	0.527454
RAD52	ARHGEF1	Type 0	0.592483	0.592483
RAD52	AQP5	Type 0	0.596552	0.596552
RAD52	NLRP12	Type 0	0.384078	0.384078
PDCD2	FLJ45340	Type 0	0.334649	0.334649
REEP6	DCUN1D3	Type 0	0.227068	0.227068
RUVBL1	DCUN1D3	Type 0	0.328557	0.328557
CMTM8	LOC375196	Type 0	0.207224	0.207224
NBPF3	LOC375196	Type 0	0.245693	0.245693
TTC39C	LOC375196	Type 0	0.272484	0.272484
DNAJB9	LOC375196	Type 0	0.293640	0.293640
HNF1A	POTEKP	Type 0	0.370203	0.370203
FFAR3	POTEKP	Type 0	0.951236	0.951236
C8orf4	POTEKP	Type 0	0.300685	0.300685
POTEKP	C2CD4A	Type 0	0.287111	0.287111
