Parent	Child	relationType	edgeScore	Freq
PIP	ESRRG	Type 0	0.242948	0.242948
FANCA	ESRRG	Type 0	0.845872	0.845872
ESRRG	IFNA14///IFNA2	Type 0	0.956871	0.956871
ESRRG	SLC24A1	Type 0	0.217988	0.217988
NGF	IGLL1	Type 0	0.409091	0.409091
RFC4	IGLL1	Type 0	0.348068	0.348068
IGLL1	VIP	Type 0	0.547077	0.547077
IGLL1	RGS9	Type 0	0.236981	0.236981
FHL2	GDF15	Type 0	0.383906	0.383906
HSF2	GDF15	Type 0	0.330729	0.330729
IL27RA	GDF15	Type 0	0.494143	0.494143
YIPF3	TRAPPC2P1	Type 0	0.503660	0.503660
PIK3R4	TRAPPC2P1	Type 0	0.507504	0.507504
HNF1A	TRAPPC2P1	Type 0	0.486536	0.486536
TRAPPC2P1	SOX5	Type 0	0.303479	0.303479
TRAPPC2P1	GTF2A1	Type 0	0.293651	0.293651
TRAPPC2P1	ZNF79	Type 0	0.230588	0.230588
TRAPPC2P1	CXCL3	Type 0	0.264079	0.264079
TRAPPC2P1	YIPF3	Type 0	0.437775	0.437775
TRAPPC2P1	PIK3R4	Type 0	0.492496	0.492496
TRAPPC2P1	HNF1A	Type 0	0.278152	0.278152
TRAPPC2P1	POU3F4	Type 0	0.301218	0.301218
CAV2	ENSA	Type 0	0.855573	0.855573
GAS1	ENSA	Type 0	0.441420	0.441420
TSC22D1	ENSA	Type 0	0.345227	0.345227
ENSA	HOXA9	Type 0	0.753301	0.753301
ENSA	ALOX15	Type 0	1.000000	1.000000
ENSA	PYY	Type 0	0.375737	0.375737
ENSA	KCNH1	Type 0	0.223044	0.223044
ENSA	LIMK1	Type 0	0.999705	0.999705
ENSA	TRPM2	Type 0	0.988311	0.988311
PFKP	MYST4	Type 0	0.716779	0.716779
HMGA1	MYST4	Type 0	0.500122	0.500122
IFNAR2	MYST4	Type 0	0.280922	0.280922
PNP	MYST4	Type 0	0.841097	0.841097
FLNB	MYST4	Type 0	0.323930	0.323930
ACTR3	MYST4	Type 0	0.240474	0.240474
MYST4	FARP1	Type 0	0.304327	0.304327
MYST4	HGFAC	Type 0	0.299678	0.299678
MYST4	MYCNOS	Type 0	0.995159	0.995159
MYST4	IRGC	Type 0	0.298230	0.298230
CEL	CLCN3	Type 0	0.279426	0.279426
BMP1	CLCN3	Type 0	0.233417	0.233417
CLCN3	FAM153B	Type 0	0.299938	0.299938
SNPH	TBX10	Type 0	0.286963	0.286963
MPDU1	TBX10	Type 0	0.976803	0.976803
FZD6	TBX10	Type 0	0.407080	0.407080
ZNF264	TBX10	Type 0	0.300073	0.300073
TBX10	SHMT1	Type 0	0.264818	0.264818
PIP	PDLIM1	Type 0	0.351520	0.351520
KIF2C	PDLIM1	Type 0	0.211517	0.211517
ANXA2P1	PDLIM1	Type 0	0.389249	0.389249
HLTF	PDLIM1	Type 0	0.999052	0.999052
PDLIM1	PIP5K1B	Type 0	0.272128	0.272128
NNMT	TGFBI	Type 0	0.700825	0.700825
ITGA5	TGFBI	Type 0	0.303483	0.303483
WISP2	TGFBI	Type 0	0.205645	0.205645
ENTPD4///LOXL2	TGFBI	Type 0	0.237624	0.237624
PLAU	TGFBI	Type 0	0.692136	0.692136
TGFBI	B4GALT6	Type 0	0.523048	0.523048
TGFBI	MAP7	Type 0	0.414889	0.414889
TGFBI	ITGA5	Type 0	0.471642	0.471642
TGFBI	BZRAP1	Type 0	0.756575	0.756575
TGFBI	PLAU	Type 0	0.303619	0.303619
MAD2L1	PGLYRP1	Type 0	0.999016	0.999016
DOCK10	PGLYRP1	Type 0	0.299553	0.299553
RIMS1	PGLYRP1	Type 0	0.296633	0.296633
