Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
UHRF1	TBX6	0.363900	0.363900	0.000000	0.827700	3	unknown
UHRF1	TFCP2	0.132100	0.132100	0.000000	0.830431	3	unknown
UHRF1	KDM5B	0.062100	0.062100	0.000000	0.942029	3	unknown
UHRF1	GLIS3	0.152600	0.152600	0.000000	0.643512	3	unknown
SPDEF	UHRF1	0.951500	0.951500	0.000000	0.646453	3	unknown
UHRF1	HCLS1	0.141100	0.141100	0.000000	0.938342	3	unknown
TBX1	UHRF1	0.051300	0.051300	0.000000	0.888889	3	unknown
UHRF1	TCFL5	0.069400	0.069400	0.000000	0.871758	3	unknown
UHRF1	PPARG	0.216900	0.216900	0.000000	0.517750	3	unknown
RFXANK	UHRF1	0.226400	0.226400	0.000000	0.533569	3	unknown
SUPT6H	UHRF1	0.397800	0.397800	0.000000	0.866264	3	unknown
UHRF1	FOXD2	0.062900	0.062900	0.000000	0.856916	3	unknown
TP73	UHRF1	0.090500	0.090500	0.000000	0.643094	3	unknown
UHRF1	STAT2	0.127800	0.127800	0.000000	0.880282	3	unknown
UHRF1	PHTF1	0.078500	0.078500	0.000000	0.821656	3	unknown
UHRF1	ZSCAN2	0.087600	0.087600	0.000000	0.800228	3	unknown
HSF2	UHRF1	0.108000	0.108000	0.000000	0.634259	3	unknown
UHRF1	EVX1	0.115600	0.115600	0.000000	0.690311	3	unknown
UHRF1	HOXB5	0.625500	0.625500	0.000000	0.685372	3	unknown
IRF4	UHRF1	0.128400	0.128400	0.000000	0.905763	3	unknown
UHRF1	ELK3	0.055300	0.055300	0.000000	0.717902	3	unknown
POU3F2	UHRF1	0.315500	0.315500	0.000000	0.848494	3	unknown
UHRF1	TCF4	0.560000	0.560000	0.000000	0.630893	3	unknown
UHRF1	AR	0.120400	0.120400	0.000000	0.797342	3	unknown
UHRF1	HMGA1	0.056800	0.056800	0.000000	0.788732	3	unknown
UHRF1	ZNF75D	0.462200	0.462200	0.000000	0.678061	3	unknown
MLLT10	UHRF1	0.069300	0.069300	0.000000	0.662338	3	unknown
UHRF1	FOXD3	0.104700	0.104700	0.000000	0.908309	3	unknown
UHRF1	PKNOX2	0.945700	0.945700	0.000000	0.615100	3	unknown
HOXC4	UHRF1	0.083800	0.083800	0.000000	0.558473	3	unknown
UHRF1	HOXA10	0.122600	0.122600	0.000000	0.553834	3	unknown
HMGB1	UHRF1	0.113800	0.113800	0.000000	0.687170	3	unknown
STRN3	UHRF1	0.050700	0.050700	0.000000	0.635108	3	unknown
UHRF1	ALX1	0.465100	0.465100	0.000000	0.666308	3	unknown
RBPJ	UHRF1	0.074200	0.074200	0.000000	0.838275	3	unknown
UHRF1	ZNF213	0.064600	0.064600	0.000000	0.891641	3	unknown
GABPB1	UHRF1	0.071800	0.071800	0.000000	0.537604	3	unknown
SOX30	UHRF1	0.408000	0.408000	0.000000	0.524020	3	unknown
ZNF81	UHRF1	0.081500	0.081500	0.000000	0.862577	3	unknown
