Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ASB1	0.134800	0.134800	0.000000	0.994065	3	unknown	nan/nan/nan
ABCF1	ATP2B1	0.260100	0.260100	0.000000	0.966936	3	unknown	nan/nan/nan
ABCF1	BCAR1	0.160600	0.160600	0.000000	0.983188	3	unknown	nan/nan/nan
BLNK	ABCF1	0.831800	0.831800	0.000000	0.540394	3	unknown	nan/nan/nan
ABCF1	CALM1	0.121000	0.121000	0.000000	0.991736	3	unknown	nan/nan/nan
CCND1	ABCF1	0.069700	0.069700	0.000000	0.629842	3	unknown	nan/nan/nan
ABCF1	CCNL1	0.372500	0.372500	0.000000	0.980940	3	unknown	nan/nan/nan
COTL1	ABCF1	0.052900	0.052900	0.000000	0.852552	3	unknown	nan/nan/nan
ABCF1	CSNK1D	0.065600	0.065600	0.000000	0.919207	3	unknown	nan/nan/nan
ABCF1	CTSF	0.061300	0.061300	0.000000	0.985318	3	unknown	nan/nan/nan
ABCF1	EFEMP1	0.067000	0.067000	0.000000	0.973134	3	unknown	nan/nan/nan
ABCF1	ERRFI1	0.159800	0.159800	0.000000	0.953066	3	unknown	nan/nan/nan
FAM83A	ABCF1	0.490700	0.490700	0.000000	0.996332	3	unknown	nan/nan/nan
ABCF1	GLRX	0.284900	0.284900	0.000000	0.979642	3	unknown	nan/nan/nan
ABCF1	GNAL	0.074400	0.074400	0.000000	0.995968	3	unknown	nan/nan/nan
ABCF1	GNB4	0.503500	0.503500	0.000000	0.981927	3	unknown	nan/nan/nan
ABCF1	GPNMB	0.061000	0.061000	0.000000	0.954098	3	unknown	nan/nan/nan
ABCF1	HDAC9	0.066100	0.066100	0.000000	0.977307	3	unknown	nan/nan/nan
ABCF1	HMOX1	0.118700	0.118700	0.000000	0.834035	3	unknown	nan/nan/nan
IL1B	ABCF1	0.057900	0.057900	0.000000	0.863558	3	unknown	nan/nan/nan
ITCH	ABCF1	0.152500	0.152500	0.000000	0.880656	3	unknown	nan/nan/nan
ABCF1	KCTD5	0.184200	0.184200	0.000000	0.638436	3	unknown	nan/nan/nan
ABCF1	KIAA0020	0.062300	0.062300	0.000000	0.983949	3	unknown	nan/nan/nan
ABCF1	KLK8	0.092700	0.092700	0.000000	0.993528	3	unknown	nan/nan/nan
LOC100131581	ABCF1	0.143000	0.143000	0.000000	0.702797	3	unknown	nan/nan/nan
ABCF1	LOC642031	0.254500	0.254500	0.000000	0.572495	3	unknown	nan/nan/nan
ABCF1	MMP1	0.066600	0.066600	0.000000	0.762763	3	unknown	nan/nan/nan
ABCF1	NFIX	0.578300	0.578300	0.000000	0.994121	3	unknown	nan/nan/nan
ABCF1	PHLDA1	0.080600	0.080600	0.000000	0.851117	3	unknown	nan/nan/nan
ABCF1	PLK3	0.077300	0.077300	0.000000	0.997413	3	unknown	nan/nan/nan
ABCF1	PPIB	0.652000	0.652000	0.000000	0.953834	3	unknown	nan/nan/nan
ABCF1	PPP1R12B	0.064900	0.064900	0.000000	0.993837	3	unknown	nan/nan/nan
PPP1R3B	ABCF1	0.168200	0.168200	0.000000	0.659334	3	unknown	nan/nan/nan
ABCF1	PRKCG	0.089700	0.089700	0.000000	0.629877	3	unknown	nan/nan/nan
PTPN11	ABCF1	0.100500	0.100500	0.000000	0.761194	3	unknown	nan/nan/nan
ABCF1	RND3	0.658900	0.658900	0.000000	0.954318	3	unknown	nan/nan/nan
RRAS	ABCF1	0.265900	0.265900	0.000000	0.544942	3	unknown	nan/nan/nan
SLC6A14	ABCF1	0.078900	0.078900	0.000000	0.930292	3	unknown	nan/nan/nan
ABCF1	SOCS1	0.063800	0.063800	0.000000	0.974922	3	unknown	nan/nan/nan
ABCF1	SOCS6	0.052700	0.052700	0.000000	0.943074	3	unknown	nan/nan/nan
ST3GAL6	ABCF1	0.383700	0.383700	0.000000	0.716966	3	unknown	nan/nan/nan
ABCF1	STAT3	0.080200	0.080200	0.000000	0.946384	3	unknown	nan/nan/nan
ABCF1	STX12	0.129000	0.129000	0.000000	0.951163	3	unknown	nan/nan/nan
ABCF1	SULT1A1	0.233200	0.233200	0.000000	0.993997	3	unknown	nan/nan/nan
