Parent	Child	relationType	edgeScore	Freq
PTMA	SUPV3L1	Type 0	1.000000	1.000000
DHX40	ICK	Type 0	0.253752	0.253752
ZNF148	ICK	Type 0	0.299750	0.299750
FOXO3	SETD3	Type 0	0.210317	0.210317
STAT3	SETD3	Type 0	0.313333	0.313333
FOXN2	SETD3	Type 0	0.211645	0.211645
KDM5A	SETD3	Type 0	0.255523	0.255523
SPTLC2	SETD3	Type 0	0.471328	0.471328
SETD3	SPTLC2	Type 0	0.528672	0.528672
SETD3	SUZ12	Type 0	0.941704	0.941704
PTENP1	CGA	Type 0	0.566093	0.566093
CGA	WHSC1L1	Type 0	0.430032	0.430032
CGA	SEZ6L	Type 0	0.239547	0.239547
TUBB	TMSL3///TMSB4X	Type 0	0.288629	0.288629
FTL	TMSL3///TMSB4X	Type 0	0.978666	0.978666
SMS	TMSL3///TMSB4X	Type 0	0.315904	0.315904
TMSL3///TMSB4X	TRIB2	Type 0	0.211946	0.211946
TMSL3///TMSB4X	RBM25	Type 0	0.230357	0.230357
TMSL3///TMSB4X	S100A10	Type 0	0.900736	0.900736
TMSL3///TMSB4X	TNC	Type 0	0.251068	0.251068
TMSL3///TMSB4X	IL17RB	Type 0	0.209677	0.209677
EGLN1	NFE2L2	Type 0	0.269984	0.269984
MRPS27	NFE2L2	Type 0	0.251916	0.251916
ADAM9	NFE2L2	Type 0	0.349298	0.349298
ATXN7L3B	NFE2L2	Type 0	0.503608	0.503608
C22orf36	NFE2L2	Type 0	0.237299	0.237299
TTC27	NFE2L2	Type 0	0.257955	0.257955
NFE2L2	CREBZF	Type 0	0.852328	0.852328
NFE2L2	MRPS27	Type 0	0.257663	0.257663
NFE2L2	ATXN7L3B	Type 0	0.496392	0.496392
GOLM1	TYW1	Type 0	0.246059	0.246059
DSP	TYW1	Type 0	0.352135	0.352135
DLG3	TYW1	Type 0	0.920841	0.920841
C17orf42	TYW1	Type 0	0.230205	0.230205
TYW1	KIAA0232	Type 0	0.294118	0.294118
