Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ADRBK1	ABCF1	0.098300	0.098300	0.000000	0.800610	3	unknown	nan/nan/nan
ABCF1	ATP10B	0.069800	0.069800	0.000000	0.825215	3	unknown	nan/nan/nan
ATP2A2	ABCF1	0.362700	0.362700	0.000000	0.727874	3	unknown	nan/nan/nan
ABCF1	CAMKK2	0.072700	0.072700	0.000000	0.592847	3	unknown	nan/nan/nan
CHAF1A	ABCF1	0.073500	0.073500	0.000000	0.835374	3	unknown	nan/nan/nan
CSNK1D	ABCF1	0.120300	0.120300	0.000000	0.785536	3	unknown	nan/nan/nan
ABCF1	DDR1	0.110000	0.110000	0.000000	0.567273	3	unknown	nan/nan/nan
EMG1	ABCF1	0.082800	0.082800	0.000000	0.688406	3	unknown	nan/nan/nan
ABCF1	FGFR2	0.485400	0.485400	0.000000	0.550886	3	unknown	nan/nan/nan
FLJ22184	ABCF1	0.055700	0.055700	0.000000	0.606822	3	unknown	nan/nan/nan
ABCF1	GRB2	0.067500	0.067500	0.000000	0.539259	3	unknown	nan/nan/nan
HSPA5	ABCF1	0.092300	0.092300	0.000000	0.586132	3	unknown	nan/nan/nan
ABCF1	ITGB6	0.054200	0.054200	0.000000	0.994465	3	unknown	nan/nan/nan
ABCF1	LIMK2	0.106900	0.106900	0.000000	0.999065	3	unknown	nan/nan/nan
MMP7	ABCF1	0.072700	0.072700	0.000000	0.643741	3	unknown	nan/nan/nan
ABCF1	MYCN	0.056000	0.056000	0.000000	0.526786	3	unknown	nan/nan/nan
ABCF1	NRSN2	0.052300	0.052300	0.000000	0.787763	3	unknown	nan/nan/nan
PARP10	ABCF1	0.054800	0.054800	0.000000	0.656934	3	unknown	nan/nan/nan
ABCF1	PCSK9	0.085200	0.085200	0.000000	0.566901	3	unknown	nan/nan/nan
PDPK1	ABCF1	0.086100	0.086100	0.000000	0.637631	3	unknown	nan/nan/nan
PKIB	ABCF1	0.254100	0.254100	0.000000	0.539551	3	unknown	nan/nan/nan
PLAU	ABCF1	0.054200	0.054200	0.000000	0.970480	3	unknown	nan/nan/nan
RAD51L3	ABCF1	0.066100	0.066100	0.000000	0.732224	3	unknown	nan/nan/nan
RNF5	ABCF1	0.141300	0.141300	0.000000	0.806086	3	unknown	nan/nan/nan
RPS12	ABCF1	0.066300	0.066300	0.000000	0.743590	3	unknown	nan/nan/nan
ABCF1	RPS28	0.073600	0.073600	0.000000	0.533967	3	unknown	nan/nan/nan
STAT5B	ABCF1	0.074900	0.074900	0.000000	0.582109	3	unknown	nan/nan/nan
ABLIM1	ADAM9	0.095000	0.095000	0.000000	0.636842	3	unknown	nan/nan/nan
AREG	ABLIM1	0.084400	0.084400	0.000000	0.867299	3	unknown	nan/nan/nan
ABLIM1	ATP7B	0.184200	0.184200	0.000000	0.685125	3	unknown	nan/nan/nan
CASP4	ABLIM1	0.050800	0.050800	0.000000	0.600394	3	unknown	nan/nan/nan
CASP6	ABLIM1	0.092400	0.092400	0.000000	0.978355	3	unknown	nan/nan/nan
ABLIM1	CCDC88A	0.107200	0.107200	0.000000	0.662313	3	unknown	nan/nan/nan
ABLIM1	CEACAM1	0.054800	0.054800	0.000000	0.822993	3	unknown	nan/nan/nan
ABLIM1	CNIH4	0.058400	0.058400	0.000000	0.595890	3	unknown	nan/nan/nan
ABLIM1	CXADR	0.067400	0.067400	0.000000	0.609792	3	unknown	nan/nan/nan
ABLIM1	CXCL14	0.100600	0.100600	0.000000	0.863817	3	unknown	nan/nan/nan
ABLIM1	CXCR7	0.057300	0.057300	0.000000	0.767888	3	unknown	nan/nan/nan
ABLIM1	FCRLB	0.109800	0.109800	0.000000	0.866120	3	unknown	nan/nan/nan
GNA13	ABLIM1	0.100900	0.100900	0.000000	0.523290	3	unknown	nan/nan/nan
GRB2	ABLIM1	0.098200	0.098200	0.000000	0.720978	3	unknown	nan/nan/nan
HDAC4	ABLIM1	0.067900	0.067900	0.000000	0.808542	3	unknown	nan/nan/nan
ABLIM1	IMPA1	0.070800	0.070800	0.000000	0.545198	3	unknown	nan/nan/nan
KCNJ5	ABLIM1	0.057400	0.057400	0.000000	0.606272	3	unknown	nan/nan/nan
ABLIM1	MAP3K12	0.054000	0.054000	0.000000	0.975926	3	unknown	nan/nan/nan
MYCN	ABLIM1	0.053400	0.053400	0.000000	0.730337	3	unknown	nan/nan/nan
NFIX	ABLIM1	0.091800	0.091800	0.000000	0.708061	3	unknown	nan/nan/nan
NPAS3	ABLIM1	0.076600	0.076600	0.000000	0.943864	3	unknown	nan/nan/nan
ABLIM1	PAK6	0.302700	0.302700	0.000000	0.884374	3	unknown	nan/nan/nan
PLK1	ABLIM1	0.164500	0.164500	0.000000	0.814590	3	unknown	nan/nan/nan
ABLIM1	PRKCH	0.077500	0.077500	0.000000	0.509677	3	unknown	nan/nan/nan
