Parent	Child	relationType	edgeScore	Freq
NUDT1	MRPL17	Type 0	0.860889	0.860889
MMP7	FES	Type 0	0.717343	0.717343
FCRL4	FES	Type 0	0.332562	0.332562
NEUROG2	FES	Type 0	0.461310	0.461310
SCML1	FES	Type 0	0.200083	0.200083
FES	NEUROG2	Type 0	0.538690	0.538690
CELSR3	PLXNA1	Type 0	0.445192	0.445192
TUT1	PLXNA1	Type 0	0.207143	0.207143
PLXNA1	RAD21	Type 0	0.241865	0.241865
ID3	IMPA1	Type 0	0.298268	0.298268
LAGE3	IMPA1	Type 0	0.391223	0.391223
RPL36AL	IMPA1	Type 0	0.934040	0.934040
IMPA1	MT1M	Type 0	0.295024	0.295024
ALDOC	DAGLB	Type 0	0.942519	0.942519
ZNF653	DAGLB	Type 0	0.210181	0.210181
CSNK1D	DAGLB	Type 0	0.267853	0.267853
EXOSC5	TOMM20	Type 0	0.388807	0.388807
CAPNS1	TOMM20	Type 0	0.938088	0.938088
TRAPPC6A	NFE2L3	Type 0	0.994621	0.994621
SRP54	NFE2L3	Type 0	0.246041	0.246041
SYS1-DBNDD2	TPRG1	Type 0	0.297362	0.297362
TGFBR3	TPRG1	Type 0	0.284290	0.284290
SNTB1	TPRG1	Type 0	0.220131	0.220131
IRAK3	TPRG1	Type 0	0.517386	0.517386
ZSCAN18	TPRG1	Type 0	0.509592	0.509592
TPRG1	SYS1-DBNDD2	Type 0	0.684901	0.684901
TPRG1	TNFRSF19	Type 0	0.265663	0.265663
TPRG1	TGFBR3	Type 0	0.201083	0.201083
TPRG1	ZSCAN18	Type 0	0.490408	0.490408
CCS	COMT	Type 0	0.928839	0.928839
MTX1	COMT	Type 0	0.204139	0.204139
CORO1C	TRIP12	Type 0	0.298137	0.298137
CASC4	TRIP12	Type 0	0.964656	0.964656
H1FX	B3GALT4	Type 0	0.851314	0.851314
ZMPSTE24	B3GALT4	Type 0	0.292326	0.292326
B3GALT4	FAM100B	Type 0	0.455117	0.455117
COL5A1	FOXA2	Type 0	0.734385	0.734385
PLXDC2	FOXA2	Type 0	0.421772	0.421772
STXBP6	FOXA2	Type 0	0.253662	0.253662
FOXA2	COL5A1	Type 0	0.262766	0.262766
FOXA2	LAX1	Type 0	0.205215	0.205215
FOXA2	PHACTR2	Type 0	0.214154	0.214154
SLC45A3	KIAA1958	Type 0	0.252438	0.252438
NCKIPSD	KIAA1958	Type 0	0.299174	0.299174
PLOD1	KIAA1958	Type 0	0.981616	0.981616
DEF6	KIAA1958	Type 0	0.200745	0.200745
KIAA1958	C6orf204	Type 0	0.291415	0.291415
RPL17	GABARAPL2	Type 0	0.303619	0.303619
RAD54L2	GABARAPL2	Type 0	0.491426	0.491426
RPAIN	GABARAPL2	Type 0	0.526021	0.526021
MLLT10	GABARAPL2	Type 0	0.247761	0.247761
GABARAPL2	RAD54L2	Type 0	0.508574	0.508574
GABARAPL2	NARS	Type 0	0.242695	0.242695
ATP2A2	HNRNPH1	Type 0	0.324739	0.324739
C11orf66///SDHAF2	CES2	Type 0	0.981519	0.981519
USP10	PPTC7	Type 0	0.853103	0.853103
UGT2B17	LFNG	Type 0	0.855968	0.855968
GLDC	LFNG	Type 0	0.229795	0.229795
PTPLA	LFNG	Type 0	0.229990	0.229990
RENBP	LFNG	Type 0	0.364758	0.364758
C7orf41	LFNG	Type 0	0.325517	0.325517
LFNG	RENBP	Type 0	0.213235	0.213235
