Parent	Child	relationType	edgeScore	Freq
SLC26A3	MYBPC1	Type 0	0.496857	0.496857
ELF5	MYBPC1	Type 0	0.289866	0.289866
MYBPC1	SLC26A3	Type 0	0.503143	0.503143
CCT8	PPIG	Type 0	0.999445	0.999445
CCT8	LSM14A	Type 0	0.811311	0.811311
CCT8	PAPSS1	Type 0	0.907992	0.907992
CCT8	C17orf62	Type 0	0.300589	0.300589
CCT8	FBXO21	Type 0	0.224628	0.224628
CCT8	MRS2	Type 0	0.249640	0.249640
CCT8	SECISBP2L	Type 0	0.449449	0.449449
LARP1	LRRK1	Type 0	0.391321	0.391321
SLC28A2	LRRK1	Type 0	0.231478	0.231478
LRRK1	LARP1	Type 0	0.283794	0.283794
NDC80	HCP5	Type 0	0.299567	0.299567
RFX5	HCP5	Type 0	0.336731	0.336731
TNS1	HCP5	Type 0	0.203244	0.203244
NUAK1	HCP5	Type 0	0.527000	0.527000
HCP5	YBX1P2///YBX1	Type 0	0.236792	0.236792
HCP5	IGKV4-1	Type 0	0.278351	0.278351
CAMK1D	SUPT3H	Type 0	0.999664	0.999664
TLE1	SUPT3H	Type 0	0.286829	0.286829
ARIH2	SUPT3H	Type 0	0.209961	0.209961
OBP2A///OBP2B	SUPT3H	Type 0	0.279593	0.279593
SOX21	SUPT3H	Type 0	0.300664	0.300664
ACACB	ADAMTS5	Type 0	0.366614	0.366614
ABCA8	ADAMTS5	Type 0	0.217954	0.217954
LHFP	ADAMTS5	Type 0	0.634127	0.634127
ADAMTS5	MNX1	Type 0	0.319653	0.319653
ADAMTS5	HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG	Type 0	0.275931	0.275931
ADAMTS5	S100P	Type 0	0.216421	0.216421
ADAMTS5	TRPC1	Type 0	0.464704	0.464704
ADAMTS5	DIAPH2	Type 0	0.651376	0.651376
ADAMTS5	LDB2	Type 0	0.302632	0.302632
ADAMTS5	LRCH3	Type 0	0.214585	0.214585
ADAMTS5	HJURP	Type 0	0.502984	0.502984
ADAMTS5	CTSF	Type 0	0.994640	0.994640
IFITM3	URB2	Type 0	0.301346	0.301346
RPA4	URB2	Type 0	0.261828	0.261828
TAOK2	URB2	Type 0	0.298733	0.298733
CCPG1	URB2	Type 0	0.452195	0.452195
DGCR14	URB2	Type 0	0.207580	0.207580
NPRL2	URB2	Type 0	0.295489	0.295489
KIR2DL1	URB2	Type 0	0.564085	0.564085
KCNAB3	URB2	Type 0	0.859120	0.859120
KRT19///JUP	CD24	Type 0	0.283975	0.283975
CD24	KRT19///JUP	Type 0	0.716025	0.716025
COL18A1	RPA4	Type 0	0.836548	0.836548
RPA4	ABCC9	Type 0	0.297691	0.297691
RPA4	VPS53	Type 0	0.536880	0.536880
RPA4	CAPN5	Type 0	0.203758	0.203758
POP7	IRAK1	Type 0	0.918269	0.918269
MICALL1	IRAK1	Type 0	0.303039	0.303039
IRAK1	MICALL1	Type 0	0.696961	0.696961
MTERF	KCNH4	Type 0	0.298592	0.298592
TNMD	KCNH4	Type 0	0.297297	0.297297
KCNH4	DNAJB12	Type 0	0.274397	0.274397
ALDH1L1	MOSC1	Type 0	0.210898	0.210898
NAALAD2	MOSC1	Type 0	0.300254	0.300254
STBD1	MOSC1	Type 0	0.411630	0.411630
MYOM1	MOSC1	Type 0	0.995831	0.995831
EML3	MOSC1	Type 0	0.291304	0.291304
TGIF1	MOSC1	Type 0	0.298291	0.298291
CXCR4	MOSC1	Type 0	0.204325	0.204325
HSPB7	MOSC1	Type 0	0.267119	0.267119
AP2B1	GDAP1L1	Type 0	0.290110	0.290110
AKAP13	GDAP1L1	Type 0	0.273283	0.273283
KLHL22	GDAP1L1	Type 0	0.783795	0.783795
HINFP	GDAP1L1	Type 0	0.473517	0.473517
GDAP1L1	HINFP	Type 0	0.526483	0.526483
LIN7B	TCF15	Type 0	0.655417	0.655417
WWP1	TCF15	Type 0	0.219947	0.219947
CRHR1	TCF15	Type 0	0.279847	0.279847
HNRNPA3///HNRNPA3P1	TCF15	Type 0	0.391117	0.391117
GPR97	TCF15	Type 0	0.813482	0.813482
PPP2R1A	TCF15	Type 0	0.264008	0.264008
TCF15	PSD4	Type 0	0.303045	0.303045
SPATA5L1	C17orf101	Type 0	0.212372	0.212372
UBXN2B	C17orf101	Type 0	0.270477	0.270477
CDHR5	C17orf101	Type 0	0.412203	0.412203
MANSC1	C17orf101	Type 0	0.517155	0.517155
ARMC7	C17orf101	Type 0	0.278281	0.278281
TNFAIP2	C17orf101	Type 0	0.729181	0.729181
C17orf101	MAN1A2	Type 0	0.450239	0.450239
C17orf101	TTC31	Type 0	0.220801	0.220801
C17orf101	ISYNA1	Type 0	0.305542	0.305542
C17orf101	SRM	Type 0	0.295291	0.295291
ASPA	C1orf115	Type 0	0.995266	0.995266
EHBP1	C1orf115	Type 0	0.247688	0.247688
HSDL2	C1orf115	Type 0	0.425067	0.425067
HBG2///HBG1	ARHGEF2	Type 0	0.299065	0.299065
CCDC92	ARHGEF2	Type 0	0.298432	0.298432
GAL	ASNA1	Type 0	0.995346	0.995346
FBXO11	ASNA1	Type 0	0.379803	0.379803
LSAMP	ASNA1	Type 0	0.215343	0.215343
ASNA1	ITGB3	Type 0	0.294899	0.294899
ASNA1	BRDT	Type 0	0.211855	0.211855
ASNA1	CCDC88C	Type 0	0.503261	0.503261
XPNPEP1	STX16	Type 0	0.357293	0.357293
KLHL25	STX16	Type 0	0.342928	0.342928
MYL6B	STX16	Type 0	0.803120	0.803120
STX16	PDE4A	Type 0	0.260655	0.260655
STX16	ZDHHC11	Type 0	0.392204	0.392204
STX16	KLHL25	Type 0	0.465482	0.465482
STX16	PKD2L2	Type 0	0.282353	0.282353
STX16	CD7	Type 0	0.302044	0.302044
STX16	SERPINB5	Type 0	0.873405	0.873405
STX16	FUT9	Type 0	0.799508	0.799508
MSMB	WNT2	Type 0	0.205082	0.205082
ACOX2	WNT2	Type 0	0.239286	0.239286
TCL6	WNT2	Type 0	0.996909	0.996909
GPR144	WNT2	Type 0	0.296951	0.296951
FXN	WNT2	Type 0	0.207502	0.207502
LSM1	WNT2	Type 0	0.246764	0.246764
CELA2A///CELA2B	WNT2	Type 0	0.299180	0.299180
WNT2	FXN	Type 0	0.339506	0.339506
DSCR6	PRSS2	Type 0	0.434077	0.434077
TAP2	PRSS2	Type 0	0.265924	0.265924
FECH	PRSS2	Type 0	0.266441	0.266441
SILV	PRSS2	Type 0	0.298815	0.298815
