Parent	Child	relationType	edgeScore	Freq
VSTM2B	FKBP9	Type 0	0.988657	0.988657
FKBP9	OR8D1	Type 0	0.303345	0.303345
FKBP9	ARHGEF18	Type 0	0.289350	0.289350
FKBP9	LNX2	Type 0	0.256705	0.256705
TNRC6A	PRM1	Type 0	0.310308	0.310308
BZW1	PRM1	Type 0	0.299026	0.299026
LACTBL1	PRM1	Type 0	0.999440	0.999440
VMA21	GRLF1	Type 0	0.993339	0.993339
CD163	GRLF1	Type 0	0.208885	0.208885
ICAM3	GRLF1	Type 0	0.271905	0.271905
BCL2L2	GRLF1	Type 0	0.312923	0.312923
ENC1	GRLF1	Type 0	0.301173	0.301173
GPR21	STXBP5	Type 0	0.222132	0.222132
RDH10	STXBP5	Type 0	0.478600	0.478600
RBM17	STXBP5	Type 0	0.923844	0.923844
STXBP5	CRTAC1	Type 0	0.201164	0.201164
DICER1	RCOR2	Type 0	0.299257	0.299257
REEP2	RCOR2	Type 0	0.260327	0.260327
BLOC1S2	RCOR2	Type 0	0.390156	0.390156
RCOR2	ZNF187	Type 0	0.278863	0.278863
C9orf78	YPEL4	Type 0	0.975852	0.975852
SEMA6D	YPEL4	Type 0	0.358151	0.358151
YPEL4	NFE2L1	Type 0	0.999159	0.999159
YPEL4	PGLYRP1	Type 0	0.291950	0.291950
YPEL4	UNC45A	Type 0	0.293012	0.293012
YPEL4	NEK9	Type 0	0.223934	0.223934
H2AFY	SNX14	Type 0	0.305511	0.305511
H2AFY	RBM8A	Type 0	0.327641	0.327641
HERC2	HSPA1L	Type 0	0.985988	0.985988
ADAMTS18	HSPA1L	Type 0	0.236304	0.236304
MTMR10	HSPA1L	Type 0	0.369037	0.369037
HSPA1L	LSM14A	Type 0	0.285581	0.285581
C16orf70	UBR4	Type 0	0.221354	0.221354
DOK1	UBR4	Type 0	0.206197	0.206197
C15orf55	UBR4	Type 0	0.221106	0.221106
CCDC25	UBR4	Type 0	0.879433	0.879433
BAG3	UBR4	Type 0	0.226266	0.226266
CDKN1B	UBR4	Type 0	0.207865	0.207865
SUPT16H	OTUD5	Type 0	0.459392	0.459392
PM20D2	OTUD5	Type 0	0.270817	0.270817
WDR61	OTUD5	Type 0	0.205208	0.205208
OTUD5	LOC727916	Type 0	0.794459	0.794459
OTUD5	SUPT16H	Type 0	0.540608	0.540608
OTUD5	WDR61	Type 0	0.665440	0.665440
SLC30A1	ZNF766	Type 0	1.000000	1.000000
CCNG2	ZNF766	Type 0	0.216196	0.216196
GNPDA1	ZNF766	Type 0	0.300630	0.300630
LRRFIP2	ZNF766	Type 0	0.298808	0.298808
NKIRAS2	UFD1L	Type 0	0.316266	0.316266
TMEM108	UFD1L	Type 0	0.270973	0.270973
IL18BP	UFD1L	Type 0	0.933378	0.933378
MGC23284	UFD1L	Type 0	0.296131	0.296131
STAG3L2	UFD1L	Type 0	0.226454	0.226454
LOC643733	DUSP27	Type 0	0.257225	0.257225
LOC100289077	DUSP27	Type 0	0.274960	0.274960
KIAA0174	DUSP27	Type 0	0.290729	0.290729
CCNO	DUSP27	Type 0	0.993261	0.993261
DUSP27	ZFYVE26	Type 0	0.239959	0.239959
SMARCAD1	GATAD2A	Type 0	0.214969	0.214969
USP53	GATAD2A	Type 0	0.427902	0.427902
FGD5	PLEKHA4	Type 0	0.462717	0.462717
FAM201A	PLEKHA4	Type 0	0.324114	0.324114
C12orf4	PLEKHA4	Type 0	0.382702	0.382702
ZNF652	PLEKHA4	Type 0	0.488014	0.488014
FLJ40292	PLEKHA4	Type 0	0.606255	0.606255
PLEKHA4	ZNF652	Type 0	0.511986	0.511986
DKK3	UBA6	Type 0	0.206011	0.206011
PTDSS1	UBA6	Type 0	0.777450	0.777450
UBA6	MRPL55	Type 0	0.299513	0.299513
UBA6	DKK3	Type 0	0.785426	0.785426
UBA6	HCN4	Type 0	0.248840	0.248840
UBA6	POLR1E	Type 0	0.305746	0.305746
UBA6	KBTBD3	Type 0	0.485651	0.485651
