Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ABCF1	ADCY3	0.365400	0.365400	0.000000	0.769294	3	unknown	-nan/-nan/-nan
ABCF1	ASB1	0.072100	0.072100	0.000000	0.825243	3	unknown	-nan/-nan/-nan
ABCF1	CBL	0.160000	0.160000	0.000000	0.970625	3	unknown	-nan/-nan/-nan
E2F6	ABCF1	0.063200	0.063200	0.000000	0.963608	3	unknown	-nan/-nan/-nan
ABCF1	EWSR1	0.546400	0.546400	0.000000	0.571559	3	unknown	-nan/-nan/-nan
ABCF1	EZR	0.051900	0.051900	0.000000	0.522158	3	unknown	-nan/-nan/-nan
HES1	ABCF1	0.054800	0.054800	0.000000	0.503650	3	unknown	-nan/-nan/-nan
HGS	ABCF1	0.549400	0.549400	0.000000	0.644339	3	unknown	-nan/-nan/-nan
ABCF1	HPS6	0.122600	0.122600	0.000000	0.752855	3	unknown	-nan/-nan/-nan
ABCF1	ITGA1	0.156200	0.156200	0.000000	0.887324	3	unknown	-nan/-nan/-nan
ABCF1	ITGB8	0.054600	0.054600	0.000000	0.919414	3	unknown	-nan/-nan/-nan
MAT2A	ABCF1	0.185300	0.185300	0.000000	0.943335	3	unknown	-nan/-nan/-nan
PDIA4	ABCF1	0.132400	0.132400	0.000000	0.993202	3	unknown	-nan/-nan/-nan
ABCF1	PITPNA	0.153000	0.153000	0.000000	0.591503	3	unknown	-nan/-nan/-nan
PPRC1	ABCF1	0.061400	0.061400	0.000000	0.946254	3	unknown	-nan/-nan/-nan
ABCF1	RPL23A	0.142400	0.142400	0.000000	0.735253	3	unknown	-nan/-nan/-nan
ABCF1	RPS6KA1	0.566900	0.566900	0.000000	0.823955	3	unknown	-nan/-nan/-nan
SCARB1	ABCF1	0.113600	0.113600	0.000000	0.890845	3	unknown	-nan/-nan/-nan
SF3A2	ABCF1	0.116400	0.116400	0.000000	0.564433	3	unknown	-nan/-nan/-nan
ABCF1	SLC7A5	0.835800	0.835800	0.000000	0.523929	3	unknown	-nan/-nan/-nan
ABCF1	SMURF1	0.057300	0.057300	0.000000	0.738220	3	unknown	-nan/-nan/-nan
ABCF1	TRAF1	0.759300	0.759300	0.000000	0.613065	3	unknown	-nan/-nan/-nan
TYK2	ABCF1	0.254400	0.254400	0.000000	0.642296	3	unknown	-nan/-nan/-nan
ABCF1	VCP	0.451200	0.451200	0.000000	0.640514	3	unknown	-nan/-nan/-nan
VEGFB	ABCF1	0.064300	0.064300	0.000000	0.653188	3	unknown	-nan/-nan/-nan
ANKRD37	ABLIM1	0.071300	0.071300	0.000000	0.984572	3	unknown	-nan/-nan/-nan
ANXA2	ABLIM1	0.085000	0.085000	0.000000	0.920000	3	unknown	-nan/-nan/-nan
CASP1	ABLIM1	0.075100	0.075100	0.000000	1.000000	3	unknown	-nan/-nan/-nan
CREB5	ABLIM1	0.742900	0.742900	0.000000	0.991789	3	unknown	-nan/-nan/-nan
ABLIM1	DDR1	0.299500	0.299500	0.000000	0.686477	3	unknown	-nan/-nan/-nan
HMGCS1	ABLIM1	0.054400	0.054400	0.000000	0.696691	3	unknown	-nan/-nan/-nan
HSPA14	ABLIM1	0.184000	0.184000	0.000000	0.999457	3	unknown	-nan/-nan/-nan
ABLIM1	LDLR	0.052800	0.052800	0.000000	0.753788	3	unknown	-nan/-nan/-nan
LRRC8C	ABLIM1	0.059400	0.059400	0.000000	0.632997	3	unknown	-nan/-nan/-nan
ABLIM1	MAPKAPK5	0.054300	0.054300	0.000000	0.694291	3	unknown	-nan/-nan/-nan
ABLIM1	MKNK1	0.437000	0.437000	0.000000	0.750801	3	unknown	-nan/-nan/-nan
MREG	ABLIM1	0.327900	0.327900	0.000000	0.561452	3	unknown	-nan/-nan/-nan
ABLIM1	NOTCH4	0.050200	0.050200	0.000000	0.609562	3	unknown	-nan/-nan/-nan
ABLIM1	PRKCH	0.053000	0.053000	0.000000	0.900000	3	unknown	-nan/-nan/-nan
PSAT1	ABLIM1	0.107100	0.107100	0.000000	0.981326	3	unknown	-nan/-nan/-nan
PTGER4	ABLIM1	0.122700	0.122700	0.000000	0.978810	3	unknown	-nan/-nan/-nan
RCAN1	ABLIM1	0.059400	0.059400	0.000000	0.988215	3	unknown	-nan/-nan/-nan
ABLIM1	SLC25A37	0.264800	0.264800	0.000000	0.529834	3	unknown	-nan/-nan/-nan
ABLIM1	SNX22	0.072100	0.072100	0.000000	0.615811	3	unknown	-nan/-nan/-nan
SOX18	ABLIM1	0.065900	0.065900	0.000000	0.778452	3	unknown	-nan/-nan/-nan
ABLIM1	SUFU	0.069100	0.069100	0.000000	0.507959	3	unknown	-nan/-nan/-nan
TAF9	ABLIM1	0.091100	0.091100	0.000000	0.623491	3	unknown	-nan/-nan/-nan
TXNIP	ABLIM1	0.740400	0.740400	0.000000	0.699082	3	unknown	-nan/-nan/-nan
ALPP	ACAT2	0.102300	0.102300	0.000000	0.575758	3	unknown	-nan/-nan/-nan
BCL6	ACAT2	0.133600	0.133600	0.000000	0.586826	3	unknown	-nan/-nan/-nan
ACAT2	BZW2	0.050800	0.050800	0.000000	0.907480	3	unknown	-nan/-nan/-nan
CASP1	ACAT2	0.105700	0.105700	0.000000	1.000000	3	unknown	-nan/-nan/-nan
CDC42EP5	ACAT2	0.150000	0.150000	0.000000	0.902000	3	unknown	-nan/-nan/-nan
