Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
FOXA1	ANKRD30A	0.908200	0.908200	0.000000	0.716692	3	unknown
ESR1	ANKRD30A	0.406300	0.406300	0.000000	0.717204	3	unknown
GATA3	ANKRD30A	0.594900	0.594900	0.000000	0.838796	3	unknown
ANKRD30A	PGR	0.326800	0.326800	0.000000	0.803856	3	unknown
TRPS1	ANKRD30A	0.059300	0.059300	0.000000	0.981450	3	unknown
CREB3L4	ANKRD30A	0.117400	0.117400	0.000000	0.998296	3	unknown
IRX5	ANKRD30A	0.054500	0.054500	0.000000	0.966972	3	unknown
SPDEF	ANKRD30A	0.256200	0.256200	0.000000	0.994145	3	unknown
XBP1	ANKRD30A	0.115900	0.115900	0.000000	0.826575	3	unknown
ZNF238	ANKRD30A	0.132000	0.132000	0.000000	0.732576	3	unknown
ANKRD30A	CITED1	0.154800	0.154800	0.000000	0.949612	3	unknown
ANKRD30A	HOXB7	0.050900	0.050900	0.000000	0.693517	3	unknown
PBX1	ANKRD30A	0.251600	0.251600	0.000000	0.757949	3	unknown
RORC	ANKRD30A	0.087800	0.087800	0.000000	0.789294	3	unknown
ANKRD30A	ZNF91	0.060000	0.060000	0.000000	0.713333	3	unknown
ANKRD30A	GLI3	0.095400	0.095400	0.000000	0.791405	3	unknown
PPARA	ANKRD30A	0.198200	0.198200	0.000000	0.635217	3	unknown
CEBPB	ANKRD30A	0.140800	0.140800	0.000000	0.856534	3	unknown
ANKRD30A	SALL2	0.062200	0.062200	0.000000	0.651125	3	unknown
ANKRD30A	ZKSCAN1	0.062800	0.062800	0.000000	0.550955	3	unknown
ANKRD30A	CBFA2T2	0.093100	0.093100	0.000000	0.699248	3	unknown
MZF1	ANKRD30A	0.074700	0.074700	0.000000	0.563588	3	unknown
ANKRD30A	MAFG	0.058000	0.058000	0.000000	0.801724	3	unknown
CBL	ANKRD30A	0.102500	0.102500	0.000000	0.644878	3	unknown
ANKRD30A	ESRRA	0.073200	0.073200	0.000000	0.551913	3	unknown
ANKRD30A	ZNF263	0.289500	0.289500	0.000000	0.572712	3	unknown
FOXA1	ESR1	0.133700	0.133700	0.000000	0.740464	3	unknown
GATA3	FOXA1	0.377500	0.377500	0.000000	0.811126	3	unknown
TRPS1	FOXA1	0.064300	0.064300	0.000000	0.614308	3	unknown
CREB3L4	FOXA1	0.270100	0.270100	0.000000	0.933358	3	unknown
SPDEF	FOXA1	0.585300	0.585300	0.000000	0.803690	3	unknown
NFIB	FOXA1	0.203500	0.203500	0.000000	0.522850	3	unknown
LASS6	FOXA1	0.200300	0.200300	0.000000	0.596106	3	unknown
FOXA1	ARNT2	0.141300	0.141300	0.000000	0.573248	3	unknown
EPAS1	FOXA1	0.058400	0.058400	0.000000	0.982877	3	unknown
FOXA1	AR	0.105300	0.105300	0.000000	0.854701	3	unknown
LHX6	FOXA1	0.115200	0.115200	0.000000	0.562500	3	unknown
ZNF281	FOXA1	0.070700	0.070700	0.000000	0.524752	3	unknown
KLF11	FOXA1	0.180400	0.180400	0.000000	0.700665	3	unknown
PPARA	FOXA1	0.517300	0.517300	0.000000	0.529093	3	unknown
FOXA1	ZNF24	0.082800	0.082800	0.000000	0.631643	3	unknown
MEF2C	FOXA1	0.079800	0.079800	0.000000	0.952381	3	unknown
FOXA1	CEBPB	0.179400	0.179400	0.000000	0.623746	3	unknown
FOXA1	FOXC1	0.316100	0.316100	0.000000	0.541917	3	unknown
NOTCH1	FOXA1	0.249300	0.249300	0.000000	0.540313	3	unknown
FOXA1	CBFA2T2	0.133800	0.133800	0.000000	0.961136	3	unknown
FOXA1	MTA3	0.104300	0.104300	0.000000	0.534995	3	unknown
FOXA1	CBL	0.098000	0.098000	0.000000	0.632653	3	unknown
FOXA1	YBX1	0.052000	0.052000	0.000000	0.703846	3	unknown
FOXA1	ZNF263	0.118300	0.118300	0.000000	0.931530	3	unknown
EHF	ELF5	0.130200	0.130200	0.000000	0.778034	3	unknown
EHF	TFAP2B	0.075300	0.075300	0.000000	0.901726	3	unknown
TFAP2A	EHF	0.226600	0.226600	0.000000	0.923654	3	unknown
TRPS1	EHF	0.215100	0.215100	0.000000	0.998140	3	unknown
TFAP2C	EHF	0.202200	0.202200	0.000000	0.868942	3	unknown
SOX9	EHF	0.378000	0.378000	0.000000	0.524603	3	unknown
IRF6	EHF	0.319500	0.319500	0.000000	0.895149	3	unknown
IRX5	EHF	0.110900	0.110900	0.000000	0.981064	3	unknown
SPDEF	EHF	0.094600	0.094600	0.000000	0.978858	3	unknown
IRX3	EHF	0.486500	0.486500	0.000000	0.904419	3	unknown
EHF	IRX2	0.060500	0.060500	0.000000	0.502479	3	unknown
XBP1	EHF	0.448700	0.448700	0.000000	0.951192	3	unknown
ELF3	EHF	0.437700	0.437700	0.000000	0.973041	3	unknown
ZNF92	EHF	0.065500	0.065500	0.000000	0.890076	3	unknown
EHF	CITED1	0.135600	0.135600	0.000000	0.832596	3	unknown
TCEAL1	EHF	0.498600	0.498600	0.000000	0.994384	3	unknown
NFE2L1	EHF	0.052900	0.052900	0.000000	0.977316	3	unknown
EBF1	FOSB	0.085500	0.085500	0.000000	0.991813	3	unknown
MEOX2	FOSB	0.090500	0.090500	0.000000	0.977901	3	unknown
FOS	FOSB	0.951600	0.951600	0.000000	0.762821	3	unknown
FOSB	ATF3	0.236000	0.236000	0.000000	0.888559	3	unknown
FOSB	EGR1	0.222800	0.222800	0.000000	0.859066	3	unknown
FOSB	KLF4	0.822700	0.822700	0.000000	0.589765	3	unknown
HLF	FOSB	0.091200	0.091200	0.000000	0.773026	3	unknown
FOSB	NR4A2	0.232100	0.232100	0.000000	0.896596	3	unknown
MEOX1	FOSB	0.077100	0.077100	0.000000	0.957198	3	unknown
JUN	FOSB	0.355600	0.355600	0.000000	0.609674	3	unknown
FOSB	EGR2	0.142800	0.142800	0.000000	0.754902	3	unknown
FOSB	NR4A1	0.733500	0.733500	0.000000	0.891616	3	unknown
KLF2	FOSB	0.333400	0.333400	0.000000	0.571686	3	unknown
FOSB	BTG2	0.065100	0.065100	0.000000	0.884793	3	unknown
FOXP2	FOSB	0.068900	0.068900	0.000000	0.966618	3	unknown
FOSB	JUNB	0.150400	0.150400	0.000000	0.529255	3	unknown
FOSB	CSRNP1	0.054500	0.054500	0.000000	0.943119	3	unknown
FOSB	HIRA	0.089400	0.089400	0.000000	0.991051	3	unknown
PKNOX1	FOSB	0.114800	0.114800	0.000000	0.751742	3	unknown
TFAP2B	ELF5	0.205700	0.205700	0.000000	0.979096	3	unknown
GATA3	ELF5	0.217600	0.217600	0.000000	0.973346	3	unknown
SOX10	ELF5	0.918700	0.918700	0.000000	0.758790	3	unknown
TRIM29	ELF5	0.354600	0.354600	0.000000	0.622391	3	unknown
TFAP2C	ELF5	0.172400	0.172400	0.000000	0.911253	3	unknown
IRX1	ELF5	0.258800	0.258800	0.000000	0.602782	3	unknown
TP63	ELF5	0.188700	0.188700	0.000000	0.926338	3	unknown
IRX2	ELF5	0.080800	0.080800	0.000000	0.948020	3	unknown
XBP1	ELF5	0.071400	0.071400	0.000000	0.984594	3	unknown
ELF5	TFCP2L1	0.146000	0.146000	0.000000	0.580137	3	unknown
ELF5	CITED1	0.179900	0.179900	0.000000	0.924402	3	unknown
ELF5	CTBP1	0.099600	0.099600	0.000000	0.879518	3	unknown
ELF5	HEY2	0.213700	0.213700	0.000000	0.640150	3	unknown
ETV6	ELF5	0.076600	0.076600	0.000000	0.668407	3	unknown
FOXC1	ELF5	0.146700	0.146700	0.000000	0.706203	3	unknown
TSC22D1	ELF5	0.065000	0.065000	0.000000	0.767692	3	unknown
TEAD3	ELF5	0.242200	0.242200	0.000000	0.787366	3	unknown
HDAC2	ELF5	0.091500	0.091500	0.000000	0.924590	3	unknown
TAF10	ELF5	0.055700	0.055700	0.000000	0.978456	3	unknown
TAF12	ELF5	0.138400	0.138400	0.000000	0.580202	3	unknown
TFAP2C	TFAP2B	0.110000	0.110000	0.000000	0.940000	3	unknown
IRF6	TFAP2B	0.103800	0.103800	0.000000	0.893064	3	unknown
CREB3L4	TFAP2B	0.211300	0.211300	0.000000	0.999527	3	unknown
TFAP2B	SIX1	0.084800	0.084800	0.000000	0.609670	3	unknown
IRX5	TFAP2B	0.110100	0.110100	0.000000	0.994550	3	unknown
SPDEF	TFAP2B	0.097800	0.097800	0.000000	0.994888	3	unknown
TFAP2B	IRX2	0.489300	0.489300	0.000000	0.562641	3	unknown
ZNF238	TFAP2B	0.111300	0.111300	0.000000	0.774483	3	unknown
