Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down
TBX3	TFAP2B	0.152600	0.152600	0.000000	0.911533	3	unknown
ESR1	TFAP2B	0.068500	0.068500	0.000000	0.976642	3	unknown
GATA3	TFAP2B	0.373600	0.373600	0.000000	0.990364	3	unknown
HOXB2	TFAP2B	0.060900	0.060900	0.000000	0.993432	3	unknown
SPDEF	TFAP2B	0.243900	0.243900	0.000000	0.953670	3	unknown
FOXA1	TFAP2B	0.657100	0.657100	0.000000	0.980368	3	unknown
TFAP2B	ESRRG	0.376400	0.376400	0.000000	0.657279	3	unknown
AR	TFAP2B	0.067000	0.067000	0.000000	0.937313	3	unknown
XBP1	TFAP2B	0.134300	0.134300	0.000000	0.967238	3	unknown
FOXM1	TFAP2B	0.264700	0.264700	0.000000	0.955799	3	unknown
ELF4	TFAP2B	0.055100	0.055100	0.000000	0.833031	3	unknown
TFAP2B	SLC26A3	0.076100	0.076100	0.000000	0.695138	3	unknown
TFAP2B	SOX30	0.099500	0.099500	0.000000	0.877387	3	unknown
TFAP2B	SALL1	0.073100	0.073100	0.000000	0.898769	3	unknown
EGR1	TFAP2B	0.074700	0.074700	0.000000	0.862115	3	unknown
TFAP2B	MLLT10	0.080500	0.080500	0.000000	0.604969	3	unknown
TFAP2B	HOXD3	0.080400	0.080400	0.000000	0.649254	3	unknown
ENO1	TFAP2B	0.084200	0.084200	0.000000	1.000000	3	unknown
TFAP2B	NANOG	0.094300	0.094300	0.000000	0.901379	3	unknown
ZNF91	TFAP2B	0.097800	0.097800	0.000000	0.865031	3	unknown
TFAP2B	PPARA	0.095200	0.095200	0.000000	0.867647	3	unknown
TFAP2B	NR2E1	0.074800	0.074800	0.000000	0.994652	3	unknown
TFAP2B	SNAPC4	0.081800	0.081800	0.000000	0.913203	3	unknown
ZNF83	TFAP2B	0.063600	0.063600	0.000000	0.976415	3	unknown
TFAP2B	KLF9	0.172400	0.172400	0.000000	0.879350	3	unknown
BATF	TFAP2B	0.158600	0.158600	0.000000	0.676545	3	unknown
TCF7L1	TFAP2B	0.057900	0.057900	0.000000	0.979275	3	unknown
TFAP2B	POU3F3	0.131200	0.131200	0.000000	0.852896	3	unknown
TFAP2B	FOXO4	0.050500	0.050500	0.000000	0.899010	3	unknown
ZHX2	TFAP2B	0.094400	0.094400	0.000000	0.886653	3	unknown
TFAP2B	CEBPE	0.258700	0.258700	0.000000	0.839969	3	unknown
TRIM25	TFAP2B	0.085900	0.085900	0.000000	0.527357	3	unknown
FOS	TBX3	0.215800	0.215800	0.000000	0.934662	3	unknown
FOS	FOSL1	0.180400	0.180400	0.000000	0.650222	3	unknown
FOS	AEBP1	0.286900	0.286900	0.000000	0.709306	3	unknown
