Parent	Child	BS.Prob	edgeScore	BS.Gain	BS.Direction	EdgeType	BS.up/down	BS.EdgeTypeRatio
ADCY9	ABCF1	0.233400	0.233400	0.000000	0.838475	3	unknown	nan/nan/nan
ABCF1	ATF2	0.051600	0.051600	0.000000	0.631783	3	unknown	nan/nan/nan
CTPS	ABCF1	0.303400	0.303400	0.000000	0.714568	3	unknown	nan/nan/nan
DDX18	ABCF1	0.074100	0.074100	0.000000	0.929825	3	unknown	nan/nan/nan
ABCF1	DNM3	0.051100	0.051100	0.000000	0.890411	3	unknown	nan/nan/nan
DUSP10	ABCF1	0.064800	0.064800	0.000000	0.606481	3	unknown	nan/nan/nan
ABCF1	E2F3	0.155800	0.155800	0.000000	0.672657	3	unknown	nan/nan/nan
EPHB3	ABCF1	0.140900	0.140900	0.000000	0.798439	3	unknown	nan/nan/nan
FAM136A	ABCF1	0.063100	0.063100	0.000000	0.748019	3	unknown	nan/nan/nan
ABCF1	FOS	0.054300	0.054300	0.000000	0.867403	3	unknown	nan/nan/nan
ABCF1	FOXB1	0.069000	0.069000	0.000000	0.989855	3	unknown	nan/nan/nan
ABCF1	HMGCR	0.053500	0.053500	0.000000	0.859813	3	unknown	nan/nan/nan
ABCF1	ITGA2	0.051200	0.051200	0.000000	0.695312	3	unknown	nan/nan/nan
ABCF1	ITPR1	0.063100	0.063100	0.000000	0.527734	3	unknown	nan/nan/nan
KCNN4	ABCF1	0.226500	0.226500	0.000000	0.592494	3	unknown	nan/nan/nan
KIAA0020	ABCF1	0.100000	0.100000	0.000000	0.881000	3	unknown	nan/nan/nan
ABCF1	MAP3K12	0.090200	0.090200	0.000000	0.791574	3	unknown	nan/nan/nan
MREG	ABCF1	0.068700	0.068700	0.000000	0.806405	3	unknown	nan/nan/nan
NRIP1	ABCF1	0.141900	0.141900	0.000000	0.528541	3	unknown	nan/nan/nan
ABCF1	PAK6	0.061000	0.061000	0.000000	0.908197	3	unknown	nan/nan/nan
ABCF1	PCSK1N	0.195300	0.195300	0.000000	0.827445	3	unknown	nan/nan/nan
ABCF1	PHGDH	0.050000	0.050000	0.000000	0.642000	3	unknown	nan/nan/nan
PIM1	ABCF1	0.426600	0.426600	0.000000	0.706517	3	unknown	nan/nan/nan
ABCF1	PKIG	0.065000	0.065000	0.000000	0.973846	3	unknown	nan/nan/nan
PLK1	ABCF1	0.065400	0.065400	0.000000	0.873089	3	unknown	nan/nan/nan
ABCF1	PPP1R11	0.091100	0.091100	0.000000	0.531284	3	unknown	nan/nan/nan
PRKX	ABCF1	0.385300	0.385300	0.000000	0.644952	3	unknown	nan/nan/nan
RNASE4	ABCF1	0.054900	0.054900	0.000000	0.812386	3	unknown	nan/nan/nan
ABCF1	ROR2	0.079300	0.079300	0.000000	0.936948	3	unknown	nan/nan/nan
