Parent	Child	relationType	edgeScore	Freq
COL11A1	PPAPDC1A	Type 0	0.682193	0.682193
KLK4	PPAPDC1A	Type 0	0.454752	0.454752
ITGA11	PPAPDC1A	Type 0	0.228441	0.228441
POSTN	PPAPDC1A	Type 0	0.220601	0.220601
PPAPDC1A	KLK4	Type 0	0.545248	0.545248
PPAPDC1A	IGFL2	Type 0	0.272537	0.272537
PPAPDC1A	NKX3-2	Type 0	0.284222	0.284222
PPAPDC1A	SPOCD1	Type 0	1.000000	1.000000
PPAPDC1A	SALL4	Type 0	0.998613	0.998613
CASC1	IQUB	Type 0	0.372274	0.372274
C10orf79	IQUB	Type 0	0.251781	0.251781
C9orf171	IQUB	Type 0	0.896359	0.896359
C14orf45	IQUB	Type 0	0.228435	0.228435
IQUB	TSGA10	Type 0	0.299766	0.299766
ENTPD2	UAP1L1	Type 0	0.254098	0.254098
TMEM104	UAP1L1	Type 0	0.280094	0.280094
KIFC2	UAP1L1	Type 0	0.893607	0.893607
MICAL1	UAP1L1	Type 0	0.298387	0.298387
TMC6	UAP1L1	Type 0	0.526300	0.526300
UAP1L1	VCX	Type 0	0.301530	0.301530
UAP1L1	INPP5E	Type 0	0.417618	0.417618
GLT8D2	CTSK	Type 0	0.939560	0.939560
MGST1	SLIT1	Type 0	0.410733	0.410733
C1orf59	SLIT1	Type 0	0.997933	0.997933
BRSK2	SLIT1	Type 0	0.216585	0.216585
MARCH4	SLIT1	Type 0	0.334985	0.334985
CELF3	SLIT1	Type 0	0.204623	0.204623
EFNA4	SLIT1	Type 0	0.294017	0.294017
BCAS4	CBX4	Type 0	0.996371	0.996371
PDXK	CBX4	Type 0	0.290814	0.290814
NOTCH1	CBX4	Type 0	0.325666	0.325666
SMARCC2	CBX4	Type 0	0.228987	0.228987
CBX4	CSMD3	Type 0	0.295670	0.295670
CBX4	ANO9	Type 0	0.298883	0.298883
HLA-DRB5	HLA-DRB1	Type 0	0.345085	0.345085
HLA-DRB1	HLA-DRB5	Type 0	0.654915	0.654915
SLC44A4	LFNG	Type 0	0.306355	0.306355
C9orf152	LFNG	Type 0	0.980256	0.980256
LFNG	CEACAM6	Type 0	0.270391	0.270391
LFNG	GCNT1	Type 0	0.268641	0.268641
PMEPA1	KLKB1	Type 0	0.212167	0.212167
CSN3	KLKB1	Type 0	0.269297	0.269297
IGF2BP3	KLKB1	Type 0	0.302341	0.302341
BICD1	KLKB1	Type 0	0.261983	0.261983
CYP4V2	KLKB1	Type 0	0.925164	0.925164
TPX2	C17orf53	Type 0	0.217894	0.217894
POLQ	C17orf53	Type 0	0.963863	0.963863
